word/0/@_form,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
kai\,o(/ti,a)\n,ἄν,particle,ai)th/shte,αἰτέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,o)no/mati/,ὄνομα,adjective,mou,ἐγώ,pronoun,tou=to,οὗτος,pronoun,poih/sw,ποιέω,verb,i(/na,ἵνα,conjunction,docasqh=|,δοξάζω,verb,o(,ὁ,article,path\r,πατήρ,noun,e)n,ἐν,preposition,tw=|,ὁ,article,ui(w=|,υἱός,noun,καί,conjunction,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a/n,ti,ai)th/shte/,αἰτέω,verb,me,ἐγώ,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,o)no/mati/,ὄνομα,adjective,mou,ἐγώ,pronoun,tou=to,οὗτος,pronoun,poih/sw,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ea\n,a)gapa=te/,me,ἐγώ,pronoun,ta\s,ὁ,article,e)ntola\s,ἐντολή,noun,ta\s,ὁ,article,e)ma\s,ἐμός,adjective,thrh/sete,τηρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,ἀγαπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,e)rwth/sw,to\n,ὁ,article,pate/ra,πατήρ,noun,kai\,καί,conjunction,a)/llon,ἄλλος,adjective,para/klhton,παράκλητος,adjective,dw/sei,δίδωμι,verb,u(mi=n,σύ,pronoun,i(/na,ἵνα,conjunction,h)=|,εἰμί,verb,meq',μετά,preposition,u(mw=n,σύ,pronoun,ei)s,εἰς,preposition,to\n,ὁ,article,ai)w=na,αἰών,noun,to\,ὁ,article,ἐγώ,pronoun,ἐρωτάω,verb,pneu=ma,πνεῦμα,noun,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,o(\,ὅς,pronoun,o(,ὁ,article,ko/smos,κόσμος,noun,ou),οὐ,adverb,du/natai,δύναμαι,verb,labei=n,λαμβάνω,verb,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,qewrei=,θεωρέω,verb,au)to\,αὐτός,pronoun,ou)de\,οὐδέ,particle,ginw/skei,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,ginw/skete,au)to/,αὐτός,pronoun,o(/ti,ὅστις,pronoun,par',παρά,preposition,u(mi=n,σύ,pronoun,me/nei,μένω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,σύ,pronoun,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)k,a)fh/sw,u(ma=s,σύ,pronoun,o)rfanou/s,ὀρφανός,adjective,e)/rxomai,ἔρχομαι,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,ἀφίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,mikro\n,kai\,καί,conjunction,o(,ὁ,article,ko/smos,κόσμος,noun,me,ἐγώ,pronoun,ou)ke/ti,οὐκέτι,adverb,qewrei=,θεωρέω,verb,u(mei=s,σύ,pronoun,de\,δέ,particle,qewrei=te/,θεωρέω,verb,me,ἐγώ,pronoun,o(/ti,ὅστις,pronoun,e)gw\,ἐγώ,pronoun,zw=,ζάω,verb,kai\,καί,conjunction,u(mei=s,σύ,pronoun,ἔτι,adverb,μικρός,adjective,zh/sete,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,e)kei/nh|,th=|,ὁ,article,h(me/ra|,ἡμέρα,noun,u(mei=s,σύ,pronoun,gnw/sesqe,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,e)gw\,ἐγώ,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,patri/,πατήρ,noun,mou,ἐγώ,pronoun,kai\,καί,conjunction,u(mei=s,σύ,pronoun,e)n,ἐν,preposition,e)moi\,ἐγώ,pronoun,ka)gw\,ἐγώ,pronoun,ἐν,preposition,ἐκεῖνος,pronoun,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,e)/xwn,ta\s,ὁ,article,e)ntola/s,ἐντολή,noun,mou,ἐγώ,pronoun,kai\,καί,conjunction,thrw=n,τηρέω,verb,au)ta\s,αὐτός,pronoun,e)kei=no/s,ἐκεῖνος,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,a)gapw=n,ἀγαπάω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,ὁ,article,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,a)gapw=n,ἀγαπάω,verb,me,ἐγώ,pronoun,a)gaphqh/setai,ἀγαπάω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,patro/s,πατήρ,noun,mou,ἐγώ,pronoun,ka)gw\,ἐγώ,pronoun,a)gaph/sw,ἀγαπάω,verb,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,e)mfani/sw,ἐμφανίζω,verb,au)tw=|,αὐτός,pronoun,e)mauto/n,ἐμαυτοῦ,pronoun,,,,ὁ,article,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*le/gei,au)tw=|,*)iou/das,Ἰούδας,proper,ou)x,οὐ,adverb,o(,ὁ,article,*)iskariw/ths,,,*ku/rie,κύριος,adjective,ti/,τίς,pronoun,ge/gonen,γίγνομαι,verb,o(/ti,ὅστις,pronoun,h(mi=n,ἐγώ,pronoun,me/lleis,μέλλω,verb,e)mfani/zein,ἐμφανίζω,verb,seauto\n,σαυτοῦ,pronoun,kai\,καί,conjunction,ou)xi\,οὐ,adverb,tw=|,ὁ,article,λέγω,verb,αὐτός,pronoun,ko/smw|,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pekri/qh,*)ihsou=s,kai\,καί,conjunction,ei)=pen,εἶπον,verb,au)tw=|,αὐτός,pronoun,*)ea/n,ἐάν,conjunction,tis,τις,pronoun,a)gapa=|,ἀγαπάω,verb,me,ἐγώ,pronoun,to\n,ὁ,article,lo/gon,λόγος,noun,mou,ἐγώ,pronoun,thrh/sei,τηρέω,verb,kai\,καί,conjunction,o(,ὁ,article,path/r,πατήρ,noun,mou,ἐγώ,pronoun,ἀποκρίνω,verb,Ἰησοῦς,proper,a)gaph/sei,ἀγαπάω,verb,au)to/n,αὐτός,pronoun,kai\,καί,conjunction,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)leuso/meqa,ἔρχομαι,verb,kai\,καί,conjunction,monh\n,μονή,noun,par',παρά,preposition,au)tw=|,αὐτός,pronoun,poihso/meqa,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,mh\,a)gapw=n,ἀγαπάω,verb,me,ἐγώ,pronoun,tou\s,ὁ,article,lo/gous,λόγος,noun,mou,ἐγώ,pronoun,ou),οὐ,adverb,threi=,τηρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,lo/gos,λόγος,noun,o(\n,ὅς,pronoun,a)kou/ete,ἀκούω,verb,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,e)mo\s,ἐμός,adjective,a)lla\,ἀλλά,adverb,tou=,ὁ,article,pe/myanto/s,πέμπω,verb,me,ἐγώ,pronoun,patro/s,πατήρ,noun,,,,,,,,,,,,,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,lela/lhka,u(mi=n,σύ,pronoun,par',παρά,preposition,u(mi=n,σύ,pronoun,me/nwn,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,λαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,para/klhtos,παράκλητος,adjective,to\,ὁ,article,pneu=ma,πνεῦμα,noun,to\,ὁ,article,a(/gion,ἅγιος,adjective,o(\,ὅς,pronoun,pe/myei,πέμπω,verb,o(,ὁ,article,path\r,πατήρ,noun,e)n,ἐν,preposition,tw=|,ὁ,article,o)no/mati/,ὄνομα,adjective,mou,ἐγώ,pronoun,e)kei=nos,ἐκεῖνος,pronoun,u(ma=s,σύ,pronoun,ὁ,article,δέ,particle,dida/cei,διδάσκω,verb,pa/nta,πᾶς,adjective,kai\,καί,conjunction,u(pomnh/sei,ὑπομιμνήσκω,verb,u(ma=s,σύ,pronoun,pa/nta,πᾶς,adjective,a(\,ὅς,pronoun,ei)=pon,εἶπον,verb,u(mi=n,σύ,pronoun,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)rh/nhn,a)fi/hmi,u(mi=n,σύ,pronoun,ei)rh/nhn,εἰρήνη,noun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,di/dwmi,δίδωμι,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,Εἰρήνη,proper,ἀφίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),kaqw\s,o(,ὁ,article,ko/smos,κόσμος,noun,di/dwsin,δίδωμι,verb,e)gw\,ἐγώ,pronoun,di/dwmi,δίδωμι,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,καθώς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,tarasse/sqw,u(mw=n,σύ,pronoun,h(,ὁ,article,kardi/a,καρδία,noun,mhde\,μηδέ,particle,deilia/tw,δειλιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,ταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)kou/sate,o(/ti,e)gw\,ἐγώ,pronoun,ei)=pon,εἶπον,verb,u(mi=n,σύ,pronoun,*(upa/gw,ὑπάγω,verb,kai\,καί,conjunction,e)/rxomai,ἔρχομαι,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,ἀκούω,verb,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),h)gapa=te/,me,ἐγώ,pronoun,e)xa/rhte,χαίρω,verb,a)/n,ἄν,particle,o(/ti,ὅστις,pronoun,poreu/omai,πορεύω,verb,pro\s,πρός,preposition,to\n,ὁ,article,pate/ra,πατήρ,noun,o(/ti,ὅστις,pronoun,o(,ὁ,article,path\r,πατήρ,noun,mei/zwn,μέγας,adverb,mou/,ἐγώ,pronoun,e)stin,εἰμί,verb,,,,εἰ,conjunction,ἀγαπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,nu=n,ei)/rhka,ἐρῶ,verb,u(mi=n,σύ,pronoun,pri\n,πρίν,adverb,gene/sqai,γίγνομαι,verb,i(/na,ἵνα,conjunction,o(/tan,ὅταν,conjunction,ge/nhtai,γίγνομαι,verb,pisteu/shte,πιστεύω,verb,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,polla\,lalh/sw,λαλέω,verb,meq',μετά,preposition,u(mw=n,σύ,pronoun,e)/rxetai,ἔρχομαι,verb,ga\r,γάρ,particle,o(,ὁ,article,tou=,ὁ,article,ko/smou,κόσμος,noun,a)/rxwn,ἄρχων,noun,,,,,,,,,,,,,,,,,,,οὐκέτι,adverb,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)n,e)moi\,ἐγώ,pronoun,ou)k,οὐ,adverb,e)/xei,ἔχω,verb,ou)de/n,οὐδείς,pronoun,a)ll',ἀλλά,adverb,i(/na,ἵνα,conjunction,gnw=|,γιγνώσκω,verb,o(,ὁ,article,ko/smos,κόσμος,noun,o(/ti,ὅστις,pronoun,a)gapw=,ἀγαπάω,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,kai\,καί,conjunction,kaqw\s,καθώς,adverb,καί,conjunction,ἐν,preposition,e)ntolh\n,ἐντολή,noun,e)/dwke/n,δίδωμι,verb,moi,ἐγώ,pronoun,o(,ὁ,article,path\r,πατήρ,noun,ou(/tws,οὕτως,adverb,poiw=,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)egei/resqe,a)/gwmen,e)nteu=qen,ἐντεῦθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγείρω,verb,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)egw/,ei)mi,h(,ὁ,article,a)/mpelos,ἄμπελος,noun,h(,ὁ,article,a)lhqinh/,ἀληθινός,adjective,kai\,καί,conjunction,o(,ὁ,article,path/r,πατήρ,noun,mou,ἐγώ,pronoun,o(,ὁ,article,gewrgo/s,γεωργός,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,ἐγώ,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,klh=ma,e)n,ἐν,preposition,e)moi\,ἐγώ,pronoun,mh\,μή,conjunction,fe/ron,φέρω,verb,karpo\n,καρπός,noun,ai)/rei,αἴρω,verb,au)to/,αὐτός,pronoun,kai\,καί,conjunction,pa=n,πᾶς,adjective,to\,ὁ,article,karpo\n,καρπός,noun,fe/ron,φέρω,verb,kaqai/rei,καθαίρω,verb,au)to\,αὐτός,pronoun,i(/na,ἵνα,conjunction,πᾶς,adjective,κλῆμα,noun,karpo\n,καρπός,noun,plei/ona,πλείων,verb,fe/rh|,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,u(mei=s,kaqaroi/,καθαρός,adjective,e)ste,εἰμί,verb,dia\,διά,preposition,to\n,ὁ,article,lo/gon,λόγος,noun,o(\n,ὅς,pronoun,lela/lhka,λαλέω,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,ἤδη,adverb,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei/nate,e)n,e)moi/,ἐγώ,pronoun,ka)gw\,ἐγώ,pronoun,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μένω,verb,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqw\s,to\,klh=ma,κλῆμα,noun,ou),οὐ,adverb,du/natai,δύναμαι,verb,karpo\n,καρπός,noun,fe/rein,φέρω,verb,a)f',ἀπό,preposition,e(autou=,ἑαυτοῦ,pronoun,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,me/nh|,μένω,verb,e)n,ἐν,preposition,th=|,ὁ,article,a)mpe/lw|,ἄμπελος,noun,ou(/tws,οὕτως,adverb,ou)de\,οὐδέ,particle,καθώς,adverb,ὁ,article,u(mei=s,σύ,pronoun,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,e)n,ἐν,preposition,e)moi\,ἐγώ,pronoun,me/nhte,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw/,ei)mi,h(,ὁ,article,a)/mpelos,ἄμπελος,noun,u(mei=s,σύ,pronoun,ta\,ὁ,article,klh/mata,κλῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,me/nwn,e)n,ἐν,preposition,e)moi\,ἐγώ,pronoun,ka)gw\,ἐγώ,pronoun,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,ou(=tos,οὗτος,pronoun,fe/rei,φέρω,verb,karpo\n,καρπός,noun,polu/n,πολύς,adjective,o(/ti,ὅστις,pronoun,xwri\s,χωρίς,adverb,e)mou=,ἐγώ,pronoun,ou),οὐ,adverb,du/nasqe,δύναμαι,verb,poiei=n,ποιέω,verb,ὁ,article,μένω,verb,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,mh/,tis,τις,pronoun,me/nh|,μένω,verb,e)n,ἐν,preposition,e)moi/,ἐγώ,pronoun,e)blh/qh,βάλλω,verb,e)/cw,ἔξω,adverb,w(s,ὡς,conjunction,to\,ὁ,article,klh=ma,κλῆμα,noun,kai\,καί,conjunction,e)chra/nqh,ξηραίνω,verb,kai\,καί,conjunction,suna/gousin,συνάγω,verb,au)ta\,αὐτός,pronoun,kai\,καί,conjunction,ἐάν,conjunction,μή,conjunction,ei)s,εἰς,preposition,to\,ὁ,article,pu=r,πῦρ,noun,ba/llousin,βάλλω,verb,kai\,καί,conjunction,kai/etai,καίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
