word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/97/lemma/@_entry,word/97/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
kai\,καί,conjunction,duspeiqw=s,δυσπειθής,adverb,e)/ti,ἔτι,adverb,e)/xonti,ἔχω,verb,oi(,ὁ,article,pre/sbeis,πρέσβις,noun,met',μετά,preposition,a)nata/sews,prose/tasson,προστάσσω,verb,pei/qesqai,toi=s,ὁ,article,u(po\,ὑπό,preposition,th=s,ὁ,article,sugklh/tou,σύγκλητος,adjective,legome/nois,λέγω,verb,kai\,καί,conjunction,h(/kein,ἥκω,verb,meta\,μετά,preposition,xili/wn,χίλιοι,adjective,i(ppe/wn,ἱππεύς,noun,e)/s,εἰς,preposition,ti,τις,pronoun,meqo/rion,μεθόριος,adjective,e)pi\,ἐπί,preposition,sunqh/kais,συνθήκη,noun,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,to\n,ὁ,article,*)/attalon,Ἄτταλος,proper,e)/fasan,φημί,verb,perime/nein,περιμένω,verb,meta\,μετά,preposition,tosw=nde,τοσόσδε,adjective,e(te/rwn,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνάτασις,noun,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,w(s,ὡς,conjunction,o)li/gwn,ὀλίγος,adjective,tw=n,ὁ,article,su\n,σύν,preposition,*)atta/lw|,Ἄτταλος,proper,katafronh/sas,kai\,καί,conjunction,e)lpi/sas,au)to\n,αὐτός,pronoun,e)nedreu/sein,ἐνεδρεύω,verb,prou/pempe,προπέμπω,verb,tou\s,ὁ,article,pre/sbeis,πρέσβις,noun,w(s,ὡς,conjunction,meta\,μετά,preposition,xili/wn,χίλιοι,adjective,e(po/menos,ἕπομαι,verb,pa/nta,πᾶς,adjective,d',δέ,particle,a)nasth/sas,ἀνίστημι,verb,to\n,ὁ,article,strato\n,στρατός,noun,h)=gen,ἄγω,verb,w(s,ὡς,conjunction,e)s,εἰς,preposition,ma/xhn,μάχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταφρονέω,verb,ἐλπίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,
*)atta/lou,Ἄτταλος,proper,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,pre/sbewn,πρέσβις,noun,ai)sqome/nwn,αἰσθάνομαι,verb,te,τε,particle,kai\,diafugo/ntwn,διαφεύγω,verb,h(=|,dunato\s,δυνατός,adjective,au)tw=n,αὐτός,pronoun,e)gi/gneto,γίγνομαι,verb,e(/kastos,ἕκαστος,adjective,o(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,skeuofo/rwn,σκευόφορος,adjective,tw=n,ὁ,article,*(rwmai+kw=n,,,u(poleifqe/ntwn,ὑπολείπω,verb,h(/pteto,ἅπτω,verb,kai\,καί,conjunction,xwri/on,χωρίον,noun,ti,τις,pronoun,*nikhfo/rion,νικηφορέω,verb,e)celw\n,ἐξαιρέω,verb,kate/skapte,κατασκάπτω,verb,kai\,καί,conjunction,tou\s,ὁ,article,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,new\s,ναός,noun,e)nepi/mprh,ἐμπίμπρημι,verb,*)/attalo/n,Ἄτταλος,proper,te,τε,particle,e)s,εἰς,preposition,to\,ὁ,article,*pe/rgamon,Πέργαμον,proper,sumfugo/nta,συμφεύγω,verb,e)polio/rkei,πολιορκέω,verb,me/xri,μέχρι,preposition,kai\,καί,conjunction,tw=nde,ὅδε,pronoun,oi(,*(rwmai=oi,,,puqo/menoi,πύθω,verb,pre/sbeis,πρέσβις,noun,e(te/rous,ἕτερος,adjective,e)/pempon,πέμπω,verb,oi(\,ἕ,pronoun,to\n,ὁ,article,*prousi/an,Προυσίης,proper,e)ke/leuon,κελεύω,verb,*)atta/lw|,Ἄτταλος,proper,ta\s,ὁ,article,bla/bas,a)poti=sai,ἀποτίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὅς,pronoun,ὁ,article,βλάβη,adjective,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,ou)=n,οὖν,particle,kataplagei\s,καταπλάσσω,verb,o(,ὁ,article,*prousi/as,Προυσίης,proper,u(ph/kouse,ὑπακούω,verb,kai\,καί,conjunction,a)nexw/rei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
poinh\n,ποινή,noun,de\,δέ,particle,tw=n,ὁ,article,pre/sbewn,πρέσβις,noun,o(risa/ntwn,ὁρίζω,verb,au)to\n,αὐτός,pronoun,e)senegkei=n,εἰσφέρω,verb,*)atta/lw|,nau=s,ναῦς,noun,katafra/ktous,ei)/kosin,εἴκοσι,verb,au)ti/ka,αὐτίκα,adverb,kai\,καί,conjunction,a)rguri/ou,ἀργύριον,adjective,su\n,σύν,preposition,xro/nw|,χρόνος,noun,ta/lanta,τάλαντον,noun,pentako/sia,πεντακόσιοι,adjective,ta/s,ὁ,article,te,τε,particle,nau=s,ναῦς,noun,e)/dwke,δίδωμι,verb,kai\,καί,conjunction,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,xro/nw|,χρόνος,noun,sune/feren,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἄτταλος,proper,κατάφρακτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
o)/nti,εἰμί,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,dia\,διά,preposition,mi/sous,μῖσος,noun,toi=s,ὁ,article,u(phko/ois,ὑπήκοος,adjective,e)pi\,w)mo/thti,ὠμότης,noun,xaleph=|,*nikomh/dhs,Νικομήδης,proper,ui(o\s,υἱός,noun,h)=n,εἰμί,verb,pa/nu,πάνυ,adverb,toi=s,ὁ,article,*biqunoi=s,,,a)re/skwn,ἄρεσκος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,χαλεπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
o(/per,ὅσπερ,adjective,o(,ὁ,article,*prousi/as,Προυσίης,proper,u(forw/menos,ὑφοράω,verb,e)s,εἰς,preposition,*(rw/mhn,,,au)to\n,αὐτός,pronoun,biou=n,metesth/sato,μεθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,maqw\n,μανθάνω,verb,eu)dokimou=nta,εὐδοκιμέω,verb,ka)kei=,ἐκεῖ,adverb,prose/tace,προστάσσω,verb,th=s,ὁ,article,boulh=s,βουλεύς,noun,dehqh=nai,tw=n,ὁ,article,e)/ti,o)feilome/nwn,ὀφείλω,verb,*)atta/lw|,Ἄτταλος,proper,xrhma/twn,χρῆμα,adjective,au)to\n,αὐτός,pronoun,a)polu=sai,ἀπολύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέω,verb,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,
*mhna=n,Μήνη,proper,te,τε,particle,au)tw=|,αὐτός,pronoun,sumpresbeu/sonta,συμπρεσβεύω,verb,e)/pempe,πέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)/rhto,ἐρῶ,verb,tw=|,ὁ,article,*mhna=|,Μηνᾶς,proper,ei),εἰ,conjunction,me\n,μέν,particle,e)pitu/xoi,ἐπιτυγχάνω,verb,th=s,a)fe/sews,ἄφεσις,noun,tw=n,xrhma/twn,χρῆμα,adjective,e)/ti,ἔτι,adverb,fei/desqai,φείδομαι,verb,tou=,ὁ,article,*nikomh/dous,Νικομήδης,proper,ei),εἰ,conjunction,de\,δέ,particle,a)potu/xoi,ἀποτυγχάνω,verb,ktei/nein,κτείνω,verb,au)to\n,αὐτός,pronoun,e)n,ἐν,preposition,*(rw/mh|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
kerkou/rous,κέρκουρος,noun,te/,τε,particle,tinas,τις,pronoun,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,sune/pemyen,συμπέμπω,verb,au)tw=|,αὐτός,pronoun,kai\,disxili/ous,δισχίλιοι,adjective,stratiw/tas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,στρατιώτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,th=s,ὁ,article,me\n,μέν,particle,zhmi/as,ζημία,noun,ou)k,οὐ,adverb,a)feqei/shs,ἀφίημι,verb,tw=|,*prousi/a|,Προυσίης,proper,*a'ndro/nikos,ga\r,γάρ,particle,e)pipemfqei\s,ἐπέπειμι,verb,e)s,εἰς,preposition,a)ntilogi/an,ἀντιλογία,noun,u(po\,ὑπό,preposition,*)atta/lou,Ἄτταλος,proper,th\n,ὁ,article,zhmi/an,ζημία,noun,a)pe/fainen,ἀποφαίνω,verb,e)la/ttona,ἐλάσσων,adjective,th=s,ὁ,article,a(rpagh=s',ἁρπαγεύς,adjective,to\n,ὁ,article,de\,δέ,particle,*nikomh/dh,Νικομήδης,proper,lo/gou,λόγος,noun,kai\,καί,conjunction,spoudh=s,σπουδή,noun,a)/cion,ἄξιος,adjective,o(rw=n,ὁράω,verb,h)po/rhto,ἀπορέω,verb,kai\,καί,conjunction,ou)/te,οὔτε,adverb,ktei/nein,κτείνω,verb,au)to\n,αὐτός,pronoun,u(fi/stato,ὑφίστημι,verb,ou)/te,οὔτε,adverb,au)to\s,αὐτός,pronoun,e)s,εἰς,preposition,*biquni/an,Βιθυνίη,proper,e)panie/nai,ἐπάνειμι,verb,dia\,διά,preposition,de/os,δέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,d',δέ,particle,au)tw=|,αὐτός,pronoun,bradu/nonti,βραδύνω,verb,sunei\s,συνίημι,verb,o(,ὁ,article,neani/skos,νεανίσκος,noun,e)s,lo/gous,λόγος,noun,h)=lqen,e)qe/lonti,ἐθέλω,verb,ka)kei/nw|,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,
sunqe/menoi,συντίθημι,verb,d',δέ,particle,e)pibouleu=sai,ἐπιβουλεύω,verb,tw=|,ὁ,article,*prousi/a|,Προυσίης,proper,to\n,ὁ,article,*)atta/lou,Ἄτταλος,proper,presbeuth\n,*)andro/nikon,Ἀνδρόνικος,proper,e)s,to\,ὁ,article,e)/rgon,ἔργον,noun,prose/labon,προσλαμβάνω,verb,i(/na,ἵνα,conjunction,to\n,ὁ,article,*)/attalon,Ἄτταλος,proper,pei/seie,πείθω,verb,to\n,ὁ,article,*nikomh/dh,Νικομήδης,proper,katagagei=n,κατάγω,verb,e)s,εἰς,preposition,*biquni/an,Βιθυνίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρεσβευτής,noun,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
a)namei/nantes,ἀναμένω,verb,d',δέ,particle,a)llh/lous,ἀλλήλων,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,*berni/kh|,,,polismati/w|,πόλισμα,noun,tini\,th=s,ὁ,article,*)hpei/rou,nukto\s,νύξ,adjective,e)sba/ntes,εἰσβαίνω,verb,e)s,εἰς,preposition,nau=n,ναῦς,noun,a(/,ὅς,pronoun,te,τε,particle,de/oi,δέω,verb,poiei=n,ποιέω,verb,suneti/qento,συντίθημι,verb,kai\,καί,conjunction,dielu/qhsan,διαλύω,verb,e)/ti,ἔτι,adverb,nukto/s,νύξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,Ἤπειρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,d',δέ,particle,h(me/ra|,ἡμέρα,noun,*nikomh/dhs,Νικομήδης,proper,me\n,μέν,particle,e)ce/baine,ἐκβαίνω,verb,th=s,ὁ,article,new\s,porfu/ran,πορφύρα,noun,te,basilikh\n,βασιλικός,adjective,h)mfiesme/nos,ἀμφαμφιέννυμι,verb,kai\,καί,conjunction,dia/dhma,διάδημα,noun,e)pikei/menos,ἐπίκειμαι,verb,*)andro/nikos,Ἀνδρόνικος,proper,d',δέ,particle,au)to\n,αὐτός,pronoun,u(pantia/sas,ὑπαντιάω,verb,te,τε,particle,kai\,καί,conjunction,basile/a,βασιλεύς,noun,proseipw\n,προσεῖπον,verb,pare/pempe,παραπέμπω,verb,meta\,μετά,preposition,stratiwtw=n,στρατιώτης,adjective,w(=n,ὅς,pronoun,ei)=xe,ἔχω,verb,pentakosi/wn,πεντακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ναός,noun,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,
*mhna=s,Μηνᾶς,proper,de\,δέ,particle,u(pokrino/menos,ὑποκρίνομαι,verb,to/te,τότε,adverb,prw=ton,πρότερος,adjective,h)|sqh=sqai,αἰσθάνομαι,verb,*nikomh/dous,Νικομήδης,proper,paro/ntos,e)s,εἰς,preposition,tou\s,disxili/ous,δισχίλιοι,adjective,diadramw\n,διατρέχω,verb,e)dusfo/rei,δυσφορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πάρειμι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
