word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS
e)gw\,ἐγώ,pronoun,d',δέ,particle,e)kei/nw|,ἐκεῖνος,pronoun,pa/nta,πᾶς,adjective,tau=q',οὗτος,pronoun,u(phre/toun,ὑπηρετέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,h)=n,εἰμί,verb,o(/,ὅς,pronoun,ti,τις,pronoun,sou,σύ,pronoun,ma/list',μάλιστα,adverb,e)dei=q',δέομαι,verb,e(ka/stote,ἑκάστοτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,polla/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)knomi/ws,ἐκνόμιος,adjective,m',ἐγώ,pronoun,h)|sxu/neto,αἰσχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)rguri/ou,ἀργύριον,adjective,draxma\s,δραχμή,noun,a)\n,ἄν,particle,h)/|ths',αἰτέω,verb,ei)/kosin,εἴκοσι,verb,ei)s,εἰς,preposition,i(ma/tion,ἱμάτιον,adjective,o)ktw\,ὀκτώ,adverb,d',δέ,particle,a)\n,ἄν,particle,ei)s,εἰς,preposition,u(podh/mata,ὑπόδημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tai=s,ὁ,article,a)delfai=s,ἀδελφή,noun,a)gora/sai,ἀγοράζω,verb,xitw/nion,χιτώνιον,noun,e)ke/leusen,κελεύω,verb,a)\n,ἄν,particle,th=|,ὁ,article,mhtri/,μήτηρ,noun,q',τε,particle,i(mati/dion,ἱματίδιον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purw=n,πυρά,noun,t',τε,particle,a)\n,ἄν,particle,e)deh/qh,δέω,verb,medi/mnwn,μέδιμνος,noun,tetta/rwn,τέσσαρες,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,polla\,πολύς,adjective,toi/nun,τοίνυν,particle,ma\,μά,particle,to\n,ὁ,article,*)apo/llw,Ἀπόλλων,proper,tau=ta/,οὗτος,pronoun,ge,γε,particle,ei)/rhkas,ἐρῶ,verb,a)lla\,ἀλλά,adverb,dh=lon,δῆλος,adjective,o(/ti,ὅστις,pronoun,s',σύ,pronoun,h)|sxu/neto,αἰσχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,toi/nun,τοίνυν,particle,ou)x,οὐ,adverb,e(/neka,ἕνεκα,preposition,mishti/as,μισητία,noun,ai)tei=n,αἰτέω,verb,m',ἐγώ,pronoun,e)/fasken,φάσκω,verb,a)lla\,ἀλλά,adverb,fili/as,φίλιος,adjective,ou(/neka,οὕνεκα,conjunction,i(/na,ἵνα,conjunction,tou)mo\n,ἐμός,adjective,i(ma/tion,ἱμάτιον,adjective,forw=n,φορέω,verb,memnh=|to/,μιμνήσκω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/geis,λέγω,verb,e)rw=nt',ἔραμαι,verb,a)/nqrwpon,ἄνθρωπος,noun,e)knomiw/tata,ἐκνόμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)xi\,οὐ,adverb,nu=n,νῦν,adverb,o(,ὁ,article,bdeluro\s,βδελυρός,adjective,e)/ti,ἔτι,adverb,to\n,ὁ,article,nou=n,νόος,adjective,e)/xei,ἔχω,verb,to\n,ὁ,article,au)to/n,αὐτός,pronoun,a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,meqe/sthken,μεθίστημι,verb,pa/nu,πάνυ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mou=,ἐγώ,pronoun,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,to\n,ὁ,article,plakou=nta,πλακοῦς,noun,toutoni\,οὗτος,pronoun,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,ta)pi\,ἐπί,preposition,tou=,ὁ,article,pi/nakos,πίναξ,adjective,tragh/mata,τράγημα,adjective,e)po/nta,ἔπειμι,verb,pemya/shs,πέμπω,verb,u(peipou/shs,ὑπεῖπον,verb,q',τε,particle,o(/ti,ὅστις,pronoun,ei)s,εἰς,preposition,e(spe/ran,ἑσπέρα,noun,h(/coimi,ἥκω,verb,ti/,τίς,pronoun,s',σύ,pronoun,e)/dras',δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe/,εἶπον,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mhta,ἄμης,noun,prosape/pemyen,προσαποπέμπω,verb,h(mi=n,ἐγώ,pronoun,toutoni/,οὗτος,pronoun,e)f',ἐπί,preposition,w(=|,ὅς,pronoun,t',τε,particle,e)kei=se,ἐκεῖσε,adverb,mhde/pote/,μηδέποτε,adverb,m',ἐγώ,pronoun,e)lqei=n,ἔρχομαι,verb,e)/ti,ἔτι,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,ei)=pen,εἶπον,verb,a)pope/mpwn,ἀποπέμπω,verb,o(/ti,ὅστις,pronoun,pa/lai,πάλαι,adverb,pot',ποτέ,particle,h)=san,εἰμί,verb,a)/lkimoi,ἄλκιμος,adjective,*milh/sioi,Μιλήσιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=lon,δῆλος,adjective,o(/ti,ὅστις,pronoun,tou\s,ὁ,article,tro/pous,τρόπος,noun,tis,τις,pronoun,ou),οὐ,adverb,moxqhro\s,μοχθηρός,adjective,h)=n,εἰμί,verb,e)/peita,ἔπειτα,adverb,ploutw=n,πλουτέω,verb,ou)ke/q',οὐκέτι,adverb,h(/detai,ἥδομαι,verb,fakh=|,φακῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\,πρό,preposition,tou=,ὁ,article,d',δέ,particle,u(po\,ὑπό,preposition,th=s,ὁ,article,peni/as,πενία,noun,a(/panq',ἅπας,adjective,u(ph/sqien,ὑπεσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,pro\,πρό,preposition,tou=,ὁ,article,g',γε,particle,o(shme/rai,ὁσημέραι,adverb,nh\,νή,preposition,tw\,ὁ,article,qew\,θεός,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,qu/ran,θύρα,noun,e)ba/dizen,βαδίζω,verb,a)ei\,ἀεί,adverb,th\n,ὁ,article,e)mh/n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)p',ἐπί,preposition,e)kfora/n,ἐκφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,a)lla\,ἀλλά,adverb,th=s,ὁ,article,fwnh=s,φωνή,noun,mo/non,μόνος,adjective,e)rw=n,ἐράω,verb,a)kou=sai,ἀκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,labei=n,λαμβάνω,verb,me\n,μέν,particle,ou)=n,οὖν,particle,xa/rin,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nh\,νή,preposition,*di/',Δίη,proper,ei),εἰ,conjunction,lupoume/nhn,λυπέω,verb,g',γε,particle,ai)/sqoito/,αἰσθάνομαι,verb,me,ἐγώ,pronoun,nhtta/rion,νηττάριον,noun,a)\n,ἄν,particle,kai\,καί,conjunction,fa/ttion,φάττιον,noun,u(pekori/zeto,ὑποκορίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,i)/sws,ἴσως,adverb,h)/|tei,αἰτέω,verb,s',σύ,pronoun,a)\n,ἄν,particle,ei)s,εἰς,preposition,u(podh/mata,ὑπόδημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
musthri/ois,μυστήριον,noun,de\,δέ,particle,toi=s,ὁ,article,mega/lois,μέγας,adverb,o)xoume/nhn,ὀχάομαι,verb,e)pi\,ἐπί,preposition,th=s,ὁ,article,a(ma/chs,ἄμαξα,noun,o(/ti,ὅστις,pronoun,prose/bleye/n,προσβλέπω,verb,me/,ἐγώ,pronoun,tis,τις,pronoun,e)tupto/mhn,τύπτω,verb,dia\,διά,preposition,tou=q',οὗτος,pronoun,o(/lhn,ὅλος,adjective,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,sfo/dra,σφόδρα,adverb,zhlo/tupos,ζηλότυπος,adjective,o(,ὁ,article,neani/skos,νεανίσκος,noun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nos,μόνος,adjective,ga\r,γάρ,particle,h(/deq',ἥδομαι,verb,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,e)sqi/wn,ἐσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta/s,ὁ,article,ge,γε,particle,xei=ras,χείρ,noun,pagka/las,πάγκαλος,adjective,e)/xein,ἔχω,verb,m',ἐγώ,pronoun,e)/qh,ἔθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(po/te,ὁπότε,adverb,protei/noie/n,προτείνω,verb,ge,γε,particle,draxma\s,δραχμή,noun,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/zein,ὄζω,verb,te,τε,particle,th=s,ὁ,article,xro/as,χροιά,adjective,e)/fasken,φάσκω,verb,h(du/,ἡδύς,adjective,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,*qa/sion,Θάσιος,proper,e)ne/xeis,ἐγχύνω,verb,ei)ko/tws,ἐοικότως,adverb,ge,γε,particle,nh\,νή,preposition,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ble/mma,βλέμμα,noun,q',τε,particle,w(s,ὡς,conjunction,e)/xoimi,ἔχω,verb,malako\n,μαλακός,adjective,kai\,καί,conjunction,kalo/n,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,skaio\s,σκαιός,adjective,h)=n,εἰμί,verb,a)/nqrwpos,ἄνθρωπος,noun,a)ll',ἀλλά,adverb,h)pi/stato,ἐπίσταμαι,verb,grao\s,γραῦς,adjective,kaprw/shs,καπράω,verb,ta)fo/dia,ἐφόδια,noun,katesqi/ein,κατεσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,ou)=n,οὖν,particle,o(,ὁ,article,qeo\s,θεός,noun,w)=,ὦ,interjection,fi/l',φίλος,adjective,a)/ner,ἀνήρ,noun,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,poiei=,ποιέω,verb,fa/skwn,φάσκω,verb,bohqei=n,βοηθέω,verb,toi=s,ὁ,article,a)dikoume/nois,ἀδικέω,verb,a)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,poih/sei,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/ze,φράζω,verb,kai\,καί,conjunction,pepra/cetai,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagka/sai,ἀναγκάζω,verb,di/kaio/n,δίκαιος,adjective,e)sti,εἰμί,verb,nh\,νή,preposition,*di/a,Δίη,proper,to\n,ὁ,article,eu)=,εὖ,adverb,paqo/nq',πάσχω,verb,u(p',ὑπό,preposition,e)mou=,ἐγώ,pronoun,pa/lin,πάλιν,adverb,m',ἐγώ,pronoun,a)nteupoiei=n,ἀντευποιέω,verb,h)\,ἠέ,conjunction,mhd',μηδέ,particle,o(tiou=n,ὁτιοῦν,adverb,a)gaqo\n,ἀγαθός,adjective,di/kaio/n,δίκαιος,adjective,e)st',εἰμί,verb,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,kaq',κατά,preposition,e(ka/sthn,ἕκαστος,adjective,a)pedi/dou,ἀποδίδωμι,verb,th\n,ὁ,article,nu/kta,νύξ,adjective,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de/pote/,οὐδέποτε,adverb,me,ἐγώ,pronoun,zw=san,ζάω,verb,a)polei/yein,ἀπολείπω,verb,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqw=s,ὀρθός,adjective,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de/,δέ,particle,g',γε,particle,ou)ke/ti,οὐκέτι,adverb,zh=n,ζάω,verb,s',σύ,pronoun,oi)/etai,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,tou=,ὁ,article,ga\r,γάρ,particle,a)/lgous,ἄλγος,noun,katate/thk',κατατήκω,verb,w)=,ὦ,interjection,fi/ltate,φίλτατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)lla\,ἀλλά,adverb,katase/shpas,κατασήπω,verb,w(/s,ὅς,pronoun,g',γε,particle,e)moi\,ἐγώ,pronoun,dokei=s,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,daktuli/ou,δακτύλιον,noun,me\n,μέν,particle,ou)=n,οὖν,particle,e)/meg',ἐγώ,pronoun,a)\n,ἄν,particle,dielku/sais,διέλκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,tugxa/noi,τυγχάνω,verb,g',γε,particle,o(,ὁ,article,daktu/lios,δακτύλιος,noun,w)\n,εἰμί,verb,thli/a,τηλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,to\,ὁ,article,meira/kion,μειράκιον,noun,todi\,ὅδε,pronoun,prose/rxetai,προσέρχομαι,verb,ou(=per,οὗπερ,adverb,pa/lai,πάλαι,adverb,kathgorou=sa,κατηγορέω,verb,tugxa/nw,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/oike,ἔοικα,verb,d',δέ,particle,e)pi\,ἐπί,preposition,kw=mon,κῶμος,noun,badi/zein,βαδίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/fano/n,στέφανος,noun,ge/,γε,particle,toi,σύ,pronoun,kai\,καί,conjunction,da=|d',δαίς,adjective,e)/xwn,ἔχω,verb,poreu/etai,πορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)spa/zomai/,ἀσπάζομαι,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fhsin,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rxai/a,ἀρχαῖος,adjective,fi/lh,φίλος,adjective,polia\,πολιός,adjective,gege/nhsai,γίγνομαι,verb,taxu/,ταχύς,adjective,ge,γε,particle,nh\,νή,preposition,to\n,ὁ,article,ou)rano/n,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/lain',τάλας,adjective,e)gw\,ἐγώ,pronoun,th=s,ὁ,article,u(/breos,ὕβρις,noun,h(=s,ὅς,pronoun,u(bri/zomai,ὑβρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/oike,ἔοικα,verb,dia\,διά,preposition,pollou=,πολύς,adjective,xro/nou,χρόνος,noun,s',σύ,pronoun,e(orake/nai,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi/ou,ποῖος,adjective,xro/nou,χρόνος,noun,tala/ntaq',τάλας,adjective,o(\s,ὅς,pronoun,par',παρά,preposition,e)moi\,ἐγώ,pronoun,xqe\s,χθές,adverb,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
