word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
e)moi\,ἐγώ,pronoun,melh/sei,ἐπιμελέομαι,verb,tau=t',οὗτος,pronoun,e)pei/,ἐπεί,conjunction,toi,σύ,pronoun,kai\,καί,conjunction,yofei=,ψοφέω,verb,la/lon,λάλος,adjective,ti,τις,pronoun,kai\,καί,conjunction,purorrage\s,πυρορραγής,adjective,ka)/llws,ἄλλος,adjective,qeoi=sin,θεός,noun,e)xqro/n,ἐχθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,xrh/setai/,χράω,verb,pot',ποτέ,particle,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/gxrhston,πάγχρηστος,adjective,a)/ggos,ἄγγος,noun,e)/stai,εἰμί,verb,krath\r,κρατήρ,noun,kakw=n,κακός,adjective,tripth\r,τριπτήρ,noun,dikw=n,δίκη,adjective,fai/nein,φαίνω,verb,u(peuqu/nous,ὑπεύθυνος,adjective,luxnou=xos,λυχνοῦχος,noun,kai\,καί,conjunction,ku/lic,κύλιξ,noun,kai\,καί,conjunction,pra/gmat',πρᾶγμα,noun,e)gkuka=sqai,ἐγκυκάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,d',δέ,particle,a)\n,ἄν,particle,pepoiqoi/h,πείθω,verb,tis,τις,pronoun,a)ggei/w|,ἀγγεῖον,noun,toiou/tw|,τοιοῦτος,adjective,xrw/menos,χράομαι,verb,kat',κατά,preposition,oi)ki/an,οἰκία,noun,toso/nd',τοσόσδε,adjective,a)ei\,ἀεί,adverb,yofou=nti,ψοφέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)sxuro/n,ἰσχυρός,adjective,e)stin,εἰμί,verb,w)=ga/q',ἄγαμαι,verb,w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,katagei/h,κατάγνυμι,verb,pot',ποτέ,particle,ei)/per,εἴπερ,conjunction,e)k,ἐκ,preposition,podw=n,πούς,noun,katwka/ra,κατωκάρα,adverb,kre/maito,κρεμάννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,kalw=s,καλός,noun,e)/xei,ἔχω,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/llw,μέλλω,verb,ga/,γε,particle,toi,σύ,pronoun,qeri/ddein,θερίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,ce/nwn,ξένος,noun,be/ltiste,βέλτιστος,adjective,sunqe/rize,συνθερίζω,verb,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,labw\n,λαμβάνω,verb,pro/sball',προσδαίω,verb,o(/poi,ὅποι,adverb,bou/lei,βούλομαι,verb,fe/rwn,φέρω,verb,pro\s,πρός,preposition,pa/nta,πᾶς,adjective,sukofa/nthn,συκοφάντης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/lis,μόλις,adverb,g',γε,particle,e)ne/dhsa,ἐνδέω,verb,to\n,ὁ,article,kakw=s,κακός,adjective,a)polou/menon,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)/rou,αἴρω,verb,labw\n,λαμβάνω,verb,to\n,ὁ,article,ke/ramon,κέραμος,noun,w)=,ὦ,interjection,*boiw/tie,Βοιώτιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po/kupte,ὑποκύπτω,verb,ta\n,ὁ,article,tu/lan,τύλη,noun,i)w\n,εἶμι,verb,*)ismh/nixe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw)/pws,ὅπως,conjunction,katoi/seis,καταφέρω,verb,au)to\n,αὐτός,pronoun,eu)labou/menos,εὐλαβέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntws,πάντως,adverb,me\n,μέν,particle,oi)/seis,φέρω,verb,ou)de\n,οὐδείς,pronoun,u(gie/s,ὑγιής,adverb,a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,tou=to,οὗτος,pronoun,kerdh/nh|s,,,a)/gwn,ἄγω,verb,to\,ὁ,article,forti/on,φορτίον,noun,eu)daimonh/seis,εὐδαιμόνησις,noun,sukofantw=n,συκοφάντης,noun,g',γε,particle,ou(/neka,οὕνεκα,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,me,ἐγώ,pronoun,bwstrei=s,βωστρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ke/leue,κελεύω,verb,*la/maxo/s,Λάμαχος,proper,se,σύ,pronoun,tauthsi\,οὗτος,pronoun,draxmh=s,δραχμή,noun,e)s,εἰς,preposition,tou\s,ὁ,article,*xoa=s,χοή,noun,au(tw=|,ἑαυτοῦ,pronoun,metadou=nai,μεταδίδωμι,verb,tw=n,ὁ,article,kixlw=n,κίχλη,noun,triw=n,τρεῖς,noun,draxmw=n,δραχμή,noun,d',δέ,particle,e)ke/leue,κελεύω,verb,*kwpa=|d',Κωπαίς,proper,e)/gxelun,ἔγχελυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,poi=os,ποῖος,adjective,ou(=tos,οὗτος,pronoun,*la/maxos,Λάμαχος,proper,th\n,ὁ,article,e)/gxelun,ἔγχελυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,deino/s,δεινός,adjective,o(,ὁ,article,talau/rinos,ταλαύρινος,adjective,o(\s,ὅς,pronoun,th\n,ὁ,article,*gorgo/na,Γοργόνη,proper,pa/llei,πάλλω,verb,kradai/nwn,κραδαίνω,verb,trisi\,τρεῖς,noun,kata/skios,κατάσκιος,adjective,lo/fois,λόφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,ma\,μά,particle,*di/',Δίη,proper,ei),εἰ,conjunction,doi/h,δίδωμι,verb,ge/,γε,particle,moi,ἐγώ,pronoun,th\n,ὁ,article,a)spi/da,ἀσπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,tari/xei,τάριχος,adjective,tou\s,ὁ,article,lo/fous,λόφος,noun,kradaine/tw,κραδαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,a)poligai/nh|,ἀπολιγαίνω,verb,tou\s,ὁ,article,a)gorano/mous,ἀγορανόμος,noun,kalw=,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,e)mautw=|,ἐμαυτοῦ,pronoun,to/de,ὅδε,pronoun,labw\n,λαμβάνω,verb,to\,ὁ,article,forti/on,φορτίον,noun,ei)/seim',εἴσειμι,verb,u(pai\,ὑπό,preposition,pteru/gwn,πτέρυξ,adjective,kixla=n,κιχλάζω,verb,kai\,καί,conjunction,koyi/xwn,κόψιχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=des,εἶδον,verb,w)=,ὦ,interjection,ei)=des,εἶδον,verb,w)=,ὦ,interjection,pa=sa,πᾶς,adjective,po/li,πόλις,adjective,to\n,ὁ,article,fro/nimon,φρόνιμος,adjective,a)/ndra,ἀνήρ,noun,to\n,ὁ,article,u(pe/rsofon,ὑπέρσοφος,adjective,oi(=',οἷος,adjective,e)/xei,ἔχω,verb,speisa/menos,σπένδω,verb,e)mporika\,ἐμπορικός,adjective,xrh/mata,χρῆμα,adjective,diempola=n,διεμπολάω,verb,w(=n,ὅς,pronoun,ta\,ὁ,article,me\n,μέν,particle,e)n,ἐν,preposition,oi)ki/a|,οἰκία,noun,xrh/sima,χρήσιμος,adjective,ta\,ὁ,article,d',δέ,particle,au)=,αὖ,interjection,pre/pei,πρέπω,verb,xliara\,χλιαρός,adjective,katesqi/ein,κατεσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to/mata,αὐτόματος,adjective,pa/nt',πᾶς,adjective,a)gaqa\,ἀγαθός,adjective,tw=|de/,ὅδε,pronoun,ge,γε,particle,pori/zetai,πορίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/pot',οὐδέποτε,adverb,e)gw\,ἐγώ,pronoun,*po/lemon,Πολέμων,proper,oi)/kad',οἴκαδε,adverb,u(pode/comai,ὑποδέχομαι,verb,ou)de\,οὐδέ,particle,par',παρά,preposition,e)moi/,ἐγώ,pronoun,pote,ποτέ,particle,to\n,ὁ,article,*(armo/dion,Ἁρμόδιος,proper,a)/|setai,ἀείδω,verb,cugkataklinei/s,συγκατακλίνω,verb,o(/ti,ὅστις,pronoun,paroiniko\s,,,a)nh\r,ἀνήρ,noun,e)/fu,φύω,verb,o(/stis,ὅστις,pronoun,e)pi\,ἐπί,preposition,pa/nt',πᾶς,adjective,a)ga/q',ἀγαστός,adjective,e)/xontas,ἔχω,verb,e)pikwma/sas,ἐπικωμάζω,verb,h)rga/sato,ἐργάζομαι,verb,pa/nta,πᾶς,adjective,kaka/,κακός,adjective,ka)ne/trepe,ἀνατρέπω,verb,ka)ce/xei,ἐξέχω,verb,ka)ma/xeto,μάχομαι,verb,kai\,καί,conjunction,prose/ti,προσέτι,adverb,polla\,πολύς,adjective,prokaloume/nou,προκαλέω,verb,pi=ne,πίνω,verb,kata/keiso,κατάκειμαι,verb,labe\,λαμβάνω,verb,th/nde,ὅδε,pronoun,filothsi/an,φιλοτήσιος,adjective,ta\s,ὁ,article,xa/rakas,χάραξ,noun,h(=pte,ἅπτω,verb,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,puri/,πῦρ,noun,e)ce/xei,ἐξέχω,verb,q',τε,particle,h(mw=n,ἐγώ,pronoun,bi/a|,βία,adjective,to\n,ὁ,article,oi)=non,οἶνον,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,a)mpe/lwn,ἄμπελος,noun
ou(tosi\,οὗτος,pronoun,d',δέ,particle,e)pte/rwtai/,πτερόω,verb,t',σύ,pronoun,e)pi\,ἐπί,preposition,to\,ὁ,article,dei=pnon,δεῖπνον,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,mega/la,μέγας,adverb,dh\,δή,particle,fronei=,φρονέω,verb,tou=,ὁ,article,bi/ou,βίος,adjective,d',δέ,particle,e)ce/bale,ἐκβάλλω,verb,dei=gma,δεῖγμα,noun,ta/de,ὅδε,pronoun,ta\,ὁ,article,ptera\,πτερόν,noun,pro\,πρό,preposition,tw=n,ὁ,article,qurw=n,θύρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*ku/pridi,Κύπρις,proper,th=|,ὁ,article,kalh=|,καλέω,verb,kai\,καί,conjunction,*xa/risi,Χάρις,proper,tai=s,ὁ,article,fi/lais,φίλος,adjective,cu/ntrofe,σύντροφος,adjective,*diallagh/,διαλλαγή,noun,w(s,ὡς,conjunction,kalo\n,καλός,noun,e)/xousa,ἔχω,verb,to\,ὁ,article,pro/swpon,πρόσωπον,noun,a)/r',ἄρα,particle,e)la/nqanes,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,a)\n,ἄν,particle,e)me\,ἐγώ,pronoun,kai\,καί,conjunction,se/,σύ,pronoun,tis,τις,pronoun,*)/erws,ἔρως,noun,cunaga/goi,συνάγω,verb,labw/n,λαμβάνω,verb,w(/sper,ὥσπερ,adverb,o(,ὁ,article,gegramme/nos,γράφω,verb,e)/xwn,ἔχω,verb,ste/fanon,στέφανος,noun,a)nqe/mwn,ἄνθεμον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pa/nu,πάνυ,adverb,gero/ntion,γερόντιον,noun,i)/sws,ἴσως,adverb,neno/mika/s,νομίζω,verb,me,ἐγώ,pronoun,su/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,se,σύ,pronoun,labw\n,λαμβάνω,verb,tri/a,τρεῖς,noun,dokw=,δοκάζω,verb,g',γε,particle,a)\n,ἄν,particle,e)/ti,ἔτι,adverb,prosbalei=n,προσδαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ta,πρότερος,adjective,me\n,μέν,particle,a)\n,ἄν,particle,a)mpeli/dos,ἀμπελίς,noun,o)/rxon,ὄρχος,noun,e)la/sai,ἐλαύνω,verb,makro/n,μακρός,adjective,ei)=ta,εἶτα,adverb,para\,παρά,preposition,to/nde,ὅδε,pronoun,ne/a,ναῦς,noun,mosxi/dia,μοσχίδιον,adjective,suki/dwn,συκίς,noun,kai\,καί,conjunction,to\,ὁ,article,tri/ton,τρίτος,adjective,h(meri/dos,ἡμερίς,noun,o)/rxon,ὄρχος,noun,o(,ὁ,article,ge/rwn,γέρων,noun,o(di/,ὅδε,pronoun,kai\,καί,conjunction,peri\,περί,preposition,to\,ὁ,article,xwri/on,χωρίον,noun,e)la=|das,ἐλαίς,noun,a(/pan,ἅπας,adjective,e)n,ἐν,preposition,ku/klw|,κύκλος,noun,w(/st',ὥστε,conjunction,a)lei/fesqai/,ἀλείφω,verb,s',σύ,pronoun,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,ka)me\,ἐγώ,pronoun,tai=s,ὁ,article,noumhni/ais,νουμηνία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/ete,ἀκούω,verb,lew/|,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,ta\,ὁ,article,pa/tria,πάτριος,adjective,tou\s,ὁ,article,*xoa=s,χοή,noun,pi/nein,πίνω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,sa/lpiggos,σάλπιγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,d',δέ,particle,a)\n,ἄν,particle,e)kpi/h|,ἐκπίνω,verb,prw/tistos,πρώτιστος,adjective,a)sko\n,ἀσκός,noun,*kthsifw=ntos,Κτησιφῶν,proper,lh/yetai,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pai=des,παῖς,adjective,w)=,ὦ,interjection,gunai=kes,γυνή,noun,ou)k,οὐ,adverb,h)kou/sate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dra=te,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,kh/rukos,κῆρυξ,noun,ou)k,οὐ,adverb,a)kou/ete,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
