word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
*)atreu\s,Ἀτρεύς,proper,de\,δέ,particle,qnh/skwn,θνήσκω,verb,e)/lipe,λείπω,verb,polu/arni,πολύαρνος,adjective,*que/sth|,Θυέστης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*au)ta\r,ἀτάρ,particle,o(/g),ὅσγε,pronoun,au)=te,αὖτε,adverb,*que/st),θυέστης,noun,*)agame/mnoni,Ἀγαμέμνων,proper,dw=ke,δίδωμι,verb,forh=nai,φορέω,verb,*pollh=|sin,πολύς,adjective,nh/soisi,νῆσος,noun,kai\,καί,conjunction,*)/argei+,ἀργέω,verb,panti\,πᾶς,adjective,a)na/ssein,ἀνάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*au(/th,οὗτος,pronoun,soi,σύ,pronoun,th=s,ὁ,article,*pelopidw=n,Πελοπίδης,proper,oi)ki/as,οἰκία,noun,h(,ὁ,article,genealogi/a,γενεαλογία,noun,ei)s,εἰς,preposition,trei=s,τρέω,verb,ou)de\,οὐδέ,particle,o(/las,ὅλος,adjective,mei/nasa,μένω,verb,genea/s,γενεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/,τίς,pronoun,ge,γε,particle,mh\n,μείς,adjective,th=s,ὁ,article,h(mete/ras,ἡμέτερος,adjective,cuggenei/as,συγγενειάω,verb,h)/rcato,ἄρχω,verb,me\n,μέν,particle,a)po\,ἀπό,preposition,*klaudi/ou,Κλαύδιος,proper,mikra\,μικρός,adjective,de\,δέ,particle,e)n,ἐν,preposition,me/sw|,μέσος,adjective,dialipou/shs,διαλείπω,verb,th=s,ὁ,article,h(gemoni/as,ἡγεμονία,noun,tw\,ὁ,article,pa/ppw,πάππας,noun,tw\,ὁ,article,sw\,σός,adjective,diade/xesqon,διαδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,th=s,ὁ,article,mhtro\s,μήτηρ,noun,path\r,πατήρ,noun,th\n,ὁ,article,*(rw/mhn,,,diw/|kei,διοικέω,verb,kai\,καί,conjunction,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,kai\,καί,conjunction,th\n,ὁ,article,*libu/hn,Λιβύη,proper,te,τε,particle,e)p),ἐπί,preposition,au)th=|,αὐτός,pronoun,kai\,καί,conjunction,*sardw\,Σαρδώ,proper,kai\,καί,conjunction,*sikeli/an,Σικελία,proper,ou)/ti,οὔτι,adverb,faulote/ran,φαῦλος,adjective,th=s,ὁ,article,*)argei/as,Ἀργεῖος,proper,kai\,*mukhnai/as,Μυκηναῖος,proper,dunastei/an,δυναστεία,noun,o(/,ὅς,pronoun,ge,γε,particle,mh\n,μείς,adjective,tou=,ὁ,article,patro\s,πατήρ,noun,gennh/twr,γενέτης,noun,*galati/as,Γαλατίη,proper,e)/qnh,ἔθνος,adjective,ta\,ὁ,article,maximw/tata,μάχιμος,adjective,kai\,καί,conjunction,tou\s,ὁ,article,*(esperi/ous,Ἑσπέριος,proper,*)/ibhras,Ἴβηρ,proper,kai\,καί,conjunction,καί,conjunction,ta\s,ὁ,article,e)nto\s,ἐντός,adverb,*)wkeanou=,Ὠκεανός,proper,nh/sous,νῆσος,noun,ai(\,ὅς,pronoun,tosou/tw|,τοσοῦτος,adjective,mei/zous,μέγας,adverb,tw=n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,qala/tth|,θάλασσα,noun,th=|,ὁ,article,kaq),καθά,adverb,h(ma=s,ἐγώ,pronoun,o(rwme/nwn,ὁράω,verb,ei)si/n,εἰμί,verb,o(/sw|,ὅσος,adjective,kai\,καί,conjunction,th=s,ὁ,article,ei)/sw,εἴδομαι,verb,qala/tths,θάλασσα,noun,h(,ὁ,article,tw=n,ὁ,article,*(hraklei/wn,Ἡράκλειος,proper,sthlw=n,στήλη,noun,u(perxeome/nh,ὑπερχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/tas,οὗτος,pronoun,de\,δέ,particle,o(/las,ὅλος,adjective,ta\s,ὁ,article,xw/ras,χώρα,noun,kaqara\s,καθαρός,adjective,a)pe/fhnan,ἀποφαίνω,verb,polemi/wn,πολέμιος,adjective,koinh=|,κοινῇ,adverb,me\n,μέν,particle,e)pistrateu/ontes,ἐπιστρατεύω,verb,ei)/,εἰ,conjunction,pote,ποτέ,particle,tou/tou,οὗτος,pronoun,deh/seien,δέω,verb,e)pifoitw=ntes,ἐπιφοιτάω,verb,de\,δέ,particle,e)/stin,εἰμί,verb,o(/te,ὅτε,conjunction,kai\,καί,conjunction,kat),κατά,preposition,i)di/an,ἴδιος,adjective,e(/kastos,ἕκαστος,adjective,tw=n,ὁ,article,o(mo/rwn,ὅμορος,adjective,barba/rwn,βάρβαρος,adjective,u(/brin,te,τε,particle,kai\,καί,conjunction,a)diki/an,ἀδικία,noun,e)ce/kopton,ἐκκόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὕβρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=noi,ἐκεῖνος,pronoun,me\n,μέν,particle,dh\,δή,particle,tou/tois,οὗτος,pronoun,e)kosmou=nto,κοσμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,path\r,πατήρ,noun,de\,δέ,particle,th\n,ὁ,article,me\n,μέν,particle,prosh/kousan,προσακούω,verb,au)tw=|,αὐτός,pronoun,moi=ran,μοῖρα,adjective,ma/la,μάλα,adverb,eu)sebw=s,εὐσεβής,adjective,kai\,καί,conjunction,o(si/ws,ὅσιος,adjective,e)kth/sato,κτάομαι,verb,perimei/nas,περιμένω,verb,th\n,ὁ,article,ei(marme/nhn,μείρομαι,verb,teleuth\n,τελευτή,noun,tou=,ὁ,article,gegennhko/tos,γεννάω,verb,ta\,ὁ,article,loipa\,λοιπός,adjective,de\,δέ,particle,a)po\,ἀπό,preposition,basilei/as,βασιλεία,noun,ei)s,εἰς,preposition,turanni/das,τυραννίς,noun,u(penexqe/nta,doulei/as,δουλεία,noun,e)/pause,ἐπαύω,verb,xaleph=s,χαλεπός,adjective,kai\,καί,conjunction,h)=rce,ἄρχω,verb,sumpa/ntwn,σύμπας,adjective,trei=s,τρέω,verb,u(ma=s,σύ,pronoun,tou\s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pai=das,παῖς,adjective,proselo/menos,προσαιρέομαι,verb,cuna/rxontas,συνάρχω,verb,,,,,,,,,,,,,ὑποφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r),ἆρα,particle,ou)=n,οὖν,particle,a)/cion,ἄξιος,adjective,me/geqos,μέγεθος,adjective,duna/mews,δύναμις,adjective,parabalei=n,παραβάλλω,verb,kai\,καί,conjunction,to\n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,dunastei/a|,δυναστεία,noun,xro/non,χρόνος,noun,kai\,καί,conjunction,plh=qos,πλῆθος,noun,basileusa/ntwn,βασιλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,tou=to,οὗτος,pronoun,me/n,μέν,particle,e)stin,εἰμί,verb,a)lhqw=s,ἀληθής,adjective,a)rxai=on,ἀρχαῖος,adjective,metite/on,μετιτέον,adjective,de\,δέ,particle,e)pi\,ἐπί,preposition,to\n,ὁ,article,plou=ton,πλοῦτος,noun,kai\,καί,conjunction,qaumaste/on,θαυμαστέος,adjective,sou,σύ,pronoun,th\n,ὁ,article,xlamu/da,χλαμύς,adjective,cu\n,σύν,preposition,th=|,ὁ,article,po/rph|,πόρπη,noun,a(\,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,*(omh/rw|,Ὅμηρος,proper,diatribh\n,διατριβή,noun,pare/sxen,παρέχω,verb,h(dei=an,ἡδύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/gou,λόγος,noun,te,τε,particle,a)ciwte/on,ἀξιωτέον,adjective,pollou=,πολύς,adjective,ta\s,ὁ,article,*trwo\s,Τρώς,proper,i(/ppous,ἵππος,noun,ai(\,ὅς,pronoun,trisxi/liai,τρισχίλιοι,adjective,ou)=sai,εἰμί,verb,e(/los,ἕλος,noun,ka/ta,κατά,preposition,boukole/onto,βουκολέω,verb,kai\,καί,conjunction,ta\,ὁ,article,fw/ria,φώριον,noun,ta\,ὁ,article,e)nteu=qen,ἐντεῦθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,tou\s,ὁ,article,*qra|ki/ous,Θράκιος,proper,i(/ppous,ἵππος,noun,eu)labhso/meqa,εὐλαβέομαι,verb,leukote/rous,λευκός,adjective,me\n,μέν,particle,th=s,ὁ,article,xio/nos,χιών,adjective,qei=n,θέω,verb,de\,δέ,particle,w)kute/rous,ὠκύς,adjective,tw=n,ὁ,article,xeimeri/wn,χειμέριος,adjective,pneuma/twn,πνεῦμα,noun,kai\,καί,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,a(/rmata,ἅρμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/xome/n,ἔχω,verb,se,σύ,pronoun,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,e)painei=n,ἐπαινέω,verb,oi)ki/an,οἰκία,noun,te,τε,particle,oi)=mai,οἴομαι,verb,th\n,ὁ,article,*)alki/nou,Ἀλκίνοος,proper,kai\,καί,conjunction,ta\,ὁ,article,tou=,ὁ,article,*mene/lew,Μενέλαος,proper,dw/mata,δῶμα,noun,kataplhca/mena,καταπλήσσω,verb,kai\,καί,conjunction,to\n,ὁ,article,tou=,ὁ,article,polu/fronos,πολύφρων,adjective,*)odusse/ws,Ὀδυσσεύς,proper,pai=da,παῖς,adjective,kai\,καί,conjunction,toiau=ta,τοιοῦτος,adjective,lhrei=n,ληρέω,verb,a)napei/santa,toi=s,ὁ,article,soi=s,σός,adjective,parabalei=n,παραβάλλω,verb,a)ciw/somen,ἀξιόω,verb,mh/,μή,conjunction,pote,ποτέ,particle,a)/ra,ἄρα,particle,e)/lasson,ἐλάσσων,adjective,e)/xein,ἔχω,verb,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,dokh=|s,δοκάζω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,a)pwso/meqa,ἀπωθέω,verb,th\n,ὁ,article,fluari/an,φλυαρία,noun,ἀναπείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll),ἀλλά,adverb,o(/ra,ὁράω,verb,mh/,μή,conjunction,tis,τις,pronoun,h(ma=s,ἐγώ,pronoun,mikrologi/as,μικρολογία,noun,kai\,καί,conjunction,a)maqi/as,ἀμαθία,noun,tw=n,ὁ,article,a)lhqw=s,ἀληθής,adjective,kalw=n,κάλη,adjective,graya/menos,γράφω,verb,e(/lh|,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,a)fe/ntas,ἀφίημι,verb,xrh\,χρή,verb,toi=s,ὁ,article,*(omhri/dais,Ὁμηρίδαι,proper,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,polupragmonei=n,πολυπραγμονέω,verb,e)pi\,ἐπί,preposition,ta\,ὁ,article,tou/twn,οὗτος,pronoun,e)ggute/rw,ἐγγύτερος,adjective,pro\s,πρός,preposition,a)reth/n,ἀρετή,noun,kai\,καί,conjunction,w(=n,ὅς,pronoun,mei/zona,μέγας,adverb,poiei=,ποιέω,verb,promh/qeian,προμήθεια,adjective,sw/matos,σῶμα,adjective,r(w/mhs,ῥώμη,noun,kai\,καί,conjunction,th=s,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,o(/plois,ὅπλον,noun,e)mpeiri/as,qarrou=ntas,θαρσέω,verb,i)e/nai,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμπειρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
