word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
e)/sti,εἰμί,verb,d',δέ,particle,o(/te,ὅτε,conjunction,h(,ὁ,article,e)pi/fusis,ἐπίφυσις,noun,e)kinh/qh,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,o(/te,ὅτε,conjunction,to\,ὁ,article,e(/teron,ἕτερος,adjective,tw=n,ὁ,article,o)ste/wn,ὀστέον,noun,die/sth,διίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toute/oisi,,,kata/tasis,κατάτασις,noun,i)sxurh\,ἰσχυρός,adjective,poihte/h,ποιητέος,adjective,kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,e)ce/xon,ἐξέχω,verb,a)pwqe/ein,ἀπωθέω,verb,to\,ὁ,article,d',δέ,particle,e(/teron,ἕτερος,adjective,a)ntwqe/ein,ἀντωθέω,verb,du/o,δύο,adjective,ei)/dea,a(/ma,ἅμα,adverb,kai\,καί,conjunction,e)s,εἰς,preposition,tou)pi/sw,ἔπισος,adjective,kai\,καί,conjunction,e)s,εἰς,preposition,to\,ὁ,article,pla/gion,πλάγιον,noun,h)\,ἠέ,conjunction,xersi\n,χείρ,noun,e)pi\,ἐπί,preposition,trape/zhs,h)\,ἠέ,conjunction,εἶδος,noun,τράπεζα,noun,pte/rnh|,πτέρνα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pali/gkota,παλίγκοτος,adjective,de\,δέ,particle,kai\,καί,conjunction,a)sxh/mona,ἀσχήμων,adjective,tw=|,ὁ,article,xro/nw|,χρόνος,noun,de\,δέ,particle,kratu/netai,κρατύνω,verb,e)s,εἰς,preposition,xrh=sin,χρῆσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/hsis,,,o)qoni/oisi,ὀθόνιον,noun,cu\n,σύν,preposition,th=|,ὁ,article,xeiri\,χείρ,noun,kai\,καί,conjunction,tw=|,ὁ,article,ph/xei+,πῆχυς,noun,kai\,καί,conjunction,na/rqhkas,νάρθηξ,noun,me/xri,μέχρι,preposition,daktu/lwn,δάκτυλος,noun,tiqe/nai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,na/rqhci,νάρθηξ,noun,de\,δέ,particle,teqe/nta,τίθημι,verb,tau=ta,οὗτος,pronoun,pukno/teron,πυκνός,adjective,lu/ein,λύω,verb,h)\,ἠέ,conjunction,ta\,ὁ,article,kath/gmata,,,kai\,καί,conjunction,kataxu/sei,κατάχυσις,noun,ple/oni,πλείων,verb,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,geneh=s,γενεά,noun,de\,δέ,particle,braxute/rh,βραχύς,adjective,h(,ὁ,article,xei\r,χείρ,noun,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,h(,ὁ,article,minu/qhsis,μινύθησις,noun,sarkw=n,σάρξ,adjective,ma/lista,μάλιστα,adverb,ta)nanti/a,ἐναντίος,adjective,h)\,ἠέ,conjunction,w(s,to\,ὁ,article,e)/kptwma,ἔκπτωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hu)chme/nw|,αὐξάνω,verb,de\,δέ,particle,ta\,ὁ,article,o)ste/a,ὀστέον,noun,me/nei,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daktu/lou,δάκτυλος,noun,de\,δέ,particle,a)/rqron,ἄρθρον,noun,o)lisqo\n,ὀλισθάνω,verb,me\n,μέν,particle,eu)/shmon,εὔσημος,adjective,ou),οὐ,adverb,dei=,δέομαι,verb,gra/fein,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mbolh\,ἐμβολή,noun,de\,δέ,particle,au)tou=,αὐτός,pronoun,h(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katatei/nanta,κατατείνω,verb,e)s,εἰς,preposition,i)qu\,εὐθύς,adjective,to\,ὁ,article,me\n,μέν,particle,e)ce/xon,ἐξέχω,verb,a)pwqe/ein,ἀπωθέω,verb,to\,ὁ,article,de\,δέ,particle,e)nanti/on,ἐναντίον,adverb,a)ntwqe/ein,ἀντωθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/hsis,,,de\,δέ,particle,h(,ὁ,article,prosh/kousa,προσακούω,verb,toi=sin,τίς,pronoun,o)qoni/oisin,ὀθόνιον,noun,e)pi/desis,ἐπίδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,e)mpeso\n,ἐμπίτνω,verb,ga\r,γάρ,particle,e)pipwrou=tai,ἐπιπωρόομαι,verb,e)/cwqen,ἔξωθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,geneh=s,γενεά,noun,de\,δέ,particle,h)\,ἠέ,conjunction,e)n,ἐν,preposition,au)ch/sei,αὔξησις,noun,e)carqrh/santa,ἐξαρθρέω,verb,ta\,ὁ,article,o)ste/a,ὀστέον,noun,braxu/netai,βραχύνω,verb,ka/tw,κάτος,adjective,tou=,ὁ,article,o)lisqh/matos,ὀλίσθημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,sa/rkes,σάρξ,adjective,minu/qous,,,ta)nanti/a,ἐναντίος,adjective,ma/lista,μάλιστα,adverb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,to\,ὁ,article,e)/kptwma,ἔκπτωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hu)chme/nw|,αὐξάνω,verb,de\,δέ,particle,ta\,ὁ,article,o)ste/a,ὀστέον,noun,me/nei,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhrou=,μηρός,noun,a)/rqron,ἄρθρον,noun,e)kpi/ptei,ἐκπίτνω,verb,kata\,κατά,preposition,tro/pous,τρόπος,noun,te/ssaras,τέσσαρες,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sw,ἔσω,adjective,plei=sta,πλεῖστος,adjective,e)/cw,ἔξω,adverb,deu/teron,δεύτερος,adjective,ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,o(moi/ws,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koino\n,κοινός,adjective,me\n,μέν,particle,to\,ὁ,article,e(/teron,ἕτερος,adjective,ske/los,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/dion,ἴδιος,adjective,de\,δέ,particle,tou=,ὁ,article,me\n,μέν,particle,ei)/sw,εἴσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,to\n,ὁ,article,peri/neon,περίνεος,noun,yau/etai,ψαύω,verb,h(,ὁ,article,kefalh\,κεφαλή,noun,cugka/mptousin,συγκάμπτω,verb,ou)x,οὐ,adverb,o(moi/ws,ὅμοιος,adjective,doke/ei,δοκέω,verb,de\,δέ,particle,makro/teron,μακρός,adjective,to\,ὁ,article,ske/los,σκέλος,noun,kai\,poulu\,πολύς,adjective,h)\n,ἐάν,conjunction,mh\,μή,conjunction,e)s,εἰς,preposition,me/son,μέσος,adjective,a)mfo/tera,ἀμφότερος,adjective,a)/gwn,ἄγω,verb,paratei/nh|s,παρατείνω,verb,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ou)=n,οὖν,particle,e)/cw,ἔξω,adverb,o(,ὁ,article,pou\s,πούς,noun,kai\,καί,conjunction,to\,ὁ,article,go/nu,γόνυ,noun,*re/pei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,e)k,ἐκ,preposition,geneh=s,γενεά,noun,h)\,ἠέ,conjunction,e)n,ἐν,preposition,au)ch/sei,αὔξησις,noun,e)kpe/sh|,ἐκπίτνω,verb,braxu/teros,βραχύς,adjective,o(,ὁ,article,mhro\s,μηρός,noun,h(=sson,ἥσσων,adverb,de\,δέ,particle,knh/mh,kata\,κατά,preposition,lo/gon,λόγος,noun,de\,δέ,particle,ta)/lla,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,κνήμη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minu/qousi,μινύθω,verb,de\,δέ,particle,sa/rkes,σάρξ,adjective,ma/lista,μάλιστα,adverb,de\,δέ,particle,e)/cw,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,katokne/ousin,κατοκνέω,verb,o)rqou=sqai,ὀρθόω,verb,kai\,καί,conjunction,ei)le/ontai,εἴλω,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,u(gie/s,ὑγιής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,a)nagka/zwntai,ἀναγκάζω,verb,ski/mponi,,,e(ni\,εἷς,adjective,h)\,ἠέ,conjunction,dusi\n,δύο,adjective,o(doipore/ousi,ὁδοιπορέω,verb,to\,ὁ,article,de\,δέ,particle,ske/los,σκέλος,noun,ai)/rousin,αἴρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sw|,ὅσος,adjective,ga\r,γάρ,particle,mei=on,μείων,adverb,to/sw|,τόσος,adjective,*ra=|on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,hu)chme/noisi,αὐξάνω,verb,ta\,ὁ,article,me\n,μέν,particle,o)ste/a,ὀστέον,noun,me/nei,μένω,verb,ai(,ὁ,article,de\,δέ,particle,sa/rkes,σάρξ,adjective,minu/qousin,μινύθω,verb,w(s,ὡς,conjunction,proei/rhtai,προερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(doipore/ousi,ὁδοιπορέω,verb,de\,δέ,particle,peristrofa/dhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,bo/es,βοῦς,noun,e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,kenew=ni,κενεών,noun,kampu/loi,καμπύλος,adjective,e)pi\,ἐπί,preposition,to\,ὁ,article,u(gie\s,ὑγιής,adverb,e)ci/sxioi,ἐξίσχιος,adjective,e)o/ntes,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)na/gkh,ἀνάγκη,noun,u(pobai/nein,ὑποβαίνω,verb,w(s,ὡς,conjunction,o)xe/h|,ὀχάομαι,verb,tw=|,ὁ,article,d',δέ,particle,a)pobai/neinou),,,ga\r,γάρ,particle,du/natai,δύναμαι,verb,o)xe/ein',ὀχέω,verb,w(/sper,ὥσπερ,adverb,oi(,e)n,ἐν,preposition,podi\,ποδίς,noun,e(/lkos,ἕλκος,noun,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,de\,δέ,particle,to\,ὁ,article,u(gie\s,ὑγιής,adverb,pla/gion,πλάγιον,noun,cu/lw|,ξύλον,adjective,tw=|,ὁ,article,sw/mati,σῶμα,adjective,a)ntikonte/ousi,,,to\,ὁ,article,de\,δέ,particle,sinaro\n,σιναρός,adjective,th=|,ὁ,article,xeiri\,χείρ,noun,u(pe\r,tou=,ὁ,article,gou/natos,γόνυ,noun,katanagka/zousin,καταναγκάζω,verb,w(s,ὡς,conjunction,o)xe/ein,ὀχέω,verb,e)n,ἐν,preposition,th=|,ὁ,article,metaba/sei,μετάβασις,noun,to\,ὁ,article,sw=ma,σῶμα,adjective,,,,,,,,ὑπέρ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)sxi/wn,ἴσχιον,noun,ka/twqen,κάτωθεν,adverb,ei),εἰ,conjunction,xrh=tai,χράομαι,verb,ka/twqen,κάτωθεν,adverb,h(=sson,ἥσσων,adverb,minu/qei,μινύθω,verb,kai\,καί,conjunction,o)ste/a,ὀστέον,noun,ma=llon,μᾶλλον,adverb,de\,δέ,particle,sa/rkes,σάρξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,e)/cw,ἔξω,adverb,ta)nanti/a,ἐναντίος,adjective,kai\,καί,conjunction,ta\,ὁ,article,shmei=a,σημεῖον,noun,kai\,καί,conjunction,ai(,ὁ,article,sta/sies,στάσις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,go/nu,γόνυ,noun,kai\,καί,conjunction,o(,ὁ,article,pou\s,πούς,noun,e)/sw,ἔσω,adjective,*re/pei,,,braxu/,βραχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,au)ch/sei,αὔξησις,noun,h)\,ἠέ,conjunction,e)k,ἐκ,preposition,geneh=s,γενεά,noun,paqou=sin,πάσχω,verb,ou)x,οὐ,adverb,o(moi/ws,ὅμοιος,adjective,cunau/cetai,συναυξάνω,verb,kata\,κατά,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,lo/gon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)sxi/on,ἰσχίον,noun,a)nwte/rw,ἄνω,adverb,tini\,τις,pronoun,ou)x,οὐ,adverb,o(moi/ws,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,pukna\,πυκνός,adjective,e)kpi/ptei,ἐκπίτνω,verb,e)s,εἰς,preposition,to\,ὁ,article,e)/cw,ἔξω,adverb,a)/neu,ἄνευ,preposition,flegmonh=s,φλεγμονή,noun,u(grote/rw|,ὑγρός,adjective,tw=|,ὁ,article,ske/lei,σκέλος,noun,xrw=ntai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,o(,ὁ,article,me/gas,μέγας,adverb,th=s,ὁ,article,xeiro\s,χείρ,noun,da/ktulos,δάκτυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,ga\r,γάρ,particle,ou(=tos,οὗτος,pronoun,e)kpi/ptei,ἐκπίτνω,verb,fu/sei,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,me\n,μέν,particle,e)kpi/ptei,ἐκπίτνω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,h(=sson,ἥσσων,adverb,kai\,καί,conjunction,oi(=s,ὅς,pronoun,me\n,μέν,particle,e)kpi/ptei,ἐκπίτνω,verb,xalepw/teron,χαλεπός,adjective,h)\,ἠέ,conjunction,*ra=|on,,,kai\,καί,conjunction,oi(=sin,e)lpi\s,ἐλπίς,noun,qa=sson,θάσσων,adjective,e)mpesei=n,ἐμπίτνω,verb,kai\,καί,conjunction,oi(=sin,ὅς,pronoun,ou)k,οὐ,adverb,a)/kh,ἄκος,noun,tou/tou,οὗτος,pronoun,kai\,καί,conjunction,oi(=si,ὅς,pronoun,polla/kis,πολλάκις,adverb,e)kpi/ptei,i)/hsis,,,ὅς,pronoun,ἐκπίτνω,verb,tou/tou,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,geneh=s,γενεά,noun,de\,δέ,particle,h)\,ἠέ,conjunction,e)p',ἐπί,preposition,au)ch/sei,αὔξησις,noun,h)\,ἠέ,conjunction,e)n,ἐν,preposition,nou/sw|,νόσος,noun,ma/lista,μάλιστα,adverb,ga\r,γάρ,particle,e)k,ἐκ,preposition,nou/sou,νόσος,noun,e)/sti,εἰμί,verb,me\n,ou)=n,οὖν,particle,oi(=sin,ὅς,pronoun,e)pisfakeli/zei,ἐπισφακελίζω,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,oi(=si,ὅς,pronoun,mh\,μή,conjunction,pa/sxei,πάσχω,verb,me\n,μέν,particle,pa/nta,h(=sson,ἥσσων,adverb,μέν,particle,πᾶς,adjective,de\,δέ,particle,h)\,ἠέ,conjunction,to\,ὁ,article,e)/sw,ἔσω,adjective,h)\n,ἐάν,conjunction,xrhstw=s,χρηστός,adjective,e)pimelhqw=sin,ἐπιμελέομαι,verb,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,o(/lw|,ὅλος,adjective,bai/nontas,βαίνω,verb,tw=|,ὁ,article,podi\,ποδίς,noun,diar)*ri/ptein,,,,,
dia\,διά,preposition,mele/ths,μελέτη,noun,plei/sths,πλεῖστος,adjective,toi=si,ὁ,article,nhpiwta/toisin,νήπιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)aqe/nta,ἀίω,verb,kakou=tai,κακόω,verb,e)pimelhqe/nta,ἐπιμελέομαι,verb,de\,δέ,particle,w)fele/etai,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=sin,τίς,pronoun,o(/loisin,ὅλος,adjective,h(=sson,ἥσσων,adverb,de/,δέ,particle,ti,τις,pronoun,minu/qousin,μινύθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,d',δέ,particle,a)\n,ἄν,particle,a)mfo/tera,ἀμφότερος,adjective,ou(/tws,οὕτως,adverb,e)kpe/sh|,ἐκπίτνω,verb,tw=n,ὁ,article,o)ste/wn,ὀστέον,noun,tau)ta\,ταυτός,adjective,paqh/mata,πάθημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/sarkoi,εὔσαρκος,adjective,me\n,μέν,particle,plh\n,πλήν,preposition,e)/swqen,ἔσωθεν,adverb,e)cexe/gloutoi,ἐξεχέγλουτος,adjective,*roikoi\,,,mhroi\,μηρός,noun,h)\n,ἐάν,conjunction,mh\,μή,conjunction,e)pisfakeli/sh|,ἐπισφακελίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
