word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
plei=,πλέω,verb,ta/d',ὅδε,pronoun,eu)=,εὖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mo\n,ἐμός,adjective,e)mo\n,ἐμός,adjective,ke/rdos,κέρδος,noun,au)/cetai,αὐξάνω,verb,to/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ta,ἄτη,noun,d',δέ,particle,a)postatei=,ἀποστατέω,verb,fi/lwn,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,qarsw=n,θαρσέω,verb,o(/tan,ὅταν,conjunction,h(/kh|,ἥκω,verb,me/ros,μέρος,noun,e)/rgwn,ἔργον,noun,e)pau/+sas,ἐπαύω,verb,patro\s,πατήρ,noun,au)da\n,αὐδή,noun,qroou/sa|,,,te/knon,τέκνον,noun,pe/rain',περαίνω,verb,a)nepi/momfon,ἀνεπίμομφος,adjective,a)/tan,ἄτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*perse/ws,Πέρσευς,proper,t',τε,particle,e)n,ἐν,preposition,fresi\n,φρήν,noun,kardi/an,καρδία,noun,a)nasxeqw/n,,,toi=s,ὁ,article,q',τε,particle,u(po\,ὑπό,preposition,xqono\s,χθών,noun,fi/loisin,φίλος,adjective,toi=s,ὁ,article,t',τε,particle,a)/nwqen,ἄνωθεν,adverb,pro/prasse,,,xa/rin,χάρις,noun,o)rga=s,ὀργή,noun,lugra=s,λυγρός,adjective,e)/ndoqen,ἔνδοθεν,adverb,fo/nion,φόνιος,adverb,a)/tan,ἄτη,noun,tiqei/s,τίθημι,verb,to\n,ὁ,article,ai)/tion,αἴτιος,adjective,d',δέ,particle,e)capollu/wn,,,mo/rou,μόρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kw,ἥκω,verb,me\n,μέν,particle,ou)k,οὐ,adverb,a)/klhtos,ἄκλητος,adjective,a)ll',ἀλλά,adverb,u(pa/ggelos,ὑπάγγελος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ne/an,νέα,adjective,fa/tin,φάτις,adjective,de\,δέ,particle,peu/qomai,πεύθομαι,verb,le/gein,λέγω,verb,tina\s,τις,pronoun,ce/nous,ξένος,noun,molo/ntas,βλώσκω,verb,ou)damw=s,οὐδαμός,adverb,e)fi/meron,ἐφίμερος,adjective,mo/ron,μόρον,noun,d',δέ,particle,*)ore/stou,Ὀρέστης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/d',ὅδε,pronoun,a)mfe/rein,,,do/mois,δόμος,noun,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,a)/xqos,ἄχθος,noun,deimatostage\s,,,fo/nw|,φόνος,noun,tw=|,ὁ,article,pro/sqen,πρόσθεν,adverb,e(lkai/nousi,ἑλκαίνω,verb,kai\,καί,conjunction,dedhgme/nois,δάκνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,tau=t',οὗτος,pronoun,a)lhqh=,ἀληθής,adjective,kai\,καί,conjunction,ble/ponta,βλέπω,verb,doca/sw,δοξάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pro\s,πρός,preposition,gunaikw=n,γυνή,noun,deimatou/menoi,δειματόω,verb,lo/goi,λόγος,noun,peda/rsioi,μετάρσιος,adjective,qrw/|skousi,θρῴσκω,verb,qnh/|skontes,θνήσκω,verb,ma/thn,μάτην,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tw=nd',ὅδε,pronoun,a)\n,ἄν,particle,ei)/pois,εἶπον,verb,w(/ste,ὥστε,conjunction,dhlw=sai,δηλόω,verb,freni/,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)kou/samen,ἀκούω,verb,me/n,μέν,particle,punqa/nou,πυνθάνομαι,verb,de\,δέ,particle,tw=n,ὁ,article,ce/nwn,ξένος,noun,e)/sw,ἔσω,adjective,parelqw/n,παρέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,a)gge/lwn,ἄγγελος,noun,sqe/nos,σθένος,noun,w(s,ὡς,conjunction,au)to\n,αὐτός,pronoun,au)tw=n,αὐτός,pronoun,a)/ndra,ἀνήρ,noun,peu/qesqai,πεύθομαι,verb,pa/ra,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dei=n,εἶδον,verb,e)le/gcai,ἐλέγχω,verb,t',τε,particle,au)=,αὖ,interjection,qe/lw,ἐθέλω,verb,to\n,ὁ,article,a)/ggelon,ἄγγελος,noun,ei)/t',εἴτε,adverb,au)to\s,αὐτός,pronoun,h)=n,εἰμί,verb,qnh/|skontos,θνήσκω,verb,e)ggu/qen,ἐγγύθεν,adverb,parw/n,πάρειμι,verb,ei)/t',εἴτε,adverb,e)c,ἐκ,preposition,a)maura=s,ἀμαυρός,adjective,klhdo/nos,κληδών,noun,le/gei,λέγω,verb,maqw/n,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/toi,οὔτοι,adverb,fre/n',φρήν,noun,a)\n,ἄν,particle,kle/yeien,κλέπτω,verb,w)mmatwme/nhn,ὀμματόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zeu=,Ζεύς,proper,*zeu=,Ζεύς,proper,ti/,τίς,pronoun,le/gw,λέγω,verb,po/qen,πόθεν,adverb,a)/rcwmai,ἄρχω,verb,ta/d',ὅδε,pronoun,e)peuxome/nh,ἐπεύχομαι,verb,ka)piqea/zous',ἐπιθεάζω,verb,u(po\,ὑπό,preposition,d',δέ,particle,eu)noi/as,εὔνοια,noun,pw=s,πῶς,adverb,i)/son,ἴσος,adjective,ei)pou=s',εἶπον,verb,a)nu/swmai,ἀνύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ga\r,γάρ,particle,me/llousi,μέλλω,verb,mianqei=sai,μιαίνω,verb,peirai\,πειρά,noun,kopa/nwn,κόπανον,noun,a)ndrodai/+ktwn,ἀνδροδάικτος,adjective,h)\,ἠέ,conjunction,pa/nu,πάνυ,adverb,qh/sein,τίθημι,verb,*)agamemnoni/wn,Ἀγαμεμνόνεος,proper,oi)/kwn,οἶκος,noun,o)/leqron,ὄλεθρος,noun,dia\,διά,preposition,panto/s,πᾶς,adjective,h)\,ἠέ,conjunction,pu=r,πῦρ,noun,kai\,καί,conjunction,fw=s,φάος,adjective,e)p',ἐπί,preposition,e)leuqeri/a|,ἐλευθερία,noun,dai/wn,δαίω,verb,a)rxa/s,ἀρχή,noun,te,τε,particle,polissono/mous,,,pate/rwn,πατήρ,noun,q',τε,particle,e(/cei,ἔχω,verb,me/gan,μέγας,adverb,o)/lbon,ὄλβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toia/nde,τοιόσδε,adjective,pa/lhn,πάλα,noun,mo/nos,μόνος,adjective,w)\n,εἰμί,verb,e)/fedros,ἔφεδρος,adjective,dissoi=s,δισσός,adjective,me/llei,μέλλω,verb,qei=os,θεῖος,adjective,*)ore/sths,Ὀρέστης,proper,a(/yein,ἅπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/h,ἀίω,verb,d',δέ,particle,e)pi\,ἐπί,preposition,ni/kh|,νίκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)\,ἒ,interjection,e)/,ἒ,interjection,o)tototoi=,ὀτοτοῖ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἔα,interjection,e)/a,ἔα,interjection,ma/la,μάλα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ke/krantai,κεράννυμι,verb,do/mois,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)postaqw=men,ἀφίστημι,verb,pra/gmatos,πρᾶγμα,noun,teloume/nou,τέλλω,verb,o(/pws,ὅπως,conjunction,dokw=men,δοκάζω,verb,tw=nd',ὅδε,pronoun,a)nai/tiai,ἀναίω,verb,kakw=n,κακός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/xhs,μάχη,noun,ga\r,γάρ,particle,dh\,δή,particle,keku/rwtai,κυρόω,verb,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,panoi/moi,πανοίμοι,interjection,despo/tou,δεσπότης,adjective,peplhgme/nou,πλήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ma/l',μάλα,adverb,au)=qis,αὖθις,adverb,e)n,ἐν,preposition,tri/tois,τρίτος,adjective,prosfqe/gmasin,πρόσφθεγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)/gisqos,Αἴγισθος,proper,ou)ke/t',οὐκέτι,adverb,e)/stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)noi/cate,ἀνοίγνυμι,verb,o(/pws,ὅπως,conjunction,ta/xista,τάχιστος,adjective,kai\,καί,conjunction,gunaikei/ous,γυναικεῖος,adjective,pu/las,πύλη,adjective,moxloi=s,μοχλός,noun,xala=te,χαλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ma/l',μάλα,adverb,h(bw=ntos,ἡβάω,verb,de\,δέ,particle,dei=,δέομαι,verb,ou)x,οὐ,adverb,w(s,ὡς,conjunction,d',δέ,particle,a)rh=cai,ἀρήγω,verb,diapepragme/nw|,διαπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga/r,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)ou\,ἰού,interjection,i)ou/,ἰού,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwfoi=s,κωφός,adjective,a)utw=,ἀυτέω,verb,kai\,καί,conjunction,kaqeu/dousin,καθεύδω,verb,ma/thn,μάτην,adverb,a)/kranta,ἄκραντος,adjective,ba/zw,βάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,*klutaimh/stra,Κλυταιμνήστρα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dra=|,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/oike,ἔοικα,verb,nu=n,νῦν,adverb,au)th=s,αὐτός,pronoun,e)pi\,ἐπί,preposition,curou=,ξυρόν,noun,pe/las,πέλας,adverb,au)xh\n,αὐχήν,noun,pesei=sqai,πίπτω,verb,pro\s,πρός,preposition,di/khn,δίκη,adjective,peplhgme/nos,πλήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,e)sti\,εἰμί,verb,xrh=ma,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,boh\n,βοή,noun,i(/sths,ἵστημι,verb,do/mois,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,zw=nta,ζάω,verb,kai/nein,καίνω,verb,tou\s,ὁ,article,teqnhko/tas,θνήσκω,verb,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)\,οἰ,interjection,'gw/,ἀγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cunh=ka,συνίημι,verb,tou)/pos,ἔπος,adjective,e)c,ἐκ,preposition,ai)nigma/twn,αἴνιγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do/lois,δόλος,noun,o)lou/meq',ὄλλυμι,verb,w(/sper,ὥσπερ,adverb,ou)=n,οὖν,particle,e)ktei/namen,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doi/h,δίδωμι,verb,tis,τις,pronoun,a)ndrokmh=ta,ἀνδροκμής,noun,pe/lekun,πέλεκυς,adjective,w(s,ὡς,conjunction,ta/xos,τάχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)dw=men,οἶδα,verb,ei),εἰ,conjunction,nikw=men,νικάω,verb,h)\,ἠέ,conjunction,nikw/meqa,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,ga\r,γάρ,particle,dh\,δή,particle,tou=d',ὅδε,pronoun,a)fiko/mhn,ἀφικνέομαι,verb,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,kai\,καί,conjunction,mateu/w,ματεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|de,ὅδε,pronoun,d',δέ,particle,a)rkou/ntws,ἀρκεόντως,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)\,οἰ,interjection,'gw/,ἀγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/qnhkas,θνήσκω,verb,fi/ltat',φίλτατος,adjective,*ai)gi/sqou,Αἴγισθος,proper,bi/a,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filei=s,φιλέω,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiga\r,τοιγάρ,particle,e)n,ἐν,preposition,tau)tw=|,ταυτός,adjective,ta/fw|,τάφος,noun,kei/sh|,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qano/nta,θνήσκω,verb,d',δέ,particle,ou)/ti,οὔτι,adverb,mh\,μή,conjunction,prodw=|s,προδίδωμι,verb,pote,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/sxes,ἐπίσχω,verb,w)=,ὦ,interjection,pai=,παῖς,adjective,to/nde,ὅδε,pronoun,d',δέ,particle,ai)/desai,αἰδέομαι,verb,te/knon,τέκνον,noun,masto/n,μαστός,noun,pro\s,πρός,preposition,w(=|,ὅς,pronoun,su\,σύ,pronoun,polla\,πολύς,adjective,dh\,δή,particle,bri/zwn,βρίζω,verb,a(/ma,ἅμα,adverb,ou)/loisin,οὖλον,noun,e)ch/melcas,ἐξαμέλγω,verb,eu)trafe\s,εὐτραφής,adverb,ga/la,γάλα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pula/dh,Πυλάδης,proper,ti/,τίς,pronoun,dra/sw,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhte/r',μήτηρ,noun,ai)desqw=,αἰδέομαι,verb,ktanei=n,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
