word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
ei),εἰ,conjunction,de\,δέ,particle,kai\,καί,conjunction,sw/frwn,σώφρων,noun,e)/oi,εἰμί,verb,e)pi\,ἐπί,preposition,toi=si,ὁ,article,a)frodisi/oisi,kai\,καί,conjunction,Ἀφροδίσιος,proper,lou/oito,λούω,verb,yuxrw=|,ψυχρός,adjective,e)lpi\s,ἐλπίς,noun,w(s,ὡς,conjunction,w)/kista,ὠκύς,adjective,a)ndrwqh=nai,ἀνδρόω,verb,to\n,a)/nqrwpon,ἄνθρωπος,noun,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(h,ὁ,article,e)n,ἐν,preposition,toi=si,ὁ,article,a)/lloisi,ἄλλος,adjective,pa/qesi,πάθος,adjective,meta\,μετά,preposition,th\n,ὁ,article,qerapei/hn,di/aita,δίαιτα,noun,θεραπεία,noun,e)s,εἰς,preposition,i)sxu\n,ἰσχύς,noun,kai\,καί,conjunction,kra/tos,κράτος,noun,tou=,ὁ,article,sw/matos,σῶμα,adjective,eu)peyi/h|,a)gaqh/,ἀγαθός,adjective,,,,,,,,,,εὐπεψία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stomaxikoi=si,στομαχικός,adjective,de\,δέ,particle,mou/nois,μόνος,adjective,h(/de,ὅδε,pronoun,gi/gnetai,γίγνομαι,verb,plhmmelh/s,πλημμελής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/kws,ὅπως,conjunction,w)=n,οὖν,particle,au(/th,οὗτος,pronoun,gi/gnoito,γίγνομαι,verb,fra/sw,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(kanh\,ἱκανός,adjective,ga\r,γάρ,particle,ai)w/rh,αἰώρα,noun,peri/patoi,περίπατος,noun,gumnasi/h,γυμνασία,noun,fwnaski/h,φωνασκία,noun,trofai\,τροφή,noun,e)s,pe/yin,πέψις,noun,εἰς,preposition,a)gaqai\,ἀγαθός,adjective,a)namaxe/sasqai,ἀναμάχομαι,verb,th\n,ὁ,article,tou=,ὁ,article,stoma/xou,στόμαχος,noun,kakositi/hn,κακοσιτία,noun,a)du/naton,de\,δέ,particle,ta/de,ὅδε,pronoun,kai\,καί,conjunction,a)peyi/hn,ἀπεψία,noun,ἀδύνατος,adjective,lu=sai,λύω,verb,makrh\n,μακρός,adjective,kai\,καί,conjunction,th\n,ὁ,article,skeleti/hn,,,tou=,ὁ,article,skh/neos,σκῆνος,noun,eu)/ogkon,εὔογκος,adjective,sa/rka,σάρξ,adjective,poih=sai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollo\n,πολύς,adjective,de\,δέ,particle,me/zon,μέγας,adverb,e)pi\,ἐπί,preposition,toute/wn,οὗτος,pronoun,e)/stwn,εἰμί,verb,ai(,ὁ,article,toi=si,ka/mnousi,κάμνω,verb,τίς,pronoun,xa/rites,χάρις,noun,kai\,καί,conjunction,to\,ὁ,article,kaqarw=s,καθαρός,adjective,a(/pan,ἅπας,adjective,dra=n,δράω,verb,kai\,th=|si,ὁ,article,e)piqumi/h|si,ἐπιθυμία,noun,e(/pesqai,ἕπομαι,verb,to\n,ὁ,article,καί,conjunction,i)htro\n,ἰατρός,noun,mh\,μή,conjunction,mega/la,μέγας,adverb,bla/ptonta,βλάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,ἄριστος,adjective,ga\r,γάρ,particle,to/de,ὅδε,pronoun,h)\n,ἐάν,conjunction,mh\,μή,conjunction,ka/rta,κάρτα,adverb,w)feleu/ntwn,ὠφελέω,verb,o)/recis,h(/kh|,ἥκω,verb,ὄρεξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa/rmaka,φάρμακον,noun,de\,δέ,particle,pota\,ποτός,adjective,xuloi\,χυλός,noun,a)yi/nqion,ἀψίνθιον,noun,kai\,καί,conjunction,na/rdos,νάρδος,noun,to\,mu/ron,μύρον,adjective,ὁ,article,kai\,καί,conjunction,h(,ὁ,article,dia\,διά,preposition,tw=n,ὁ,article,qhri/wn,θηρίον,noun,kai\,καί,conjunction,tou=,e)n,ἐν,preposition,pe/trais,πέτρα,noun,o(,ὁ,article,karpo\s,καρπός,noun,ὁ,article,kai\,καί,conjunction,ziggibe/rios,ζιγγίβερις,adjective,kai\,καί,conjunction,pepe/rios,πέπερι,noun,kai\,καί,conjunction,sese/lios,σέσελις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,pepth/ria,πεπτήριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kata\,κατά,preposition,tou=,ὁ,article,ste/rnou,στέρνον,noun,e)s,εἰς,preposition,stu=yin,στῦψις,noun,e)pi/qhma,ἐπίθημα,noun,na/rdoi,masti/xai,μαστίχη,noun,νάρδος,noun,a)lo/ai,ἀλόη,noun,a)kaki/ai,ἀκακία,noun,kai\,καί,conjunction,mh/lwn,μῆλον,noun,kudwni/wn,κυδώνιος,adjective,o(,ὁ,article,xulo\s,kai\,καί,conjunction,au)tai\,αὐτός,pronoun,de\,δέ,particle,tw=n,ὁ,article,χυλός,noun,mh/lwn,μῆλον,noun,ai(,ὁ,article,sa/rkes,σάρξ,adjective,a)mfiqlasqei=sai,,,cu\n,σύν,preposition,foi/nici,φοίνιξις,noun,e)pi/qhma,ἐπίθημα,noun,stu=fon,στύφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,o(ko/sa,ὁπόσος,adjective,moi,ἐγώ,pronoun,e)s,εἰς,preposition,diabh/tew,διαβήτης,noun,gegra/fatai,e)s,εἰς,preposition,γράφω,verb,di/yeos,δίψος,noun,a)/kos,ἄκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,wu)ta\,αὐτός,pronoun,ga\r,γάρ,particle,kai\,καί,conjunction,toi=si,ὁ,article,di/yos,δίψος,noun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,to/nos,τόνος,noun,tou=,ὁ,article,stoma/xou,στόμαχος,noun,a)/diyon,ἄδιψον,noun,stomaxi,,,koi=si,h)\n,ἐάν,conjunction,,,tw=n,ὁ,article,siti/wn,σιτίον,noun,a)krath\s,ἀκρατής,adverb,h(,ὁ,article,koili/h,κοιλία,noun,e)/h|,εἰμί,verb,diarre/h|,de\,δέ,particle,h(,ὁ,article,trofh\,τροφή,noun,a)/peptos,ἄπεπτος,adjective,διαρρέω,verb,a)/qreptos,,,w)mh\,ὠμός,adjective,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,ei)s,εἰς,preposition,to\n,ὁ,article,o)/gkon,ὄγκος,noun,a)ni/h|,ἄνειμι,verb,koiliakou\s,κοιλιακός,adjective,tou/sde,ὅδε,pronoun,kiklh/skomen,κικλήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yu/xei+,ψῦχος,noun,me\n,μέν,particle,e)mfu/tou,ἔμφυτος,adjective,th=s,ὁ,article,e)s,εἰς,preposition,pe/yin,πέψις,noun,qermasi/hs,θερμασία,noun,a)toni/h|,de\,δέ,particle,ἀτονία,noun,th=s,ὁ,article,e)s,εἰς,preposition,a)na/dosin,ἀνάδοσις,noun,duna/mios,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,w)=n,οὖν,particle,th\n,ὁ,article,koili/hn,κοιλία,noun,prw/tista,πρώτιστος,adjective,me\n,μέν,particle,po/nwn,πόνος,noun,a)nie/nai,h)remi/h|,ἠρεμία,noun,ἄνειμι,verb,kai\,καί,conjunction,a)positi/h|,ἀποσιτία,noun,w(=de,ὧδε,adverb,ga\r,γάρ,particle,palindrome/ousi,παλινδρομέω,verb,ai(,ὁ,article,duna/mies,,,,,,,,,,,,,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,plh/qeos,πλῆθος,noun,tw=n,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,stoma/xw|,fantasi/h,φαντασία,noun,στόμαχος,noun,e)/h|,εἰμί,verb,nh/stesi,νῆστις,noun,e)me/toisi,ἔμετος,noun,xre/esqai,χράομαι,verb,a)f',ἀπό,preposition,u(/datos,ὕδωρ,noun,h)\,melikrh/,,,tou,τις,pronoun,th\n,ὁ,article,koili/hn,κοιλία,noun,ἠέ,conjunction,de\,δέ,particle,ske/pein,σκέπω,verb,kai\,καί,conjunction,te/ggein,τέγγω,verb,e)s,εἰς,preposition,stu=yin,στῦψις,noun,e)ri/oisi,ἔριον,noun,me\n,μέν,particle,toi=s,ὁ,article,e)c,ἐκ,preposition,o)/i+os,ὄις,noun,pinaroi=si,πιναρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li/pai+,,,de\,δέ,particle,*rodi/nw|,,,mu/rw|,μῦρος,noun,h)\,ἠέ,conjunction,tw=|,ὁ,article,dia\,διά,preposition,th=s,oi)na/nqhs,οἰνάνθη,noun,ὁ,article,h)\,ἠέ,conjunction,mhli/nw|,μήλινος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,ἄριστος,adjective,kh)\n,ἐν,preposition,a)po\,ἀπό,preposition,tou=,ὁ,article,sxi/nou,σχῖνος,noun,kai\,καί,conjunction,u(pokisti/di,ὑποκιστίς,noun,h)\,o)mfaki/w|,ὀμφάκιον,noun,ἠέ,conjunction,cu\n,σύν,preposition,toi=sde,ὅδε,pronoun,de\,δέ,particle,e)pipla/smata,ἐπίπλασμα,noun,qerma\,θερμός,adjective,me\n,μέν,particle,e)s,qi/cin,θίξις,noun,e)s,εἰς,preposition,du/namin,δύναμις,adjective,de\,δέ,particle,εἰς,preposition,strufna/,στρυφνός,adjective,kai\,καί,conjunction,h)/n,ἐάν,conjunction,ph,πη,particle,tou=,ὁ,article,h(/patos,ἥπατος,noun,h)\,ἠέ,conjunction,th=s,ὁ,article,koili/hs,κοιλία,noun,kata\,κατά,preposition,sto/ma,στόμα,noun,e)nta/sies,ἔντασις,noun,h)\,ἠέ,conjunction,flegmasi/ai,φλεγμασία,noun,e)/wsi,εἰμί,verb,siku/hn,σικύα,noun,prosba/llonta,προσδαίω,verb,e)nta/mnein,ἐντέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/sti,εἰμί,verb,oi(=si,ὅς,pronoun,to/de,ὅδε,pronoun,mou=non,μόνος,adjective,h)/rkese,ἀρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ph\n,ἐπήν,conjunction,de\,δέ,particle,khrwth=|si,κηρωτή,noun,e)s,εἰς,preposition,w)teilh\n,ὠτειλή,noun,h(/kh|,ἥκω,verb,ta\,ὁ,article,trw/mata,h)de\,ἠδέ,conjunction,τραῦμα,noun,e)pi\,ἐπί,preposition,sklhri/h|,σκληρία,noun,krai/nh|,κραίνω,verb,th=|de,ὅδε,pronoun,bde/llas,βδέλλα,noun,ta\,ὁ,article,qhri/a,prosba/llein,προσδαίω,verb,,,,,,,,,,θηρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,e)piqh/mata,ἐπίθημα,noun,peptika\,πεπτικός,adjective,tiqe/nai,τίθημι,verb,o(koi=on,ὁποῖος,adjective,to\,ὁ,article,dia\,διά,preposition,tw=n,sperma/twn,σπέρμα,noun,ὁ,article,h)\n,ἐάν,conjunction,i)/sxh|,ἴσχω,verb,xamaile/ontos,χαμαιλέων,noun,*ri/zan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,ἄριστος,adjective,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,oi(,ἕ,pronoun,th=s,ὁ,article,da/fnhs,δάφνη,noun,e)/asi,εἰμί,verb,karpoi\,kai\,καί,conjunction,καρπός,noun,to\,ὁ,article,ma/lagma,μάλαγμα,adjective,e)pi/klhsin,ἐπίκλησις,noun,to\,ὁ,article,xlwro\n,χλωρός,adjective,kai\,καί,conjunction,tou)mo\n,to\,ὁ,article,musth/rion,μυστήριον,noun,,,,,,,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,ga\r,γάρ,particle,mala/sseite,,,kai\,καί,conjunction,a)mu/ssei,ἀμύσσω,verb,kai\,καί,conjunction,qermasi/hn,θερμασία,noun,e)gei/rei,kai\,καί,conjunction,ἐγείρω,verb,a)/fusa,ἄφυσος,adjective,ta\,ὁ,article,spla/gxna,σπλάγχνον,noun,poie/ei,ποιέω,verb,w(=n,ὅς,pronoun,per,πέρ,particle,e)s,stu=yin,στῦψις,noun,xre/os,χρέος,noun,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,si/nhpi,,,kai\,καί,conjunction,li/mnhstis,λίμνηστις,noun,kai\,καί,conjunction,eu)fo/rbion,εὐφόρβιον,noun,kai\,o(ko/sa,ὁπόσος,adjective,καί,conjunction,toia/de,τοιόσδε,adjective,pa/nta,πᾶς,adjective,th\n,ὁ,article,me\n,μέν,particle,yu=cin,ψῦξις,noun,kwlu/ei,κωλύω,verb,a)na/klhsin,de\,δέ,particle,qe/rmhs,θέρμη,noun,poie/etai,ποιέω,verb,,,,ἀνάκλησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toia/de,τοιόσδε,adjective,xrh\,χρή,verb,kai\,καί,conjunction,pipi/skein,πιπίσκω,verb,fa/rmaka,φάρμακον,noun,e)s,εἰς,preposition,stu=yin,στῦψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xre/os,χρέος,noun,me\n,μέν,particle,prw/tista,πρώτιστος,adjective,o(,ὁ,article,tou=,ὁ,article,a)rnoglw/ssou,ἀρνόγλωσσον,noun,xulo\s,χυλός,noun,cu\n,u(/dati,ὕδωρ,noun,σύν,preposition,e)stumme/nw|,στύφω,verb,mu/rtoisi,μύρτον,noun,h)\,ἠέ,conjunction,kudwni/oisi,κυδώνιος,adjective,mh/loisi,μῆλον,noun,a)/riston,ἄριστος,adjective,kai\,gi/garton,γίγαρτον,adjective,stafulh=s,σταφυλή,noun,o)mfakiti/dos,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=noi,οἶνος,noun,tw=n,ὁ,article,ka/rta,κάρτα,adverb,stufo/ntwn,στύφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,de\,δέ,particle,ta\,ὁ,article,a)lqai/nonta,,,th\n,ὁ,article,gaste/ra,γαστήρ,noun,fa/rmaka,φάρμακον,noun,pota\,o(ko/sa,ὁπόσος,adjective,ποτός,adjective,dia\,διά,preposition,ziggibe/rios,ζιγγίβερις,adjective,kai\,καί,conjunction,pepe/rios,πέπερι,noun,kai\,καί,conjunction,seli/nou,σέλινον,noun,tou=,karpou=,καρπός,noun,tou=,ὁ,article,a)gri/ou,ἄγριος,adjective,tou=,ὁ,article,ὁ,article,e)n,ἐν,preposition,pe/trais,πέτρα,noun,to\,ὁ,article,dia\,διά,preposition,tw=n,ὁ,article,qhri/wn,θηρίον,noun,tw=n,ὁ,article,e)xidnw=n,ἔχιδνα,noun,peptikw/taton,πεπτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)pi\,ἐπί,preposition,toi=si,ὁ,article,mhde\n,μηδείς,pronoun,h)\,ἠέ,conjunction,smikro\n,μικρός,adjective,e)ndidw=|,toi=si,τίς,pronoun,ἐνδίδωμι,verb,a)po\,ἀπό,preposition,*rafani/dwn,,,e)me/toisi,ἔμετος,noun,xre/o,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,e)gkru/yh|s,ἐγκρύπτω,verb,tai=sde,ὅδε,pronoun,e)llebo/rou,ἑλλέβορος,noun,tou=,ὁ,article,leukou=,*ri/zan,,,λευκός,adjective,e)s,εἰς,preposition,mi/hn,εἷς,adjective,nu/kta,νύξ,adjective,eu)tonwta/th,εὔτονος,adjective,a)/n,ἄν,particle,soi,σύ,pronoun,ge/noito,h(,ὁ,article,ka/qarsis,κάθαρσις,noun,e)/s,εἰς,preposition,te,τε,particle,γίγνομαι,verb,th\n,ὁ,article,tw=n,ὁ,article,u(grw=n,ὑγρός,adjective,tw=n,ὁ,article,yuxrw=n,ψύχρα,noun,ka/qarsi/n,κάθαρσις,noun,te,τε,particle,kai\,καί,conjunction,e)/kkrisin,ἔκκρισις,noun,kai\,καί,conjunction,e)s,εἰς,preposition,th\n,ὁ,article,e)/cayin,ἔξαψις,noun,tou=,ὁ,article,qermou=,θερμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,h(,ὁ,article,di/aita,δίαιτα,noun,kai\,καί,conjunction,o(,ὁ,article,bi/os,βίος,adjective,toi=sde,e)/stw,εἰμί,verb,ὅδε,pronoun,cu/mmetra,σύμμετρος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,u(/pnoi,ὕπνος,noun,nu/ktwr,νύκτωρ,adverb,me\n,μέν,particle,di',διά,preposition,h(me/rhs,ἡμέρα,noun,de\,δέ,particle,peri/patoi,a)nafwnh/sies,ἀναφώνησις,noun,περίπατος,noun,ai)w/rh,αἰώρα,noun,h(/,ὅς,pronoun,te,τε,particle,e)n,ἐν,preposition,da/fnh|si,δάφνη,noun,h)\,ἠέ,conjunction,murri/naisi,h)\,ἠέ,conjunction,qu/mw|,θύμος,noun,,,,,,,μυρσίνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,ga/r,γάρ,particle,ti,τις,pronoun,h(,ὁ,article,diapnoh\,διαπνοή,noun,kai\,καί,conjunction,h(,ὁ,article,a)napnoh\,toiw=nde,τοιόσδε,adjective,ἀναπνοή,noun,fa/rmakon,φάρμακον,noun,pepth/rion,πεπτήριος,adjective,gumna/sia,γυμνάσιον,noun,tri/yies,τρῖψις,noun,xeironosmi/h,,,a(lth/rwn,ἁλτήρ,noun,bolai=si,tou=,ὁ,article,qw/rhkos,θώραξ,noun,kai\,καί,conjunction,th=s,ὁ,article,βολή,noun,koili/hs,κοιλία,noun,ko/poi,κόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propo/sies,πρόποσις,noun,smikro/tata,μικρός,adjective,ga\r,γάρ,particle,ei)s,εἰς,preposition,to/non,τόνος,noun,eu)stale\s,εὐσταλής,adjective,a)/rtos,ἄρτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tw=nde,ὅδε,pronoun,foi/nicis,φοίνιξις,noun,peri/patoi,περίπατος,noun,*raqu,,,siti/wn,σιτίον,noun,kai\,καί,conjunction,*rafani/dwn,polla/kis,πολλάκις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,e)s,εἰς,preposition,to\n,ὁ,article,e)lle/boron,ἑλλέβορος,noun,a)/gein,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
