word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
ou)k,οὐ,adverb,a)/fenos,ἄφενος,noun,feu/gwn,φεύγω,verb,ou)de\,οὐδέ,particle,plou=to/n,πλοῦτος,noun,te,τε,particle,kai\,καί,conjunction,o)/lbon,ὄλβος,noun,a)lla\,ἀλλά,adverb,kakh\n,κακός,adjective,peni/hn,πενία,noun,th\n,ὁ,article,*zeu\s,Ζεύς,proper,a)/ndressi,ἀνήρ,noun,di/dwsin,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na/ssato,ναίω,verb,d',δέ,particle,a)/gx',ἄγχι,adjective,*(elikw=nos,Ἑλικών,proper,o)izurh=|,ὀιζυρός,adjective,e)ni\,ἐν,preposition,kw/mh|,κώμη,noun,*)/askrh|,Ἄσκρη,proper,xei=ma,χεῖμα,noun,kakh=|,κακός,adjective,qe/rei,θέρος,noun,a)rgale/h|,ἀργαλέος,adjective,ou)de/,οὐδέ,particle,pot',ποτέ,particle,e)sqlh=|,ἐσθλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tu/nh,σύ,pronoun,d',δέ,particle,w)=,ὦ,interjection,*pe/rsh,Πέρσευς,proper,e)/rgwn,ἔργον,noun,memnhme/nos,μιμνήσκω,verb,ei)=nai,εἰμί,verb,w(rai/wn,ὡραῖος,adjective,pa/ntwn,πᾶς,adjective,peri\,περί,preposition,nautili/hs,ναυτιλία,noun,de\,δέ,particle,ma/lista,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh=',ναῦς,noun,o)li/ghn,ὀλίγος,adjective,ai)nei=n,αἰνέω,verb,mega/lh|,μέγας,adverb,d',δέ,particle,e)ni\,ἐν,preposition,forti/a,φορτίον,noun,qe/sqai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei/zwn,μέγας,adverb,me\n,μέν,particle,fo/rtos,φόρτος,noun,mei=zon,μέγας,adverb,d',δέ,particle,e)pi\,ἐπί,preposition,ke/rdei+,κέρδος,noun,ke/rdos,κέρδος,noun,e)/ssetai,ἔσσομαι,verb,ei)/,εἰ,conjunction,k',ἄν,particle,a)/nemoi/,ἄνεμος,noun,ge,γε,particle,kaka\s,κακός,adjective,a)pe/xwsin,ἀπέχω,verb,a)h/tas,ἀήτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,e)p',ἐπί,preposition,e)mpori/hn,ἐμπορία,noun,tre/yas,τρέπω,verb,a)esi/frona,ἀεσίφρων,adjective,qumo\n,θυμός,noun,bou/lhai,βούλομαι,verb,xre/a,χρέος,noun,te,τε,particle,profugei=n,προφεύγω,verb,kai\,καί,conjunction,limo\n,λιμός,noun,a)terpe/a,ἀτερπής,adverb,dei/cw,δείκνυμι,verb,dh/,δή,particle,toi,τοι,particle,me/tra,μέτρον,noun,polufloi/sboio,πολύφλοισβος,adjective,qala/sshs,θάλασσα,noun,ou)/te,οὔτε,adverb,ti,τις,pronoun,nautili/hs,ναυτιλία,noun,sesofisme/nos,σοφίζομαι,verb,ou)/te,οὔτε,adverb,ti,τις,pronoun,nhw=n,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,pw/,πω,particle,pote,ποτέ,particle,nhi/,ναῦς,noun,g',γε,particle,e)pe/plwn,ἐπιπλέω,verb,eu)re/a,εὐρύς,adjective,po/nton,πόντος,noun,ei),εἰ,conjunction,mh\,μή,conjunction,e)s,εἰς,preposition,*eu)/boian,Εὔβοια,proper,e)c,ἐκ,preposition,*au)li/dos,Αὐλίς,proper,h(=|,ὅς,pronoun,pot',ποτέ,particle,*)axaioi\,Ἀχαιός,proper,mei/nantes,μένω,verb,xeimw=na,χειμών,noun,polu\n,πολύς,adjective,su\n,σύν,preposition,lao\n,λαός,noun,a)/geiran,ἀγείρω,verb,*(ella/dos,Ἑλλάς,proper,e)c,ἐκ,preposition,i(erh=s,ἱερεύς,adjective,*troi/hn,Τροία,proper,e)s,εἰς,preposition,kalligu/naika,καλλιγύναιξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,d',δέ,particle,e)gw\n,ἐγώ,pronoun,e)p',ἐπί,preposition,a)/eqla,ἆθλον,noun,dai/+fronos,δαίφρων,adjective,*)amfida/mantos,Ἀμφιδάμας,proper,*xalki/da,Χαλκίς,proper,t',τε,particle,ei)\s,εἰς,preposition,e)pe/rhsa,περάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,propefradme/na,προφράζω,verb,polla\,πολύς,adjective,a)/eql',ἆθλον,noun,e)/qesan,,,pai=des,παῖς,adjective,megalh/toros,μεγαλήτωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,me/,ἐγώ,pronoun,fhmi,φημί,verb,u(/mnw|,ὕμνος,noun,nikh/santa,νικάω,verb,fe/rein,φέρω,verb,tri/pod',τρίπους,adjective,w)tw/enta,ὠτώεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,me\n,μέν,particle,e)gw\,ἐγώ,pronoun,*mou/sh|s,Μοῦσα,proper,*(elikwnia/dess',Ἑλικωνιάδες,proper,a)ne/qhka,ἀνατίθημι,verb,e)/nqa,ἔνθα,adverb,me,ἐγώ,pronoun,to\,ὁ,article,prw=ton,πρότερος,adjective,ligurh=s,λιγυρός,adjective,e)pe/bhsan,ἐπιβαίνω,verb,a)oidh=s,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/sson,τόσος,adjective,toi,τοι,particle,nhw=n,ναός,noun,ge,γε,particle,pepei/rhmai,πειράω,verb,polugo/mfwn,πολύγομφος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,w(\s,ὅς,pronoun,e)re/w,ἐρέω,verb,*zhno\s,Ζεύς,proper,no/on,νόος,adjective,ai)gio/xoio,αἰγίοχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mou=sai,Μοῦσα,proper,ga/r,γάρ,particle,m',ἐγώ,pronoun,e)di/dacan,διδάσκω,verb,a)qe/sfaton,ἀθέσφατος,adjective,u(/mnon,ὕμνος,noun,a)ei/dein,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/mata,ἦμαρ,noun,penth/konta,πεντήκοντα,verb,meta\,μετά,preposition,tropa\s,τροπή,noun,h)eli/oio,ἥλιος,noun,e)s,εἰς,preposition,te/los,τέλος,noun,e)lqo/ntos,ἔρχομαι,verb,qe/reos,θέρος,noun,kamatw/deos,καματώδης,adjective,w(/rhs,ὥρα,adjective,w(rai=os,ὡραῖος,adjective,pe/letai,πέλω,verb,qnhtoi=s,θνητός,adjective,plo/os,πλόος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ke,ἄν,particle,nh=a,ναῦς,noun,kaua/cais,κατάγνυμι,verb,ou)/t',οὔτε,adverb,a)/ndras,ἀνήρ,noun,a)pofqei/seie,ἀποφθίνω,verb,qa/lassa,θάλασσα,noun,ei),εἰ,conjunction,dh\,δή,particle,mh\,μή,conjunction,pro/frwn,πρόφρων,adverb,ge,γε,particle,*poseida/wn,Ποσειδεών,proper,e)nosi/xqwn,Ἐνοσίχθων,proper,h)\,ἠέ,conjunction,*zeu\s,Ζεύς,proper,a)qana/twn,ἀθάνατος,adjective,basileu\s,βασιλεύς,noun,e)qe/lh|sin,ἐθέλω,verb,o)le/ssai,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,toi=s,ὁ,article,ga\r,γάρ,particle,te/los,τέλος,noun,e)sti\n,εἰμί,verb,o(mw=s,ὁμῶς,adverb,a)gaqw=n,ἀγαθός,adjective,te,τε,particle,kakw=n,κακός,adjective,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=mos,τῆμος,adverb,d',δέ,particle,eu)krine/es,εὐκρινής,adverb,t',τε,particle,au)=rai,αὔρα,noun,kai\,καί,conjunction,po/ntos,πόντος,noun,a)ph/mwn,ἀπήμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/khlos,εὔκηλος,adjective,to/te,τότε,adverb,nh=a,ναῦς,noun,qoh\n,θοός,adjective,a)ne/moisi,ἄνεμος,noun,piqh/sas,πείθω,verb,e(lke/men,ἕλκω,verb,e)s,εἰς,preposition,po/nton,πόντος,noun,fo/rton,φόρτος,noun,t',τε,particle,e)s,εἰς,preposition,pa/nta,πᾶς,adjective,ti/qesqai,τίθημι,verb,speu/dein,σπεύδω,verb,d',δέ,particle,o(/tti,ὅστις,pronoun,ta/xista,τάχιστος,adjective,pa/lin,πάλιν,adverb,oi)=ko/nde,οἶκόνδε,adverb,ne/esqai,νέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,me/nein,μένω,verb,oi)=no/n,οἶνον,noun,te,τε,particle,ne/on,νέος,adjective,kai\,καί,conjunction,o)pwrino\n,ὀπωρινός,adjective,o)/mbron,ὄμβρος,noun,kai\,καί,conjunction,xeimw=n',χειμών,noun,e)pio/nta,ἔπειμι,verb,*no/toio/,Νότος,proper,te,τε,particle,deina\s,δεινός,adjective,a)h/tas,ἀήτη,noun,o(/st',ὅστε,pronoun,w)/rine,ὀρίνω,verb,qa/lassan,θάλασσα,noun,o(marth/sas,ὁμαρτέω,verb,*dio\s,Ζεύς,proper,o)/mbrw|,ὄμβρος,noun,pollw=|,πολύς,adjective,o)pwrinw=|,ὀπωρινός,adjective,xalepo\n,χαλεπός,adjective,de/,δέ,particle,te,τε,particle,po/nton,πόντος,noun,e)/qhken,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llos,ἄλλος,adjective,d',δέ,particle,ei)arino\s,ἐαρινός,adjective,pe/letai,πέλω,verb,plo/os,πλόος,noun,a)nqrw/poisin,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=mos,ἦμος,adverb,dh\,δή,particle,to\,ὁ,article,prw=ton,πρότερος,adjective,o(/son,ὅσος,adjective,t',τε,particle,e)piba=sa,ἐπιβαίνω,verb,korw/nh,κορώνη,noun,i)/xnos,ἴχνος,noun,e)poi/hsen,ποιέω,verb,to/sson,τόσος,adjective,pe/tal',πέταλον,noun,a)ndri\,ἀνδρίς,noun,fanei/h|,φαίνω,verb,e)n,ἐν,preposition,kra/dh|,κράδη,adjective,a)krota/th|,ἄκρος,adjective,to/te,τότε,adverb,d',δέ,particle,a)/mbato/s,ἀναβατός,adjective,e)sti,εἰμί,verb,qa/lassa,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)arino\s,ἐαρινός,adjective,d',δέ,particle,ou(=tos,οὗτος,pronoun,pe/letai,πέλω,verb,plo/os,πλόος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,min,μιν,pronoun,e)/gwge,ἐγώ,pronoun,ai)/nhm',αἰνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)mw=|,ἐμός,adjective,qumw=|,θυμός,noun,kexarisme/nos,χαρίζομαι,verb,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalepw=s,χαλεπός,adjective,ke,ἄν,particle,fu/gois,φεύγω,verb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,nu,νῦν,adverb,kai\,καί,conjunction,ta\,ὁ,article,a)/nqrwpoi,ἄνθρωπος,noun,r(e/zousin,ῥέζω,verb,a)idrei/h|si,ἀιδρείη,noun,no/oio,νόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh/mata,χρῆμα,adjective,ga\r,γάρ,particle,yuxh\,ψυχή,noun,pe/letai,πέλω,verb,deiloi=si,δειλός,adjective,brotoi=sin,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino\n,δεινός,adjective,d',δέ,particle,e)sti\,εἰμί,verb,qanei=n,θνήσκω,verb,meta\,μετά,preposition,ku/masin,κῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,s',σύ,pronoun,a)/nwga,ἄνωγα,verb,fra/zesqai,φράζω,verb,ta/de,ὅδε,pronoun,pa/nta,πᾶς,adjective,meta\,μετά,preposition,fresi/n,φρήν,noun,w(s,ὡς,conjunction,a)goreu/w,ἀγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,e)n,ἐν,preposition,nhusi\n,ναῦς,noun,a(/panta,ἅπας,adjective,bi/on,βίος,adjective,koi/+lh|si,κόιλος,adjective,ti/qesqai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ple/w,πλέος,adjective,lei/pein,λείπω,verb,ta\,ὁ,article,de\,δέ,particle,mei/ona,μείων,adverb,forti/zesqai,φορτίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino\n,δεινός,adjective,ga\r,γάρ,particle,po/ntou,πόντος,noun,meta\,μετά,preposition,ku/masi,κῦμα,noun,ph/mati,πῆμα,adjective,ku/rsai,κυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino\n,δεινός,adjective,d',δέ,particle,ei)/,εἰ,conjunction,k',ἄν,particle,e)p',ἐπί,preposition,a)/macan,ἄμαξα,noun,u(pe/rbion,ὑπέρβιος,adjective,a)/xqos,ἄχθος,noun,a)ei/ras,ἀείρω,verb,a)/cona,ἄξων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaua/cais,κατάγνυμι,verb,kai\,καί,conjunction,forti/a,φορτίον,noun,maurwqei/h,μαυρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/tra,μέτρον,noun,fula/ssesqai,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kairo\s,καιρός,noun,d',δέ,particle,e)pi\,ἐπί,preposition,pa=sin,πᾶς,adjective,a)/ristos,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(rai=os,ὡραῖος,adjective,de\,δέ,particle,gunai=ka,γυνή,noun,teo\n,τεός,adjective,poti\,πρός,preposition,oi)=kon,οἶκος,noun,a)/gesqai,ἄγω,verb,mh/te,μήτε,particle,trihko/ntwn,τριάκοντα,noun,e)te/wn,ἔται,noun,ma/la,μάλα,adverb,po/ll',πολύς,adjective,a)polei/pwn,ἀπολείπω,verb,mh/t',μήτε,particle,e)piqei\s,ἐπιτίθημι,verb,ma/la,μάλα,adverb,polla/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga/mos,γάμος,adjective,de/,δέ,particle,toi,τοι,particle,w(/rios,ὥριος,adjective,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,gunh\,γυνή,noun,te/tor',τέσσαρες,noun,h(bw/oi,ἡβάω,verb,pe/mptw|,πέμπτος,adjective,de\,δέ,particle,gamoi=to,γαμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parqenikh\n,παρθενικός,adjective,de\,δέ,particle,gamei=n,γαμέω,verb,w(/s,ὅς,pronoun,k',ἄν,particle,h)/qea,ἦθος,adjective,kedna\,κεδνός,adjective,dida/ch|s,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,ma/lista,μάλιστα,adverb,gamei=n,γαμέω,verb,h(/,ὅς,pronoun,tis,τις,pronoun,se/qen,σύ,pronoun,e)ggu/qi,ἐγγύθι,adverb,nai/ei,ναίω,verb,pa/nta,πᾶς,adjective,ma/l',μάλα,adverb,a)mfiidw/n,,,mh\,μή,conjunction,gei/tosi,γείτων,noun,xa/rmata,χάρμα,noun,gh/mh|s,γαμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me\n,μέν,particle,ga/r,γάρ,particle,ti,τις,pronoun,gunaiko\s,γυνή,noun,a)nh\r,ἀνήρ,noun,lhi/zet',ληίζομαι,verb,a)/meinon,ἀμείνων,adjective,th=s,ὁ,article,a)gaqh=s,ἀγαθός,adjective,th=s,ὁ,article,d',δέ,particle,au)=te,αὖτε,adverb,kakh=s,κακός,adjective,ou),οὐ,adverb,r(i/gion,ῥίγιον,adverb,a)/llo,ἄλλος,adjective,deipnolo/xhs,δειπνολόχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/t',ὅστε,pronoun,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,i)/fqimo/n,ἴφθιμος,adjective,per,πέρ,particle,e)o/nta,εἰμί,verb,eu(/ei,εὕω,verb,a)/ter,ἄτερ,preposition,daloi=o,δαλός,noun,kai\,καί,conjunction,w)mw=|,ὠμός,adjective,gh/rai+,γῆρας,noun,dw=ken,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
