word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/78/lemma/@_entry,word/78/lemma/@_POS,word/99/lemma/@_entry,word/99/lemma/@_POS,word/87/lemma/@_entry,word/87/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/122/lemma/@_entry,word/122/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS
kai/,ti,τις,pronoun,kai/,καί,conjunction,poihma/tion,ποιημάτιον,noun,e)/ti,ἔτι,adverb,paido\s,παῖς,adjective,au)tou=,diasw/|zetai,διασῴζω,verb,*po/ntios,Πόντις,proper,*glau=kos,Γλαύκος,proper,e)n,ἐν,preposition,tetrame/trw|,τετράμετρος,adjective,pepoihme/non,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proi+w\n,de\,δέ,particle,tw=|,ὁ,article,xro/nw|,χρόνος,noun,kai/,καί,conjunction,poikilw/teron,ποικίλος,adjective,a(pto/menos,th=s,ὁ,article,peri\,περί,preposition,tau=ta,οὗτος,pronoun,mou/shs,Μοῦσα,proper,e)/docen,δοκέω,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,r(h/twr,ῥήτωρ,noun,a)lla\,ἀλλά,adverb,kai/,καί,conjunction,poihth\s,ποιητής,noun,a)/ristos,ἄριστος,adjective,ei)=nai,εἰμί,verb,*(rwmai/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρόειμι,verb,ἅπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,me\n,μέν,particle,ou)=n,οὖν,particle,e)pi\,ἐπί,preposition,th=|,ὁ,article,r(htorikh=|,ῥητορικός,adjective,do/ca,me/xri,μέχρι,preposition,nu=n,νῦν,adverb,diame/nei,διαμένω,verb,kai/per,καίπερ,particle,ou),οὐ,adverb,mikra=s,μικρός,adjective,gegenhme/nhs,γίγνομαι,verb,peri\,περί,preposition,tou\s,ὁ,article,lo/gous,λόγος,noun,kainotomi/as,καινοτομία,noun,th\n,ὁ,article,de\,δέ,particle,poihtikh\n,ποιητικός,adjective,au)tou=,αὐτός,pronoun,pollw=n,πολύς,adjective,eu)fuw=n,εὐφυής,adverb,e)pigenome/nwn,ἐπιγίγνομαι,verb,panta/pasin,παντάπασι,adverb,a)kleh=,ἀκλεής,adverb,kai/,καί,conjunction,a)/timon,ἄτιμος,adjective,e)/rrein,ἔρρω,verb,sumbe/bhken,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,δόξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pallagei\s,de\,δέ,particle,tw=n,ὁ,article,e)n,ἐν,preposition,paisi\,παῖς,adjective,diatribw=n,διατριβή,noun,*fi/lwnos,h)/kouse,ἀκούω,verb,tou=,ὁ,article,e)c,ἐκ,preposition,*)akadhmei/as,Ἀκαδήμεια,proper,o(\n,ὅς,pronoun,ma/lista,μάλιστα,adverb,*(rwmai=oi,,,tw=n,ὁ,article,*kleitoma/xou,Κλειτόμαχος,proper,sunh/qwn,σύνηθέω,verb,kai/,καί,conjunction,dia\,διά,preposition,to\n,ὁ,article,lo/gon,λόγος,noun,e)qau/masan,θαυμάζω,verb,kai/,καί,conjunction,dia\,διά,preposition,to\n,ὁ,article,tro/pon,τρόπος,noun,h)ga/phsan,ἀγαπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπαλλάσσω,verb,Φίλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,de\,δέ,particle,toi=s,ὁ,article,peri\,περί,preposition,*mou/kion,,,a)ndra/si,ἀνήρ,noun,sunw/n,politikoi=s,πολιτικός,adjective,kai\,καί,conjunction,prwteu/ousi,πρωτεύω,verb,th=s,ὁ,article,boulh=s,βουλεύς,noun,ei)s,εἰς,preposition,e)mpeiri/an,ἐμπειρία,noun,tw=n,ὁ,article,no/mwn,νόμος,noun,w)felei=to,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἅμα,adverb,σύνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,tina,τις,pronoun,xro/non,χρόνος,noun,kai/,καί,conjunction,stratei/as,στρατεία,adjective,mete/sxen,μετέχω,verb,u(po\,*su/lla|,,,peri\,περί,preposition,to\n,ὁ,article,*marsiko\n,,,po/lemon,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=q',o(rw=n,ὁράω,verb,ei)s,εἰς,preposition,sta/sin,στάσις,adjective,e)k,ἐκ,preposition,de\,δέ,particle,th=s,sta/sews,στάσις,adjective,ei)s,εἰς,preposition,a)/kraton,ἄκρατος,adjective,e)mpi/ptonta,ἐμπίτνω,verb,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,monarxi/an,μοναρχία,noun,e)pi\,ἐπί,preposition,to\n,ὁ,article,sxolasth\n,σχολαστής,noun,kai/,καί,conjunction,qewrhtiko\n,θεωρητικός,adjective,e)lqw\n,ἔρχομαι,verb,bi/on,βίος,adjective,*(/ellhsi/,Ἕλλην,proper,sunh=n,σύνειμι,verb,filolo/gois,φιλόλογος,adjective,kai/,καί,conjunction,prosei=xe,προσέχω,verb,toi=s,ὁ,article,maqh/masin,μάθημα,noun,a)/xri,ἄχρι,adverb,ou(=,ἕ,pronoun,*su/llas,συλλάω,verb,e)kra/thse,κρατέω,verb,kai/,καί,conjunction,kata/stasi/n,κατάστασις,noun,tina,τις,pronoun,lamba/nein,λαμβάνω,verb,e)/docen,δοκέω,verb,h(,po/lis,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶτα,adverb,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,de\,δέ,particle,tw=|,ὁ,article,xro/nw|,χρόνος,noun,tou/tw|,οὗτος,pronoun,*xruso/gonos,Χρυσόγονος,proper,a)peleu/qeros,*su/lla,συλλάω,verb,prosaggei/las,προσαγγέλλω,verb,tino\s,τις,pronoun,ou)si/an,οὐσία,adjective,w(s,ὡς,conjunction,e)k,ἐκ,preposition,prografh=s,προγραφή,noun,a)naireqe/ntos,ἀναιρέω,verb,au)to\s,αὐτός,pronoun,e)wnh/sato,ὠνέομαι,verb,disxili/wn,δισχίλιοι,adjective,draxmw=n,δραχμή,noun,e)pei\,ἐπεί,conjunction,de\,δέ,particle,*(rw/skios,,,o(,ὁ,article,ui(o\s,υἱός,noun,kai/,καί,conjunction,klhrono/mos,κληρονόμος,noun,tou=,ὁ,article,teqnhko/tos,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,ἀπελεύθερος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)gana/ktei,kai/,καί,conjunction,th\n,ὁ,article,ou)si/an,οὐσία,adjective,a)pedei/knue,ἀποδείκνυμι,verb,penth/konta,πεντήκοντα,verb,kai/,diakosi/wn,διακόσιοι,adjective,tala/ntwn,τάλαντον,noun,ou)=san,εἰμί,verb,a)ci/an,ἄξιος,adjective,o(/,ὅς,pronoun,te,τε,particle,*su/llas,συλλάω,verb,e)legxo/menos,ἐλέγχω,verb,e)xale/paine,χαλεπαίνω,verb,kai/,καί,conjunction,di/khn,δίκη,adjective,patroktoni/as,πατροκτονία,noun,e)ph=ge,ἐπάγω,verb,tw=|,ὁ,article,*(rwski/w|,,,tou=,ὁ,article,*xrusogo/nou,Χρυσόγονος,proper,kataskeua/santos,κατασκευάζω,verb,e)boh/qei,βοηθέω,verb,d',δέ,particle,ou)dei/s,οὐδείς,pronoun,a)ll',ἀλλά,adverb,a)petre/ponto,ἀποτρέπω,verb,tou=,ὁ,article,*su/lla,συλλάω,verb,th\n,ὁ,article,xalepo/thta,χαλεπότης,noun,dedoiko/tes,δείδω,verb,ou(/tw,οὕτως,adverb,dh\,δή,particle,di',e)rhmi/an,ἐρημία,noun,tou=,ὁ,article,meiraki/ou,μειράκιον,noun,tw=|,ὁ,article,*kike/rwni,,,prosfugo/ntos,προσφεύγω,verb,oi(,ὁ,article,fi/loi,φίλος,adjective,sumparw/rmwn,συμπαρορμάω,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)\n,au)tw=|,αὐτός,pronoun,lamprote/ran,λαμπρός,adjective,ἀγανακτέω,verb,καί,conjunction,διά,preposition,ἄν,particle,au)=qis,αὖθις,adverb,a)rxh\n,ἀρχή,noun,pro\s,πρός,preposition,do/can,δόξα,noun,e(te/ran,ἕτερος,adjective,ou)de\,οὐδέ,particle,kalli/w,καλλίας,noun,genhsome/nhn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nadeca/menos,ou)=n,οὖν,particle,th\n,ὁ,article,sunhgori/an,συνηγορία,noun,kai\,καί,conjunction,katorqw/sas,κατορθόω,verb,e)qauma/sqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναδέχομαι,verb,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dediw\s,de\,δέ,particle,to\n,ὁ,article,*su/llan,συλλάω,verb,a)pedh/mhsen,ἀποδημέω,verb,ei)s,εἰς,preposition,th\n,*(ella/da,Ἑλλάς,proper,diaspei/ras,διασπείρω,verb,lo/gon,λόγος,noun,w(s,ὡς,conjunction,tou=,ὁ,article,sw/matos,σῶμα,adjective,au)tw=|,αὐτός,pronoun,qerapei/as,θεραπεία,noun,deome/nou,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δείδω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,ga\r,γάρ,particle,h)=n,εἰμί,verb,o)/ntws,ὄντως,adverb,i)sxno\s,ἰσχνός,adjective,kai/,καί,conjunction,a)/sarkos,a)rrwsti/a|,ἀρρωστία,noun,stoma/xou,στόμαχος,noun,mikra\,μικρός,adjective,kai/,καί,conjunction,gli/sxra,γλίσχρος,adjective,mo/gis,μόγις,adverb,o)ye\,ὀψέ,adverb,th=s,ὁ,article,w(/ras,ὥρα,adjective,prosfero/menos,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἄσαρκος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,de\,δέ,particle,fwnh\,φωνή,noun,pollh\,πολύς,adjective,me\n,μέν,particle,kai/,καί,conjunction,a)gaqh/,sklhra\,σκληρός,adjective,de\,δέ,particle,kai/,καί,conjunction,a)/plastos,ἄπλαστος,adjective,u(po\,ὑπό,preposition,de\,δέ,particle,tou=,ὁ,article,lo/gou,λόγος,noun,sfodro/thta,σφοδρότης,noun,kai/,καί,conjunction,pa/qos,πάθος,adjective,e)/xontos,ἔχω,verb,a)ei\,ἀεί,adverb,dia\,διά,preposition,tw=n,ὁ,article,a)/nw,ἄνω,adverb,to/nwn,τόνος,noun,e)launome/nh,ἐλαύνω,verb,fo/bon,φόβος,noun,parei=xen,παρέχω,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,sw/matos,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
