word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
to\,ὁ,article,pa=n,πᾶς,adjective,porei/as,πορεία,noun,h(/de,ὅδε,pronoun,te/rm',τέρμα,noun,a)kh/koen,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,d',δέ,particle,a)\n,ἄν,particle,ei)dh=|,οἶδα,verb,mh\,μή,conjunction,ma/thn,μάτην,adverb,klu/ousa/,κλύω,verb,mou,ἐγώ,pronoun,a(\,ὅς,pronoun,pri\n,πρίν,adverb,molei=n,βλώσκω,verb,deu=r',δεῦρο,adverb,e)kmemo/xqhken,ἐκμοχθέω,verb,fra/sw,φράζω,verb,tekmh/rion,τεκμήριον,noun,tou=t',οὗτος,pronoun,au)to\,αὐτός,pronoun,dou\s,δίδωμι,verb,mu/qwn,μῦθος,noun,e)mw=n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/xlon,ὄχλος,noun,me\n,μέν,particle,ou)=n,οὖν,particle,to\n,ὁ,article,plei=ston,πλεῖστος,adjective,e)klei/yw,ἐκλείπω,verb,lo/gwn,λόγος,noun,pro\s,πρός,preposition,au)to\,αὐτός,pronoun,d',δέ,particle,ei)=mi,εἶμι,verb,te/rma,τέρμα,noun,sw=n,σός,adjective,planhma/twn,πλάνημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ga\r,γάρ,particle,h)=lqes,ἔρχομαι,verb,pro\s,πρός,preposition,*molossa\,Μολοσσός,proper,ga/peda,γάπεδον,noun,th\n,ὁ,article,ai)pu/nwto/n,αἰπύνωτος,adjective,t',τε,particle,a)mfi\,ἀμφί,preposition,*dwdw/nhn,Δωδώνη,proper,i(/na,ἵνα,conjunction,mantei=a,μαντεῖος,adjective,qa=ko/s,θᾶκος,noun,t',τε,particle,e)sti\,εἰμί,verb,*qesprwtou=,Θεσπρωτός,proper,*dio/s,Ζεύς,proper,te/ras,τέρας,noun,t',τε,particle,a)/piston,ἄπιστος,adjective,ai(,ὁ,article,prosh/goroi,προσήγορος,adjective,dru/es,δρῦς,noun,u(f',ὑπό,preposition,w(=n,ὅς,pronoun,su\,σύ,pronoun,lamprw=s,λαμπρός,adjective,kou)de\n,οὐδείς,pronoun,ai)nikthri/ws,αἰνικτήριος,adjective,proshgoreu/qhs,προσαγορεύω,verb,h(,ὁ,article,*dio\s,Ζεύς,proper,kleinh\,κλεινός,adjective,da/mar,δάμαρ,noun,me/llous',μέλλω,verb,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,
tw=nde,ὅδε,pronoun,prossai/nei,προσαράω,verb,se/,σύ,pronoun,ti,τις,pronoun,e)nteu=qen,ἐντεῦθεν,adverb,oi)strh/sasa,οἰστράω,verb,th\n,ὁ,article,parakti/an,παράκτιος,adjective,ke/leuqon,κέλευθος,noun,h)=|cas,ἀίσσω,verb,pro\s,πρός,preposition,me/gan,μέγας,adverb,ko/lpon,κόλπος,noun,*(re/as,,,a)f',ἀπό,preposition,ou(=,ἕ,pronoun,palimpla/gktoisi,παλίμπλαγκτος,adjective,xeima/zh|,χειμάζω,verb,dro/mois,δρόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/non,χρόνος,noun,de\,δέ,particle,to\n,ὁ,article,me/llonta,μέλλω,verb,po/ntios,πόντιος,adjective,muxo/s,μυχός,noun,safw=s,σαφής,adverb,e)pi/stas',ἐφίστημι,verb,*)io/nios,Ἰόνιος,proper,keklh/setai,καλέω,verb,th=s,ὁ,article,sh=s,σός,adjective,porei/as,πορεία,noun,mnh=ma,μνῆμα,noun,toi=s,ὁ,article,pa=sin,πᾶς,adjective,brotoi=s,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmei=a/,σημεῖον,noun,soi,σύ,pronoun,ta/d',ὅδε,pronoun,e)sti\,εἰμί,verb,th=s,ὁ,article,e)mh=s,ἐμός,adjective,freno/s,φρήν,noun,w(s,ὡς,conjunction,de/rketai,δέρκομαι,verb,ple/on,πλέος,adjective,ti,τις,pronoun,tou=,ὁ,article,pefasme/nou,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,loipa\,λοιπός,adjective,d',δέ,particle,u(mi=n,σύ,pronoun,th=|de/,ὅδε,pronoun,t',τε,particle,e)s,εἰς,preposition,koino\n,κοινός,adjective,fra/sw,φράζω,verb,e)s,εἰς,preposition,tau)to\n,ταυτός,adjective,e)lqw\n,ἔρχομαι,verb,tw=n,ὁ,article,pa/lai,πάλαι,adverb,lo/gwn,λόγος,noun,i)/xnos,ἴχνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,po/lis,πόλις,adjective,*ka/nwbos,Κάνωβος,proper,e)sxa/th,σχέθω,verb,xqono/s,χθών,noun,*nei/lou,Νεῖλος,proper,pro\s,πρός,preposition,au)tw=|,αὐτός,pronoun,sto/mati,στόμα,noun,kai\,καί,conjunction,prosxw/mati,πρόσχωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,dh/,δή,particle,se,σύ,pronoun,*zeu\s,Ζεύς,proper,ti/qhsin,τίθημι,verb,e)/mfrona,ἔμφρων,adjective,e)pafw=n,ἐπαφάω,verb,a)tarbei=,ἀταρβής,adjective,xeiri\,χείρ,noun,kai\,καί,conjunction,qigw\n,θιγγάνω,verb,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pw/numon,ἐπώνυμος,adjective,de\,δέ,particle,tw=n,ὁ,article,*dio\s,Ζεύς,proper,gennhma/twn,γέννημα,noun,te/ceis,τίκτω,verb,kelaino\n,κελαινός,adjective,*)/epafon,Ἔπαφος,proper,o(\s,ὅς,pronoun,karpw/setai,καρπόω,verb,o(/shn,ὅσος,adjective,platu/rrous,πλατύρροος,adjective,*nei=los,Νεῖλος,proper,a)rdeu/ei,ἀρδεύω,verb,xqo/na,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpth,πέμπτος,adjective,d',δέ,particle,a)p',ἀπό,preposition,au)tou=,αὐτός,pronoun,ge/nna,γέννας,noun,penthkonta/pais,πεντηκοντάπαις,noun,pa/lin,πάλιν,adverb,pro\s,πρός,preposition,*)/argos,Ἄργος,proper,ou)x,οὐ,adverb,e(kou=s',ἑκών,adjective,e)leu/setai,ἔρχομαι,verb,qhlu/sporos,θηλύσπορος,adjective,feu/gousa,φεύγω,verb,suggenh=,συγγενεύς,noun,ga/mon,γάμος,adjective,a)neyiw=n,ἀνεψιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)ptohme/noi,πτοέω,verb,fre/nas,φρήν,noun,ki/rkoi,κίρκος,noun,peleiw=n,πέλεια,noun,ou),οὐ,adverb,makra\n,μακράν,adverb,leleimme/noi,λείπω,verb,h(/cousi,ἥκω,verb,qhreu/ontes,θηρεύω,verb,ou),οὐ,adverb,qhrasi/mous,θηράσιμος,adjective,ga/mous,γάμος,adjective,fqo/non,φθόνος,noun,de\,δέ,particle,swma/twn,σῶμα,adjective,e(/cei,ἔχω,verb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pelasgi/a,Πελασγικός,adjective,de\,δέ,particle,de/cetai,δέχομαι,verb,qhlukto/nw|,θηλυκτόνος,adjective,*)/arei,Ἄρης,proper,dame/ntwn,δαμάζω,verb,nuktifrourh/tw|,νυκτιφρούρητος,adjective,qra/sei,θράσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunh\,γυνή,noun,ga\r,γάρ,particle,a)/ndr',ἀνήρ,noun,e(/kaston,ἕκαστος,adjective,ai)w=nos,αἰών,noun,sterei=,στερέω,verb,di/qhkton,δίθηκτος,adjective,e)n,ἐν,preposition,sfagai=si,σφαγή,noun,ba/yasa,βάπτω,verb,ci/fos,ξίφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toia/d',τοιόσδε,adjective,e)p',ἐπί,preposition,e)xqrou\s,ἐχθρός,adjective,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,e)/lqoi,ἔρχομαι,verb,*ku/pris,Κύπρις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi/an,εἷς,adjective,de\,δέ,particle,pai/dwn,παῖς,adjective,i(/meros,ἵμερος,adjective,qe/lcei,θέλγω,verb,to\,ὁ,article,mh\,μή,conjunction,ktei=nai,κτείνω,verb,su/neunon,σύνευνος,noun,a)ll',ἀλλά,adverb,a)pamblunqh/setai,ἀπαμβλύνω,verb,gnw/mhn,γνώμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duoi=n,δύο,adjective,de\,δέ,particle,qa/teron,ἕτερος,adjective,boulh/setai,βούλομαι,verb,klu/ein,κλύω,verb,a)/nalkis,ἄναλκις,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,miaifo/nos,μιαιφόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,kat',κατά,preposition,*)/argos,Ἄργος,proper,basiliko\n,βασιλικός,adjective,te/cei,τίκτω,verb,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makrou=,μακρός,adjective,lo/gou,λόγος,noun,dei=,δέομαι,verb,tau=t',οὗτος,pronoun,e)pecelqei=n,ἐπεξέρχομαι,verb,torw=s,τορός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spora=s,σπορά,noun,ge,γε,particle,mh\n,μείς,adjective,e)k,ἐκ,preposition,th=sde,ὅδε,pronoun,fu/setai,φύω,verb,qrasu\s,θρασύς,adjective,to/coisi,τόξον,noun,kleino/s,κλεινός,adjective,o(\s,ὅς,pronoun,po/nwn,πόνος,noun,e)k,ἐκ,preposition,tw=nd',ὅδε,pronoun,e)me\,ἐγώ,pronoun,lu/sei,λύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toio/nde,τοιόσδε,adjective,xrhsmo\n,χρησμός,noun,h(,ὁ,article,palaigenh\s,παλαιγενής,adjective,mh/thr,μήτηρ,noun,e)moi\,ἐγώ,pronoun,dih=lqe,διέρχομαι,verb,*titani\s,Τιτανίς,proper,*qe/mis,Θέμις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,de\,δέ,particle,xw)/ph,ὅπη,adverb,tau=ta,οὗτος,pronoun,dei=,δέομαι,verb,makrou=,μακρός,adjective,lo/gou,λόγος,noun,ei)pei=n,εἶπον,verb,su/,σύ,pronoun,t',τε,particle,ou)de\n,οὐδείς,pronoun,e)kmaqou=sa,ἐκμανθάνω,verb,kerdanei=s,κερδαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)leleu=,ἐλελεῦ,interjection,e)leleu=,ἐλελεῦ,interjection,u(po/,ὑπό,preposition,m',ἐγώ,pronoun,au)=,αὖ,interjection,sfa/kelos,σφάκελος,noun,kai\,καί,conjunction,frenoplhgei=s,φρενοπληγής,adjective,mani/ai,μανία,noun,qa/lpous',θάλπω,verb,oi)/strou,οἶστρος,noun,d',δέ,particle,a)/rdis,ἄρδις,noun,xri/ei,χρίω,verb,m',ἐγώ,pronoun,a)/puros,ἄπυρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kradi/a,καρδία,noun,de\,δέ,particle,fo/bw|,φόβος,noun,fre/na,φρήν,noun,lakti/zei,λακτίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
troxodinei=tai,τροχοδινέομαι,verb,d',δέ,particle,o)/mmaq',ὄμμα,noun,e(li/gdhn,ἑλίγδην,adverb,e)/cw,ἔξω,adverb,de\,δέ,particle,dro/mou,δρόμος,noun,fe/romai,φέρω,verb,lu/sshs,λύσσα,noun,pneu/mati,πνεῦμα,noun,ma/rgw|,μάργος,adjective,glw/sshs,γλῶσσα,noun,a)krath/s,ἀκρατής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qoleroi\,θολερός,adjective,de\,δέ,particle,lo/goi,λόγος,noun,pai/ous',παίω,verb,ei)kh=,εἰκῇ,adverb,stugnh=s,στυγνός,adjective,pro\s,πρός,preposition,ku/masin,κῦμα,noun,a)/ths,ἄτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,sofo\s,σοφός,adjective,h)=,ἦ,adverb,sofo\s,σοφός,adjective,o(\s,ὅς,pronoun,prw=tos,πρότερος,adjective,e)n,ἐν,preposition,gnw/ma|,γνώμη,noun,to/d',ὅδε,pronoun,e)ba/stase,βαστάζω,verb,kai\,καί,conjunction,glw/ssa|,γλῶσσα,noun,diemuqolo/ghsen,διαμυθολογέω,verb,w(s,ὡς,conjunction,to\,ὁ,article,khdeu=sai,κηδεύω,verb,kaq',κατά,preposition,e(auto\n,ἑαυτοῦ,pronoun,a)risteu/ei,ἀριστεύω,verb,makrw=|,μακρός,adjective,kai\,καί,conjunction,mh/te,μήτε,particle,tw=n,ὁ,article,plou/tw|,πλοῦτος,noun,diaqruptome/nwn,διαθρύπτω,verb,mh/te,μήτε,particle,tw=n,ὁ,article,ge/nna|,γέννας,noun,megalunome/nwn,μεγαλύνω,verb,o)/nta,εἰμί,verb,xernh/tan,χερνήτης,noun,e)rasteu=sai,ἐραστεύω,verb,ga/mwn,γάμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/pote,μήποτε,adverb,mh/pote/,μήποτε,adverb,m',ἐγώ,pronoun,w)=,ὦ,interjection,po/tniai,πότνια,noun,*moi=rai,Μοῖρα,proper,lexe/wn,λέχος,noun,*dio\s,Ζεύς,proper,eu)na/teiran,εὐνητήρ,noun,i)/doisqe,εἶδον,verb,pe/lousan,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,plaqei/hn,πελάζω,verb,game/ta|,γαμέτης,noun,tini\,τις,pronoun,tw=n,ὁ,article,e)c,ἐκ,preposition,ou)ranou=,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarbw=,ταρβέω,verb,ga\r,γάρ,particle,a)sterga/nora,ἀστεργάνωρ,adjective,parqeni/an,παρθενία,noun,ei)sorw=s',εἰσοράω,verb,*)iou=s,Ἰώ,proper,a)malaptome/nan,ἀμαλάπτω,verb,duspla/nois,δύσπλανος,adjective,*(/hras,Ἥρα,proper,a)latei/ais,ἀλητεία,noun,po/nwn,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,d',δέ,particle,o(/te,ὅτε,conjunction,me\n,μέν,particle,o(malo\s,ὁμαλός,adjective,o(,ὁ,article,ga/mos,γάμος,adjective,a)/fobos,ἄφοβος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,kreisso/nwn,κρείσσων,verb,qew=n,θέα,noun,e)/rws,ἔρος,noun,a)/fukton,ἄφυκτος,adjective,o)/mma,ὄμμα,noun,prosdra/koi,προσδέρκομαι,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/lemos,ἀπόλεμος,adjective,o(/de,ὅδε,pronoun,g',γε,particle,o(,ὁ,article,po/lemos,πόλεμος,noun,a)/pora,ἄπορος,adjective,po/rimos,πόριμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,e)/xw,ἔχω,verb,ti/s,τίς,pronoun,a)\n,ἄν,particle,genoi/man,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\n,ὁ,article,*dio\s,Ζεύς,proper,ga\r,γάρ,particle,ou)x,οὐ,adverb,o(rw=,ὁράω,verb,mh=tin,μῆτις,noun,o(/pa,ὅπη,adverb,fu/goim',φεύγω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,mh\n,μήν,particle,e)/ti,ἔτι,adverb,*zeu/s,Ζεύς,proper,kai/per,καίπερ,particle,au)qa/dhs,αὐθάδης,adverb,frenw=n,φρήν,noun,e)/stai,εἰμί,verb,tapeino/s,ταπεινός,adjective,oi(=on,οἷος,adjective,e)cartu/etai,ἐξαρτύω,verb,ga/mon,γάμος,adjective,gamei=n,γαμέω,verb,o(\s,ὅς,pronoun,au)to\n,αὐτός,pronoun,e)k,ἐκ,preposition,turanni/dos,τυραννίς,noun,qro/nwn,θρόνον,noun,t',τε,particle,a)/iston,ἄιστος,adjective,e)kbalei=,ἐκβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patro\s,πατήρ,noun,d',δέ,particle,a)ra\,ἀρά,noun,*kro/nou,Κρόνος,proper,to/t',τότε,adverb,h)/dh,ἤδη,adverb,pantelw=s,παντελής,adverb,kranqh/setai,κραίνω,verb,h(\n,ὅς,pronoun,e)kpi/tnwn,ἐκπίτνω,verb,h)ra=to,ἀράομαι,verb,dhnaiw=n,δηναιός,adjective,qro/nwn,θρόνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiw=nde,τοιόσδε,adjective,mo/xqwn,μόχθος,noun,e)ktroph\n,ἐκτροπή,noun,ou)dei\s,οὐδείς,pronoun,qew=n,θέα,noun,du/nait',δύναμαι,verb,a)\n,ἄν,particle,au)tw=|,αὐτός,pronoun,plh\n,πλήν,preposition,e)mou=,ἐγώ,pronoun,dei=cai,δείκνυμι,verb,safw=s,σαφής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ta/d',ὅδε,pronoun,oi)=da,οἶδα,verb,xw)=|,ὅς,pronoun,tro/pw|,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,tau=ta/,οὗτος,pronoun,nun,νῦν,adverb,qarsw=n,θαρσέω,verb,kaqh/sqw,κατακάθημαι,verb,toi=s,ὁ,article,pedarsi/ois,μετάρσιος,adjective,ktu/pois,κτύπος,noun,pisto/s,πιστός,adjective,tina/sswn,τινάσσω,verb,t',τε,particle,e)n,ἐν,preposition,xeroi=n,χείρ,noun,pu/rpnoun,πύρπνους,adjective,be/los,βέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,tau=t',οὗτος,pronoun,e)parke/sei,ἐπαρκέω,verb,to\,ὁ,article,mh\,μή,conjunction,ou),οὐ,adverb,pesei=n,πίπτω,verb,a)ti/mws,ἄτιμος,adjective,ptw/mat',πτῶμα,noun,ou)k,οὐ,adverb,a)nasxeta/,ἀνασχετός,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=on,τοῖος,adjective,palaisth\n,παλαιστή,noun,nu=n,νῦν,adverb,paraskeua/zetai,παρασκευάζω,verb,e)p',ἐπί,preposition,au)to\s,αὐτός,pronoun,au(tw=|,ἑαυτοῦ,pronoun,dusmaxw/taton,δύσμαχος,adjective,te/ras,τέρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
