word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
*peri\,me\n,μέν,particle,ou)=n,οὖν,particle,tou/twn,οὗτος,pronoun,diwri/sqw,διορίζω,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)si\,de/,δέ,particle,tines,τις,pronoun,oi(\,ἕ,pronoun,pa/si,πᾶσις,noun,xrw=ntai,χράομαι,verb,toi=s,ὁ,article,ei)rhme/nois,ἐρῶ,verb,le/gw,λέγω,verb,de\,δέ,particle,oi(=on,οἷος,adjective,r(uqmw=|,ῥυθμός,noun,kai\,καί,conjunction,me/lei,μέλω,verb,kai\,καί,conjunction,me/trw|,μέτρον,noun,w(/sper,ὥσπερ,adverb,h(/,ὅς,pronoun,te,τε,particle,tw=n,ὁ,article,diqurambikw=n,διθυραμβικός,adjective,poi/hsis,ποίησις,noun,kai\,καί,conjunction,h(,ὁ,article,tw=n,ὁ,article,no/mwn,νόμος,noun,kai\,καί,conjunction,h(/,ὅς,pronoun,te,τε,particle,tragw|di/a,τραγῳδία,noun,kai\,καί,conjunction,h(,ὁ,article,kwmw|di/a,κωμῳδία,noun,diafe/rousi,διαφέρω,verb,de/,δέ,particle,o(/ti,ὅστις,pronoun,ai(,ὁ,article,me\n,μέν,particle,a(/ma,ἅμα,adverb,pa=sin,πᾶς,adjective,ai(,ὁ,article,de\,δέ,particle,kata\,κατά,preposition,me/ros,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau/tas,me\n,μέν,particle,ou)=n,οὖν,particle,le/gw,λέγω,verb,ta\s,ὁ,article,diafora\s,διαφορά,noun,tw=n,ὁ,article,texnw=n,τέχνη,noun,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,poiou=ntai,ποιέω,verb,th\n,ὁ,article,mi/mhsin,μίμησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epei\,de\,δέ,particle,mimou=ntai,μιμέομαι,verb,oi(,ἕ,pronoun,mimou/menoi,μιμέομαι,verb,pra/ttontas,πράσσω,verb,a)na/gkh,ἀνάγκη,noun,de\,δέ,particle,tou/tous,οὗτος,pronoun,h)\,ἠέ,conjunction,spoudai/ous,σπουδαῖος,adjective,h)\,ἠέ,conjunction,fau/lous,φαῦλος,adjective,ei)=nai,εἰμί,verb,ta\,ὁ,article,ga\r,γάρ,particle,h)/qh,ἦθος,adjective,sxedo\n,σχεδόν,adverb,a)ei\,ἀεί,adverb,tou/tois,οὗτος,pronoun,a)kolouqei=,ἀκολουθέω,verb,mo/nois,μόνος,adjective,kaki/a|,κακία,noun,ga\r,γάρ,particle,kai\,καί,conjunction,a)reth=|,ἀρετή,noun,ta\,ὁ,article,h)/qh,ἦθος,adjective,diafe/rousi,διαφέρω,verb,pa/ntes),πᾶς,adjective,h)/toi,ἤτοι,particle,belti/onas,βελτίων,adverb,h)\,ἠέ,conjunction,kaq',κατά,preposition,h(ma=s,ἐγώ,pronoun,h)\,ἠέ,conjunction,xei/ronas,χείρων,adverb,h)\,ἠέ,conjunction,kai\,καί,conjunction,toiou/tous,τοιοῦτος,adjective,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,grafei=s,γραφεύς,noun,*polu/gnwtos,Πολύγνωτος,proper,me\n,μέν,particle,ga\r,γάρ,particle,krei/ttous,κρείσσων,verb,*pau/swn,Παύσων,proper,de\,δέ,particle,xei/rous,χείρων,adverb,*dionu/sios,Διονύσιος,proper,de\,δέ,particle,ἐπεί,conjunction,o(moi/ous,ὅμοιος,adjective,ei)/kazen,εἰκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dh=lon,de\,δέ,particle,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,lexqeisw=n,λέγω,verb,e(ka/sth,ἕκαστος,adjective,mimh/sewn,μίμησις,noun,e(/cei,ἔχω,verb,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,diafora/s,διαφορά,noun,kai\,καί,conjunction,e)/stai,εἰμί,verb,e(te/ra,ἕτερος,adjective,tw=|,ὁ,article,e(/tera,ἕτερος,adjective,mimei=sqai,μιμέομαι,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Δῆλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,ga\r,γάρ,particle,e)n,ἐν,preposition,o)rxh/sei,ὄρχησις,noun,kai\,καί,conjunction,au)lh/sei,αὐλέω,verb,kai\,καί,conjunction,kiqari/sei,κιθάρισις,noun,e)/sti,εἰμί,verb,gene/sqai,γίγνομαι,verb,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,a)nomoio/thtas,ἀνομοιότης,noun,kai\,καί,conjunction,peri\,περί,preposition,tou\s,ὁ,article,lo/gous,λόγος,noun,de\,δέ,particle,kai\,καί,conjunction,th\n,ὁ,article,yilometri/an,ψιλομετρία,noun,oi(=on,οἷος,adjective,*(/omhros,Ὅμηρος,proper,me\n,μέν,particle,belti/ous,βελτίων,adverb,*kleofw=n,Κλεοφῶν,proper,de\,δέ,particle,o(moi/ous,ὅμοιος,adjective,*(hgh/mwn,Ἡγήμων,proper,de\,δέ,particle,o(,ὁ,article,*qa/sios,Θάσιος,proper,o(,ὁ,article,ta\s,ὁ,article,parw|di/as,παρῳδία,noun,poih/sas,ποιέω,verb,prw=tos,πρότερος,adjective,kai\,καί,conjunction,*nikoxa/rhs,Νικοχάρης,proper,o(,ὁ,article,th\n,ὁ,article,*dhlia/da,Δηλιάδης,proper,xei/rous,χείρων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(omoi/ws,de\,δέ,particle,kai\,καί,conjunction,peri\,περί,preposition,tou\s,ὁ,article,diqura/mbous,διθύραμβος,adjective,kai\,καί,conjunction,peri\,περί,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,w(s,ὡς,conjunction,*pe/rsas,Πέρσευς,proper,kai\,καί,conjunction,*ku/klwpas,Κύκλωψ,proper,*timo/qeos,Τιμόθεος,proper,kai\,καί,conjunction,*filo/cenos,Φιλόξενος,proper,mimh/saito,μιμέομαι,verb,a)/n,ἄν,particle,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,au)th=|,αὐτός,pronoun,de\,δέ,particle,th=|,ὁ,article,diafora=|,διαφορά,noun,kai\,καί,conjunction,h(,ὁ,article,tragw|di/a,τραγῳδία,noun,pro\s,πρός,preposition,th\n,ὁ,article,kwmw|di/an,κωμῳδία,noun,die/sthken,διίστημι,verb,h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,xei/rous,χείρων,adverb,h(,ὁ,article,de\,δέ,particle,belti/ous,βελτίων,adverb,mimei=sqai,μιμέομαι,verb,bou/letai,βούλομαι,verb,tw=n,ὁ,article,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/eti,de\,δέ,particle,tou/twn,οὗτος,pronoun,tri/th,τρίτος,adjective,diafora\,διαφορά,noun,to\,ὁ,article,w(s,ὡς,conjunction,e(/kasta,ἕκαστος,adjective,tou/twn,οὗτος,pronoun,mimh/saito,μιμέομαι,verb,a)/n,ἄν,particle,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,ta\,ὁ,article,au)ta\,αὐτός,pronoun,mimei=sqai,μιμέομαι,verb,e)/stin,εἰμί,verb,o(te\,ὅτε,conjunction,me\n,μέν,particle,a)pagge/llonta,ἀπαγγέλλω,verb,h)\,ἠέ,conjunction,e(/tero/n,ἕτερος,adjective,ti,τις,pronoun,gigno/menon,γίγνομαι,verb,w(/sper,ὥσπερ,adverb,*(/omhros,Ὅμηρος,proper,poiei=,ποιέω,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,to\n,ὁ,article,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,mh\,μή,conjunction,metaba/llonta,μεταβάλλω,verb,h)\,ἠέ,conjunction,pa/ntas,πᾶς,adjective,w(s,ὡς,conjunction,pra/ttontas,πράσσω,verb,kai\,καί,conjunction,e)nergou=ntas,ἐνεργέω,verb,tou\s,ὁ,article,mimoume/nous,μιμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/en,trisi\,τρεῖς,noun,dh\,δή,particle,tau/tais,οὗτος,pronoun,diaforai=s,διαφορά,noun,h(,ὁ,article,mi/mhsi/s,μίμησις,noun,e)stin,εἰμί,verb,w(s,ὡς,conjunction,ei)/pomen,εἶπον,verb,kat',κατά,preposition,a)rxa/s,ἀρχή,noun,e)n,ἐν,preposition,oi)=s,ὄις,noun,te,τε,particle,kai\,καί,conjunction,a(\,ὅς,pronoun,kai\,καί,conjunction,w(/s,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/wste,th=|,ὁ,article,me\n,μέν,particle,o(,ὁ,article,au)to\s,αὐτός,pronoun,a)\n,ἄν,particle,ei)/h,ἀίω,verb,mimhth\s,μιμητής,noun,*(omh/rw|,Ὅμηρος,proper,*sofoklh=s,Σοφοκλέης,proper,mimou=ntai,μιμέομαι,verb,ga\r,γάρ,particle,a)/mfw,ἄμφω,noun,spoudai/ous,σπουδαῖος,adjective,th=|,ὁ,article,de\,δέ,particle,*)aristofa/nei,Ἀριστοφάνης,proper,pra/ttontas,πράσσω,verb,ga\r,γάρ,particle,mimou=ntai,μιμέομαι,verb,kai\,καί,conjunction,drw=ntas,δράω,verb,a)/mfw,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὥστε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/oqen,kai\,καί,conjunction,dra/mata,δρᾶμα,noun,kalei=sqai/,καλέω,verb,tines,τις,pronoun,au)ta/,αὐτός,pronoun,fasin,φημί,verb,o(/ti,ὅστις,pronoun,mimou=ntai,μιμέομαι,verb,drw=ntas,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio\,kai\,καί,conjunction,a)ntipoiou=ntai,ἀντιποιέω,verb,th=s,ὁ,article,te,τε,particle,tragw|di/as,τραγῳδία,noun,kai\,καί,conjunction,th=s,ὁ,article,kwmw|di/as,κωμῳδία,noun,oi(,ὁ,article,*dwriei=s,Δωρίζω,verb,th=s,ὁ,article,me\n,μέν,particle,kwmw|di/as,κωμῳδία,noun,oi(,ὁ,article,*megarei=s,Μεγαρεύς,proper,oi(/,ἕ,pronoun,te,τε,particle,e)ntau=qa,ἐνταῦθα,adverb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,th=s,ὁ,article,par',παρά,preposition,au)toi=s,αὐτός,pronoun,dhmokrati/as,δημοκρατία,noun,genome/nhs,γίγνομαι,verb,kai\,καί,conjunction,oi(,ἕ,pronoun,e)k,ἐκ,preposition,*sikeli/as,Σικελία,proper,e)kei=qen,ἐκεῖθεν,adverb,ga\r,γάρ,particle,h)=n,εἰμί,verb,*)epi/xarmos,Ἐπίχαρμος,proper,o(,ὁ,article,poihth/s,ποιητής,noun,pollw=|,πολύς,adjective,pro/teros,πρότερος,adjective,w)\n,εἰμί,verb,*xwni/dou,,,kai\,καί,conjunction,*ma/gnhtos),,,kai\,καί,conjunction,th=s,ὁ,article,tragw|di/as,τραγῳδία,noun,e)/nioi,ἔνιοι,adjective,tw=n,ὁ,article,e)n,ἐν,preposition,*peloponnh/sw|,Πελοπόννησος,proper,poiou/menoi,ποιέω,verb,ta\,ὁ,article,o)no/mata,ὄνομα,adjective,διό,conjunction,shmei=on,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(=toi,me\n,μέν,particle,ga\r,γάρ,particle,kw/mas,κώμη,noun,ta\s,ὁ,article,perioiki/das,περιοικίς,noun,kalei=n,καλέω,verb,fasi/n,φημί,verb,*)aqhnai=oi,Ἀθηναῖος,proper,de\,δέ,particle,dh/mous,δῆμος,noun,w(s,ὡς,conjunction,kwmw|dou\s,κωμῳδός,noun,ou)k,οὐ,adverb,a)po\,ἀπό,preposition,tou=,ὁ,article,kwma/zein,κωμάζω,verb,lexqe/ntas,λέγω,verb,a)lla\,ἀλλά,adverb,th=|,ὁ,article,kata\,κατά,preposition,kw/mas,κώμη,noun,pla/nh|,πλάνη,noun,a)timazome/nous,ἀτιμάζω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,a)/stews,ἄστυ,noun,kai\,καί,conjunction,to\,ὁ,article,poiei=n,ποιέω,verb,au)toi\,αὐτός,pronoun,me\n,μέν,particle,dra=n,δράω,verb,*)aqhnai/ous,Ἀθήναιος,proper,de\,δέ,particle,pra/ttein,πράσσω,verb,prosagoreu/ein,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*peri\,me\n,μέν,particle,ou)=n,οὖν,particle,tw=n,ὁ,article,diaforw=n,διαφορά,noun,kai\,καί,conjunction,po/sai,πόσος,adjective,kai\,καί,conjunction,ti/nes,τίς,pronoun,th=s,ὁ,article,mimh/sews,μίμησις,noun,ei)rh/sqw,ἐρῶ,verb,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)eoi/kasi,de\,δέ,particle,gennh=sai,γεννάω,verb,me\n,μέν,particle,o(/lws,ὅλος,adjective,th\n,ὁ,article,poihtikh\n,ποιητικός,adjective,ai)ti/ai,αἰτία,noun,du/o,δύο,adjective,tine/s,τις,pronoun,kai\,καί,conjunction,au(=tai,οὗτος,pronoun,fusikai/,φυσικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to/,te,τε,particle,ga\r,γάρ,particle,mimei=sqai,μιμέομαι,verb,su/mfuton,σύμφυτος,adjective,toi=s,ὁ,article,a)nqrw/pois,ἄνθρωπος,noun,e)k,ἐκ,preposition,pai/dwn,παῖς,adjective,e)sti/,εἰμί,verb,kai\,καί,conjunction,tou/tw|,οὗτος,pronoun,diafe/rousi,διαφέρω,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,zw/|wn,ζώιον,noun,o(/ti,ὅστις,pronoun,mimhtikw/tato/n,μιμητικός,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,ta\s,ὁ,article,maqh/seis,μάθησις,noun,poiei=tai,ποιέω,verb,dia\,διά,preposition,mimh/sews,μίμησις,noun,ta\s,ὁ,article,prw/tas,πρότερος,adjective,kai\,καί,conjunction,to\,ὁ,article,xai/rein,χαίρω,verb,toi=s,ὁ,article,mimh/masi,μίμημα,noun,pa/ntas,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*shmei=on,de\,δέ,particle,tou/tou,οὗτος,pronoun,to\,ὁ,article,sumbai=non,συμβαίνω,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,a(\,ὅς,pronoun,ga\r,γάρ,particle,au)ta\,αὐτός,pronoun,luphrw=s,λυπηρός,adjective,o(rw=men,ὁράω,verb,tou/twn,οὗτος,pronoun,ta\s,ὁ,article,ei)ko/nas,εἰκών,noun,ta\s,ὁ,article,ma/lista,μάλιστα,adverb,h)kribwme/nas,ἀκριβόω,verb,xai/romen,χαίρω,verb,qewrou=ntes,θεωρέω,verb,oi(=on,οἷος,adjective,qhri/wn,θηρίον,noun,te,τε,particle,morfa\s,μορφή,noun,tw=n,ὁ,article,a)timota/twn,ἄτιμος,adjective,kai\,καί,conjunction,nekrw=n,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
