word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/13/lemma/@_entry,word/13/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form
ei),εἰ,conjunction,de\,to\n,ὁ,article,h(du\n,ἡδύς,adjective,bou/lei,βούλομαι,verb,*pellai/ou,πελλαῖος,adjective,bou=s,βοῦς,noun,me/gas,μέγας,adverb,ei)n,ἐν,preposition,*)ai/dh|,Ἅιδης,proper,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,r(',u(po\,ὑπό,preposition,soi\,σύ,pronoun,*xari/das,,,a)napau/etai,ἀναπαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄρα,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,to\n,*)ari/mma,,,tou=,ὁ,article,*kurhnai/ou,Κυρηναῖος,proper,pai=da,παῖς,adjective,le/geis,λέγω,verb,u(p',ὑπό,preposition,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*xari/da,ti/,τίς,pronoun,ta\,ὁ,article,ne/rqe,νέρθε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,sko/tos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σκότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,d',a)/nodoi,ἄνοδος,noun,ti/,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,*plou/twn,Πλούτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,e)mo\s,lo/gos,λόγος,noun,u)/mmin,σύ,pronoun,a)lhqino/s,ἀληθινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,to\n,ὁ,article,h(du\n,ἡδύς,adjective,bou/lei,βούλομαι,verb,*pellai/ou,πελλαῖος,adjective,bou=s,βοῦς,noun,me/gas,μέγας,adverb,ei)n,ἐν,preposition,*)ai/dh|,Ἅιδης,proper,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dai/mona,δαίμων,adjective,ti/s,d',δέ,particle,eu)=,εὖ,adverb,oi)=de,οἶδα,verb,to\n,ὁ,article,au)/rion,αὔριον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(ni/ka,ἡνίκα,adverb,kai\,se/,σύ,pronoun,*xa/rmi,Χάρμις,proper,to\n,ὁ,article,o)fqalmoi=s,ὀφθαλμός,noun,xqizo\n,χθιζός,adjective,e)n,ἐν,preposition,a(mete/rois,ἡμέτερος,adjective,ta=|,ὁ,article,e(te/ra|,klau/santes,κλαίω,verb,e)qa/ptomen,θάπτω,verb,,,,,,,,,,,καί,conjunction,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,e)kei/nou,ei)=de,εἶδον,verb,path\r,πατήρ,noun,*diofw=n,,,xrh=m',χρήμη,noun,a)niaro/teron,ἀνιαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dai/mona,δαίμων,adjective,ti/s,d',δέ,particle,eu)=,εὖ,adverb,oi)=de,οἶδα,verb,to\n,ὁ,article,au)/rion,αὔριον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(ni/ka,ἡνίκα,adverb,kai\,se/,σύ,pronoun,*xa/rmi,Χάρμις,proper,to\n,ὁ,article,o)fqalmoi=s,ὀφθαλμός,noun,xqizo\n,χθιζός,adjective,e)n,ἐν,preposition,a(mete/rois,ἡμέτερος,adjective,ta=|,ὁ,article,e(te/ra|,klau/santes,κλαίω,verb,e)qa/ptomen,θάπτω,verb,,,,,,,,,,,καί,conjunction,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,e)kei/nou,ei)=de,εἶδον,verb,path\r,πατήρ,noun,*diofw=n,,,xrh=m',χρήμη,noun,a)niaro/teron,ἀνιαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',e)ssi/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,dai/monas,ou)/,οὐ,adverb,s',σύ,pronoun,a)\n,ἄν,particle,e)pe/gnwn,ἐπιγιγνώσκω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,*timoqe/ou,Τιμόθεος,proper,patro\s,πατήρ,noun,e)ph=n,o)/noma,ὄνομα,adjective,sth/lh|,στήλη,noun,kai\,*mh/qumna,Μήθυμνα,proper,teh\,τεός,adjective,po\his,,,δαίμων,adjective,ἔπειμι,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,me/ga,fhmi\,φημί,verb,xh=ron,χήρα,noun,a)nia=sqai,ἀνιάομαι,verb,so\n,σός,adjective,po/sin,πόσις,noun,*eu)qume/nh,Εὐθυμένης,proper,,,,,,,,,,,,,,,,,,,,,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',e)ssi/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,dai/monas,ou)/,οὐ,adverb,s',σύ,pronoun,a)\n,ἄν,particle,e)pe/gnwn,ἐπιγιγνώσκω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,*timoqe/ou,Τιμόθεος,proper,patro\s,πατήρ,noun,e)ph=n,o)/noma,ὄνομα,adjective,sth/lh|,στήλη,noun,kai\,*mh/qumna,Μήθυμνα,proper,teh\,τεός,adjective,po\his,,,δαίμων,adjective,ἔπειμι,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,me/ga,fhmi\,φημί,verb,xh=ron,χήρα,noun,a)nia=sqai,ἀνιάομαι,verb,so\n,σός,adjective,po/sin,πόσις,noun,*eu)qume/nh,Εὐθυμένης,proper,,,,,,,,,,,,,,,,,,,,,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*krhqi/da,,,th\n,polu/muqon,πολύμυθος,adjective,e)pistame/nhn,ἐφίστημι,verb,kala\,καλός,noun,pai/zein,παίω,verb,di/zhntai,δίζημαι,verb,*sami/wn,Σάμιος,proper,polla/ki,πολλάκις,adverb,qugate/res,θυγάτηρ,adjective,h(di/sthn,sune/riqon,συνέριθος,noun,a)ei\,ἀεί,adverb,la/lon,,,,,,,,,,ὁ,article,ἡδύς,adjective,λάλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',a)pobri/cei,,,e)nqa/de,ἐνθάδε,adverb,to\n,ὁ,article,pa/dais,,,u(/pnon,ὕπνον,noun,o)feilo/menon,ὀφείλω,verb,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*krhqi/da,,,th\n,polu/muqon,πολύμυθος,adjective,e)pistame/nhn,ἐφίστημι,verb,kala\,καλός,noun,pai/zein,παίω,verb,di/zhntai,δίζημαι,verb,*sami/wn,Σάμιος,proper,polla/ki,πολλάκις,adverb,qugate/res,θυγάτηρ,adjective,h(di/sthn,sune/riqon,συνέριθος,noun,a)ei\,ἀεί,adverb,la/lon,,,,,,,,,,ὁ,article,ἡδύς,adjective,λάλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',a)pobri/cei,,,e)nqa/de,ἐνθάδε,adverb,to\n,ὁ,article,pa/dais,,,u(/pnon,ὕπνον,noun,o)feilo/menon,ὀφείλω,verb,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/fele,ὀφείλω,verb,mhd',e)ge/nonto,γίγνομαι,verb,qoai\,θοός,adjective,ne/es,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μηδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,a)\n,ἄν,particle,h(mei=s,ἐγώ,pronoun,pai=da,παῖς,adjective,*dioklei/dou,Διοκλείδης,proper,*sw/polin,Σώπολις,proper,e)ste/nomen,στένω,verb,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',o(,ὁ,article,me\n,μέν,particle,ei)n,ἐν,preposition,a(li/,ἁλίς,noun,pou,πού,adverb,fe/retai,φέρω,verb,ne/kus,νέκυς,noun,a)nti\,ἀντί,preposition,d',e)kei/nou,ἐκεῖνος,pronoun,ou)/noma,ὄνομα,adjective,kai\,keneo\n,κενός,adjective,sh=ma,σῆμα,adjective,parerxo/meqa,παρέρχομαι,verb,δέ,particle,δέ,particle,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/fele,ὀφείλω,verb,mhd',e)ge/nonto,γίγνομαι,verb,qoai\,θοός,adjective,ne/es,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μηδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,a)\n,ἄν,particle,h(mei=s,ἐγώ,pronoun,pai=da,παῖς,adjective,*dioklei/dou,Διοκλείδης,proper,*sw/polin,Σώπολις,proper,e)ste/nomen,στένω,verb,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',o(,ὁ,article,me\n,μέν,particle,ei)n,ἐν,preposition,a(li/,ἁλίς,noun,pou,πού,adverb,fe/retai,φέρω,verb,ne/kus,νέκυς,noun,a)nti\,ἀντί,preposition,d',e)kei/nou,ἐκεῖνος,pronoun,ou)/noma,ὄνομα,adjective,kai\,keneo\n,κενός,adjective,sh=ma,σῆμα,adjective,parerxo/meqa,παρέρχομαι,verb,δέ,particle,δέ,particle,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*na/cios,Νάξιος,proper,ou)k,e)pi\,ἐπί,preposition,gh=s,γῆ,noun,e)/qanen,θνήσκω,verb,*lu/kos,Λύκος,proper,a)ll',ἀλλά,adverb,e)ni\,ἐν,preposition,po/ntw|,πόντος,noun,nau=n,ναῦς,noun,a(/ma,kai\,καί,conjunction,yuxh\n,ψυχή,noun,ei)=den,a)pollume/nhn,ἀπόλλυμι,verb,e)/mporos,ἔμπορος,adjective,*ai)gi/nhqen,,,οὐ,adverb,ἅμα,adverb,εἶδον,verb,o(/t',ὅτε,conjunction,e)/plee,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw),ὁ,article,me\n,e)n,ἐν,preposition,u(grh=|,ὑγρός,adjective,nekro/s,νεκρός,noun,e)gw\,ἐγώ,pronoun,d',δέ,particle,a)/llws,ἄλλως,adverb,ou)/noma,ὄνομα,adjective,tu/mbos,τύμβος,noun,e)/xwn,khru/ssw,κηρύσσω,verb,pana/lhqes,,,e)/pos,to/de,ὅδε,pronoun,feu=ge,φεύγω,verb,qala/ssh|,θάλασσα,noun,μέν,particle,ἔχω,verb,ἔπος,adjective,summi/sgein,συμμίγνυμι,verb,e)ri/fwn,ἔριφος,noun,nauti/le,ναυτίλος,noun,duome)nwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*na/cios,Νάξιος,proper,ou)k,e)pi\,ἐπί,preposition,gh=s,γῆ,noun,e)/qanen,θνήσκω,verb,*lu/kos,Λύκος,proper,a)ll',ἀλλά,adverb,e)ni\,ἐν,preposition,po/ntw|,πόντος,noun,nau=n,ναῦς,noun,a(/ma,kai\,καί,conjunction,yuxh\n,ψυχή,noun,ei)=den,a)pollume/nhn,ἀπόλλυμι,verb,e)/mporos,ἔμπορος,adjective,*ai)gi/nhqen,,,οὐ,adverb,ἅμα,adverb,εἶδον,verb,o(/t',ὅτε,conjunction,e)/plee,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw),ὁ,article,me\n,e)n,ἐν,preposition,u(grh=|,ὑγρός,adjective,nekro/s,νεκρός,noun,e)gw\,ἐγώ,pronoun,d',δέ,particle,a)/llws,ἄλλως,adverb,ou)/noma,ὄνομα,adjective,tu/mbos,τύμβος,noun,e)/xwn,khru/ssw,κηρύσσω,verb,pana/lhqes,,,e)/pos,to/de,ὅδε,pronoun,feu=ge,φεύγω,verb,qala/ssh|,θάλασσα,noun,μέν,particle,ἔχω,verb,ἔπος,adjective,summi/sgein,συμμίγνυμι,verb,e)ri/fwn,ἔριφος,noun,nauti/le,ναυτίλος,noun,duome)nwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
