word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/59/lemma/@_entry,word/59/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
h(,ὁ,article,de\,boulh\,βουλή,noun,th\n,ὁ,article,u(po/guon,ὑπόγυιος,adjective,au)tou=,αὐτός,pronoun,e)s,εἰς,preposition,*)anti/oxon,Ἀντίοχος,proper,proqumi/an,προθυμία,noun,ai)doume/nh,αἰδέομαι,verb,suggignw/skein,συγγιγνώσκω,verb,te,τε,particle,e)/fh,φημί,verb,kai\,καί,conjunction,prosepei=pe,προσεπεῖπον,verb,dia\,διά,preposition,*dhmh/trion,Δημήτριος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',o(mologoume/nws,ὁμολογουμένως,adverb,au)toi=s,αὐτός,pronoun,e)s,εἰς,preposition,to\n,ὁ,article,*)antio/xou,Ἀντίοχος,proper,po/lemon,πόλεμος,noun,xrhsimw/tato/s,χρήσιμος,adjective,te,τε,particle,gegonw/s,γίγνομαι,verb,kai\,καί,conjunction,blaberw/tatos,βλαβερός,adjective,a)\n,ἄν,particle,fanei\s,φαίνω,verb,ei),εἰ,conjunction,*)antio/xw|,Ἀντίοχος,proper,parakalou=nti,παρακαλέω,verb,sune/prace,συμπράσσω,verb,polla\,πολύς,adjective,e)lpi/sas,ἐλπίζω,verb,e)pi\,ἐπί,preposition,tw=|de,ὅδε,pronoun,kai\,καί,conjunction,o(rw=n,ὁράω,verb,au(to\n,ἑαυτοῦ,pronoun,a)pistou/menon,ἀπιστέω,verb,kai\,καί,conjunction,kathgorou/menon,κατηγορέω,verb,kai\,καί,conjunction,suggnw/mhs,συγγνώμη,adjective,a)nti\,ἀντί,preposition,xari/twn,χάρις,noun,a)ciou/menon,ἀξιόω,verb,kai\,καί,conjunction,th=sde,ὅδε,pronoun,dia\,διά,preposition,*dhmh/trion,Δημήτριος,proper,h)/xqeto,ἄχθομαι,verb,kai\,καί,conjunction,δέ,particle,h)gana/ktei,ἀγανακτέω,verb,kai\,καί,conjunction,e)pe/krupten,ἐπικρύπτω,verb,a)/mfw,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,kai\,καί,conjunction,e)n,ἐν,preposition,di/kh|,δίκη,adjective,tini\,τις,pronoun,*(rwmai=oi,,,polla\,πολύς,adjective,tw=n,ὁ,article,*fili/ppou,Φίλιππος,proper,pro\s,πρός,preposition,*eu)me/nh,Εὐμένης,proper,mete/feron,μεταφέρω,verb,a)sqenopoiou=ntes,ἀσθενοποιέω,verb,a)ei\,ἀεί,adverb,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,e)s,εἰς,preposition,po/lemon,πόλεμος,noun,h)/dh,ἤδη,adverb,lanqa/nwn,λανθάνω,verb,h(toima/zeto,ἑτοιμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,*fi/lippos,Φίλιππος,proper,tou\s,ὁ,article,e)piple/ontas,ἐπιπλέω,verb,die/fqeiren,διαφθείρω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,*(rwmai/ois,,,le/goien,λέγω,verb,ta\,ὁ,article,*makedo/nwn,Μακεδών,proper,e)ktetru=sqai,ἐκτρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,*(rwmai=oi,taxe/ws,ταχέως,adverb,au)cano/menon,αὐξάνω,verb,to\n,ὁ,article,*perse/a,Πέρσευς,proper,u(fewrw=nto,ὑφοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ma/lista,au)tou\s,αὐτός,pronoun,h)re/qizen,ἐρεθίζω,verb,h(,ὁ,article,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,fili/a,φίλιος,adjective,kai\,καί,conjunction,geitni/asis,γειτνίασις,noun,oi(=s,ὅς,pronoun,e)/xqos,ἔχθος,noun,e)s,εἰς,preposition,*(rwmai/ous,,,e)pepoih/kesan,ποιέω,verb,oi(,ὁ,article,*(rwmai/wn,,,strathgoi/,στρατηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,kai\,καί,conjunction,oi(,ὁ,article,pre/sbeis,πρέσβις,noun,oi(,ὁ,article,e)s,εἰς,preposition,*baste/rnas,,,a)pestalme/noi,ἀποστέλλω,verb,th\n,ὁ,article,*makedoni/an,Μακεδονία,proper,e)/faskon,φάσκω,verb,i)dei=n,εἶδον,verb,a)sfalw=s,ἀσφαλής,adjective,w)xurwme/nhn,ὀχυρόω,verb,kai\,καί,conjunction,paraskeuh\n,παρασκευή,noun,i(kanh\n,ἱκανός,adjective,kai\,καί,conjunction,neo/thta,νεότης,noun,gegumnasme/nhn,γυμνάζω,verb,*(rwmai/ous,,,kai\,καί,conjunction,ta/de,ὅδε,pronoun,dieta/rassen,διαταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sqo/menos,αἰσθάνομαι,verb,d',o(,ὁ,article,*perseu\s,Περσεύς,proper,e(te/rous,ἕτερος,adjective,e)/pempe,πέμπω,verb,pre/sbeis,πρέσβις,noun,th\n,ὁ,article,u(po/noian,ὑπόνοια,noun,e)klu/wn,ἐκλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,*eu)me/nhs,Εὐμενέω,verb,o(,ὁ,article,th=s,ὁ,article,peri\,περί,preposition,to\,ὁ,article,*pe/rgamon,Πέργαμον,proper,*)asi/as,Ἄσιος,proper,basileu/s,βασιλεύς,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,pro\s,πρός,preposition,*fi/lippon,Φίλιππος,proper,e)/xqras,ἔχθρα,noun,dediw\s,δείδω,verb,*perse/a,Πέρσευς,proper,h(=ken,ἥκω,verb,e)s,εἰς,preposition,*(rw/mhn,,,kai\,καί,conjunction,kathgo/rei,κατηγορέω,verb,fanerw=s,φανερός,adjective,au)tou=,αὐτός,pronoun,parelqw\n,παρέρχομαι,verb,e)s,εἰς,preposition,to\,ὁ,article,bouleuth/rion,βουλευτήριον,noun,o(/ti,ὅστις,pronoun,*(rwmai/ois,,,dusmenh\s,δυσμενής,adverb,ge/noito,γίγνομαι,verb,a)ei/,ἀεί,adverb,kai\,καί,conjunction,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,oi)kei/ws,οἰκεῖος,adjective,e)s,εἰς,preposition,δέ,particle,au)tou\s,αὐτός,pronoun,e)/xonta,ἔχω,verb,a)ne/loi,ἀναιρέω,verb,kai\,καί,conjunction,*fili/ppw|,Φίλιππος,proper,te,τε,particle,paraskeuh\n,παρασκευή,noun,tosh/nde,τοσόσδε,adjective,kat',κατά,preposition,au)tw=n,αὐτός,pronoun,sunagago/nti,συνάγω,verb,sumpra/ceie,συμπράσσω,verb,kai\,καί,conjunction,basileu\s,βασιλεύς,noun,geno/menos,ou)de\n,οὐδείς,pronoun,γίγνομαι,verb,e)klu/seien,ἐκλύω,verb,au)th=s,αὐτός,pronoun,a)lla\,ἀλλά,adverb,kai\,prosecerga/saito,προσεξεργάζομαι,verb,e(/tera,ἕτερος,adjective,kai\,καί,conjunction,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,a)me/trws,ἄμετρος,adjective,qerapeu/oi,θεραπεύω,verb,*buzanti/ois,Βυζάντιος,proper,te,τε,particle,kai\,καί,conjunction,*ai)twloi=s,Αἰτωλός,proper,kai\,καί,conjunction,*boiwtoi=s,Βοιωτός,proper,summaxh/sas,kai\,καί,conjunction,*qra/|khn,Θρᾴκη,proper,kataktw=|to,κατακτάομαι,verb,me/ga,μέγας,adverb,o(rmhth/rion,ὁρμητήριον,noun,kai\,καί,conjunction,*qettalou\s,Θεσσαλός,proper,kai\,καί,conjunction,*perraibou\s,Περραιβός,proper,diastasia/seie,διαστασιάζω,verb,καί,conjunction,συμμαχέω,verb,boulome/nous,βούλομαι,verb,ti,τις,pronoun,presbeu=sai,πρεσβεύω,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=n,u(mete/rwn,ὑμέτερος,adjective,e)/fh,φημί,verb,fi/lwn,φίλος,adjective,kai\,καί,conjunction,summa/xwn,σύμμαχος,adjective,*)abrou/polin,Ἀβρούπολις,proper,me\n,μέν,particle,a)fh/|rhtai,ἀφαιρέω,verb,th\n,ὁ,article,a)rxh/n,ἀρχή,noun,*)arqe/tauron,,,d',δέ,particle,e)n,ἐν,preposition,*)illurioi=s,Ἰλλυρίζω,verb,duna/sthn,δυνάστης,noun,kai\,καί,conjunction,e)/kteinen,ἐκτείνω,verb,e)pibouleu/sas,ἐπιβουλεύω,verb,kai\,καί,conjunction,tou\s,ὁ,article,e)rgasame/nous,ἐργάζομαι,verb,u(pode/dektai,ὑποδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die/balle,διαβάλλω,verb,d',au)tou=,αὐτός,pronoun,kai\,καί,conjunction,ta\s,ὁ,article,e)pigami/as,ἐπιγαμία,noun,basilika\s,βασιλικός,adjective,a)/mfw,ἄμφω,noun,genome/nas,γίγνομαι,verb,kai\,καί,conjunction,ta\s,ὁ,article,numfagwgi/as,νυμφαγωγία,noun,o(/lw|,ὅλος,adjective,tw=|,ὁ,article,*(rodi/wn,,,sto/lw|,στόλος,noun,parapemfqei/sas,παραπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gklhma,ἔγκλημα,noun,d',e)poi/ei,ποιέω,verb,kai\,καί,conjunction,th\n,ὁ,article,e)pime/leian,ἐπιμέλεια,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,to\,ὁ,article,nhfa/lion,νηφάλιος,adjective,th=s,ὁ,article,diai/ths,δίαιτα,noun,o)/ntos,εἰμί,verb,ou(/tw,οὕτως,adverb,ne/ou,νέος,adjective,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,pro\s,πρός,preposition,pollw=n,πολύς,adjective,o)ce/ws,ὀξέως,adverb,e)n,ἐν,preposition,o)li/gw|,ὀλίγος,adjective,a)gapw=|to,ἀγαπάω,verb,kai\,καί,conjunction,e)painoi=to,ἐπαινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zh/lou,ζῆλος,noun,te,kai\,καί,conjunction,fqo/nou,φθόνος,noun,kai\,καί,conjunction,de/ous,δέος,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,e)gklhma/twn,ἔγκλημα,noun,ou)de\n,οὐδείς,pronoun,o(,ὁ,article,*eu)me/nhs,Εὐμενέω,verb,a)polipw/n,ἀπολείπω,verb,e)ke/leue,κελεύω,verb,th\n,ὁ,article,su/gklhton,σύγκλητος,adjective,u(fora=sqai,ὑφοράω,verb,ne/on,νέος,adjective,e)xqro\n,ἐχθρός,adjective,eu)dokimou=nta,εὐδοκιμέω,verb,kai\,καί,conjunction,geitoneu/onta,γειτονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',e)/rgw|,ἔργον,noun,me\n,μέν,particle,ou)k,οὐ,adverb,a)ciou=sa,ἀξιόω,verb,basile/a,βασιλεύς,noun,sw/frona,σώφρων,noun,kai\,καί,conjunction,filo/ponon,φιλόπονος,adjective,kai\,καί,conjunction,e)s,εἰς,preposition,pollou\s,πολύς,adjective,fila/nqrwpon,φιλάνθρωπον,noun,a)qro/ws,ἀθρόος,adjective,ou(/tws,οὕτως,adverb,e)pairo/menon,ἐπαίρω,verb,kai\,καί,conjunction,patriko\n,πατρικός,adjective,o)/nta,εἰμί,verb,sfi/sin,σφεῖς,pronoun,e)xqro/n,ἐχθρός,adjective,e)n,ἐν,preposition,pleurai=s,πλευρά,noun,e)/xein,ἔχω,verb,lo/gw|,λόγος,noun,d',δέ,particle,a(\,ὅς,pronoun,prou/teinen,προτείνω,verb,o(,ὁ,article,*eu)me/nhs,Εὐμενέω,verb,ai)tiwme/nh,αἰτιάομαι,verb,polemei=n,πολεμέω,verb,e)/krine,κρίνω,verb,tw=|,ὁ,article,*persei=,Περσεύς,proper,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=t',a)po/rrhton,ἀπόρρητος,adjective,e)/ti,ἔτι,adverb,e)n,ἐν,preposition,sfi/sin,σφεῖς,pronoun,au)toi=s,αὐτός,pronoun,poiou/menoi,ποιέω,verb,*(/arpalo/n,Ἅρπαλος,proper,te,τε,particle,pemfqe/nta,πέμπω,verb,para\,παρά,preposition,*perse/ws,Πέρσευς,proper,e)s,εἰς,preposition,a)ntilogi/an,ἀντιλογία,noun,*eu)me/nous,Εὐμένης,proper,kai\,καί,conjunction,*(rodi/wn,,,tina\,τις,pronoun,presbeuth/n,πρεσβευτής,noun,boulome/nous,βούλομαι,verb,e)s,εἰς,preposition,o)/yin,ὄψις,noun,to\n,ὁ,article,*eu)me/nh,Εὐμενέω,verb,diele/gxein,διελέγχω,verb,paro/ntos,πάρειμι,verb,me\n,μέν,particle,e)/ti,ἔτι,adverb,tou=,ὁ,article,*eu)me/nous,Εὐμένης,proper,ou),οὐ,adverb,prosh/kanto,προσίημι,verb,metasta/ntos,μεθίστημι,verb,de\,δέ,particle,e)de/canto,δέχομαι,verb,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,me\n,μέν,particle,e)pi\,ἐπί,preposition,tw=|de,ὅδε,pronoun,prw=ton,πρότερος,adjective,a)ganaktou=nte/s,ἀγανακτέω,verb,te,τε,particle,kai\,καί,conjunction,parrhsi/a|,παρρησία,noun,xrw/menoi,χράομαι,verb,ple/on,πλέος,adjective,polemei=n,πολεμέω,verb,boulome/nous,βούλομαι,verb,h)/dh,ἤδη,adverb,*(rwmai/ous,,,*persei=,Περσεύς,proper,kai\,καί,conjunction,*(rodi/ois,,,ma=llon,μᾶλλον,adverb,e)chgri/wsan,ἐξαγριόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
