word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/32/lemma/@_entry,word/32/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
to/,te,τε,particle,tou=,ὁ,article,*(hrakle/ous,Ἡρακλέης,proper,i(ero\n,ἱερόν,noun,to\,ὁ,article,e)n,ἐν,preposition,sth/lais,στήλη,noun,*foi/nike/s,Φοῖνιξ,proper,moi,ἐγώ,pronoun,dokou=sin,δοκέω,verb,i(dru/sasqai,ἱδρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,qrhskeu/etai,θρησκεύω,verb,nu=n,νῦν,adverb,e)/ti,ἔτι,adverb,foinikikw=s,φοινικικός,adjective,o(/,ὅς,pronoun,te,τε,particle,qeo\s,θεός,noun,au)toi=s,αὐτός,pronoun,ou)x,οὐ,adverb,o(,ὁ,article,*qhbai=o/s,Θηβαῖος,proper,e)stin,εἰμί,verb,a)ll',ἀλλά,adverb,o(,ὁ,article,*turi/wn,Τύριος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,me\n,μέν,particle,dh\,δή,particle,toi=s,ὁ,article,palaiologou=si,,,meqei/sqw,μεθίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,de\,δέ,particle,gh=n,γῆ,noun,th/nde,ὅδε,pronoun,eu)dai/mona,εὐδαίμων,adjective,ou)=san,εἰμί,verb,kai\,καί,conjunction,mega/lwn,μέγας,adverb,a)gaqw=n,ἀγαθός,adjective,ge/mousan,γέμω,verb,*karxhdo/nioi,Καρχηδόνιος,proper,pro\,πρό,preposition,*(rwmai/wn,,,h)/rcanto,ἄρχω,verb,polupragmonei=n,πολυπραγμονέω,verb,kai\,καί,conjunction,me/ros,μέρος,noun,au)th=s,αὐτός,pronoun,to\,ὁ,article,me\n,μέν,particle,ei)=xon,ἔχω,verb,h)/dh,ἤδη,adverb,to\,ὁ,article,d',δέ,particle,e)po/rqoun,πορθέω,verb,me/xri,μέχρι,preposition,*(rwmai=oi,,,sfa=s,σφεῖς,pronoun,e)kbalo/ntes,ἐκβάλλω,verb,a(\,ὅς,pronoun,me\n,μέν,particle,ei)=xon,ἔχω,verb,oi(,*karxhdo/nioi,Καρχηδόνιος,proper,th=s,ὁ,article,*)ibhri/as,Ἰβηρίη,proper,e)/sxon,ἔχω,verb,au)ti/ka,αὐτίκα,adverb,ta\,ὁ,article,de\,δέ,particle,loipa\,λοιπός,adjective,su\n,σύν,preposition,xro/nw|,χρόνος,noun,pollw=|,πολύς,adjective,kai\,καί,conjunction,po/nw|,πόνος,noun,lambano/mena/,λαμβάνω,verb,te,τε,particle,u(po\,ὑπό,preposition,sfw=n,σφεῖς,pronoun,kai\,καί,conjunction,ὁ,article,ὁ,article,polla/kis,πολλάκις,adverb,a)fista/mena,ἀφίστημι,verb,xeirwsa/menoi,χειρόω,verb,diei=lon,διαιρέω,verb,e)s,εἰς,preposition,tri/a,τρεῖς,noun,kai\,καί,conjunction,strathgou\s,στρατηγός,noun,e)s,εἰς,preposition,au)ta\,αὐτός,pronoun,pe/mpousi,πέμπω,verb,trei=s,τρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,d',δέ,particle,ei(=lon,αἱρέω,verb,e(/kasta,ἕκαστος,adjective,kai\,καί,conjunction,o(/pws,ὅπως,conjunction,*karxhdoni/ois,Καρχηδόνιος,proper,te,τε,particle,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,meta\,μετά,preposition,*karxhdoni/ous,Καρχηδόνιος,proper,*)/ibhrsi,Ἴβηρ,proper,kai\,καί,conjunction,*kelti/bhrsin,,,e)pole/mhsan,πολεμέω,verb,dhlw/sei,δηλόω,verb,to/de,ὅδε,pronoun,to\,ὁ,article,bibli/on,βιβλίον,noun,moi=ran,μοῖρα,adjective,me\n,μέν,particle,e)s,εἰς,preposition,*karxhdoni/ous,Καρχηδόνιος,proper,th\n,ὁ,article,prw/thn,πρότερος,adjective,e)/xon,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅπως,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,de\,δέ,particle,kai\,καί,conjunction,tou=to,οὗτος,pronoun,peri\,περί,preposition,*)ibhri/as,Ἰβηρίη,proper,h)=n,εἰμί,verb,a)na/gkh,ἀνάγκη,noun,moi,ἐγώ,pronoun,sunenegkei=n,συμφέρω,verb,e)s,εἰς,preposition,th\n,ὁ,article,*)ibhrikh\n,Ἰβηρικός,adjective,suggrafh\n,συγγραφή,noun,e)ge/neto,γίγνομαι,verb,w(=|,ὅς,pronoun,lo/gw|,λόγος,noun,kai\,καί,conjunction,ta\,ὁ,article,peri\,περί,preposition,*sikeli/as,Σικελία,proper,*(rwmai/ois,,,kai\,καί,conjunction,*karxhdoni/ois,Καρχηδόνιος,proper,e)s,εἰς,preposition,a)llh/lous,ἀλλήλων,pronoun,geno/mena,γίγνομαι,verb,a)rca/mena,ἄρχω,verb,*(rwmai/ois,,,th=s,ὁ,article,e)s,εἰς,preposition,*sikeli/an,Σικελία,proper,paro/dou,te,τε,particle,kai\,καί,conjunction,a)rxh=s,ἀρχή,noun,e)s,εἰς,preposition,th\n,ὁ,article,*sikelikh\n,Σικελικός,adjective,sunenh/nektai,συμφέρω,verb,grafh/n,γραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,πάροδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,ga\r,γάρ,particle,dh\,δή,particle,*karxhdoni/ous,Καρχηδόνιος,proper,*(rwmai/ois,,,prw=tos,πρότερος,adjective,e)ge/neto,γίγνομαι,verb,po/lemos,πόλεμος,noun,e)/kdhmos,ἔκδημος,adjective,peri\,περί,preposition,*sikeli/as,Σικελία,proper,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,*sikeli/a|,Σικελία,proper,kai\,καί,conjunction,deu/teros,δεύτερος,adjective,o(/de,ὅδε,pronoun,peri\,περί,preposition,*)ibhri/as,Ἰβηρίη,proper,e)n,ἐν,preposition,*)ibhri/a|,Ἰβηρίη,proper,e)n,ἐν,preposition,w(=|,ὅς,pronoun,kai\,καί,conjunction,e)s,εἰς,preposition,th\n,ὁ,article,a)llh/lwn,ἀλλήλων,pronoun,mega/lois,μέγας,adverb,stratoi=s,στρατός,noun,diaple/ontes,διαπλέω,verb,oi(,ὁ,article,me\n,μέν,particle,th\n,*)itali/an,Ἰταλία,proper,oi(,ὁ,article,de\,δέ,particle,th\n,ὁ,article,*libu/hn,Λιβύη,proper,e)po/rqoun,πορθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/rcanto,de\,δέ,particle,au)tou=,αὐτός,pronoun,meq',μετά,preposition,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,tessara/konta,τεσσαράκοντα,adjective,o)lumpia/das,,,ma/lista,μάλιστα,adverb,o(/te,ὅτε,conjunction,ta\s,ὁ,article,sponda\s,σπονδή,noun,e)/lusan,ἐλύω,verb,ai(\,ὅς,pronoun,e)pi\,ἐπί,preposition,tw=|,ὁ,article,*sikelikw=|,Σικελικός,adjective,pole/mw|,πόλεμος,noun,sfi/sin,σφεῖς,pronoun,h)=san,εἰμί,verb,geno/menai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/lusan,d',δέ,particle,e)k,ἐκ,preposition,toia=sde,τοιόσδε,adjective,profa/sews,πρόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ami/lxar,o(,ὁ,article,*ba/rkas,Βάρκα,proper,e)pi/klhsin,ἐπίκλησις,noun,o(/te,ὅτε,conjunction,per,πέρ,particle,e)n,ἐν,preposition,*sikeli/a|,Σικελία,proper,*karxhdoni/wn,Καρχηδόνιος,proper,e)strath/gei,στρατηγέω,verb,*keltoi=s,Κελτός,proper,to/te,τότε,adverb,misqoforou=si/n,μισθοφορέω,verb,oi(,ἕ,pronoun,kai\,καί,conjunction,*libu/wn,Λίβυς,proper,toi=s,ὁ,article,summaxou=si,συμμαχέω,verb,polla\s,πολύς,adjective,dwrea\s,δωρεά,noun,u(pe/sxhto,ὑποσχέθω,verb,dw/sein,δίδωμι,verb,a(/s,ὅς,pronoun,e)peidh\,ἐπεί,conjunction,e)panh=lqen,ἐπανέρχομαι,verb,e)s,εἰς,preposition,*libu/hn,Λιβύη,proper,a)paitou/ntwn,ἀπαιτέω,verb,e)kei/nwn,ἐκεῖνος,pronoun,o(,ὁ,article,*libuko\s,Λιβυκός,adjective,*karxhdoni/ois,Καρχηδόνιος,proper,e)ch=pto,po/lemos,πόλεμος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,polla\,πολύς,adjective,me\n,μέν,particle,pro\s,πρός,preposition,au)tw=n,αὐτός,pronoun,*libu/wn,Λίβυς,proper,e)/paqon,πάσχω,verb,oi(,ὁ,article,*karxhdo/nioi,Καρχηδόνιος,proper,*sardo/na,Σαρδώ,proper,de\,δέ,particle,*(rwmai/ois,,,e)/dosan,δίδωμι,verb,poinh\n,ποινή,noun,w(=n,ὅς,pronoun,e)s,εἰς,preposition,,,ἐξάπτω,verb,tou\s,ὁ,article,e)mpo/rous,ἔμπορος,adjective,au)tw=n,αὐτός,pronoun,h(marth/kesan,ἁμαρτάνω,verb,e)n,ἐν,preposition,tw=|de,ὅδε,pronoun,tw=|,ὁ,article,*libukw=|,Λιβυκός,adjective,pole/mw|,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pago/ntwn,ou)=n,οὖν,particle,e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,to\n,ὁ,article,*ba/rkan,Βάρκα,proper,tw=n,ὁ,article,e)xqrw=n,ἐχθρός,adjective,e)s,εἰς,preposition,kri/sin,κρίσις,adjective,w(s,ὡς,conjunction,ai)/tion,αἴτιος,adjective,th=|,ὁ,article,patri/di,πατρίς,adjective,tosw=nde,τοσόσδε,adjective,sumforw=n,συμφορά,noun,geno/menon,γίγνομαι,verb,qerapeu/sas,θεραπεύω,verb,o(,ὁ,article,*ba/rkas,Βάρκα,proper,tou\s,ὁ,article,politeuome/nous,πολιτεύω,verb,w(=n,ὅς,pronoun,h)=n,εἰμί,verb,dhmokopikw/tatos,δημοκοπικός,adjective,*)asdrou/bas,Ἀσδρούβας,proper,o(,ὁ,article,th\n,ὁ,article,au)tou=,αὐτός,pronoun,*ba/rka,Βάρκα,proper,qugate/ra,θυγάτηρ,adjective,e)/xwn,ἔχω,verb,ta/s,te,τε,particle,di/kas,δίκη,adjective,diekrou/eto,διακρούω,verb,kai\,καί,conjunction,*noma/dwn,νομάς,noun,tino\s,τις,pronoun,kinh/matos,κίνημα,noun,genome/nou,γίγνομαι,verb,strathgo\s,στρατηγός,noun,e)/pracen,πράσσω,verb,e)p',ἐπί,preposition,au)tou\s,αὐτός,pronoun,ai(reqh=nai,αἱρέω,verb,met',μετά,preposition,*)/annwnos,Ἄννων,proper,tou=,ὁ,article,mega/lou,μέγας,adverb,legome/nou,λέγω,verb,ὑπάγω,verb,ὁ,article,e)/ti,ἔτι,adverb,ta\s,ὁ,article,eu)qu/nas,εὔθυνα,noun,th=s,ὁ,article,prote/ras,πρότερος,adjective,strathgi/as,στρατηγία,noun,o)fei/lwn,ὀφείλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pauome/nou,de\,δέ,particle,tou=,ὁ,article,pole/mou,πόλεμος,noun,kai\,καί,conjunction,*)/annwnos,Ἄννων,proper,e)pi\,ἐπί,preposition,diabolai=s,διαβολή,noun,e)s,εἰς,preposition,*karxhdo/na,Καρχηδών,proper,metape/mptou,μετάπεμπτος,adjective,genome/nou,γίγνομαι,verb,mo/nos,μόνος,adjective,w)\n,εἰμί,verb,e)pi\,ἐπί,preposition,stratw=|,στρατός,noun,kai\,καί,conjunction,to\n,ὁ,article,khdesth\n,κηδεστής,adjective,*)asdrou/ban,Ἀσδρούβας,proper,e)/xwn,ἔχω,verb,oi(,ἕ,pronoun,suno/nta,σύνειμι,verb,dih=lqen,διέρχομαι,verb,e)pi\,ἐπί,preposition,*ga/deira,Γάδειρα,proper,kai\,καί,conjunction,to\n,ὁ,article,porqmo\n,πορθμός,noun,e)s,εἰς,preposition,*)ibhri/an,Ἰβηρίη,proper,pera/sas,περάω,verb,e)lehla/tei,ta\,ὁ,article,*)ibh/rwn,Ἴβηρ,proper,ou)de\n,οὐδείς,pronoun,a)dikou/ntwn,ἀδικέω,verb,a)formh\n,ἀφορμή,noun,au(tw=|,ἑαυτοῦ,pronoun,poiou/menos,ποιέω,verb,a)podhmi/as,ἀποδημία,noun,te,τε,particle,kai\,καί,conjunction,e)/rgwn,ἔργον,noun,kai\,καί,conjunction,dhmokopi/aso(/sa,,,ga\r,γάρ,particle,la/boi,λαμβάνω,verb,dih/|rei,διαιρέω,verb,kai\,καί,conjunction,ta\,ὁ,article,παύω,verb,λεηλατέω,verb,me\n,μέν,particle,e)s,εἰς,preposition,to\n,ὁ,article,strato\n,στρατός,noun,a)na/lisken,ἀναλίσκω,verb,i(/na,ἵνα,conjunction,proqumo/teron,πρόθυμος,adjective,au)tw=|,αὐτός,pronoun,sunadikoi=en,συναδικέω,verb,ta\,ὁ,article,d',δέ,particle,e)s,εἰς,preposition,au)th\n,αὐτός,pronoun,e)/pempe,πέμπω,verb,*karxhdo/na,Καρχηδών,proper,ta\,ὁ,article,de\,δέ,particle,toi=s,ὁ,article,u(pe\r,ὑπέρ,preposition,au)tou=,αὐτός,pronoun,politeuome/nois,πολιτεύω,verb,diedi/dou),διαδίδωμι,verb,me/xri,μέχρι,preposition,*)ibh/rwn,Ἴβηρ,proper,au)to\n,αὐτός,pronoun,oi(/,ἕ,pronoun,te,τε,particle,basilei=s,βασιλεύς,noun,susta/ntes,συνίστημι,verb,oi(,ὁ,article,kata\,κατά,preposition,me/ros,μέρος,noun,kai\,καί,conjunction,o(/soi,ὅσος,adjective,a)/lloi,ἄλλος,adjective,dunatoi/,δυνατός,adjective,ktei/nousin,κτείνω,verb,w(=de,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cu/lwn,a(ma/cas,ἄμαξα,noun,a)/gontes,ἄγω,verb,ai(=s,ὅς,pronoun,bou=s,βοῦς,noun,u(pe/zeucan,ὑποζεύγνυμι,verb,ei(/ponto,ἕπομαι,verb,tai=s,ὁ,article,a(ma/cais,ἄμαξα,noun,w(plisme/noi,ὁπλίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ξύλον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
