word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS
pa=sai,πᾶς,adjective,de\,δέ,particle,skopiai/,σκοπιά,noun,toi,σύ,pronoun,a(/don,ἁνδάνω,verb,kai\,καί,conjunction,prw/ones,πρών,noun,a)/kroi,ἄκρος,adjective,u(yhlw=n,ὑψηλός,adjective,o)re/wn,ὄρος,adjective,potamoi/,ποταμός,noun,q',τε,particle,a(/lade,ἅλαδε,adverb,prore/ontes,προρέω,verb,a)ktai/,ἀκτή,noun,t',τε,particle,ei)s,εἰς,preposition,a(/la,ἅλς,adjective,keklime/nai,κλίνω,verb,lime/nes,λιμήν,noun,te,τε,particle,qala/sshs,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,w(/s,ὅς,pronoun,se,σύ,pronoun,prw=ton,πρότερος,adjective,*lhtw\,Λητώ,proper,te/ke,τίκτω,verb,xa/rma,χάρμα,noun,brotoi=si,βροτός,noun,klinqei=sa,κλίνω,verb,pro\s,πρός,preposition,*ku/nqou,Κύνθος,proper,o)/ros,ὄρος,adjective,kranah=|,κραναός,adjective,e)ni\,ἐν,preposition,nh/sw|,νῆσος,noun,*dh/lw|,Δῆλος,proper,e)n,ἐν,preposition,a)mfiru/th|,ἀμφίρυτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(ka/terqe,ἑκάτερθε,adverb,de\,δέ,particle,ku=ma,κῦμα,noun,kelaino\n,κελαινός,adjective,e)ch/|ei,ἔξειμι,verb,xe/rsonde,χέρσονδε,adverb,ligupnoi/ois,λιγύπνοιος,adjective,a)ne/moisin,ἄνεμος,noun,e)/nqen,ἔνθεν,adverb,a)pornu/menos,ἀπόρνυμι,verb,pa=si,πᾶς,adjective,qnhtoi=sin,θνητός,adjective,a)na/sseis,ἀνάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ssous,ὅσος,adjective,*krh/th,Κρήτη,proper,t',τε,particle,e)nto\s,ἐντός,adverb,e)/xei,ἔχω,verb,kai\,καί,conjunction,dh=mos,δῆμος,noun,*)aqhnw=n,Ἀθήνη,proper,nh=so/s,νῆσος,noun,t',τε,particle,*ai)gi/nh,αἰγίνη,noun,nausikleith/,ναυσικλειτός,adjective,t',τε,particle,*eu)/boia,Εὔβοια,proper,*ai)gai/,Αἰγαί,proper,*peiresi/ai,,,te,τε,particle,kai\,καί,conjunction,a)gxia/lh,ἀγχίαλος,adjective,*pepa/rhqos,Πεπάρηθος,proper,*qrhi/kio/s,Θράκιος,proper,t',σύ,pronoun,*)aqo/ws,Ἄθως,proper,kai\,καί,conjunction,*phli/ou,Πήλιον,proper,a)/kra,ἄκρος,adjective,ka/rhna,κάρηνον,noun,*qrhiki/h,Θράκιος,proper,te,τε,particle,*sa/mos,Σάμος,proper,*)/idhs,Ἴδη,proper,t',τε,particle,o)/rea,ὄρος,adjective,skio/enta,σκιόεις,adjective,*sku=ros,Σκῦρος,adverb,kai\,καί,conjunction,*fw/kaia,Φώκαια,proper,kai\,καί,conjunction,*au)toka/nhs,o)/ros,ὄρος,adjective,ai)pu/,αἰπύς,adjective,*)/imbros,Ἴμβρος,proper,t',τε,particle,eu)ktime/nh,ἐυκτίμενος,adjective,kai\,καί,conjunction,*lh=mnos,Λῆμνος,proper,a)mixqalo/essa,ἀμιχθαλόεις,adjective,*le/sbos,Λέσβος,proper,t',τε,particle,h)gaqe/h,ἠγάθεος,adjective,*ma/karos,Μάκαρ,proper,e(/dos,ἕδος,noun,*ai)oli/wnos,kai\,καί,conjunction,*xi/os,Χίος,proper,h(\,ὅς,pronoun,nh/swn,νῆσος,noun,liparwta/th,λιπαρός,adjective,ei)n,ἐν,preposition,a(li\,ἁλίς,noun,kei=tai,κέω,verb,paipalo/eis,παιπαλόεις,adjective,te,τε,particle,*mi/mas,Μίμας,proper,kai\,καί,conjunction,*kwru/kou,Κώρυκος,proper,a)/kra,ἄκρον,noun,ka/rhna,κάρηνον,noun,kai\,καί,conjunction,*kla/ros,Κλάρος,proper,ai)glh/essa,αἰγλήεις,adjective,kai\,καί,conjunction,*ai)sage/hs,o)/ros,ὄρος,adjective,ai)pu\,αἰπύς,adjective,kai\,καί,conjunction,*sa/mos,Σάμος,proper,u(drhlh\,ὑδρηλός,adjective,*muka/lhs,Μυκάλη,proper,t',τε,particle,ai)peina\,αἰπεινός,adjective,ka/rhna,κάρηνον,noun,*mi/lhto/s,Μίλητος,proper,te,τε,particle,*ko/ws,Κῶς,proper,te,τε,particle,po/lis,πόλις,adjective,*mero/pwn,Μέροψ,proper,a)nqrw/pwn,ἄνθρωπος,noun,kai\,καί,conjunction,*kni/dos,Κνίδος,proper,ai)peinh\,αἰπεινός,adjective,kai\,καί,conjunction,*ka/rpaqos,Κάρπαθος,proper,h)nemo/essa,ἠνεμόεις,adjective,*na/cos,Νάξος,proper,t',τε,particle,h)de\,ἠδέ,conjunction,*pa/ros,Πάρος,proper,*(rh/naia/,te,τε,particle,petrh/essa,πετρήεις,adjective,to/sson,τόσος,adjective,e)/p',ἐπί,preposition,w)di/nousa,ὠδίνω,verb,*(ekhbo/lon,ἑκηβόλος,adjective,i(/keto,ἱκνέομαι,verb,*lhtw/,Λητώ,proper,ei)/,εἰ,conjunction,ti/s,τίς,pronoun,oi(,ὁ,article,gaie/wn,γαῖα,noun,ui(ei=,υἱός,noun,qe/loi,ἐθέλω,verb,oi)ki/a,οἰκία,noun,qe/sqai,τίθημι,verb,,
ai(\,ὅς,pronoun,de\,δέ,particle,ma/l',μάλα,adverb,e)tro/meon,τρομέω,verb,kai\,καί,conjunction,e)dei/disan,δείδω,verb,ou)de/,οὐδέ,particle,tis,τις,pronoun,e)/tlh,τλάω,verb,*foi=bon,Φοῖβος,proper,de/casqai,δέχομαι,verb,kai\,καί,conjunction,piote/rh,πῖος,adjective,per,πέρ,particle,e)ou=sa,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pri/n,πρίν,adverb,g',γε,particle,o(/te,ὅτε,conjunction,dh/,δή,particle,r(',ἄρα,particle,e)pi\,ἐπί,preposition,*dh/lou,Δῆλος,proper,e)bh/sato,βαίνω,verb,po/tnia,πότνια,noun,*lhtw\,Λητώ,proper,kai/,καί,conjunction,min,μιν,pronoun,a)neirome/nh,ἀνέρομαι,verb,e)/pea,ἔπος,adjective,ptero/enta,πτερόεις,adjective,proshu/da,προσαυδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=l',δῆλος,adjective,ei),εἰ,conjunction,ga/r,γάρ,particle,k',ἄν,particle,e)qe/lois,ἐθέλω,verb,e(/dos,ἕδος,noun,e)/mmenai,εἰμί,verb,ui(=os,υἱός,noun,e)moi=o,ἐμός,adjective,*foi/bou,Φοῖβος,proper,*)apo/llwnos,Ἀπόλλων,proper,qe/sqai,τίθημι,verb,t',τε,particle,e)/ni,ἐν,preposition,pi/ona,πίων,adjective,nho/n,ναός,noun,a)/llos,ἄλλος,adjective,d',δέ,particle,ou)/tis,οὔτις,pronoun,sei=o/,σέω,verb,poq',ποτέ,particle,a(/yetai,ἅπτω,verb,ou)de/,οὐδέ,particle,se,σύ,pronoun,lh/sei,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,eu)/bwn,εὔβως,adjective,se/,σύ,pronoun,g',γε,particle,e)/sesqai,εἰμί,verb,o)i/omai,οἴομαι,verb,ou)/t',οὔτε,adverb,eu)/mhlon,εὔμηλος,adjective,ou)de\,οὐδέ,particle,tru/ghn,τρύγη,noun,oi)/seis,φέρω,verb,ou)/t',οὔτε,adverb,a)\r,ἄρα,particle,futa\,φυτάς,noun,muri/a,μυρίος,adjective,fu/seis,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,k',ἄν,particle,*)apo/llwnos,Ἀπόλλων,proper,e(kae/rgou,Ἑκάεργος,proper,nho\n,ναός,noun,e)/xh|sqa,ἔχω,verb,a)/nqrwpoi/,ἄνθρωπος,noun,toi,τοι,particle,pa/ntes,πᾶς,adjective,a)ginh/sous',ἀγινέω,verb,e(kato/mbas,ἑκατόμβη,noun,e)nqa/d',ἐνθάδε,adverb,a)geiro/menoi,ἀγείρω,verb,kni/ssh,κνῖσα,adjective,de/,δέ,particle,toi,τοι,particle,a)/spetos,ἄσπετος,adjective,ai)ei\,ἀεί,adverb,dhmou=,δημός,noun,a)nai/+cei,ἀνᾴσσω,verb,boskh/seis,βόσκησις,noun,q',τε,particle,oi(/,ἕ,pronoun,ke/,ἄν,particle,s',σύ,pronoun,e)/xwsi,ἔχω,verb,xeiro\s,χείρ,noun,a)p',ἀπό,preposition,a)llotri/hs,ἀλλότριος,adjective,e)pei\,ἐπεί,conjunction,ou)/,οὐ,adverb,toi,σύ,pronoun,pi=ar,πῖαρ,noun,u(p',ὑπό,preposition,ou)=das,οὖδας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,fa/to,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai=re,χαίρω,verb,de\,δέ,particle,*dh=los,Δῆλος,proper,a)meibome/nh,ἀμείβω,verb,de\,δέ,particle,proshu/da,προσαυδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lhtoi=,Λητώ,proper,kudi/sth,κύδιστος,adjective,qu/gater,θυγάτηρ,adjective,mega/lou,μέγας,adverb,*koi/oio,Κοῖος,proper,a)spasi/h,ἀσπάσιος,adjective,ken,ἄν,particle,e)gw/,ἐγώ,pronoun,ge,γε,particle,gonh\n,γονή,noun,e(ka/toio,ἕκατος,noun,a)/naktos,ἄναξ,noun,decai/mhn,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)nw=s,αἰνός,adjective,ga\r,γάρ,particle,e)th/tumo/n,ἐτήτυμος,adjective,ei)mi,εἰμί,verb,dushxh\s,δυσηχής,adjective,a)ndra/sin,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,de/,δέ,particle,ken,ἄν,particle,peritimh/essa,περιτιμήεις,adjective,genoi/mhn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,to/de,ὅδε,pronoun,trome/w,τρομέω,verb,*lhtoi=,Λητώ,proper,e)/pos,ἔπος,adjective,ou)de/,οὐδέ,particle,se,σύ,pronoun,keu/sw,κεύθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li/hn,λίαν,adverb,ga/r,γάρ,particle,tina/,τις,pronoun,fasin,φημί,verb,a)ta/sqalon,ἀτάσθαλος,adjective,*)apo/llwna,Ἀπόλλων,proper,e)/ssesqai,ἔσσομαι,verb,me/ga,μέγας,adverb,de\,δέ,particle,prutaneuse/men,πρυτανεύω,verb,a)qana/toisi,ἀθάνατος,adjective,kai\,καί,conjunction,qnhtoi=si,θνητός,adjective,brotoi=sin,βροτός,noun,e)pi\,ἐπί,preposition,zei/dwron,ζείδωρος,adjective,a)/rouran,ἄρουρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
