word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS
h)\n,ἐάν,conjunction,de\,δέ,particle,kwlu/swsi,κωλύω,verb,ti/,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(mo/s',ὁμόσε,adverb,ei)=mi,εἶμι,verb,ku/yas,κύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mastigw=si,μαστιγόω,verb,ti/,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalou/meq',καλέω,verb,au)ta/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,katagelw=si,καταγελάω,verb,ti/,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tai=s,ὁ,article,qu/rais,θύρα,noun,e(stw/s,ἵστημι,verb,ti/,τίς,pronoun,dra/seis,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe/,εἶπον,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,e)sfero/ntwn,εἰσφέρω,verb,a(rpa/somai,ἁρπάζω,verb,ta\,ὁ,article,siti/a,σιτίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/dize,βαδίζω,verb,toi/nun,τοίνυν,particle,u(/steros,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w)=,ὦ,interjection,*si/kwn,Σίκων,proper,kai\,καί,conjunction,*parme/nwn,Παρμένων,proper,ai)/resqe,αἴρω,verb,th\n,ὁ,article,pamphsi/an,παμπησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,nun,νῦν,adverb,e)gw/,ἐγώ,pronoun,soi,σύ,pronoun,cumfe/rw,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,mhdamw=s,μηδαμός,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/doika,δείδω,verb,ga\r,γάρ,particle,mh\,μή,conjunction,kai\,καί,conjunction,para\,παρά,preposition,th=|,ὁ,article,strathgi/di,στρατηγίς,noun,o(/tan,ὅταν,conjunction,katatiqw=,κατατίθημι,verb,prospoih=|,προσποιέω,verb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*di/a,Δίη,proper,dei=,δέομαι,verb,gou=n,γοῦν,particle,mhxanh/mato/s,μηχάνημα,noun,tinos,τις,pronoun,o(/pws,ὅπως,conjunction,ta\,ὁ,article,me\n,μέν,particle,o)/nta,εἰμί,verb,xrh/maq',χρῆμα,adjective,e(/cw,ἔχω,verb,toisdedi\,,,tw=n,ὁ,article,mattome/nwn,μάσσω,verb,koinh=|,κοινῇ,adverb,meqe/cw,μετέχω,verb,pws,πως,particle,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqw=s,ὀρθός,adjective,e)/moige,ἐγώ,pronoun,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
badiste/on,βαδιστέον,adjective,o(mo/s',ὁμόσε,adverb,e)sti\,εἰμί,verb,deipnh/sonta,δειπνέω,verb,kou),οὐ,adverb,mellhte/on,μελλητέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,poq',ποτέ,particle,a(/ndres,ἀνήρ,noun,ou)x,οὐ,adverb,h(/kousin,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ra,ὥρα,adjective,d',δέ,particle,h)=n,εἰμί,verb,pa/lai,πάλαι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,katapeplasme/nh,καταπλάσσω,verb,yimuqi/w|,ψιμύθιον,noun,e(/sthka,ἵστημι,verb,kai\,καί,conjunction,krokwto\n,κροκωτός,adjective,h)mfiesme/nh,ἀμφαμφιέννυμι,verb,a)rgo/s,ἀργός,adjective,minurome/nh,μινύρομαι,verb,ti,τις,pronoun,pro\s,πρός,preposition,e)mauth\n,ἐμαυτοῦ,pronoun,me/los,μέλος,noun,a)rgo/s,ἀργός,adjective,minurome/nh,μινύρομαι,verb,ti,τις,pronoun,pro\s,πρός,preposition,e)mauth\n,ἐμαυτοῦ,pronoun,me/los,μέλος,noun,pai/zousa,παίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,a)\n,ἄν,particle,perila/boim',περιλάω,verb,au)tw=n,αὐτός,pronoun,tina\,τις,pronoun,pario/nta,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mou=sai,Μοῦσα,proper,deu=r',δεῦρο,adverb,i)/t',εἶμι,verb,e)pi\,ἐπί,preposition,tou)mo\n,ἐμός,adjective,sto/ma,στόμα,noun,melu/drion,μελύδριον,noun,eu(rou=sai/,εὑρίσκω,verb,ti,τις,pronoun,tw=n,ὁ,article,*)iwnikw=n,Ἰωνικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,me/n,μέν,particle,me,ἐγώ,pronoun,paraku/yasa,παρακύπτω,verb,prou)/fqhs,προφθάνω,verb,w)=,ὦ,interjection,sapra/,σαπρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/|ou,ᾦον,noun,d',δέ,particle,e)rh/mas,ἐρῆμος,adjective,ou),οὐ,adverb,parou/shs,πάρειμι,verb,e)nqa/de,ἐνθάδε,adverb,e)mou=,ἐγώ,pronoun,trugh/sein,τρυγάω,verb,kai\,καί,conjunction,prosa/cesqai/,προσάγω,verb,tina,τις,pronoun,a)/|dous',ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,h)\n,ἐάν,conjunction,tou=to,οὗτος,pronoun,dra=|s,δράω,verb,a)nta/|somai,ἀνταείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei),εἰ,conjunction,ga\r,γάρ,particle,di',διά,preposition,o)/xlou,ὄχλος,noun,tou=t',οὗτος,pronoun,e)sti\,εἰμί,verb,toi=s,ὁ,article,qewme/nois,θεάομαι,verb,o(/mws,ὅμως,conjunction,e)/xei,ἔχω,verb,terpno/n,τερπνός,adjective,ti,τις,pronoun,kai\,καί,conjunction,kwmw|diko/n,κωμῳδικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,diale/gou,διαλέγω,verb,ka)poxw/rhson,ἀποχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,filotta/rion,φιλοττάριον,noun,au)lhta\,αὐλητής,noun,tou\s,ὁ,article,au)lou\s,αὐλός,noun,labw\n,λαμβάνω,verb,a)/cion,ἄξιος,adjective,e)mou=,ἐγώ,pronoun,kai\,καί,conjunction,sou=,σύ,pronoun,prosau/lhson,προσαύω,verb,me/los,μέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,tis,τις,pronoun,a)gaqo\n,ἀγαθός,adjective,bou/letai,βούλομαι,verb,paqei=n,πάσχω,verb,ti,τις,pronoun,par',παρά,preposition,e)moi\,ἐγώ,pronoun,xrh\,χρή,verb,kaqeu/dein,καθεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)n,ἐν,preposition,ne/ais,νέα,adjective,to\,ὁ,article,sofo\n,σοφός,adjective,e)/nestin,ἔνειμι,verb,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,pepei/rais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,tis,τις,pronoun,ste/rgein,στέργω,verb,a)\n,ἄν,particle,e)qe/loi,ἐθέλω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,'gw\,ἀγός,noun,to\n,ὁ,article,fi/lon,φίλος,adjective,w(=|per,ὅς,pronoun,cunei/hn,σύνειμι,verb,a)ll',ἀλλά,adverb,e)f',ἐπί,preposition,e(/teron,ἕτερος,adjective,a)\n,ἄν,particle,pe/toito,πέτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,fqo/nei,φθονέω,verb,tai=sin,ὁ,article,ne/aisi,νέα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,trufero\n,τρυφερός,adjective,ga\r,γάρ,particle,e)mpe/fuke,ἐμφύω,verb,toi=s,ὁ,article,a(paloi=si,ἁπαλός,adjective,mhroi=s,μηρός,noun,ka)pi\,ἐπί,preposition,toi=s,ὁ,article,mh/lois,μῆλον,noun,e)panqei=,ἐπανθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w)=,ὦ,interjection,grau=,,,parale/lecai,παραλέγω,verb,ka)nte/triyai,ἀνατρίβω,verb,tw=|,ὁ,article,qana/tw|,θάνατος,adjective,me/lhma,μέλημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kpe/soi,ἐκπίτνω,verb,sou,σύ,pronoun,to\,ὁ,article,trh=ma,τρῆμα,noun,to/,ὁ,article,t',τε,particle,e)pi/klintron,ἐπίκλιντρον,noun,a)poba/loio,,,boulome/nh,βούλομαι,verb,spodei=sqai,σποδέω,verb,ka)pi\,ἐπί,preposition,th=s,ὁ,article,kli/nhs,κλίνη,noun,o)/fin,ὄφις,noun,eu(/rois,εὑρίσκω,verb,kai\,καί,conjunction,proselku/saio,προσέλκω,verb,boulome/nh,βούλομαι,verb,filh=sai,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,ti/,τίς,pronoun,pote,ποτέ,particle,pei/somai,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,h(/kei,ἥκω,verb,mou)tai=ros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nh,μόνος,adjective,d',δέ,particle,au)tou=,αὐτός,pronoun,lei/pom',λείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,moi,ἐγώ,pronoun,mh/thr,μήτηρ,noun,a)/llh|,ἄλλος,adjective,be/bhke,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta)/ll',ἄλλος,adjective,ou)de\n,οὐδείς,pronoun,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,dei=,δέομαι,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,mai=',μαῖα,noun,i(keteu/omai,ἱκετεύω,verb,ka/lei,καλέω,verb,to\n,ὁ,article,*)orqago/ran,Ὀρθαγόρης,proper,o(/pws,ὅπως,conjunction,sauth=s,σαυτοῦ,pronoun,kato/nai',κατονίνημι,verb,a)ntibolw=,ἀντιβολέω,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,to\n,ὁ,article,a)p',ἀπό,preposition,*)iwni/as,Ἰώνιος,proper,tro/pon,τρόπος,noun,ta/laina,τάλας,adjective,knhsia=|s,κνησιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=s,δοκέω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,la/bda,λάβδα,noun,kata\,κατά,preposition,tou\s,ὁ,article,*lesbi/ous,Λέσβιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,a)/n,ἄν,particle,poq',ποτέ,particle,u(farpa/saio,ὑφαρπάζω,verb,ta)ma\,ἁμός,adjective,pai/gnia,παίγνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,e)mh\n,ἐμός,adjective,w(/ran,ὥρα,adjective,ou)k,οὐ,adverb,a)polei=s,ἀπόλλυμι,verb,ou)d',οὐδέ,particle,a)polh/yei,ἀπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=|d',ἀείδω,verb,o(po/sa,ὁπόσος,adjective,bou/lei,βούλομαι,verb,kai\,καί,conjunction,para/kufq',,,w(/sper,ὥσπερ,adverb,galh=,γαλέη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,ga\r,γάρ,particle,w(s,ὡς,conjunction,se\,σύ,pronoun,pro/teron,πρότερος,adjective,ei)/seis',εἴσειμι,verb,a)nt',ἀντί,preposition,e)mou=,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,e)p',ἐπί,preposition,e)kfora/n,ἐκφορά,noun,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaino/n,καινός,adjective,g',γε,particle,w)=,ὦ,interjection,sapra/,σαπρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dh=ta,δῆτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,a)\n,ἄν,particle,grai\+,γραῦς,adjective,kaina/,καινός,adjective,tis,τις,pronoun,le/goi,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,tou)mo\n,ἐμός,adjective,o)dunh/sei,ὀδυνάω,verb,se,σύ,pronoun,gh=ras,γῆρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ti/,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/gxousa,,,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,to\,ὁ,article,so\n,σός,adjective,yimu/qion,ψιμύθιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,moi,ἐγώ,pronoun,diale/gei,διαλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,ti/,τίς,pronoun,diaku/pteis,διακύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/|dw,ἀείδω,verb,pro\s,πρός,preposition,e)mauth\n,ἐμαυτοῦ,pronoun,*)epige/nei,Ἐπιγένης,proper,tw)mw=|,ἁμός,adjective,fi/lw|,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,ga\r,γάρ,particle,fi/los,φίλος,adjective,ti/s,τίς,pronoun,e)stin,εἰμί,verb,a)/llos,ἄλλος,adjective,h)\,ἠέ,conjunction,*ge/rhs,Γέρης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei/cei,δείκνυμι,verb,ge,γε,particle,kai\,καί,conjunction,soi/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xa,τάχα,adjective,ga\r,γάρ,particle,ei)=sin,εἴσειμι,verb,w(s,ὡς,conjunction,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
