word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,pro\s,πρός,preposition,*kle/wna,Κλέων,proper,diwmologh/sato,διομολογέω,verb,kai\,καί,conjunction,tw=n,ὁ,article,tou=,ὁ,article,a)delfou=,ἀδελφός,adjective,e)meri/sato,μερίζω,verb,nuni\,νυνί,adverb,w(s,ὡς,conjunction,a)lhqh=,ἀληθής,adjective,le/gwn,λέγω,verb,a)ciw/sei,ἀξιόω,verb,pisteu/esqai,πιστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,ka)\n,κἀν,conjunction,o)mo/sai,ὄμνυμι,verb,a)/smenos,ἄσμενος,adjective,ei)/,εἰ,conjunction,tis,τις,pronoun,au)tw=|,αὐτός,pronoun,o(/rkon,ὅρκος,noun,didoi/h,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)moi\,ἐγώ,pronoun,me\n,μέν,particle,suggenh\s,συγγενής,adverb,w)\n,εἰμί,verb,ou)de\,οὐδέ,particle,ta\,ὁ,article,geno/mena,γίγνομαι,verb,e)qe/lei,ἐθέλω,verb,marturei=n,μαρτυρέω,verb,w(=|,ὅς,pronoun,d',δέ,particle,ou)de\n,οὐδείς,pronoun,prosh/kei,προσήκω,verb,tou/tw|,οὗτος,pronoun,ta\,ὁ,article,yeudh=,ψευδής,adverb,sullamba/nei,συλλαμβάνω,verb,kai\,καί,conjunction,tw=n,ὁ,article,ou),οὐ,adverb,praxqe/ntwn,πράσσω,verb,grammatei=on,γραμματεῖον,noun,h(/kei,ἥκω,verb,fe/rwn,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,ga\r,γάρ,particle,prou)rgiai/teron,προύργου,adjective,h(gei=tai,ἡγέομαι,verb,ei)=nai,εἰμί,verb,to\,ὁ,article,xrhmati/zesqai,χρηματίζω,verb,h)\,ἠέ,conjunction,th\n,ὁ,article,e)mh\n,ἐμός,adjective,sugge/neian,συγγένεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)phgge/lleto,ἐπαγγέλλω,verb,periiw\n,περίειμι,verb,diaqh/kas,διαθήκη,noun,a)pofanei=n,ἀποφαίνω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,au(tw=|,ἑαυτοῦ,pronoun,koinw/saito,κοινόω,verb,au)tou\s,αὐτός,pronoun,u(mi=n,σύ,pronoun,oi(=s,ὅς,pronoun,prosh=lqe,προσέρχομαι,verb,ma/rturas,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,xrh/,χρή,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,o)/noma,ὄνομα,adjective,qe/sqai,τίθημι,verb,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,a)ndri/,ἀνδρίς,noun,o(/stis,ὅστις,pronoun,e)qe/lei,ἐθέλω,verb,ou(/tw,οὕτως,adverb,r(a|di/ws,ῥᾴδιος,adjective,dia\,διά,preposition,to\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,ke/rdos,κέρδος,noun,tw=n,ὁ,article,teqnew/twn,θνήσκω,verb,tino\s,τις,pronoun,katayeu/desqai,καταψεύδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,ou)de\,οὐδέ,particle,*kle/wni,Κλέων,proper,proi=ka,προίξ,adjective,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,a)pofai/nei,ἀποφαίνω,verb,a)lla\,ἀλλά,adverb,misqo\n,μισθός,noun,ei)/lhfen,λαμβάνω,verb,au(/th,οὗτος,pronoun,u(mi=n,σύ,pronoun,h(,ὁ,article,marturi/a,μαρτυρία,noun,ou),οὐ,adverb,mikro\n,μικρός,adjective,tekmh/rion,τεκμήριον,noun,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,me/ntoi,μέντοι,particle,koinh=|,κοινῇ,adverb,e)p',ἐπί,preposition,e)moi\,ἐγώ,pronoun,texna/zousin,τεχνάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(gei=tai,ἡγέομαι,verb,ga\r,γάρ,particle,au)tw=n,αὐτός,pronoun,e(ka/teros,ἑκάτερος,adjective,eu(/rhma,εὕρημα,noun,e)/xein,ἔχω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,tw=n,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,la/bh|,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,ou)k,οὐ,adverb,ei)si\n,εἰμί,verb,a)lhqei=s,ἀληθής,adjective,ai(,ὁ,article,diaqh=kai,διαθήκη,noun,a)lla\,ἀλλά,adverb,*kle/wn,Κλέων,proper,kai\,καί,conjunction,*(ieroklh=s,Ἱεροκλέης,proper,bou/lontai,βούλομαι,verb,u(ma=s,σύ,pronoun,e)capath=sai,ἐξαπατάω,verb,kaq',κατά,preposition,o(/son,ὅσος,adjective,e)duna/mhn,δύναμαι,verb,a)pe/deica,ἀποδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,prosh/kwn,προσήκω,verb,e)/tuxon,τυγχάνω,verb,*)astufi/lw|,Ἀστύφιλος,proper,dikaio/tero/s,δίκαιος,adjective,ei)mi,εἰμί,verb,e)/xein,ἔχω,verb,ta\,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,h)\,ἠέ,conjunction,ou(=toi,οὗτος,pronoun,dida/cw,διδάσκω,verb,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,ga\r,γάρ,particle,e)la/mbane,λαμβάνω,verb,*qeo/frastos,Θεόφραστος,proper,o(,ὁ,article,e)mo\s,ἐμός,adjective,path\r,πατήρ,noun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,mhte/ra,μήτηρ,noun,kai\,καί,conjunction,*)astufi/lou,Ἀστύφιλος,proper,para\,παρά,preposition,*(ierokle/ous,Ἱεροκλέης,proper,h)=lqe,ἔρχομαι,verb,kai\,καί,conjunction,au)to\n,αὐτός,pronoun,e)kei=non,ἐκεῖνος,pronoun,e)/xousa,ἔχω,verb,mikro\n,μικρός,adjective,o)/nta,εἰμί,verb,kai\,καί,conjunction,dih|ta=to,διαδιαιτάω,verb,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,to\n,ὁ,article,a(/panta,ἅπας,adjective,xro/non,χρόνος,noun,o(,ὁ,article,*)astu/filos,Ἀστύφιλος,proper,kai\,καί,conjunction,e)paideu/qh,παιδεύω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,tou=,ὁ,article,e)mou=,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)peidh\,ἐπεί,conjunction,e)gw\,ἐγώ,pronoun,e)geno/mhn,γίγνομαι,verb,kai\,καί,conjunction,w(/ran,ὥρα,adjective,ei)=xon,ἔχω,verb,paideu/esqai,παιδεύω,verb,met',μετά,preposition,e)kei/nou,ἐκεῖνος,pronoun,sunepaideuo/mhn,συμπαιδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,tau/thn,οὗτος,pronoun,th\n,ὁ,article,marturi/an,μαρτυρία,noun,ei)=ta,εἶτα,adverb,tw=n,ὁ,article,didaska/lwn,διδάσκαλος,noun,o(/poi,ὅποι,adverb,e)foitw=men,φοιτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,toi/nun,τοίνυν,particle,xwri/on,χωρίον,noun,to\,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,patrw=|on,πατρῷος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,o(,ὁ,article,path\r,πατήρ,noun,o(,ὁ,article,e)mo\s,ἐμός,adjective,e)fu/teuse,φυτεύω,verb,kai\,καί,conjunction,e)gew/rgei,γεωργέω,verb,kai\,καί,conjunction,e)poi/ei,ποιέω,verb,diplasi/ou,διπλάσιος,adjective,a)/cion,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na/bhte/,ἀνάπτω,verb,moi,ἐγώ,pronoun,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,ma/rtures,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,toi/nun,τοίνυν,particle,e)dokima/sqh,δοκιμάζω,verb,o(,ὁ,article,a)delfo/s,ἀδελφός,adjective,a)pe/labe,ἀπολαμβάνω,verb,pa/nta,πᾶς,adjective,o)rqw=s,ὀρθός,adjective,kai\,καί,conjunction,dikai/ws,δίκαιος,adjective,w(/ste,ὥστε,conjunction,e)kei=non,ἐκεῖνος,pronoun,mhde\,μηδέ,particle,pw/pote,πώποτε,adverb,mhde\n,μηδείς,pronoun,e)gkale/sai,ἐγκαλέω,verb,tw=|,ὁ,article,e)mw=|,ἐμός,adjective,patri/,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,th\n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,o(mopatri/an,ὁμοπάτριος,adjective,h)ggu/hsen,ἐγγυάω,verb,o(,ὁ,article,e)mo\s,ἐμός,adjective,path\r,πατήρ,noun,o(/tw|,ὅστις,pronoun,e)do/kei,δοκέω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,ta)=lla,ἄλλος,adjective,diw/|kei,διοικέω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,tw=|,ὁ,article,*)astufi/lw|,Ἀστύφιλος,proper,e)ch/rkei,ἐξαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(kanh\n,ἱκανός,adjective,ga\r,γάρ,particle,h(gh/sato,ἁγέομαι,verb,ba/sanon,βάσανος,noun,ei)lhfe/nai,λαμβάνω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,tou=,ὁ,article,e)mou=,ἐγώ,pronoun,th=s,ὁ,article,ei)s,εἰς,preposition,au(to\n,ἑαυτοῦ,pronoun,eu)noi/as,εὔνοια,noun,e)k,ἐκ,preposition,mikrou=,μικρός,adjective,paidi/ou,παίδιον,noun,teqramme/nos,τρέφω,verb,par',παρά,preposition,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marturou=si,μαρτύρομαι,verb,de\,δέ,particle,u(mi=n,σύ,pronoun,kai\,καί,conjunction,peri\,περί,preposition,th=s,ὁ,article,e)ggu/hs,ἐγγύα,noun,oi(,ἕ,pronoun,ei)do/tes,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,toi/nun,τοίνυν,particle,ta\,ὁ,article,i(era\,ἱερά,noun,o(,ὁ,article,path\r,πατήρ,noun,o(,ὁ,article,e)mo\s,ἐμός,adjective,to\n,ὁ,article,*)astu/filon,Ἀστύφιλος,proper,lto)/ntagt,,,pai=da,παῖς,adjective,h)=ge,ἄγω,verb,meq',μετά,preposition,e(autou=,ἑαυτοῦ,pronoun,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,e)me\,ἐγώ,pronoun,pantaxh=|,πανταχῆ,adverb,kai\,καί,conjunction,ei)s,εἰς,preposition,tou\s,ὁ,article,qia/sous,θίασος,noun,tou\s,ὁ,article,*(hrakle/ous,Ἡρακλέης,proper,e)kei=non,ἐκεῖνος,pronoun,au)to\n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)sh/gagen,εἰσάγω,verb,i(/na,ἵνα,conjunction,mete/xoi,μετέχω,verb,th=s,ὁ,article,koinwni/as,κοινωνία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,αὐτός,pronoun,u(mi=n,σύ,pronoun,oi(,ὁ,article,qiasw=tai,θιασώτης,noun,marturh/sousin,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,w(s,ὡς,conjunction,diekei/mhn,διάκειμαι,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)delfo/n,ἀδελφός,adjective,ske/yasqe,σκέπτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,sunetra/fhn,συντρέφω,verb,e)kei/nw|,ἐκεῖνος,pronoun,e)k,ἐκ,preposition,paidi/ou,παίδιον,noun,e)/peita,ἔπειτα,adverb,ou)de/pote,οὐδέποτε,adverb,dia/foros,διάφορος,adjective,e)geno/mhn,γίγνομαι,verb,a)ll',ἀλλά,adverb,h)spa/zeto/,ἀσπάζομαι,verb,me,ἐγώ,pronoun,w(s,ὡς,conjunction,i)/sasin,οἶδα,verb,oi(,ὁ,article,oi)kei=oi,οἰκεῖος,adjective,pa/ntes,πᾶς,adjective,oi(,ὁ,article,h(me/teroi,ἡμέτερος,adjective,kai\,καί,conjunction,oi(,ὁ,article,fi/loi,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(\s,ὅς,pronoun,bou/lomai,βούλομαι,verb,u(mi=n,σύ,pronoun,ma/rturas,μάρτυς,noun,a)nabiba/sai,ἀναβιβάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,a)\n,ἄν,particle,ou)=n,οὖν,particle,u(mi=n,σύ,pronoun,*)astu/filos,Ἀστύφιλος,proper,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou(/tw,οὕτως,adverb,me\n,μέν,particle,misw=n,μισέω,verb,*kle/wna,Κλέων,proper,tosau=ta,τοσοῦτος,adjective,d',δέ,particle,a)gaqa\,ἀγαθός,adjective,u(po\,ὑπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,tou=,ὁ,article,e)mou=,ἐγώ,pronoun,peponqw/s,πάσχω,verb,au)to\s,αὐτός,pronoun,tw=n,ὁ,article,e)xqrw=n,ἐχθρός,adjective,a)/n,ἄν,particle,tinos,τις,pronoun,u(o\n,υἱός,noun,poih/sasqai,ποιέω,verb,h)\,ἠέ,conjunction,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,dou=nai,δίδωμι,verb,tou\s,ὁ,article,eu)erge/tas,εὐεργέτης,noun,kai\,καί,conjunction,tou\s,ὁ,article,suggenei=s,συγγενεύς,noun,a)posterh/sas,ἀποστερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
