word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
ou(\s,ὅς,pronoun,su\,σύ,pronoun,nu=n,νῦν,adverb,diarrh/dhn,διαρρήδην,adverb,memartu/rhkas,μαρτυρέω,verb,gnhsi/ous,γνήσιος,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,klhrono/mous,κληρόνομος,noun,tw=n,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,toi/nun,τοίνυν,particle,w(s,ὡς,conjunction,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,a)nagi/gnwske,ἀναγιγνώσκω,verb,ta\s,ὁ,article,marturi/as,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tau=ta,οὗτος,pronoun,toi/nun,τοίνυν,particle,o(,ὁ,article,*filokth/mwn,Φιλοκτήμων,proper,trihrarxw=n,τριηραρχέω,verb,peri\,περί,preposition,*xi/on,Χίος,proper,a)poqnh/skei,ἀποθνήσκω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,polemi/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,*eu)kth/mwn,Εὐκτήμων,proper,u(/steron,ὕστερος,adjective,xro/nw|,χρόνος,noun,pro\s,πρός,preposition,tou\s,ὁ,article,khdesta\s,κηδεστής,adjective,ei)=pen,εἶπον,verb,o(/ti,ὅστις,pronoun,bou/loito,βούλομαι,verb,ta\,pro\s,πρός,preposition,to\n,ὁ,article,u(o/n,υἱός,noun,oi(,ἕ,pronoun,pepragme/na,πράσσω,verb,gra/yas,γράφω,verb,kataqe/sqai,κατατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,*fano/stratos,Φανόστρατος,proper,e)kplei=n,ἐκπλέω,verb,e)/melle,μέλλω,verb,trihrarxw=n,τριηραρχέω,verb,meta\,μετά,preposition,*timoqe/ou,Τιμόθεος,proper,kai\,καί,conjunction,h(,ὁ,article,nau=s,au)tw=|,αὐτός,pronoun,e)cw/rmei,ἐξορμάω,verb,*mounuxi/asi,Μουνυχίασι,adverb,kai\,καί,conjunction,o(,ὁ,article,khdesth\s,κηδεστής,adjective,*xaire/as,Χαιρέης,proper,parw\n,πάρειμι,verb,sunape/stellen,συναποστέλλω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,*eu)kth/mwn,Εὐκτήμων,proper,paralabw/n,παραλαμβάνω,verb,tinas,τις,pronoun,h(=ken,ἥκω,verb,ou(=,ἕ,pronoun,e)cw/rmei,ἐξορμάω,verb,h(,ὁ,article,nau=s,ναῦς,noun,kai\,καί,conjunction,gra/yas,diaqh/khn,διαθήκη,noun,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,ei)sh/gage,εἰσάγω,verb,to\n,ὁ,article,pai=da,παῖς,adjective,katati/qetai,κατατίθημι,verb,meta\,μετά,preposition,tou/twn,οὗτος,pronoun,para\,παρά,preposition,*puqodw/rw|,Πυθόδωρος,proper,*khfisiei=,Κηφισιεύς,proper,prosh/konti,προσήκω,verb,au(tw=|,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/ti,ὅστις,pronoun,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)x,οὐ,adverb,w(s,ὡς,conjunction,peri\,περί,preposition,gnhsi/wn,γνήσιος,adjective,e)/pratten,πράσσω,verb,*eu)kth/mwn,Εὐκτήμων,proper,o(\,*)androklh=s,Ἀνδροκλέης,proper,memartu/rhke,μαρτυρέω,verb,kai\,καί,conjunction,au)to\,αὐτός,pronoun,tou=to,οὗτος,pronoun,i(kano\n,ἱκανός,adjective,tekmh/rion,τεκμήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,ga\r,γάρ,particle,fu/sei,φύσις,noun,u(e/sin,υἱός,noun,au(tou=,ἑαυτοῦ,pronoun,ou)dei\s,οὐδείς,pronoun,ou)deno\s,οὐδείς,pronoun,e)n,ἐν,preposition,diaqh/kh|,διαθήκη,noun,gra/fei,γράφω,verb,do/sin,δόσις,noun,ou)demi/an,dio/ti,διότι,conjunction,o(,ὁ,article,no/mos,νόμος,noun,au)to\s,αὐτός,pronoun,a)podi/dwsi,ἀποδίδωμι,verb,tw=|,ὁ,article,u(ei=,υἱός,noun,ta\,ὁ,article,tou=,ὁ,article,patro\s,πατήρ,noun,kai\,καί,conjunction,ou)de\,οὐδέ,particle,diaqe/sqai,διατίθημι,verb,e)a=|,ἀίω,verb,o(/tw|,ὅστις,pronoun,a)\n,ἄν,particle,w)=si,εἰμί,verb,pai=des,παῖς,adjective,gnh/sioi,γνήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keime/nou,κεῖμαι,verb,de\,δέ,particle,tou=,ὁ,article,grammatei/ou,γραμματεῖον,noun,sxedo\n,σχεδόν,adverb,du/',δύη,adjective,e)/th,ἔτης,noun,kai\,καί,conjunction,tou=,ὁ,article,*xaire/ou,Χαιρέης,proper,teteleuthko/tos,τελευτάω,verb,u(popeptwko/tes,oi(/de,ὅδε,pronoun,th=|,ὁ,article,a)nqrw/pw|,ἄνθρωπος,noun,kai\,καί,conjunction,o(rw=ntes,ὁράω,verb,a)pollu/menon,ἀπόλλυμι,verb,to\n,ὁ,article,oi)=kon,οἶκος,noun,kai\,καί,conjunction,to\,ὁ,article,gh=ras,γῆρας,noun,kai\,καί,conjunction,th\n,ὁ,article,a)/noian,ἄνοια,noun,tou=,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,o(/ti,ὅστις,pronoun,ei)/h,ἀίω,verb,au)toi=s,αὐτός,pronoun,i(kanh\,ἱκανός,adjective,a)formh/,ἀφορμή,noun,sunepiti/qentai,συνεπιτίθημι,verb,,,,,,,,,,,,,,,,,ὑποπίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prw=ton,πρότερος,adjective,me\n,μέν,particle,pei/qousi,πείθω,verb,to\n,ὁ,article,*eu)kth/mona,Εὐκτήμων,proper,th\n,ὁ,article,me\n,μέν,particle,diaqh/khn,διαθήκη,noun,a)nelei=n,ἀναιρέω,verb,w(s,ὡς,conjunction,ou),xrhsi/mhn,χρήσιμος,adjective,ou)=san,εἰμί,verb,toi=s,ὁ,article,paisi/,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,ga\r,γάρ,particle,fanera=s,φανερός,adjective,ou)si/as,οὐσία,adjective,ou)de/na,οὐδείς,pronoun,ku/rion,κύριος,adjective,e)/sesqai,εἰμί,verb,teleuth/santos,τελευτάω,verb,*eu)kth/monos,Εὐκτήμων,proper,a)/llon,ἄλλος,adjective,h)\,ἠέ,conjunction,ta\s,qugate/ras,θυγάτηρ,adjective,kai\,καί,conjunction,tou\s,ὁ,article,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,gegono/tas,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,a)podo/meno/s,ἀποδίδωμι,verb,ti,τις,pronoun,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,a)rgu/rion,ἀργύριον,adjective,katali/poi,καταλιμπάνω,verb,tou=to,οὗτος,pronoun,bebai/ws,βέβαιος,adjective,e(/cein,ἔχω,verb,au)tou/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/sas,ἀκέω,verb,d',δέ,particle,o(,ὁ,article,*eu)kth/mwn,Εὐκτήμων,proper,eu)qu\s,εὐθύς,adverb,a)ph/|tei,ἀπαιτέω,verb,to\n,ὁ,article,*puqo/dwron,Πυθόδωρος,proper,to\,ὁ,article,grammatei=on,γραμματεῖον,noun,kai\,καί,conjunction,prosekale/sato,ei)s,εἰς,preposition,e)mfanw=n,ἐμφανής,adjective,kata/stasin,κατάστασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσκαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katasta/ntos,καθίστημι,verb,de\,δέ,particle,e)kei/nou,ἐκεῖνος,pronoun,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,e)/legen,λέγω,verb,o(/ti,ὅστις,pronoun,bou/loit',βούλομαι,verb,a)nele/sqai,ἀναιρέω,verb,th\n,ὁ,article,diaqh/khn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διαθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,d',δέ,particle,o(,ὁ,article,*puqo/dwros,Πυθόδωρος,proper,e)kei/nw|,ἐκεῖνος,pronoun,me\n,μέν,particle,kai\,καί,conjunction,tw=|,ὁ,article,*fanostra/tw|,Φανόστρατος,proper,paro/nti,πάρειμι,verb,w(molo/gei,ὁμολογέω,verb,a)nairei=n,tou=,ὁ,article,de\,δέ,particle,*xaire/ou,Χαιρέης,proper,tou=,ὁ,article,sugkataqeme/nou,συγκατατίθημι,verb,quga/thr,θυγάτηρ,adjective,h)=n,εἰμί,verb,mi/a,εἷς,adjective,h(=s,ὅς,pronoun,e)peidh\,ἐπεί,conjunction,ku/rios,κῦρος,noun,katastai/h,καθίστημι,verb,to/te,τότε,adverb,h)ci/ou,ἀξιόω,verb,a)nelei=n,ἀναιρέω,verb,kai\,καί,conjunction,o(,ὁ,article,a)/rxwn,ἄρχων,noun,ou(/tws,οὕτως,adverb,e)gi/gnwske,γιγνώσκω,verb,diomologhsa/menos,διομολογέω,verb,o(,ὁ,article,*eu)kth/mwn,e)nanti/on,ἐναντίος,adjective,tou=,ὁ,article,a)/rxontos,ἄρχων,noun,kai\,καί,conjunction,tw=n,ὁ,article,ἀναιρέω,verb,Εὐκτήμων,proper,pare/drwn,πάρεδρος,adjective,kai\,καί,conjunction,poihsa/menos,ποιέω,verb,pollou\s,πολύς,adjective,ma/rturas,μάρτυς,noun,w(s,ὡς,conjunction,ou)ke/t',οὐκέτι,adverb,au)tw=|,αὐτός,pronoun,ke/oito,κέω,verb,h(,ὁ,article,diaqh/kh,διαθήκη,noun,w)/|xeto,οἴχομαι,verb,a)piw/n,ἄπειμι,verb,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)n,ἐν,preposition,pa/nu,πάνυ,adverb,o)li/gw|,ὀλίγος,adjective,xro/nw|,χρόνος,noun,ou(=per,οὗπερ,adverb,e(/neka,ἕνεκα,preposition,ou(=toi,οὗτος,pronoun,lu=sai,λύω,verb,au)to\n,αὐτός,pronoun,e)/peisan,ἐφίζω,verb,a)podi/dotai,a)gro\n,ἀγρός,noun,me\n,μέν,particle,*)aqmonoi=,,,pe/nte,πέντε,adverb,kai\,καί,conjunction,e(bdomh/konta,ἑβδομήκοντα,verb,mnw=n,μνᾶ,noun,*)antifa/nei,Ἀντιφάνης,proper,to\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,*shraggi/w|,σηράγγιον,noun,balanei=on,βαλανεῖον,noun,trisxili/wn,τρισχίλιοι,adjective,*)aristolo/xw|,Ἀριστόλοχος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)ki/an,οἰκία,noun,de\,δέ,particle,e)n,ἐν,preposition,a)/stei,ἄστυ,noun,tetta/rwn,τέσσαρες,noun,kai\,καί,conjunction,tessara/konta,τεσσαράκοντα,adjective,mnw=n,μνᾶ,noun,u(pokeime/nhn,ὑπόκειμαι,verb,a)pe/luse,ἀπολύω,verb,tw=|,ὁ,article,i(erofa/nth|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱεροφάντης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,ai)=gas,αἴξ,adjective,a)pe/doto,ἀποδίδωμι,verb,su\n,σύν,preposition,tw=|,ὁ,article,ai)po/lw|,αἴπολος,noun,triw=n,τρεῖς,noun,kai\,καί,conjunction,de/ka,δέκα,verb,mnw=n,μνᾶ,noun,kai\,zeu/gh,ζεῦγος,noun,du/o,δύο,adjective,o)rika/,ὀρικός,adjective,to\,ὁ,article,me\n,μέν,particle,o)ktw\,ὀκτώ,adverb,mnw=n,μνᾶ,noun,to\,ὁ,article,de\,δέ,particle,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,pentakosi/wn,πεντακόσιοι,adjective,draxmw=n,δραχμή,noun,kai\,καί,conjunction,dhmiourgou\s,δημιουργός,noun,o(/soi,ὅσος,adjective,h)=san,εἰμί,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/mpanta,σύμπας,adjective,de\,δέ,particle,plei/onos,πλείων,verb,h)\,ἠέ,conjunction,triw=n,τρεῖς,noun,tala/ntwn,τάλαντον,noun,a(\,ὅς,pronoun,e)pra/qh,πιπράσκω,verb,dia\,διά,preposition,taxe/wn,τάχος,adjective,pa/nu,πάνυ,adverb,teleuth/santos,*filokth/monos,Φιλοκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=q',οὗτος,pronoun,o(/ti,ὅστις,pronoun,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,kaq',κατά,preposition,e(/kaston,ἕκαστος,adjective,u(mi=n,σύ,pronoun,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,prw=ton,πρότερος,adjective,kalw=,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,dh\,δή,particle,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,ei)=xe,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,tw=n,ὁ,article,u(poloi/pwn,ὑπόλοιπος,adjective,eu)qu\s,εὐθύς,adverb,e)pebou/leuon,ἐπιβουλεύω,verb,kai\,καί,conjunction,pa/ntwn,πᾶς,adjective,deino/taton,δεινός,adjective,pra=gma,πρᾶγμα,noun,kateskeu/asan,κατασκευάζω,verb,w(=|,a)/cio/n,ἄξιος,adjective,e)sti,εἰμί,verb,prose/xein,προσέχω,verb,to\n,ὁ,article,nou=n,νόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=ntes,ὁράω,verb,ga\r,γάρ,particle,to\n,ὁ,article,*eu)kth/mona,Εὐκτήμων,proper,komidh=|,κομιδῇ,adverb,a)peirhko/ta,ἀπεῖπον,verb,u(po\,ὑπό,preposition,gh/rws,γῆρας,noun,kai\,καί,conjunction,ou)d',οὐδέ,particle,lte)kgt,,,th=s,kli/nhs,κλίνη,noun,a)ni/stasqai,ἀνίστημι,verb,duna/menon,δύναμαι,verb,e)sko/poun,σκοπάω,verb,o(/pws,ὅπως,conjunction,kai\,καί,conjunction,teleuth/santos,τελευτάω,verb,e)kei/nou,ἐκεῖνος,pronoun,di',διά,preposition,au(tw=n,ἑαυτοῦ,pronoun,e)/soito,εἰμί,verb,h(,ὁ,article,ou)si/a,οὐσία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/,τίς,pronoun,poiou=sin,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pogra/fousi,ἀπογράφω,verb,tw\,ὁ,article,pai=de,παῖς,adjective,tou/tw,οὗτος,pronoun,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,w(s,ὡς,conjunction,ei)spoih/tw,εἰσποίητος,adjective,toi=s,ὁ,article,tou=,ὁ,article,*eu)kth/monos,u(e/si,υἱός,noun,toi=s,ὁ,article,teteleuthko/sin,τελευτάω,verb,e)pigra/yantes,ἐπιγράφω,verb,sfa=s,σφεῖς,pronoun,au)tou\s,αὐτός,pronoun,e)pitro/pous,ἐπίτροπος,adjective,kai\,καί,conjunction,misqou=n,μισθόω,verb,e)ke/leuon,κελεύω,verb,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,tou\s,ὁ,article,oi)/kous,οἶκος,noun,w(s,ὡς,conjunction,o)rfanw=n,ὀρφανός,adjective,o)/ntwn,εἰμί,verb,o(/pws,ὅπως,conjunction,e)pi\,ἐπί,preposition,toi=s,ὁ,article,tou/twn,οὗτος,pronoun,o)no/masi,ὄνομα,adjective,ta\,me\n,μέν,particle,misqwqei/h,μισθόω,verb,th=s,ὁ,article,ou)si/as,οὐσία,adjective,ta\,ὁ,article,Εὐκτήμων,proper,ὁ,article,de\,δέ,particle,a)potimh/mata,ἀποτίμημα,noun,katastaqei/h,καθίστημι,verb,kai\,καί,conjunction,o(/roi,ὅρος,adjective,teqei=en,τίθημι,verb,zw=ntos,ζάω,verb,e)/ti,ἔτι,adverb,tou=,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,misqwtai\,μισθωτής,noun,de\,δέ,particle,au)toi\,αὐτός,pronoun,geno/menoi,γίγνομαι,verb,ta\s,ὁ,article,proso/dous,πρόσοδος,noun,lamba/noien,λαμβάνω,verb,,,,,,
kai\,καί,conjunction,e)peidh\,ἐπεί,conjunction,prw=ton,πρότερος,adjective,ta\,ὁ,article,dikasth/ria,δικαστήριον,noun,e)plhrw/qh,πληρόω,verb,o(,ὁ,article,me\n,μέν,particle,a)/rxwn,ἄρχων,noun,proekh/rutten,προκηρύσσω,verb,oi(,ἕ,pronoun,d',e)misqou=nto,μισθόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parageno/menoi,παραγίγνομαι,verb,de/,δέ,particle,tines,τις,pronoun,e)cagge/llousi,ἐξαγγέλλω,verb,toi=s,ὁ,article,oi)kei/ois,οἰκεῖος,adjective,th\n,ὁ,article,e)piboulh/n,ἐπιβουλή,noun,kai\,καί,conjunction,e)lqo/ntes,ἔρχομαι,verb,e)dh/lwsan,δηλόω,verb,to\,pra=gma,πρᾶγμα,noun,toi=s,ὁ,article,dikastai=s,δικαστής,noun,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,a)pexeiroto/nhsan,ἀποχειροτονέω,verb,oi(,ὁ,article,dikastai\,δικαστής,noun,mh\,μή,conjunction,misqou=n,μισθόω,verb,tou\s,ὁ,article,oi)/kous,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
