word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
kai\,καί,conjunction,ga\r,γάρ,particle,i(/na,ἵνα,conjunction,xarisai/mhn,χαρίζομαι,verb,e)kei/nw|,ἐκεῖνος,pronoun,katoikisa/menos,κατοικίζω,verb,e)n,ἐν,preposition,*troizh=ni,Τροιζήν,proper,toiau/tais,τοιοῦτος,adjective,e)xrhsa/mhn,χράω,verb,sumforai=s,συμφορά,noun,w(=n,ou)de/pot',οὐδέποτε,adverb,a)\n,ἄν,particle,e)pilaqe/sqai,ἐπιλανθάνομαι,verb,dunhqei/hn,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ou)de\,οὐδέ,particle,tou=q',οὗτος,pronoun,e(/cousin,ἔχω,verb,ei)pei=n,εἶπον,verb,w(s,ὡς,conjunction,eu)=,εὖ,adverb,me\n,μέν,particle,pra/ttontos,πράσσω,verb,*qrasulo/xou,,,pa/nta,tau=q',οὗτος,pronoun,u(pe/menon,ὑφίημι,verb,dustuxh/santa,δυστυχέω,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,a)pe/lipon,ἀπολείπω,verb,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,ga\r,γάρ,particle,tou/tois,οὗτος,pronoun,e)/ti,ἔτι,adverb,safe/steron,σαφής,adverb,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,e)nepedeica/mhn,,,th\n,ὁ,article,eu)/noian,εὔνοια,noun,h(\n,ei)=xon,ἔχω,verb,ei)s,εἰς,preposition,e)kei=non,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,ga\r,γάρ,particle,ei)s,εἰς,preposition,*ai)/ginan,Αἴγινα,proper,katoikisa/menos,κατοικίζω,verb,h)sqe/nhse,ἀσθενέω,verb,tau/thn,οὗτος,pronoun,th\n,ὁ,article,no/son,νόσος,noun,e)c,ἐκ,preposition,h(=sper,ὅς,pronoun,a)pe/qanen,ou(/tws,οὕτως,adverb,au)to\n,αὐτός,pronoun,e)qera/peusa,θεραπεύω,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/stis,ὅστις,pronoun,pw/poq',πώποτε,adverb,e(/teros,ἕτερος,adjective,e(/teron,ἕτερος,adjective,to\n,ὁ,article,me\n,μέν,particle,ἀποθνήσκω,verb,plei=ston,πλεῖστος,adjective,tou=,ὁ,article,xro/nou,χρόνος,noun,ponhrw=s,πονηρός,adjective,me\n,μέν,particle,e)/xonta,ἔχω,verb,periie/nai,περεῖμι,verb,d',δέ,particle,e)/ti,ἔτι,adverb,duna/menon,δύναμαι,verb,e(\c,ἕξ,adjective,mh=nas,μείς,adjective,de\,δέ,particle,sunexw=s,συνεχής,adverb,e)n,ἐν,preposition,th=|,ὁ,article,kli/nh|,κλίνη,noun,kei/menon,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,talaipwriw=n,ταλαιπωρία,noun,ou)dei\s,οὐδείς,pronoun,tw=n,ὁ,article,suggenw=n,συγγενής,adverb,metasxei=n,μετέχω,verb,h)ci/wsen,ἀξιόω,verb,a)ll',ἀλλά,adverb,ou)d',οὐδέ,particle,e)piskeyo/menos,a)fi/keto,ἀφικνέομαι,verb,plh\n,πλήν,preposition,th=s,ὁ,article,mhtro\s,μήτηρ,noun,kai\,καί,conjunction,th=s,ὁ,article,a)delfh=s,ἀδελφή,noun,ai(\,ὅς,pronoun,ple/on,πλέος,adjective,qa/teron,ἕτερος,adjective,e)poi/hsan,ποιέω,verb,,,,ἐπισκέπτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)sqenou=sai,ἀσθενέω,verb,ga\r,γάρ,particle,h)=lqon,ἔρχομαι,verb,e)k,ἐκ,preposition,*troizh=nos,Τροιζήν,proper,w(/st',ὥστε,conjunction,au)tai\,αὐτός,pronoun,qerapei/as,θεραπεία,noun,e)de/onto,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,e)gw/,ἐγώ,pronoun,toiou/twn,τοιοῦτος,adjective,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,peri\,περί,preposition,au)to\n,αὐτός,pronoun,gegenhme/nwn,γίγνομαι,verb,ou)k,οὐ,adverb,a)pei=pon,ἀπεῖπον,verb,ou)d',a)pe/sthn,ἀφίστημι,verb,a)ll',ἀλλά,adverb,e)nosh/leuon,νοσηλεύω,verb,au)to\n,αὐτός,pronoun,meta\,μετά,preposition,paido\s,παῖς,adjective,e(no/s,εἷς,adjective,,,,,,,,,,,,,,,,οὐδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,ou)dei\s,οὐδείς,pronoun,u(pe/meinen,ὑπομένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,fu/sei,φύσις,noun,xalepo\s,χαλεπός,adjective,w)\n,εἰμί,verb,e)/ti,ἔτι,adverb,duskolw/teron,δύσκολος,adjective,dia\,διά,preposition,th\n,ὁ,article,no/son,νόσος,noun,die/keito,διάκειμαι,verb,w(/st',ou)k,οὐ,adverb,e)kei/nwn,ἐκεῖνος,pronoun,a)/cion,ἄξιος,adjective,qauma/zein,θαυμάζω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,pare/menon,παραμένω,verb,a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,o(/pws,ὅπως,conjunction,e)gw\,ἐγώ,pronoun,ὥστε,conjunction,toiau/thn,τοιοῦτος,adjective,no/son,νόσος,noun,qerapeu/wn,θεραπεύω,verb,a)ntarkei=n,ἀνταρκέω,verb,h)duna/mhn,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,e)/mpuos,ἔμπυος,adjective,me\n,μέν,particle,h)=n,εἰμί,verb,polu\n,πολύς,adjective,xro/non,χρόνος,noun,e)k,ἐκ,preposition,de\,δέ,particle,th=s,ὁ,article,kli/nhs,κλίνη,noun,ou)k,οὐ,adverb,h)du/nato,kinei=sqai,κινέω,verb,toiau=ta,τοιοῦτος,adjective,d',δέ,particle,e)/pasxen,πάσχω,verb,w(/sq',ὥστε,conjunction,h(ma=s,ἐγώ,pronoun,mhdemi/an,μηδείς,pronoun,h(me/ran,ἡμέρα,noun,a)dakru/tous,ἀδάκρυτος,adjective,dia/gein,διάγω,verb,a)lla\,ἀλλά,adverb,qrhnou=ntes,θρηνέω,verb,δύναμαι,verb,dietelou=men,διατελέω,verb,kai\,καί,conjunction,tou\s,ὁ,article,po/nous,πόνος,noun,tou\s,ὁ,article,a)llh/lwn,ἀλλήλων,pronoun,kai\,καί,conjunction,th\n,ὁ,article,fugh\n,φυγή,noun,kai\,καί,conjunction,th\n,ὁ,article,e)rhmi/an,ἐρημία,noun,th\n,ὁ,article,h(mete/ran,ἡμέτερος,adjective,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=t',οὗτος,pronoun,ou)de/na,οὐδείς,pronoun,xro/non,χρόνος,noun,die/leipen,διαλείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,a)pelqei=n,ἀπέρχομαι,verb,oi(=o/n,οἷος,adjective,t',τε,particle,h)=n,εἰμί,verb,h)\,ἠέ,conjunction,dokei=n,δοκέω,verb,a)melei=n,ἀμελέω,verb,o(/,ὅς,pronoun,moi,ἐγώ,pronoun,polu\,deino/teron,δεινός,adjective,h)=n,εἰμί,verb,tw=n,ὁ,article,kakw=n,κακός,adjective,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)boulo/mhn,βούλομαι,verb,d',δέ,particle,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,oi(=o/s,οἷος,adjective,t',τε,particle,ei)=nai,εἰμί,verb,poih=sai,ποιέω,verb,fanero\n,φανερός,adjective,oi(=os,οἷος,adjective,peri\,περί,preposition,au)to\n,e)geno/mhn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,ga\r,γάρ,particle,ou)d',οὐδέ,particle,a)\n,ἄν,particle,th\n,ὁ,article,fwnh\n,φωνή,noun,u(ma=s,σύ,pronoun,a)nasxe/sqai,ἀνέχω,verb,tw=n,ὁ,article,a)ntidi/kwn,ἀντίδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,ta\,ὁ,article,xalepw/tata,χαλεπός,adjective,tw=n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,qerapei/a|,θεραπεία,noun,kai\,καί,conjunction,dusxere/stata,δυσχερής,adverb,kai\,καί,conjunction,po/nous,a)hdesta/tous,ἀηδής,adjective,e)/xonta,ἔχω,verb,kai\,καί,conjunction,plei/sths,πλεῖστος,adjective,e)pimelei/as,ἐπιμέλεια,noun,dehqe/nt',δέω,verb,ou)k,οὐ,adverb,eu)dih/ght',εὐδιήγητος,adjective,e)sti/n,εἰμί,verb,,,,,,,,,,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,u(mei=s,σύ,pronoun,au)toi\,αὐτός,pronoun,skopei=te,σκοπάω,verb,meta\,μετά,preposition,po/swn,πόσος,adjective,a)/n,ἄν,particle,tis,τις,pronoun,a)grupniw=n,ἀγρυπνία,noun,kai\,καί,conjunction,talaipwriw=n,ταλαιπωρία,noun,toiou=ton,no/shma,νόσημα,noun,tosou=ton,τοσοῦτος,adjective,xro/non,χρόνος,noun,qerapeu/seien,θεραπεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,ou(/tw,οὕτως,adverb,kakw=s,κακός,adjective,diete/qhn,διατίθημι,verb,w(/sq',ὥστε,conjunction,o(/soi,ὅσος,adjective,per,πέρ,particle,ei)sh=lqon,εἰσέρχομαι,verb,tw=n,ὁ,article,fi/lwn,e)/fasan,φημί,verb,dedie/nai,δείδω,verb,mh\,μή,conjunction,ka)gw\,ἐγώ,pronoun,prosapo/lwmai,προσαπόλλυμι,verb,kai\,καί,conjunction,sunebou/leuo/n,συμβουλεύω,verb,moi,ἐγώ,pronoun,fula/ttesqai,φυλάσσω,verb,le/gontes,λέγω,verb,w(s,ὡς,conjunction,oi(,ὁ,article,φίλος,adjective,plei=stoi,πλεῖστος,adjective,tw=n,ὁ,article,qerapeusa/ntwn,θεραπεύω,verb,tau/thn,οὗτος,pronoun,th\n,ὁ,article,no/son,νόσος,noun,au)toi\,αὐτός,pronoun,prosdiefqa/rhsan,προσδιαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
