word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/18/lemma/@_entry,word/18/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS,word/72/@_form,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS
*rofh/mata,,,de\,δέ,particle,e(/ws,a)\n,ἄν,particle,e)/cw,ἔξω,adverb,tw=n,ὁ,article,krisi/mwn,κρίσιμος,adjective,ge/nhtai,γίγνομαι,verb,mh\,μή,conjunction,di/dou,δίδημι,verb,,,,,,,,,,,,,,,,,,,ἕως,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,ai(=ma,αἷμα,noun,e)k,tw=n,ὁ,article,*rinw=n,,,*ruh=|,,,lu/etai,λύω,verb,to\,ὁ,article,pa/qos,πάθος,adjective,kh)\n,ἐν,preposition,i(drw=tes,ἱδρώς,noun,e)pige/nwntai,ἐπιγίγνομαι,verb,kritikoi\,κριτικός,adjective,gnh/sioi,γνήσιος,adjective,met',μετά,preposition,ou)/rwn,οὖρον,noun,ἐκ,preposition,leukw=n,λευκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paxe/wn,πάχος,adjective,kai\,καί,conjunction,lei/wn,u(fistame/nwn,ὑφίστημι,verb,kh)\n,ἐν,preposition,a)po/sthma/,ἀπόστημα,noun,pou,πού,adverb,ge/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,λείων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,a)/neu,tou/twn,οὗτος,pronoun,luqh=|,λύω,verb,u(postrofh\,ὑποστροφή,noun,pa/lin,πάλιν,adverb,e)/stai,εἰμί,verb,th=s,ὁ,article,a)r)*rwsti/hs,,,h)\,ἠέ,conjunction,i)sxi/wn,ἴσχιον,noun,h)\,ἠέ,conjunction,skele/wn,σκέλλω,verb,a)/lghma,ἄλγημα,noun,cumbh/setai,συμβαίνω,verb,ἄνευ,preposition,kai\,καί,conjunction,ptu/setai,πτύω,verb,paxe/a,h)\n,ἐάν,conjunction,παχύς,adjective,me/llh|,μέλλω,verb,u(gih\s,ὑγιής,adverb,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kau/sou,καῦσος,noun,ge/nos,γένος,noun,a)/llo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koili/h,κοιλία,noun,u(pa/gousa,ὑπάγω,verb,di/yhs,mesth\,μεστός,adjective,glw=ssa,γλῶσσα,noun,trhxei/h,,,chrh\,ξηρός,adjective,a(lukw/dhs,ἁλυκώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,δίψα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/rwn,οὖρον,noun,a)po/lhyis,ἀπόληψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)krwth/ria,ἀκρωτήριον,noun,e)yugme/na,ψύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,toiou/tw|,τοιοῦτος,adjective,h)\n,mh\,μή,conjunction,ai(=ma,αἷμα,noun,e)k,ἐκ,preposition,*rinw=n,,,*ruh=|,,,h)\,ἠέ,conjunction,a)po/sthma,ἀπόστημα,noun,peri\,περί,preposition,tra/xhlon,τράχηλος,noun,ge/nhtai,γίγνομαι,verb,h)\,ἠέ,conjunction,skele/wn,σκέλλω,verb,a)/lghma,ἄλγημα,noun,ἐάν,conjunction,kai\,καί,conjunction,ptu/smata,πτύσμα,noun,paxe/a,ptu/sh|tau=ta,,,παχύς,adjective,de\,δέ,particle,custa/shs,συνίστημι,verb,th=s,ὁ,article,koili/hs,κοιλία,noun,gi/gnetai,γίγνομαι,verb,h)\,ἠέ,conjunction,i)sxi/ou,ἴσχιον,noun,o)du/nh,ὀδύνη,noun,h)\,ἠέ,conjunction,ai)doi/ou,αἰδοῖος,adjective,peli/wma),πελίωμα,noun,ou),οὐ,adverb,kri/netai,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o)/rxis,ὄρχις,noun,e)ntaqei\s,kritiko/n,κριτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐντείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rofh/mata,,,e)pispastika\,ἐπισπαστικός,adjective,di/dou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δίδημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,o)ce/a,pa/qea,πάθος,adjective,flebotomh/seis,φλεβοτόμησις,noun,h)\n,ἐάν,conjunction,i)sxuro\n,ἰσχυρός,adjective,fai/nhtai,φαίνω,verb,to\,ὁ,article,nou/shma,,,kai\,καί,conjunction,oi(,ἕ,pronoun,e)/xontes,ἔχω,verb,a)kma/zwsi,ἀκμάζω,verb,th=|,ὁ,article,h(liki/h|,ἡλικία,noun,ὀξύς,adjective,kai\,καί,conjunction,*rw/mh,,,parh=|,au)te/oisin,,,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ou)=n,su/nagxos,σύναγχος,noun,h)=|,εἰμί,verb,e)kleiktoi=sin,ἐκλεικτόν,noun,a)naka/qaire,ἀνακαθαίρω,verb,ei)/t',εἴτε,adverb,a)/llo,ἄλλος,adjective,ti,τις,pronoun,tw=n,ὁ,article,pleuritikw=n,πλευριτικός,adjective,,,,,,,,,,,,,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,a)sqene/steroi,fai/nwntai,φαίνω,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,plei/w,πλέως,adjective,tou=,ὁ,article,ai(/matos,αἷμα,noun,a)fe/lh|s,ἀφαιρέω,verb,klusmw=|,κλυσμός,noun,kata\,κατά,preposition,th\n,ὁ,article,koili/hn,κοιλία,noun,xre/esqai,χράομαι,verb,dia\,διά,preposition,ἀσθενής,adjective,tri/ths,τρίτος,adjective,h(me/rhs,ἡμέρα,noun,e(/ws,a)\n,ἄν,particle,ἕως,conjunction,e)n,ἐν,preposition,a)sfalei/h|,ἀσφάλεια,noun,ge/noito,γίγνομαι,verb,o(,ὁ,article,nose/wn,νοσέω,verb,kai\,καί,conjunction,limw=|,λιμός,noun,ei),εἰ,conjunction,xrh/|zoi,χρῄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flegmai/nonta,φλεγμαίνω,verb,u(poxo/ndria,ὑποχόνδριος,adjective,mh\,pneuma/twn,πνεῦμα,noun,a)polh/yei,ἀπολαμβάνω,verb,frenw=n,φρήν,noun,e)nta/sies,ἔντασις,noun,h)\,ἠέ,conjunction,pneuma/twn,πνεῦμα,noun,prosta/sies,πρόστασις,noun,o)rqopnoi/hs,ὀρθόπνοια,noun,chrh=s,ξηρά,noun,oi(=si,ὅς,pronoun,mh\,μή,conjunction,pu=on,,,u(/pestin,ὕπειμι,verb,μή,conjunction,a)lla\,ἀλλά,adverb,u(po\,ὑπό,preposition,pneu/matos,a)polh/yios,ἀπόληψις,noun,πνεῦμα,noun,ta\,ὁ,article,paqh/mata,πάθημα,noun,tau=ta,οὗτος,pronoun,u(pogi/gnetai,ὑπογίγνομαι,verb,ma/lista,μάλιστα,adverb,de\,δέ,particle,h(/patos,ἥπατος,noun,periwduni/ai,περιωδυνία,noun,kai\,καί,conjunction,splhno\s,σπλήν,noun,bare/a,βαρύς,adjective,kai\,καί,conjunction,a)/llai,ἄλλος,adjective,flegmasi/ai,φλεγμασία,noun,te,τε,particle,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,frenw=n,φρήν,noun,periwduni/ai,περιωδυνία,noun,kai\,καί,conjunction,custrofai\,συστροφή,noun,noushma/twn,ou),οὐ,adverb,du/nantai,δύναμαι,verb,lu/esqai,λύω,verb,h)/n,ἐάν,conjunction,tis,τις,pronoun,prw=ton,πρότερος,adjective,e)pixeire/h|,ἐπιχειρέω,verb,farmakeu/ein,φαρμακεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,flebotomi/h,φλεβοτομία,noun,tw=n,toiw=nde,τοιόσδε,adjective,h(gemoniko/n,ἡγεμονικός,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,de\,δέ,particle,e)pi\,klusmo\n,κλυσμός,noun,h)\n,ἐάν,conjunction,mh\,μή,conjunction,me/ga,μέγας,adverb,kai\,καί,conjunction,i)sxuro\n,ἰσχυρός,adjective,to\,ὁ,article,nou/shma,,,h)=|,εἰμί,verb,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,kai\,καί,conjunction,u(/steron,ὕστερος,adjective,farmakei/hs,φαρμάκεια,noun,dei=,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/etai,δέομαι,verb,de\,δέ,particle,a)sfalei/hs,kai\,καί,conjunction,metrio/thtos,μετριότης,noun,meta\,μετά,preposition,farmakei/hs,φαρμάκεια,noun,flebotomi/h,φλεβοτομία,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἀσφάλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soi,ὁπόσος,adjective,de\,δέ,particle,ta\,flegmai/nonta,φλεγμαίνω,verb,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,tw=n,ὁ,article,nou/swn,νόσος,noun,eu)qe/ws,εὐθύς,adverb,e)pixeire/ousi,ἐπιχειρέω,verb,lu/ein,λύω,verb,farmakei/h|,φαρμάκεια,noun,tou=,ὁ,article,me\n,μέν,particle,cuntetame/nou,συντείνω,verb,kai\,καί,conjunction,ὁ,article,flegmai/nontos,φλεγμαίνω,verb,ou)de\n,οὐδείς,pronoun,a)faire/ousin,,,,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)ndidoi=,w)mo\n,ὠμός,adjective,e)o\n,εἰμί,verb,to\,ὁ,article,pa/qos,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐνδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,a)nte/xonta,tw=|,ὁ,article,noush/mati,,,kai\,καί,conjunction,u(gieina\,ὑγιεινός,adjective,cunth/kousin,συντήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἀντέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)sqene/os,ἀσθενής,adjective,de\,δέ,particle,tou=,sw/matos,σῶμα,adjective,genome/nou,γίγνομαι,verb,to\,ὁ,article,nou/shma,,,e)pikrate/ei,ἐπικρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,de\,δέ,particle,to\,nou/shma,,,e)pikrath/sh|,ἐπικρατέω,verb,tou=,ὁ,article,sw/matos,σῶμα,adjective,to\,ὁ,article,toio/nde,τοιόσδε,adjective,a)nih/tws,ἀνίατος,adjective,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
