word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS
h)\,ἠέ,conjunction,kaqa/per,καθά,adverb,h(,ὁ,article,meshmbri/a,μεσημβρία,noun,pe/ras,πέρας,noun,e)sti\,εἰμί,verb,toi=s,ὁ,article,polloi=s,πολύς,adjective,tou=,ὁ,article,ta\,ὁ,article,dhmo/sia,δημόσιος,adjective,kai\,καί,conjunction,spoudai=a,σπουδαῖος,adjective,pra/ttein,πράσσω,verb,ou(/tws,οὕτως,adverb,a)rxh\n,ἀρχή,noun,e)/doce,δοκέω,verb,poiei=sqai,ποιέω,verb,to\,ὁ,article,mesonu/ktion,μεσονύκτιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tekmh/rion,τεκμήριον,noun,de\,δέ,particle,tou/tou,οὗτος,pronoun,me/ga,μέγας,adverb,to\,ὁ,article,mh\,μή,conjunction,poiei=sqai,ποιέω,verb,*(rwmai=on,,,a)/rxonta,ἄρχων,noun,sunqh/kas,συνθήκη,noun,mhd',μηδέ,particle,o(mologi/as,ὁμολογία,noun,meta\,μετά,preposition,me/son,μέσος,adjective,h(me/ras,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,du/sei,δύσις,adjective,me\n,μέν,particle,kai\,καί,conjunction,a)natolh=|,ἀνατολή,adjective,lamba/nein,λαμβάνω,verb,a)rxh\n,ἀρχή,noun,h(me/ras,ἡμέρα,noun,kai\,καί,conjunction,teleuth\n,τελευτή,noun,ou),οὐ,adverb,dunato/n,δυνατός,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,me\n,μέν,particle,ga/r,γάρ,particle,oi(,ὁ,article,polloi\,πολύς,adjective,th=|,ὁ,article,ai)sqh/sei,αἴσθησις,noun,diori/zousin,διορίζω,verb,h(me/ras,ἡμέρα,noun,me\n,μέν,particle,a)rxh\n,ἀρχή,noun,th\n,ὁ,article,prw/thn,πρότερος,adjective,a)na/sxesin,ἀνάσχεσις,noun,tou=,ὁ,article,h(li/ou,ἥλιος,noun,nukto\s,νύξ,adjective,de\,δέ,particle,th\n,ὁ,article,teleutai/an,τελευταῖος,adjective,a)po/kruyin,ἀπόκρυψις,noun,lamba/nontes,λαμβάνω,verb,ou)x,οὐ,adverb,e(/comen,ἔχω,verb,i)shmeri/an,ἰσημερία,noun,a)ll',ἀλλά,adverb,h(\n,ὅς,pronoun,ma/lista,μάλιστα,adverb,th=|,ὁ,article,h(me/ra|,ἡμέρα,noun,nu/kta,νύξ,adjective,parisou=sqai,παρισόομαι,verb,dokou=men,δοκέω,verb,au(/th,οὗτος,pronoun,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,e)la/ttwn,ἐλάσσων,adjective,fanei=tai,φαίνω,verb,tw=|,ὁ,article,tou=,ὁ,article,h(li/ou,ἥλιος,noun,mege/qei,μέγεθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,au)=,αὖ,interjection,pa/lin,πάλιν,adverb,oi(,ὁ,article,maqhmatikoi\,μαθηματικός,adjective,tau/thn,οὗτος,pronoun,i)w/menoi,ἰάομαι,verb,th\n,ὁ,article,a)topi/an,ἀτοπία,noun,ti/qentai,τίθημι,verb,to\,ὁ,article,tou=,ὁ,article,h(li/ou,ἥλιος,noun,ke/ntron,κέντρον,noun,o(/tan,ὅταν,conjunction,a(/yhtai,ἅπτω,verb,tou=,ὁ,article,o(ri/zontos,ὁρίζων,noun,h(me/ras,ἡμέρα,noun,diorismo\n,διόρισις,noun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,nukto/s,νύξ,adjective,a)nai/resi/s,ἀναίρεσις,noun,e)sti,εἰμί,verb,th=s,ὁ,article,e)nargei/as,ἐνάργεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbh/setai,συμβαίνω,verb,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,pollou=,πολύς,adjective,fwto\s,φάος,adjective,u(pe\r,ὑπέρ,preposition,gh=n,γῆ,noun,o)/ntos,εἰμί,verb,kai\,καί,conjunction,tou=,ὁ,article,h(li/ou,ἥλιος,noun,katala/mpontos,καταλάμπω,verb,h(ma=s,ἐγώ,pronoun,mhde/pw,μηδέπω,adverb,h(me/ran,ἡμέρα,noun,o(mologei=n,ὁμολογέω,verb,a)ll',ἀλλά,adverb,e)/ti,ἔτι,adverb,nu/kta,νύξ,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,toi/nun,τοίνυν,particle,e)n,ἐν,preposition,tai=s,ὁ,article,a)natolai=s,ἀνατολή,adjective,kai\,καί,conjunction,du/sesi,δύσις,adjective,tou=,ὁ,article,h(li/ou,ἥλιος,noun,du/slhpto/s,δύσληπτος,adjective,e)stin,εἰμί,verb,h(,ὁ,article,a)rxh\,ἀρχή,noun,dia\,διά,preposition,ta\s,ὁ,article,ei)rhme/nas,ἐρῶ,verb,a)logi/as,ἀλογία,noun,a)polei/petai,ἀπολείπω,verb,to\,ὁ,article,mesouranou=n,μεσουρανέω,verb,h)\,ἠέ,conjunction,to\,ὁ,article,a)ntimesouranou=n,ἀντιμεσουρανέω,verb,au)tou=,αὐτός,pronoun,lamba/nein,λαμβάνω,verb,a)rxh/n,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be/ltion,βελτίων,adverb,de\,δέ,particle,to\,ὁ,article,deu/teron,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/retai,φέρω,verb,ga\r,γάρ,particle,e)k,ἐκ,preposition,meshmbri/as,μεσημβρία,noun,e)pi\,ἐπί,preposition,ta\s,ὁ,article,du/seis,δύσις,adjective,a)f',ἀπό,preposition,h(mw=n,ἐγώ,pronoun,e)k,ἐκ,preposition,de\,δέ,particle,mesonukti/ou,μεσονύκτιον,noun,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,e)pi\,ἐπί,preposition,ta\s,ὁ,article,a)natola/s,ἀνατολή,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,ta\s,ὁ,article,gunai=kas,γυνή,noun,ou)/t',οὔτε,adverb,a)lei=n,ἀλέω,verb,ei)/wn,ἀίω,verb,ou)/t',οὔτε,adverb,o)yopoiei=n,ὀψοποιέω,verb,to\,ὁ,article,palaio/n,παλαιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,diamnhmoneu/ontes,διαμνημονεύω,verb,a(\s,ὅς,pronoun,e)poih/santo,ποιέω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,*sabi/nous,Σαβῖνος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ga\r,γάρ,particle,h(/rpasan,ἁρπάζω,verb,ta\s,ὁ,article,qugate/ras,θυγάτηρ,adjective,au)tw=n,αὐτός,pronoun,ei)=ta,εἶτα,adverb,polemh/santes,πολεμέω,verb,dihlla/ghsan,διαλλάσσω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,a)/llais,ἄλλος,adjective,o(mologi/ais,ὁμολογία,noun,kai\,καί,conjunction,tou=t',οὗτος,pronoun,e)gra/fh,γράφω,verb,mh/t',μήτε,particle,a)lei=n,ἀλέω,verb,a)ndri\,ἀνδρίς,noun,*(rwmai/w|,,,gunai=ka,γυνή,noun,mh/te,μήτε,particle,mageireu/ein,μαγειρεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tou=,ὁ,article,*mai/+ou,Μάιος,proper,mhno\s,μείς,adjective,ou)k,οὐ,adverb,a)/gontai,ἄγω,verb,gunai=kas,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,o(/ti,ὅστις,pronoun,me/sos,μέσος,adjective,e)sti\,εἰμί,verb,tou=,ὁ,article,*)aprilli/ou,,,kai\,καί,conjunction,tou=,ὁ,article,*)iouni/ou,Ἰούνιος,proper,mhno/s,μείς,adjective,w(=n,ὅς,pronoun,to\n,ὁ,article,me\n,μέν,particle,*)afrodi/ths,Ἀφροδίτη,proper,to\n,ὁ,article,d',δέ,particle,*(/hras,Ἥρα,proper,gamhli/wn,γαμήλιος,adjective,qew=n,θέα,noun,i(ero\n,ἱερός,adjective,nomi/zontes,νομίζω,verb,prolamba/nousi,προλαμβάνω,verb,mikro\n,μικρός,adjective,h)\,ἠέ,conjunction,perime/nousin,περιμένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,tw=|,ὁ,article,mhni\,μείς,adjective,tou/tw|,οὗτος,pronoun,to\n,ὁ,article,me/giston,μέγας,adverb,poiou=ntai,ποιέω,verb,tw=n,ὁ,article,kaqarmw=n,καθαρμός,noun,nu=n,νῦν,adverb,me\n,μέν,particle,ei)/dwla,εἴδωλον,noun,r(iptou=ntes,ῥίπτω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,gefu/ras,γέφυρα,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,potamo\n,ποταμός,noun,pa/lai,πάλαι,adverb,d',δέ,particle,a)nqrw/pous,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,th\n,ὁ,article,*flamini/kan,φλαμινίκα,noun,i(era\n,ἱερός,adjective,th=s,ὁ,article,*(/hras,Ἥρα,proper,ei)=nai,εἰμί,verb,dokou=san,δοκέω,verb,neno/mistai,νομίζω,verb,skuqrwpa/zein,σκυθρωπάζω,verb,mh/te,μήτε,particle,louome/nhn,λούω,verb,thnikau=ta,τηνικαῦτα,adverb,mh/te,μήτε,particle,kosmoume/nhn,κοσμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,polloi\,πολύς,adjective,*lati/nwn,Λατῖνος,proper,e)n,ἐν,preposition,tw=|,ὁ,article,mhni\,μείς,adjective,tou/tw|,οὗτος,pronoun,toi=s,ὁ,article,katoixome/nois,κατοίχομαι,verb,e)nagi/zousi,ἐναγίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dia\,διά,preposition,tou=t',οὗτος,pronoun,i)/sws,ἴσως,adverb,*(ermh=n,Ἑρμῆς,proper,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,se/bontai,σέβομαι,verb,kai\,καί,conjunction,*mai/as,Μάιος,proper,e)pw/numo/s,ἐπώνυμος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/,ἤ,interjection,kaqa/per,καθά,adverb,e)/nioi,ἔνιοι,adjective,le/gousin,λέγω,verb,o(,ὁ,article,me\n,μέν,particle,*ma/ios,Μάιος,proper,a)po\,ἀπό,preposition,th=s,ὁ,article,presbute/ras,πρέσβυς,noun,o(,ὁ,article,d',δέ,particle,*)iou/nios,Ἰούνιος,proper,a)po\,ἀπό,preposition,th=s,ὁ,article,newte/ras,νέος,adjective,h(liki/as,ἡλικία,noun,w)no/mastai,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga/mw|,γάμος,adjective,de\,δέ,particle,a(rmodiw/teron,ἁρμόδιος,adjective,to\,ὁ,article,ne/on,νέος,adjective,w(s,ὡς,conjunction,kai\,καί,conjunction,*eu)ripi/dhs,Εὐριπίδης,proper,fhsi\n,φημί,verb,a)ll',ἀλλά,adverb,h)=,ἦ,adverb,to\,ὁ,article,gh=ras,γῆρας,noun,th\n,ὁ,article,*ku/prin,Κύπρις,proper,xai/rein,χαίρω,verb,e)a=|,ἀίω,verb,h(/,ὅς,pronoun,t',τε,particle,*)afrodi/th,Ἀφροδίτη,proper,toi=s,ὁ,article,ge/rousin,γέρων,noun,a)/xqetai,ἄχθομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,gamou=sin,γαμέω,verb,ou)=n,οὖν,particle,e)n,ἐν,preposition,tw=|,ὁ,article,*mai/+w|,Μάιος,proper,perime/nontes,περιμένω,verb,to\n,ὁ,article,*)iou/nion,Ἰούνιος,proper,o(\s,ὅς,pronoun,eu)qu/s,εὐθύς,adverb,e)sti,εἰμί,verb,meta\,μετά,preposition,to\n,ὁ,article,*ma/ion,Μάιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tw=n,ὁ,article,gamoume/nwn,γαμέω,verb,ai)xmh=|,αἰχμή,noun,dorati/ou,δοράτιον,noun,th\n,ὁ,article,ko/mhn,κόμη,noun,diakri/nousin,διακρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra,ἆρα,particle,su/mbolo/n,σύμβολον,noun,e)sti,εἰμί,verb,tou=to,οὗτος,pronoun,tou=,ὁ,article,bi/a|,βία,adjective,kai\,καί,conjunction,meta\,μετά,preposition,pole/mou,πόλεμος,noun,gamhqh=nai,γαμέω,verb,ta\s,ὁ,article,prw/tas,πρότερος,adjective,h)\,ἠέ,conjunction,manqa/nousin,μανθάνω,verb,a)ndra/si,ἀνήρ,noun,sunoikou=sai,συνοικέω,verb,maxi/mois,μάχιμος,adjective,kai\,καί,conjunction,polemikoi=s,πολεμικός,adjective,a)/qrupton,ἄθρυπτος,adjective,kai\,καί,conjunction,a)/qhlun,ἄθηλυς,adjective,kai\,καί,conjunction,a)felh=,ἀφελής,adjective,prosi/esqai,προσίημι,verb,kallwpismo/n,καλλωπισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,o(,ὁ,article,*lukou=rgos,Λυκοῦργος,proper,a)po\,ἀπό,preposition,pri/onos,πρίων,noun,kai\,καί,conjunction,pele/kews,πέλεκυς,adjective,keleu/sas,κέλλω,verb,ta\,ὁ,article,qurw/mata,θυρώματα,noun,tai=s,ὁ,article,oi)ki/ais,οἰκία,noun,poiei=n,ποιέω,verb,kai\,καί,conjunction,ta\s,ὁ,article,o)rofa/s,ὀροφή,noun,a)/llw|,ἄλλος,adjective,de\,δέ,particle,mh\,μή,conjunction,xrh=sqai,χράομαι,verb,to\,ὁ,article,para/pan,παράπαν,adverb,e)rgalei/w|,ἐργαλεῖον,noun,pa=san,πᾶς,adjective,e)ce/bale,ἐκβάλλω,verb,periergi/an,περιεργία,noun,kai\,καί,conjunction,polute/leian,πολυτέλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,th\n,ὁ,article,dia/stasin,διάστασις,noun,ai)ni/ttetai,αἰνίσσομαι,verb,to\,ὁ,article,gigno/menon,γίγνομαι,verb,w(s,ὡς,conjunction,mo/nw|,μόνος,adjective,sidh/rw|,σίδηρον,noun,tou=,ὁ,article,ga/mou,γάμος,adjective,diakriqhsome/nou,διακρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
