word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS
e)xou/shs,ἔχω,verb,de\,δέ,particle,th=s,ὁ,article,mhtro\s,μήτηρ,noun,tou=,ὁ,article,paido\s,παῖς,adjective,toutoui\,οὗτος,pronoun,to\n,ὁ,article,klh=ron,κλῆρος,adjective,e)peidh\,ἐπεί,conjunction,e)ni/khsen,νικάω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,a(/pantas,ἅπας,adjective,tou\s,ὁ,article,a)mfisbhth/santas,ἀμφισβητέω,verb,e(auth=|,ἑαυτοῦ,pronoun,ou(/tws,οὕτως,adverb,ei)si\n,εἰμί,verb,miaroi\,μιαρός,adjective,ou(=toi,οὗτος,pronoun,kai\,καί,conjunction,ou)k,οὐ,adverb,oi)/ontai,οἴομαι,verb,dei=n,δέω,verb,ou)/te,οὔτε,adverb,toi=s,ὁ,article,no/mois,νόμος,noun,toi=s,ὁ,article,u(mete/rois,ὑμέτερος,adjective,pei/qesqai,πείθω,verb,ou)/te,οὔτε,adverb,toi=s,ὁ,article,gnwsqei=sin,γιγνώσκω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,a)lla\,ἀλλά,adverb,pa/nta,πᾶς,adjective,tro/pon,τρόπος,noun,e)pixeirou=ntes,ἐπιχειρέω,verb,a)fele/sqai,ἀφαιρέω,verb,pa/lin,πάλιν,adverb,th\n,ὁ,article,gunai=ka,γυνή,noun,to\n,ὁ,article,klh=ron,κλῆρος,adjective,o(\n,ὅς,pronoun,u(mei=s,σύ,pronoun,au)th=|,αὐτός,pronoun,e)yhfi/sasqe,ψηφίζομαι,verb,sunomo/santes,συνόμνυμι,verb,kai\,καί,conjunction,sunqh/kas,συνθήκη,noun,gra/yantes,γράφω,verb,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,kai\,καί,conjunction,kataqe/menoi,κατατίθημι,verb,para\,παρά,preposition,*mhdei/w|,Μήδειος,proper,*(agnousi/w|,*qeo/pompos,Θεόπομπος,proper,o(,ὁ,article,toutoui\,οὗτος,pronoun,path\r,πατήρ,noun,*makarta/tou,Μακάρτατος,proper,kai\,καί,conjunction,*glau/kwn,Γλαύκος,proper,kai\,καί,conjunction,*glau=kos,Γλαύκος,proper,o(,ὁ,article,h(tthqei\s,ἡσσάομαι,verb,to\,ὁ,article,pro/teron,πρότερος,adjective,kai\,καί,conjunction,e(/tero/n,ἕτερος,adjective,tina,τις,pronoun,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,te/tarton,τέταρτος,adjective,proslabo/ntes,προσλαμβάνω,verb,*eu)po/lemos,Εὐπόλεμος,proper,h)=n,εἰμί,verb,au)tw=|,αὐτός,pronoun,o)/noma),ὄνομα,adjective,ou(=toi,οὗτος,pronoun,a(/pantes,ἅπας,adjective,koinh=|,κοινῇ,adverb,e)pibouleu/santes,ἐπιβουλεύω,verb,prosekale/santo,προσκαλέω,verb,th\n,ὁ,article,gunai=ka,γυνή,noun,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,ei)s,εἰς,preposition,diadikasi/an,διαδικασία,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,fa/skontes,φάσκω,verb,to\n,ὁ,article,no/mon,νόμος,noun,keleu/ein,κελεύω,verb,para\,παρά,preposition,tou=,ὁ,article,e)pidedikasme/nou,ἐπιδικάζω,verb,kai\,καί,conjunction,e)/xontos,ἔχω,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,proskalei=sqai,προσκαλέω,verb,e)a/n,ἐάν,conjunction,tis,τις,pronoun,bou/lhtai,βούλομαι,verb,a)mfisbhtei=n,ἀμφισβητέω,verb,,
kai\,καί,conjunction,e)peidh\,ἐπεί,conjunction,h)=gen,ἄγω,verb,o(,ὁ,article,a)/rxwn,ἄρχων,noun,ei)s,εἰς,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,kai\,καί,conjunction,e)/dei,δέω,verb,a)gwni/zesqai,ἀγωνίζομαι,verb,ta/,τίς,pronoun,te,τε,particle,a)/lla,ἄλλος,adjective,h)=n,εἰμί,verb,au)toi=s,αὐτός,pronoun,a(/panta,ἅπας,adjective,kateskeuasme/na,κατασκευάζω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,a)gw=na,ἀγών,noun,kai\,καί,conjunction,to\,ὁ,article,u(/dwr,ὕδωρ,noun,pro\s,πρός,preposition,o(\,ὅς,pronoun,e)/dei,δέω,verb,a)gwni/zesqai,ἀγωνίζομαι,verb,tetrapla/sion,τετραπλάσιος,adjective,h(mw=n,ἐγώ,pronoun,e)/labon,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,a)na/gkhs,ἀνάγκη,noun,ga\r,γάρ,particle,h)=n,εἰμί,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,tw=|,ὁ,article,a)/rxonti,ἄρχων,noun,a)mfore/a,ἀμφορεύς,adjective,e(ka/stw|,ἕκαστος,adjective,e)gxe/ai,ἐγχέω,verb,tw=n,ὁ,article,a)mfisbhtou/ntwn,ἀμφισβητέω,verb,kai\,καί,conjunction,trei=s,τρέω,verb,xoa=s,χοή,noun,tw=|,ὁ,article,u(ste/rw|,ὕστερος,adjective,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,sune/bainen,συμβαίνω,verb,e)moi\,ἐγώ,pronoun,tw=|,ὁ,article,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,gunaiko\s,γυνή,noun,a)gwnizome/nw|,ἀγωνίζομαι,verb,mh\,μή,conjunction,o(/ti,ὅστις,pronoun,peri\,περί,preposition,tou=,ὁ,article,ge/nous,γένος,noun,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,w(=n,ὅς,pronoun,moi,ἐγώ,pronoun,prosh=ken,προσήκω,verb,dihgh/sasqai,διηγέομαι,verb,toi=s,ὁ,article,dikastai=s,δικαστής,noun,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,e)boulo/mhn,βούλομαι,verb,a)ll',ἀλλά,adverb,ou)d',οὐδέ,particle,a)pologh/sasqai/,ἀπολογέομαι,verb,moi,ἐγώ,pronoun,e)cege/neto,ἐκγίγνομαι,verb,ou)de\,οὐδέ,particle,pro\s,πρός,preposition,pollosto\n,πολλοστός,adjective,me/ros,μέρος,noun,w(=n,ὅς,pronoun,kateyeu/donto,καταψεύδομαι,verb,h(mw=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpton,πέμπτος,adjective,ga\r,γάρ,particle,me/ros,μέρος,noun,ei)=xon,ἔχω,verb,tou=,ὁ,article,u(/datos,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,so/fisma,σόφισμα,noun,h)=n,εἰμί,verb,tou=to,οὗτος,pronoun,au)tou\s,αὐτός,pronoun,me\n,μέν,particle,e(autoi=s,ἑαυτοῦ,pronoun,sunagwni/zesqai,συναγωνίζομαι,verb,kai\,καί,conjunction,o(mologei=n,ὁμολογέω,verb,a(/panta,ἅπας,adjective,peri\,περί,preposition,h(mw=n,ἐγώ,pronoun,de\,δέ,particle,le/gein,λέγω,verb,ta\,ὁ,article,ou)depw/pote,οὐδεπώποτε,adverb,geno/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,e)pibouleusa/ntwn,ἐπιβουλεύω,verb,kai\,καί,conjunction,sunagwnizome/nwn,συναγωνίζομαι,verb,a)llh/lois,ἀλλήλων,pronoun,e)f',ἐπί,preposition,h(ma=s,ἐγώ,pronoun,kadi/skwn,καδίσκος,noun,tetta/rwn,τέσσαρες,noun,teqe/ntwn,τίθημι,verb,kata\,κατά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,ei)ko/tws,ἐοικότως,adverb,oi)=mai,οἴομαι,verb,oi(,ὁ,article,dikastai\,δικαστής,noun,e)chpath/qhsan,ἐξαπατάω,verb,kai\,καί,conjunction,e)stasi/asan,στασιάζω,verb,a)llh/lois,ἀλλήλων,pronoun,kai\,καί,conjunction,parakrousqe/ntes,παρακρούω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,paraskeuh=s,παρασκευή,noun,e)yhfi/zonto,ψηφίζομαι,verb,o(/,ὅς,pronoun,ti,τις,pronoun,e)/tuxen,τυγχάνω,verb,e(/kastos,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ai(,ὁ,article,yh=foi,ψῆφος,noun,o)li/gais,ὀλίγος,adjective,pa/nu,πάνυ,adverb,e)ge/nonto,γίγνομαι,verb,plei/ous,πλέως,adjective,h)\,ἠέ,conjunction,trisi\n,τρεῖς,noun,h)\,ἠέ,conjunction,te/ttarsin,τέσσαρες,noun,e)n,ἐν,preposition,tw=|,ὁ,article,*qeopo/mpou,Θεόπομπος,proper,kadi/skw|,καδίσκος,noun,h)\,ἠέ,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,th=s,ὁ,article,gunaiko/s,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,me\n,μέν,particle,tau=ta,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,h)=n,εἰμί,verb,ta\,ὁ,article,praxqe/nta,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,d',δέ,particle,ou(tosi\,οὗτος,pronoun,o(,ὁ,article,pai=s,πᾶς,adjective,e)ge/neto,γίγνομαι,verb,kai\,καί,conjunction,e)do/kei,δοκέω,verb,kairo\s,καιρός,noun,ei)=nai,εἰμί,verb,ou)k,οὐ,adverb,o)rgisqei\s,ὀργίζω,verb,e)gw\,ἐγώ,pronoun,toi=s,ὁ,article,genome/nois,γίγνομαι,verb,a)ll',ἀλλά,adverb,h(gou/menos,ἡγέομαι,verb,ei)ko/s,ἔοικα,verb,ti,τις,pronoun,paqei=n,πάσχω,verb,tou\s,ὁ,article,to/te,τότε,adverb,dika/zontas,δικάζω,verb,ei)sh/gagon,εἰσάγω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,fra/teras,φράτηρ,noun,tou\s,ὁ,article,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,*eu)bouli/dh|,Εὐβουλίδης,proper,to\n,ὁ,article,pai=da,παῖς,adjective,toutoni/,οὗτος,pronoun,e)k,ἐκ,preposition,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,o)/nta,εἰμί,verb,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,e)cerhmwqh=|,ἐξερημόω,verb,o(,ὁ,article,oi)=kos,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=nos,ἐκεῖνος,pronoun,ga/r,γάρ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,o(,ὁ,article,*eu)bouli/dhs,Εὐβουλίδης,proper,o(,ὁ,article,tw=|,ὁ,article,*(agni/a|,Ἁγνίης,proper,ge/nei,γένος,noun,w)\n,εἰμί,verb,e)gguta/tw,ἐγγύτατος,adjective,ma/lista,μάλιστα,adverb,me\n,μέν,particle,hu)/xeto,εὔχομαι,verb,toi=s,ὁ,article,qeoi=s,θεός,noun,ui(o\n,υἱός,noun,au(tw=|,ἑαυτοῦ,pronoun,gene/sqai,γίγνομαι,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,h(,ὁ,article,quga/thr,θυγάτηρ,adjective,h(,ὁ,article,toutoui\,οὗτος,pronoun,mh/thr,μήτηρ,noun,tou=,ὁ,article,paido\s,παῖς,adjective,au)tw=|,αὐτός,pronoun,e)ge/neto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,tou/tou,οὗτος,pronoun,a)pe/tuxen,ἀποτυγχάνω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)ge/neto,γίγνομαι,verb,pai=s,πᾶς,adjective,a)/rrhn,ἄρσην,noun,au)tw=|,αὐτός,pronoun,ou)de\,οὐδέ,particle,ei(=s,εἷς,adjective,meta\,μετά,preposition,tau=t',οὗτος,pronoun,h)/dh,ἤδη,adverb,e)spou/dazen,σπουδάζω,verb,o(/pws,ὅπως,conjunction,e)k,ἐκ,preposition,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,ei)spoihqh=|,εἰσποιέω,verb,au(tw=|,ἑαυτοῦ,pronoun,ui(o\s,υἱός,noun,ei)s,εἰς,preposition,to\n,ὁ,article,oi)=kon,οἶκος,noun,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,to\n,ὁ,article,*(agni/ou,Ἁγνίης,proper,kai\,καί,conjunction,ei)s,εἰς,preposition,tou\s,ὁ,article,fra/teras,φράτηρ,noun,ei)saxqh=|,εἰσάγω,verb,tou\s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,h(gou/menos,ἡγέομαι,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,u(poloi/pwn,ὑπόλοιπος,adjective,tou=ton,οὗτος,pronoun,ei)=nai,εἰμί,verb,e(autw=|,ἑαυτοῦ,pronoun,oi)keio/taton,οἰκεῖος,adjective,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,a)\n,ἄν,particle,ma/lista,μάλιστα,adverb,to\n,ὁ,article,oi)=kon,οἶκος,noun,to\n,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,diasw/|zesqai,διασῴζω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)cerhmwqh=nai,ἐξερημόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
