word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
e)pifai/netai,ἐπιφαίνω,verb,d',δέ,particle,a)me/lei,ἀμελέω,verb,kai\,καί,conjunction,tai=s,ὁ,article,ei)ko/sin,εἰκών,noun,a)qlhtikh/,ἀθλητικός,adjective,tis,τις,pronoun,i)de/a,ἰδέα,noun,kai\,καί,conjunction,to\,ὁ,article,suneto\n,συνετός,adjective,tou=,ὁ,article,prosw/pou,πρόσωπον,noun,kai\,καί,conjunction,basiliko\n,βασιλικός,adjective,ou),οὐ,adverb,panta/pasin,παντάπασι,adverb,a)rnei=tai,ἀρνέομαι,verb,th\n,ὁ,article,a)dhfagi/an,ἀδηφαγία,noun,kai\,καί,conjunction,to\,ὁ,article,skafei=on,σκαφεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,e)ndee/steron,ἐνδεής,adjective,i)/sws,ἴσως,adverb,h)\,ἠέ,conjunction,politikw=|,πολιτικός,adjective,prosh=kon,προσήκω,verb,h)=n,εἰμί,verb,a)ndri\,ἀνδρίς,noun,peri\,περί,preposition,to\n,ὁ,article,lo/gon,λόγος,noun,e)spou/dase,σπουδάζω,verb,kai/toi,καίτοι,particle,ge/gonenai,,,komyo/teron,κομψός,adjective,ei)pei=n,εἶπον,verb,h)\,ἠέ,conjunction,dokei=,δοκέω,verb,tisin,τις,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,u(pomnhma/twn,ὑπόμνημα,noun,kri/nousin,κρίνω,verb,a(\,ὅς,pronoun,pare/rgws,παρέργως,adverb,kai\,καί,conjunction,u(po\,ὑπό,preposition,xei=ra,χείρ,noun,dia\,tw=n,ὁ,article,e)pituxo/ntwn,ἐπιτυγχάνω,verb,o)noma/twn,ὄνομα,adjective,διά,preposition,a(millhsa/menos,ἁμιλλάομαι,verb,kate/lipe,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/nw|,χρόνος,noun,de\,δέ,particle,u(/steron,ὕστερος,adjective,*)abanti/dan,Ἀβαντίδης,proper,me\n,μέν,particle,oi(,ὁ,article,peri\,περί,preposition,*deini/an,Δεινίας,proper,kai\,καί,conjunction,*)aristote/lh,Ἀριστοτέλης,proper,to\n,ὁ,article,dialektiko/n,διαλεκτικός,adjective,ei)wqo/ta,ἔθω,verb,toi=s,ὁ,article,lo/gois,λόγος,noun,au)tw=n,αὐτός,pronoun,kat',κατά,preposition,a)gora\n,ἀγορά,noun,sxolazo/ntwn,σχολάζω,verb,e(ka/stote,ἑκάστοτε,adverb,parei=nai,πάρειμι,verb,kai\,καί,conjunction,sumfiloneikei=n,,,e)mbalo/ntes,ἐμβάλλω,verb,ei)s,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau/thn,τοιοῦτος,adjective,diatribh\n,διατριβή,noun,kai\,καί,conjunction,kataskeua/santes,κατασκευάζω,verb,e)piboulh\n,ἐπιβουλή,noun,a)nei=lon,ἀναιρέω,verb,*pase/an,Πασέης,proper,de\,δέ,particle,to\n,ὁ,article,*)abanti/dou,Ἀβαντίδης,proper,pate/ra,πατήρ,noun,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,u(polabo/nta,ὑπολαμβάνω,verb,*nikoklh=s,Νικοκλέης,proper,dolofonh/sas,δολοφονέω,verb,e(auto\n,ἑαυτοῦ,pronoun,a)ne/deice,ἀναδείκνυμι,verb,tu/rannon,τύραννος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,e)mfere/staton,ἐμφερής,adverb,le/gousi,λέγω,verb,th\n,ὁ,article,o)/yin,ὄψις,noun,*peria/ndrw|,Περίανδρος,proper,tw=|,ὁ,article,*kuye/lou,Κύψελος,proper,gene/sqai,γίγνομαι,verb,kaqa/per,καθά,adverb,*)alkmai/wni,Ἀλκμαίων,proper,me\n,μέν,particle,tw=|,ὁ,article,*)amfia/rew,Ἀμφιάραος,proper,to\n,ὁ,article,*pe/rshn,Πέρσης,proper,*)oro/nthn,Ὀρόντης,proper,*(/ektori,Ἕκτωρ,proper,de\,δέ,particle,to\n,ὁ,article,*lakedaimo/nion,Λακεδαιμόνιος,proper,neani/skon,νεανίσκος,noun,o(\n,ὅς,pronoun,i(storei=,ἱστορέω,verb,*murti/los,Μυρτίλος,proper,u(po\,ὑπό,preposition,plh/qous,πλῆθος,noun,tw=n,ὁ,article,qewme/nwn,w(s,ὡς,conjunction,tou=to,οὗτος,pronoun,e)/gnwsan,γιγνώσκω,verb,θεάομαι,verb,katapathqh=nai,καταπατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,*nikokle/ous,Νικοκλέης,proper,te/ssaras,τέσσαρες,noun,mh=nas,μείς,adjective,turannou=ntos,τυραννεύω,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,polla\,πολύς,adjective,kaka\,κακός,adjective,th\n,ὁ,article,po/lin,πόλις,adjective,e)rgasa/menos,ἐργάζομαι,verb,e)kindu/neusen,κινδυνεύω,verb,u(po\,ὑπό,preposition,*ai)twlw=n,Αἰτωλός,proper,e)pibouleuome/nhn,ἐπιβουλεύω,verb,au)th\n,αὐτός,pronoun,a)pobalei=n,ἀποβάλλω,verb,h)/dh,ἤδη,adverb,meira/kion,μειράκιον,noun,o(,ὁ,article,*)/aratos,Ἄρατος,proper,w)\n,εἰμί,verb,a)ci/wma,ἀξίωμα,noun,lampro\n,λαμπρός,adjective,ei)=xe,ἔχω,verb,di',διά,preposition,eu)ge/neian,*kai\,καί,conjunction,fro/nhma,φρόνημα,noun,o(\,ὅς,pronoun,εὐγένεια,noun,die/fainen,διαφαίνω,verb,ou),οὐ,adverb,mikro\n,μικρός,adjective,ou)de\,οὐδέ,particle,a)rgo/n,ἀργός,adjective,e)mbriqe\s,ἐμβριθής,adverb,de\,δέ,particle,*kai\,καί,conjunction,par',παρά,preposition,h(liki/an,a)sfaleste/ra|,gnw/mh|,γνώμη,noun,kekrame/non,κεράννυμι,verb,o(/qen,ὅθεν,adverb,oi(/,ἕ,pronoun,te,τε,particle,fuga/des,φυγάς,noun,ma/lista,μάλιστα,adverb,to\n,ὁ,article,nou=n,νόος,adjective,e)kei/nw|,ἐκεῖνος,pronoun,prosei=xon,προσέχω,verb,o(/,ὅς,pronoun,te,τε,particle,*nikoklh=s,Νικοκλέης,proper,ou)k,οὐ,adverb,h)me/lei,ἀμελέω,verb,tw=n,ὁ,article,prattome/nwn,πράσσω,verb,a)ll',ἀλλά,adverb,a)dh/lws,ἄδηλος,adjective,a)peqew/rei,ἀποθεωρέω,verb,*kai\,καί,conjunction,ἡλικία,noun,ἀσφαλής,adjective,parefu/latten,παραφυλάσσω,verb,au(tou=,ἑαυτοῦ,pronoun,th\n,ὁ,article,o(rmh/n,ὁρμή,noun,to/lmhma,τόλμημα,noun,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,thlikou=ton,τηλικοῦτος,adjective,dediw\s,δείδω,verb,ou)de\,οὐδέ,particle,e)/rgon,ἔργον,noun,ou)de\n,οὐδείς,pronoun,ou(/tw,οὕτως,adverb,parakekinduneume/non,παρακινδυνεύω,verb,u(popteu/wn,ὑποπτεύω,verb,de\,δέ,particle,toi=s,ὁ,article,basileu=sin,βασιλεύς,noun,au)to\n,αὐτός,pronoun,diale/gesqai,διαλέγω,verb,fi/lois,φίλος,adjective,ou)=si,εἰμί,verb,*kai\,καί,conjunction,ce/nois,ξένος,noun,patrw/|ois,πατρῷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)lhqw=s,ἀληθής,adjective,o(,ὁ,article,*)/aratos,Ἄρατος,proper,e)pexei/rhse,ἐπιχειρέω,verb,th\n,ὁ,article,o(do\n,ὁδός,adjective,e)kei/nhn,ἐκεῖνος,pronoun,badi/zein,βαδίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,*)anti/gonos,Ἀντίγονος,proper,me\n,μέν,particle,u(pisxnou/menos,ὑποσχέθω,verb,h)me/lei,ἀμελέω,verb,*kai\,καί,conjunction,parh=ge,παράγω,verb,to\n,ὁ,article,xro/non,χρόνος,noun,ai(,ὁ,article,de\,δέ,particle,a)p',ἀπό,preposition,*ai)gu/ptou,Αἴγυπτος,proper,*kai\,καί,conjunction,para\,παρά,preposition,*ptolemai/ou,Πτολεμαῖος,proper,makra\n,μακράν,adverb,h)=san,εἰμί,verb,e)lpi/des,ἐλπίς,noun,e)/gnw,γιγνώσκω,verb,di',διά,preposition,au(tou=,ἑαυτοῦ,pronoun,katalu/ein,καταλύω,verb,to\n,ὁ,article,tu/rannon,τύραννος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw/tois,πρότερος,adjective,de\,δέ,particle,koinou=tai,κοινόω,verb,th\n,ὁ,article,gnw/mhn,γνώμη,noun,*)aristoma/xw|,Ἀριστόμαχος,proper,kai\,καί,conjunction,*)ekdh/lw|,Ἔκδηλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,o(,ὁ,article,me\n,μέν,particle,e)k,ἐκ,preposition,*sikuw=nos,Σικυών,proper,h)=n,εἰμί,verb,fuga/s,φυγάς,noun,o(,ὁ,article,de\,δέ,particle,*)/ekdhlos,Ἔκδηλος,proper,*)arka\s,Ἀρκάς,proper,e)k,ἐκ,preposition,*mega/lhs,μέγας,adverb,po/lews,πόλις,adjective,a)nh\r,ἀνήρ,noun,filo/sofos,φιλόσοφος,noun,kai\,καί,conjunction,praktiko/s,πρακτικός,adjective,*)arkesila/ou,Ἀρκεσίλαος,proper,tou=,ὁ,article,*)akadhmiakou=,,,gegonw\s,γίγνομαι,verb,e)n,ἐν,preposition,a)/stei,ἄστυ,noun,sunh/qhs,συνήθης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decame/nwn,δέχομαι,verb,de\,δέ,particle,tou/twn,οὗτος,pronoun,proqu/mws,πρόθυμος,adjective,diele/geto,διαλέγω,verb,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,fuga/sin,φυγάς,noun,w(=n,ὅς,pronoun,o)li/goi,ὀλίγος,adjective,me\n,μέν,particle,ai)sxunqe/ntes,αἰσχύνω,verb,e)gkatalipei=n,ἐγκαταλείπω,verb,th\n,ὁ,article,e)lpi/da,ἐλπίς,noun,metei=xon,μετέχω,verb,tw=n,ὁ,article,prattome/nwn,πράσσω,verb,oi(,ὁ,article,de\,δέ,particle,polloi\,πολύς,adjective,kai\,καί,conjunction,to\n,ὁ,article,*)/araton,Ἄρατος,proper,e)peirw=nto,πειράω,verb,katakwlu/ein,κατακωλύω,verb,w(s,ὡς,conjunction,a)peiri/a|,ἀπειρία,noun,pragma/twn,qrasuno/menon,θρασύνω,verb,,,,,,,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bouleuome/nou,βουλεύω,verb,d',δέ,particle,au)tou=,αὐτός,pronoun,xwri/on,χωρίον,noun,ti,τις,pronoun,th=s,ὁ,article,*sikuwni/as,Σικυών,proper,katalabei=n,καταλαμβάνω,verb,o(/qen,ὅθεν,adverb,w(rmhme/nos,ὁρμάω,verb,diapolemh/sei,διαπολέμησις,noun,pro\s,πρός,preposition,to\n,ὁ,article,tu/rannon,τύραννος,noun,h(=ken,ἥκω,verb,ei)s,εἰς,preposition,*)/argos,Ἄργος,proper,a)nh\r,ἀνήρ,noun,*sikuw/nios,Σικυών,proper,e)k,ἐκ,preposition,th=s,ὁ,article,ei(rkth=s,εἱρκτή,noun,a)podedrakw/s,ἀποδιδράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,tw=n,ὁ,article,fuga/dwn,φυγάς,noun,e(no\s,εἷς,adjective,*cenokle/ous,Ξενοκλέης,proper,a)delfo/s,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|,ὁ,article,*)ara/tw|,Ἄρατος,proper,prosaxqei\s,προσάγω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,*cenokle/ous,Ξενοκλέης,proper,e)/lege,λέγω,verb,tou=,ὁ,article,tei/xous,τεῖχος,noun,kaq',κατά,preposition,o(\n,ὅς,pronoun,u(perba\s,ὑπερβαίνω,verb,au)to\s,αὐτός,pronoun,e)sw/qh,εἰσωθέω,verb,to/pon,τόπος,noun,e)nto\s,ἐντός,adverb,me\n,μέν,particle,o)li/gou,ὀλίγος,adjective,dei=n,δέω,verb,e)pi/pedon,ἐπίπεδος,adjective,ei)=nai,εἰμί,verb,prospefuko/ta,προσφύω,verb,xwri/ois,χωρίον,noun,petrw/desi,πετρώδης,adjective,kai\,καί,conjunction,u(yhloi=s,ὑψηλός,adjective,to\,ὁ,article,de\,e)/cwqen,ἔξωθεν,adverb,u(/yos,ὕψος,noun,u(po\,ὑπό,preposition,δέ,particle,klima/kwn,κλῖμαξ,noun,ou),οὐ,adverb,pa/nu,πάνυ,adverb,a)ne/fikton,ἀνέφικτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,tau=ta,οὗτος,pronoun,h)/kousen,ἀκούω,verb,o(,ὁ,article,*)/aratos,Ἄρατος,proper,e)kpe/mpei,ἐκπέμπω,verb,meta\,μετά,preposition,tou=,ὁ,article,*cenokle/ous,Ξενοκλέης,proper,oi)ke/tas,οἰκέτης,noun,i)di/ous,ἴδιος,adjective,du/o,δύο,adjective,*seu/qan,Σεύθης,proper,te,τε,particle,kai\,καί,conjunction,*te/xnwna,,,kataskeyome/nous,κατασκέπτομαι,verb,to\,ὁ,article,tei=xos,τεῖχος,noun,e)gnwkw\s,γιγνώσκω,verb,ei),εἰ,conjunction,du/naito,δύναμαι,verb,kru/fa,κρύφα,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,e(/na,ἕνος,adjective,ki/ndunon,κίνδυνος,noun,o)ce/ws,to\,ὁ,article,pa=n,πᾶς,adjective,a)narri=yai,ἀναρρίπτω,verb,ὀξέως,adverb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,makrw=|,μακρός,adjective,pole/mw|,πόλεμος,noun,kai\,καί,conjunction,faneroi=s,φανερός,adjective,a)gw=sin,ἀγών,noun,i)diw/ths,ἰδιώτης,noun,a)ntikaqi/stasqai,ἀντικαθίστημι,verb,pro\s,tu/rannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,τύραννος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
