word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
kai\,pa=sa,πᾶς,adjective,pro/fasis,πρόφασις,noun,a)naiti/h,ἀναίω,verb,pro/klhsis,πρόκλησις,noun,xeirw=n,χείρ,noun,forh=s,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kli/nhs,mh=kos,μῆκος,adjective,kai\,καί,conjunction,pla/tos,πλάτος,adjective,su/mmetron,σύμμετρος,adverb,w(s,ὡς,conjunction,mh/te,μήτε,particle,blhstri/zesqai,βληστρίζω,verb,e)n,ἐν,preposition,th=|,ὁ,article,platei/h|,πλατεῖα,noun,mh/te,μήτε,particle,a)po\,ἀπό,preposition,th=s,ὁ,article,stenh=s,στενός,adjective,e)kpi/ptein,ἐκπίτνω,verb,koi/ths,κοίτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κλίνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,yiloi=si,ψιλός,adjective,toi=si,τίς,pronoun,toi=si,ὁ,article,strw/masi,στρῶμα,noun,w(s,ὡς,conjunction,mh\,μή,conjunction,krokudi/zein,κροκυδίζω,verb,u(po/mnhsis,ὑπόμνησις,noun,e)/oi,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,h)de\,ἠδέ,conjunction,e)n,ἐν,preposition,malqakoi=si,μαλθακός,adjective,a)stergh\s,ἀστεργής,adjective,ga\r,γάρ,particle,toi=si,ὁ,article,neu/roisi,νεῦρον,noun,h(,ὁ,article,sklhrh\,σκληρός,adjective,koi/th,κοίτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,h(/kista,ἥκιστος,adjective,de\,δέ,particle,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,toi=si,ὁ,article,freniti,,,koi=si,,,ta\,ὁ,article,neu=ra,νεῦρον,noun,pone/ei,πονέομαι,verb,ma/la,μάλα,adverb,ga/r,γάρ,particle,toi,σύ,pronoun,spw=ntai,ἕπομαι,verb,freniti,,,koi/,κοί,interjection,ei)/sodoi,εἴσοδος,noun,tw=n,ὁ,article,filta/twn,φίλτατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mu=qoi,kai\,καί,conjunction,lalih\,λαλιά,noun,mh\,μή,conjunction,qumodakei=s,θυμοδακής,adjective,pa/nta,πᾶς,adjective,ga\r,γάρ,particle,eu)qume/esqai,εὐθυμέω,verb,xrh\,χρή,verb,ma/lista,μάλιστα,adverb,toi=si,τίς,pronoun,e)s,εἰς,preposition,o)rgh\n,ὀργή,noun,h(,ὁ,article,paraforh/,παραφορά,noun,kata/klisis,κατάκλισις,noun,h)\,ἠέ,conjunction,e)n,ἐν,preposition,zo/fw|,ζόφος,noun,h)\,ἠέ,conjunction,e)n,ἐν,preposition,fwti\,φάος,adjective,pro\s,πρός,preposition,to\,ὁ,article,no/shma,νόσημα,noun,tekmarte/h,τεκμαρτέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μῦθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ga\r,γάρ,particle,pro\s,πρός,preposition,th\n,ὁ,article,au)gh\n,αὐγή,noun,a)griai/nwsi,ἀγριαίνω,verb,kai\,καί,conjunction,o(re/wsi,ὁράω,verb,ta\,ὁ,article,mh\,μή,conjunction,o)/nta,εἰμί,verb,kai\,καί,conjunction,ta\,ὁ,article,mh\,μή,conjunction,u(peo/nta,ὕπειμι,verb,fanta/zwntai,φαντάζομαι,verb,h)\,ἠέ,conjunction,a)nq',ἀντί,preposition,e(te/rwn,ἕτερος,adjective,e(/tera,ἕτερος,adjective,gignw/skwsi,γιγνώσκω,verb,h)\,ἠέ,conjunction,ce/na,ξένος,noun,i)nda/lma,,,ta,,,proba/llwntai,προβάλλω,verb,kai\,καί,conjunction,to\,ὁ,article,cu/nolon,σύνολος,adjective,th\n,ὁ,article,au)gh\n,αὐγή,noun,h)\,ἠέ,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,au)gh=|,αὐγή,noun,dedi/ttwntai,δειδίσσομαι,verb,zo/fon,ζόφος,noun,ai(re/esqai,αἱρέω,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,mh\,μή,conjunction,tou)nanti/on,ἐναντίον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqo\n,de\,δέ,particle,pro\s,πρός,preposition,au)gh\n,αὐγή,noun,swfrone/ein,σωφρονέω,verb,te,τε,particle,kai\,καί,conjunction,prhonesqai,,,th\n,ὁ,article,paraforh/n,παραφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)siti/h,mh\,μή,conjunction,makrh/,μακρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀσιτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siti/a,de\,δέ,particle,u(gro/tera,ὑγρός,adjective,kai\,καί,conjunction,braxu/tera,βραχύς,adjective,kai\,καί,conjunction,sunexh=,συνεχής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σιτίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meili/gmata,ga\r,γάρ,particle,qumou=,θυμός,noun,siti/a,σιτίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μείλιγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)kairi/h,de\,δέ,particle,e)n,ἐν,preposition,th=|si,ὁ,article,e)pane/sesi,ἐπάνεσις,noun,a)mfoi=n,ἄμφω,noun,kai\,καί,conjunction,puretou=,πυρετέω,verb,kai\,καί,conjunction,paraforh=s,παραφορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐκαιρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,u(p',ὑπό,preposition,a)siti/hs,ἀσιτία,noun,e)kmai/nwntai,ἐκμαίνω,verb,kai\,καί,conjunction,h)\n,ἐάν,conjunction,mh\,μή,conjunction,parh/kh|,παρήκω,verb,o(,ὁ,article,pureto\s,πυρετός,noun,dido/nai,δίδωμι,verb,mh\,μή,conjunction,mega/la,μέγας,adverb,e)pi\,ἐπί,preposition,puretw=|,πυρετός,noun,bla/ptonta,βλάπτω,verb,a)gaqo\n,ἀγαθός,adjective,de\,δέ,particle,cumfwne/ein,συμφωνέω,verb,kai\,καί,conjunction,to\n,ὁ,article,pureto\n,πυρετός,noun,kai\,καί,conjunction,th\n,ὁ,article,paraforh\n,παραφορά,noun,e)/s,εἰς,preposition,te,τε,particle,tou\s,ὁ,article,parocusmou\s,παροξυσμός,noun,kai\,καί,conjunction,ta\s,ὁ,article,e)pane/sias,ἐπάνεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,w)=n,οὖν,particle,h(/kh|,ἥκω,verb,o(,ὁ,article,kairo\s,καιρός,noun,e)s,εἰς,preposition,qre/yin,θρέψις,noun,prw/tista,πρώτιστος,adjective,skepte/on,σκεπτέος,adjective,ei),εἰ,conjunction,xrh\,χρή,verb,a)faire/ein,ἀφαιρέω,verb,ai(=ma,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,me\n,μέν,particle,w)=n,οὖν,particle,h(,ὁ,article,paraforh\,παραφορά,noun,cu\n,σύν,preposition,puretw=|,πυρετός,noun,a)rxh=qen,ἀρχῆθεν,adverb,ei)sba/llh|,εἰσβάλλω,verb,th=s,ὁ,article,prw/ths,πρότερος,adjective,h)\,ἠέ,conjunction,deute/rhs,δεύτερος,adjective,h(me/rhs,ἡμέρα,noun,ta/mnein,τέμνω,verb,fle/ba,φλέψ,noun,th\n,ὁ,article,e)p',ἐπί,preposition,a)gkw=ni,ἀγκών,noun,ma/lista,μάλιστα,adverb,th\n,ὁ,article,me/shn,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,kai\,καί,conjunction,h)\n,ἐάν,conjunction,e)s,εἰς,preposition,tri/thn,τρίτος,adjective,h)\,ἠέ,conjunction,teta/rthn,τέταρτος,adjective,h(me/rhn,ἡμέρα,noun,h(,ὁ,article,paraforh\,παραφορά,noun,h(/kh|,ἥκω,verb,me/sfi,,,th=s,ὁ,article,prw/ths,πρότερος,adjective,tw=n,ὁ,article,krisi/mwn,κρίσιμος,adjective,perio/dou,περίοδος,noun,ta/mnein,τέμνω,verb,ei),εἰ,conjunction,de\,δέ,particle,proswte/rw,πρόσω,adverb,tou=,ὁ,article,de/ontos,δέω,verb,xro/nou,χρόνος,noun,e(ktai/w|,ἑκταῖος,adjective,e)o/nti,εἰμί,verb,h)\,ἠέ,conjunction,e(bdomai/w|,ἑβδομαῖον,noun,e)h=n,ἀίω,verb,pollo\n,πολύς,adjective,pro\,πρό,preposition,tw=n,ὁ,article,krisi/wn,κρίσις,adjective,e)n,ἐν,preposition,toi=si,ὁ,article,o)ce/si,ὀξύς,adjective,kenou=n,κενόω,verb,xrh\,χρή,verb,h)\,ἠέ,conjunction,farmakeu/ein,φαρμακεύω,verb,h)\,ἠέ,conjunction,toi=si,ὁ,article,a)/lloisi,ἄλλος,adjective,e)reqismoi=si,ἐρεθισμός,noun,xre/esqai,χράομαι,verb,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,kai\,καί,conjunction,fle/ba,φλέψ,noun,ta/mnwn,τέμνω,verb,mh\,μή,conjunction,pollo\n,πολύς,adjective,a)faire/ein,ἀφαιρέω,verb,kh)\n,ἐν,preposition,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,ta/mnh|s,τέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freni=tis,ga\r,γάρ,particle,eu)/trepton,εὔτρεπτος,adjective,e)s,εἰς,preposition,sugkoph\n,συγκοπή,noun,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φρενῖτις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,poluplhqh\s,πολυπληθής,adjective,o(,ὁ,article,nose/wn,νοσέω,verb,e)/h|,εἰμί,verb,kai\,καί,conjunction,nehni/hs,νεανίης,noun,kai\,καί,conjunction,e)c,ἐκ,preposition,a)dhfagi/hs,ἀδηφαγία,noun,kai\,καί,conjunction,oi)noflugi/hs,οἰνοφλυγία,noun,oi(/de,ὅδε,pronoun,ou),οὐ,adverb,th=s,ὁ,article,freni/tidos,φρένιτις,noun,e)/asi,εἰμί,verb,oi(,ὁ,article,logismoi\,λογισμός,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,a)/neu,ἄνευ,preposition,paraforh=s,παραφορά,noun,pollo\n,πολύς,adjective,toute/wn,οὗτος,pronoun,a)faire/ein,ἀφαιρέω,verb,ai(=ma,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollo\n,de\,δέ,particle,mei=on,μείων,adverb,a)faire/ein,ἀφαιρέω,verb,h)\n,ἐάν,conjunction,oi(/de,ὅδε,pronoun,e)/wsi,εἰμί,verb,oi(,ὁ,article,frenitikoi/,φρενιτικός,adjective,ta/mnein,τέμνω,verb,de\,δέ,particle,fle/ba,φλέψ,noun,toute/wn,οὗτος,pronoun,eu)tolmo/teron,εὔτολμος,adjective,h)\n,ἐάν,conjunction,e)c,ἐκ,preposition,u(poxondri/wn,ὑποχόνδριος,adjective,kai\,καί,conjunction,mh\,μή,conjunction,a)po\,ἀπό,preposition,kefalh=s,κεφαλή,noun,h(,ὁ,article,nou=sos,νόσος,noun,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqa/de,ga\r,γάρ,particle,th=s,ὁ,article,zwh=s,ζωή,noun,e)sti,εἰμί,verb,h(,ὁ,article,a)rxh/,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐνθάδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh\,de\,δέ,particle,xw=ros,χῶρος,noun,me\n,μέν,particle,ai)sqh/sios,αἴσθησις,noun,kai\,καί,conjunction,neu/rwn,νευρόω,verb,a)fe/sios,ἄφεσις,noun,ai(=ma,αἷμα,noun,de\,δέ,particle,para\,παρά,preposition,kardi/hs,καρδία,noun,e(/lkei,ἕλκω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,a)/lloisi,ἄλλος,adjective,didoi=,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,w)=n,οὖν,particle,pepo/nqh|,πάσχω,verb,h(/de,ὅδε,pronoun,ou),οὐ,adverb,xrh\,χρή,verb,th\n,ὁ,article,e)p',ἐπί,preposition,a)gkw=ni,ἀγκών,noun,ta/mnein,τέμνω,verb,fle/ba,φλέψ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ga\r,γάρ,particle,pa/qea,πάθος,adjective,keneagge/ein,κενεαγγέω,verb,e)f',ἐπί,preposition,oi(=si,ὅς,pronoun,h(,ὁ,article,bla/bh,βλάβος,noun,ou),οὐ,adverb,smikrh/,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
