word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
kai\,καί,conjunction,o(,ὁ,article,dh=mos,δῆμος,noun,o(,ὁ,article,*karxhdoni/wn,Καρχηδόνιος,proper,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,strathgi/an,στρατηγία,noun,e)peyh/fisen,ἐπιψηφίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,*)anni/bas,Ἀννίβας,proper,peri\,περί,preposition,ou(=,ἕ,pronoun,ta/de,ὅδε,pronoun,suggra/fw,συγγράφω,verb,gi/gnetai,γίγνομαι,verb,strathgo\s,στρατηγός,noun,*karxhdoni/wn,Καρχηδόνιος,proper,e)p',ἐπί,preposition,*)/ibhrsi,Ἴβηρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,d',δέ,particle,e)xqrw=n,ἐχθρός,adjective,tw=n,ὁ,article,*ba/rka,Βάρκα,proper,te,τε,particle,kai\,καί,conjunction,*)asdrou/bou,Ἀσδρούβας,proper,tou\s,ὁ,article,fi/lous,φῖλος,noun,tou\s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,diwko/ntwn,διώκω,verb,kai\,καί,conjunction,*)anni/bou,Ἀννίβας,proper,tou=de,ὅδε,pronoun,katafronou/ntwn,καταφρονέω,verb,w(s,ὡς,conjunction,e)/ti,ἔτι,adverb,ne/ou,νέος,adjective,a)rxh\n,ei)=nai,εἰμί,verb,tou=q',οὗτος,pronoun,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,e)f',ἐπί,preposition,e(auto\n,ἑαυτοῦ,pronoun,h(gou/menos,ἡγέομαι,verb,kai\,καί,conjunction,nomi/zwn,νομίζω,verb,oi(,ἕ,pronoun,to\,ὁ,article,a)sfale\s,ἀσφαλής,adjective,e)k,ἐκ,preposition,tw=n,th=s,ὁ,article,patri/dos,πατρίς,adjective,fo/bwn,φόβος,noun,perie/sesqai,περίειμι,verb,e)s,εἰς,preposition,po/lemon,πόλεμος,noun,au)tou\s,αὐτός,pronoun,ἀρχή,noun,ὁ,article,me/gan,μέγας,adverb,e)mbalei=n,ἐμβάλλω,verb,e)peno/ei,ἐπινοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(polabw\n,ὑπολαμβάνω,verb,d',δέ,particle,w(/sper,ὥσπερ,adverb,h)=n,εἰμί,verb,to\,ὁ,article,*(rwmai/ois,,,e)pixeirh=sai,ἐπιχειρέω,verb,xro/nio/n,χρόνιος,adjective,te,τε,particle,*karxhdoni/ois,Καρχηδόνιος,proper,e)/sesqai,εἰμί,verb,kai\,καί,conjunction,mega/lhn,μέγας,adverb,au)tw=|,αὐτός,pronoun,do/can,δόξα,noun,ei),εἰ,conjunction,kai\,καί,conjunction,tu/xoi,τυγχάνω,verb,ptai/sas,πταίρω,verb,to/,ὁ,article,ge,e)gxei/rhma,ἐγχείρημα,noun,oi)/sein,φέρω,verb,lego/menos,λέγω,verb,de\,δέ,particle,kai\,καί,conjunction,u(po\,ὑπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,e)pi\,ἐπί,preposition,bwmw=n,βωμός,noun,e)/ti,ἔτι,adverb,pai=s,πᾶς,adjective,o(rkwqh=nai,ὁρκόω,verb,*(rwmai/ois,e)pibouleu/wn,ἐπιβουλεύω,verb,ou)/,οὐ,adverb,pot',ποτέ,particle,e)klei/yein,ἐκλείπω,verb,e)peno/ei,ἐπινοέω,verb,para\,παρά,preposition,ta\s,ὁ,article,γε,particle,,,sponda\s,σπονδή,noun,to\n,ὁ,article,*)/ibhra,Ἴβηρ,proper,diabh=nai,διαβαίνω,verb,kai\,καί,conjunction,pareskeu/aze/,παρασκευάζω,verb,tinas,τις,pronoun,e)s,εἰς,preposition,pro/fasin,πρόφασις,noun,kathgorei=n,κατηγορέω,verb,*zakanqai/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gra/fwn,γράφω,verb,te,τε,particle,tau=ta,οὗτος,pronoun,sunexw=s,συνεχής,adverb,e)s,εἰς,preposition,*karxhdo/na,Καρχηδών,proper,kai\,καί,conjunction,prostiqei\s,προστίθημι,verb,o(/ti,ὅστις,pronoun,*(rwmai=oi,,,kru/fa,κρύφα,adverb,th\n,ὁ,article,*)ibhri/an,Ἰβηρίη,proper,au)tw=n,αὐτός,pronoun,a)fista=sin,ἀφίστημι,verb,e)/tuxe,τυγχάνω,verb,para\,παρά,preposition,*karxhdoni/wn,Καρχηδόνιος,proper,pra/ssein,πράσσω,verb,o(/,ὅς,pronoun,ti,dokima/seien,δοκιμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,to\n,ὁ,article,*)/ibhra,Ἴβηρ,proper,diaba\s,διαβαίνω,verb,th\n,ὁ,article,*zakanqai/wn,,,po/lin,πόλις,adjective,h(bhdo\n,ἡβηδόν,adverb,die/fqeire,διαφθείρω,verb,*(rwmai/ois,,,de\,δέ,particle,kai\,καί,conjunction,*karxhdoni/ois,Καρχηδόνιος,proper,e)pi\,ἐπί,preposition,tw=|de,ὅδε,pronoun,e)le/lunto,λύω,verb,ai(,ὁ,article,spondai\,σπονδή,noun,ai(,geno/menai,γίγνομαι,verb,au)toi=s,αὐτός,pronoun,meta\,μετά,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,to\n,ὁ,article,e)n,ἐν,preposition,*sikeli/a|,Σικελία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anni/bas,Ἀννίβας,proper,de\,δέ,particle,o(/sa,ὅσος,adjective,me\n,μέν,particle,au)to\s,αὐτός,pronoun,kai\,καί,conjunction,oi(,ὁ,article,met',μετά,preposition,au)to\n,αὐτός,pronoun,a)/lloi,ἄλλος,adjective,*karxhdoni/wn,Καρχηδόνιος,proper,te,τε,particle,kai\,καί,conjunction,*(rwmai/wn,,,strathgoi\,στρατηγός,noun,peri\,περί,preposition,*)ibhri/an,Ἰβηρίη,proper,e)/pracan,πράσσω,verb,h(,ὁ,article,*)ibhrikh\,Ἰβηρικός,adjective,grafh\,dhloi=,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pileca/menos,ἐπιλέγω,verb,de\,δέ,particle,*keltibh/rwn,,,te,τε,particle,kai\,καί,conjunction,*libu/wn,Λίβυς,proper,kai\,καί,conjunction,e(te/rwn,ἕτερος,adjective,e)qnw=n,ἔθνος,adjective,o(/ti,ὅστις,pronoun,plei/stous,πλεῖστος,adjective,kai\,καί,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,*)ibhri/a|,Ἰβηρίη,proper,paradou\s,παραδίδωμι,verb,*)asdrou/ba|,Ἀσδρούβας,proper,tw=|,ὁ,article,a)delfw=|,ἀδελφός,adjective,ta\,ὁ,article,*purhnai=a,o)/rh,ὄρος,adjective,die/bainen,διαβαίνω,verb,e)s,εἰς,preposition,th\n,ὁ,article,*keltikh\n,Κελτικός,adjective,th\n,ὁ,article,nu=n,νῦν,adverb,legome/nhn,λέγω,verb,*galati/an,Γαλατίη,proper,a)/gwn,ἄγω,verb,pezou\s,πεζός,adjective,e)nakismuri/ous,,,kai\,καί,conjunction,i(ppe/as,e)s,εἰς,preposition,disxili/ous,δισχίλιοι,adjective,e)pi\,ἐπί,preposition,muri/ois,μυρίος,adjective,kai\,καί,conjunction,e)le/fantas,ἐλέφας,adjective,e(pta\,ἑπτά,noun,,,ἱππεύς,noun,kai\,καί,conjunction,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*galatw=n,Γαλάται,proper,de\,δέ,particle,tou\s,ὁ,article,me\n,μέν,particle,w)nou/menos,ὠνέομαι,verb,tou\s,ὁ,article,de\,δέ,particle,pei/qwn,πείθω,verb,tou\s,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,biazo/menos,βιάζω,verb,diw/deue,διοδεύω,verb,th\n,ὁ,article,xw/ran,χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqw\n,ἔρχομαι,verb,de\,δέ,particle,e)pi\,ἐπί,preposition,ta\,ὁ,article,*)/alpeia,,,o)/rh,ὄρος,adjective,kai\,καί,conjunction,mhdemi/an,μηδείς,pronoun,mh/te,μήτε,particle,di/odon,δίοδος,noun,mh/te,μήτε,particle,a)/nodon,ἄνοδος,noun,eu(rw/na)po/krhmna,,,ga/r,γάρ,particle,e)stin,εἰμί,verb,i)sxurw=s',ἰσχυρόω,verb,e)pe/baine,ἐπιβαίνω,verb,ka)kei/nois,ἐκεῖνος,pronoun,u(po\,ὑπό,preposition,to/lmhs,τόλμα,noun,kakopaqw=n,xionos,,,te,τε,particle,pollh=s,πολύς,adjective,ou)/shs,εἰμί,verb,kai\,καί,conjunction,kru/ous,κρύος,noun,th\n,ὁ,article,me\n,μέν,particle,u(/lhn,ὕλη,noun,te/mnwn,τέμνω,verb,te,τε,particle,kai\,καί,conjunction,katakai/wn,κατακαίω,verb,th\n,de\,δέ,particle,te/fran,τέφρα,noun,sbennu\s,σβέννυμι,verb,u(/dati,ὕδωρ,noun,kai\,καί,conjunction,o)/cei,ὄξος,noun,kai\,καί,conjunction,κακοπαθής,adverb,ὁ,article,th\n,ὁ,article,pe/tran,πέτρα,noun,e)k,ἐκ,preposition,tou=de,ὅδε,pronoun,yafara\n,ψαφαρός,adjective,gignome/nhn,γίγνομαι,verb,sfu/rais,σφῦρα,noun,sidhrai=s,σιδήρεος,adjective,qrau/wn,θραύω,verb,kai\,καί,conjunction,o(do\n,ὁδός,adjective,poiw=n,ποιέω,verb,h(\,ὅς,pronoun,kai\,καί,conjunction,nu=n,νῦν,adverb,e)stin,εἰμί,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,o)rw=n,ὀρός,noun,e)ntribh\s,ἐντριβής,adjective,kai\,καί,conjunction,kalei=tai,καλέω,verb,di/odos,δίοδος,noun,*)anni/bou,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,trofw=n,τρέφω,verb,au)to\n,αὐτός,pronoun,e)pileipousw=n,ἐπιλείπω,verb,h)pei/geto,ἐπείγω,verb,me/n,μέν,particle,e)/ti,ἔτι,adverb,lanqa/nwn,λανθάνω,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,pa/restin,πάρειμι,verb,e)s,εἰς,preposition,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,e(/ktw|,ἕκτος,adjective,de\,δέ,particle,mo/lis,μόλις,adverb,a)po\,ἀπό,preposition,th=s,ὁ,article,e)c,*)ibh/rwn,Ἴβηρ,proper,a)nasta/sews,ἀνάστασις,noun,mhni/,μείς,adjective,plei/stous,πλεῖστος,adjective,a)pobalw/n,ἀποβάλλω,verb,e)s,εἰς,preposition,to\,ὁ,article,pedi/on,πεδίον,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,o)rw=n,ὀρός,noun,kate/baine,καταβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mikro\n,μικρός,adjective,a)napau/sas,ἀναπαύω,verb,prose/bale,προσδαίω,verb,*taurasi/a|,,,po/lei,πόλις,adjective,*keltikh=|,Κελτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,kra/tos,κράτος,noun,de\,δέ,particle,au)th\n,αὐτός,pronoun,e)celw/n,ἐξαιρέω,verb,tou\s,ὁ,article,me\n,μέν,particle,ai)xmalw/tous,αἰχμάλωτος,adjective,e)/sfacen,σφάζω,verb,e)s,εἰς,preposition,kata/plhcin,κατάπληξις,noun,th=s,ὁ,article,a)/llhs,ἄλλος,adjective,*keltikh=s,Κελτικός,adjective,e)pi\,ἐπί,preposition,de\,δέ,particle,potamo\n,ποταμός,noun,*)hridano\n,Ἠριδανός,proper,to\n,ὁ,article,nu=n,νῦν,adverb,*pa/don,lego/menon,λέγω,verb,e)lqw/n,ἔρχομαι,verb,e)/nqa,ἔνθα,adverb,*(rwmai=oi,,,*keltoi=s,Κελτός,proper,toi=s,ὁ,article,kaloume/nois,καλέω,verb,*boioi=s,Βοιός,proper,e)pole/moun,πολεμέω,verb,e)stratope/deusen,στρατοπεδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πάδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,u(/patos,ὕπατος,adjective,o(,ὁ,article,*(rwmai/wn,,,*po/plios,Πόπλιος,proper,*kornh/lios,Κορνήλιος,proper,*skipi/wn,,,*karxhdoni/ois,Καρχηδόνιος,proper,e)n,ἐν,preposition,*)ibhri/a|,Ἰβηρίη,proper,polemw=n,πολεμέω,verb,e)pei\,ἐπεί,conjunction,th=s,ὁ,article,e)sbolh=s,εἰσβολή,noun,*)anni/bou,Ἀννίβας,proper,th=s,ὁ,article,e)s,εἰς,preposition,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,e)pu/qeto,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,kai\,καί,conjunction,o(/de,ὅδε,pronoun,*gnai=on,Γναῖος,proper,*kornh/lion,Κορνήλιος,proper,*skipi/wna,,,e)pi\,ἐπί,preposition,toi=s,ὁ,article,e)n,ἐν,preposition,*)ibhri/a|,Ἰβηρίη,proper,pra/gmasi,πρᾶγμα,noun,katalipw\n,καταλιμπάνω,verb,die/pleusen,e)s,εἰς,preposition,*turrhni/an,Τυρρήνιος,proper,o(/qen,ὅθεν,adverb,o(deu/wn,ὁδεύω,verb,te,τε,particle,kai\,καί,conjunction,summa/xous,σύμμαχος,adjective,πύθω,verb,διαπλέω,verb,o(/sous,ὅσος,adjective,du/naito,δύναμαι,verb,a)gei/rwn,ἀγείρω,verb,e)/fqasen,φθάνω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,*pa/don,πάδος,noun,*)anni/ban,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*ma/llion,Μάλλιος,proper,me\n,μέν,particle,kai\,καί,conjunction,*)ati/lion,Ἀτίλιος,proper,oi(\,ἕ,pronoun,toi=s,ὁ,article,*boioi=s,Βοιός,proper,e)pole/moun,πολεμέω,verb,e)s,εἰς,preposition,*(rw/mhn,,,e)/pemyen,πέμπω,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,de/on,δέω,verb,au)tou\s,αὐτός,pronoun,e)/ti,ἔτι,adverb,strathgei=,στρατηγέω,verb,u(pa/tou,ὕπατος,adjective,paro/ntos,πάρειμι,verb,au)to\s,de\,δέ,particle,to\n,ὁ,article,strato\n,στρατός,noun,paralabw\n,παραλαμβάνω,verb,e)s,εἰς,preposition,ma/xhn,μάχη,noun,e)ce/tasse,ἐξετάζω,verb,pro\s,πρός,preposition,*)anni/ban,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,genome/nhs,γίγνομαι,verb,a)kroboli/as,ἀκροβολία,noun,te,τε,particle,kai\,καί,conjunction,i(ppomaxi/as,ἱππομαχία,noun,oi(,ὁ,article,*(rwmai=oi,,,kuklwqe/ntes,κυκλόω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,*libu/wn,Λίβυς,proper,e)/feugon,φεύγω,verb,e)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,kai\,καί,conjunction,nukto\s,νύξ,adjective,e)pigenome/nhs,ἐπιγίγνομαι,verb,e)s,εἰς,preposition,*plakenti/an,a)nexw/roun,ἀναχωρέω,verb,a)sfalw=s,ἀσφαλής,adjective,teteixisme/nhn,τειχίζω,verb,to\n,ὁ,article,*pa/don,πάδος,noun,e)pi\,ἐπί,preposition,gefurw=n,γέφυρα,adjective,pera/sante/s,περάω,verb,te,τε,particle,kai\,καί,conjunction,lu/santes,λύω,verb,ta\s,ὁ,article,gefu/ras,γέφυρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,potamo\n,ποταμός,noun,kai\,καί,conjunction,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,zeu/cas,ζεύγνυμι,verb,e)pe/ra',περάω,verb,to\,ὁ,article,d',δέ,particle,e)/rgon,ἔργον,noun,eu)qu\s,εὐθύς,adverb,to/de,ὅδε,pronoun,prw=ton,πρότερος,adjective,h)\,ἠέ,conjunction,deu/teron,δεύτερος,adjective,e)pi\,ἐπί,preposition,th=|,ὁ,article,tw=n,ὁ,article,*)alpei/wn,o)rw=n,ὀρός,noun,diaba/sei,διαβαίνω,verb,para\,παρά,preposition,toi=s,ὁ,article,e)pe/keina,ἐπέκεινα,adverb,*keltoi=s,Κελτός,proper,e)ch=|re,ἐξαίρω,verb,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,w(s,ὡς,conjunction,a)/maxon,ἄμαχος,adjective,strathgo\n,στρατηγός,noun,kai\,καί,conjunction,tu/xh|,lampra=|,λαμπρός,adjective,xrw/menon,χράομαι,verb,,,,,,,,,,,,,,,,,,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
