word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS
tau=ta,οὗτος,pronoun,de\,δέ,particle,pa/nta,πᾶς,adjective,tou=,ὁ,article,qei/ou,θεῖος,noun,ei(/neken,ἕνεκα,preposition,prostiqe/asin,προστίθημι,verb,w(s,ὡς,conjunction,ple/on,πλέος,adjective,ti,τις,pronoun,ei)do/tes,οἶδα,verb,kai\,καί,conjunction,a)/llas,ἄλλος,adjective,profa/sias,πρόφασις,noun,le/gontes,λέγω,verb,o(/kws,ὅπως,conjunction,ei),εἰ,conjunction,me\n,μέν,particle,u(gih\s,ὑγιής,adverb,ge/noito,au)tw=n,αὐτός,pronoun,h(,ὁ,article,γίγνομαι,verb,do/ca,δόξα,noun,ei)/h,ἀίω,verb,kai\,καί,conjunction,h(,ὁ,article,decio/ths,δεξιότης,noun,ei),εἰ,conjunction,de\,δέ,particle,a)poqa/noi,ἀποθνήσκω,verb,e)n,ἐν,preposition,a)sfalei=,ἀσφαλής,adjective,kaqistai=nto,καθίστημι,verb,au)tw=n,αὐτός,pronoun,ai(,ὁ,article,a)pologi/ai,ἀπολογία,noun,kai\,καί,conjunction,e)/xoien,ἔχω,verb,pro/fasin,πρόφασις,noun,w(s,ὡς,conjunction,ou)k,οὐ,adverb,ai)/tioi/,αἴτιος,adjective,ei)sin,εἰμί,verb,au)toi\,αὐτός,pronoun,a)ll',oi(,ὁ,article,qeoi/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,fage/ein,ἐσθίω,verb,ou)/te,οὔτε,adverb,pie/ein,πίνω,verb,e)/dosan,δίδωμι,verb,fa/rmakon,φάρμακον,noun,ou)de\n,οὐδείς,pronoun,ou)/te,οὔτε,adverb,loutroi=si,λουτρόν,noun,kaqh/yhsan,καθέψω,verb,w(/ste,ὥστε,conjunction,doke/ein,δοκέω,verb,ai)/tion,αἴτιος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,doke/w,δοκέω,verb,*libu/wn,Λίβυς,proper,tw=n,ὁ,article,th\n,ὁ,article,meso/geion,μεσόγαιος,adjective,oi)keo/ntwn,οἰκέω,verb,ou)de/na,οὐδείς,pronoun,u(giai/nein,ὑγιαίνω,verb,o(/ti,ὅστις,pronoun,e)n,ἐν,preposition,ai)gei/oisi,αἴγειος,adjective,de/rmasi,δέρμα,noun,katake/ontai,κατάκειμαι,verb,kai\,καί,conjunction,kre/asin,κρέας,noun,ai)gei/oisi,αἴγειος,adjective,xrw=ntai,χράομαι,verb,e)pei\,ou)k,οὐ,adverb,e)/xousin,ἔχω,verb,ἐπεί,conjunction,ou)/te,οὔτε,adverb,strw=ma,στρῶμα,noun,ou)/te,οὔτε,adverb,i(ma/tion,ἱμάτιον,adjective,ou)/te,οὔτε,adverb,u(po/dhma,ὑπόδημα,noun,o(/,ὅς,pronoun,ti,τις,pronoun,mh\,μή,conjunction,ai)/geio/n,αἴγειος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,e)stin,εἰμί,verb,au)toi=s,αὐτός,pronoun,a)/llo,ἄλλος,adjective,proba/tion,προβάτιον,noun,ou)de\n,οὐδείς,pronoun,h)\,ἠέ,conjunction,ai)=ges,αἴξ,adjective,kai\,καί,conjunction,bo/es,βοῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,tau=ta,οὗτος,pronoun,prosfero/mena,προσφέρω,verb,kai\,καί,conjunction,e)sqio/mena,ἐσθίω,verb,th\n,ὁ,article,nou=son,νόσος,noun,ti/ktei,τίκτω,verb,te,τε,particle,kai\,καί,conjunction,au)/cei,αὐξάνω,verb,kai\,καί,conjunction,mh\,μή,conjunction,e)sqio/mena,ἐσθίω,verb,i)h=tai,ἰάομαι,verb,ou)k,οὐ,adverb,e)sti\n,εἰμί,verb,a)/ra,ἄρος,adjective,o(,qeo\s,θεός,noun,ai)/tios,αἴτιος,adjective,ὁ,article,ou)deno\s,οὐδείς,pronoun,ou)de\,οὐδέ,particle,oi(,ὁ,article,kaqarmoi\,καθαρμός,noun,w)fele/ousin,ὠφελέω,verb,a)lla\,ἀλλά,adverb,ta\,ὁ,article,e)de/smata,ἔδεσμα,noun,ta\,ὁ,article,i)w/mena/,ἰάομαι,verb,e)sti,εἰμί,verb,kai\,καί,conjunction,ta\,ὁ,article,bla/ptonta,βλάπτω,verb,tou=,ὁ,article,de\,δέ,particle,qei/ou,θεῖος,adjective,a)fani/zetai,ἀφανίζω,verb,h(,ὁ,article,du/namis,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ou)=n,οὖν,particle,e)/moige,ἐγώ,pronoun,doke/ousin,δοκέω,verb,oi(/tines,ὅστις,pronoun,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,tro/pw|,τρόπος,noun,e)gxeire/ousin,ἐγχειρέω,verb,i)h=sqai,ἰάομαι,verb,tau=ta,οὗτος,pronoun,ta\,ὁ,article,nosh/mata,νόσημα,noun,ou)/te,οὔτε,adverb,i(era\,ἱερός,adjective,nomi/zein,νομίζω,verb,ei)=nai,εἰμί,verb,ou)/te,οὔτε,adverb,qei=a,θεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/kou,ὅπου,adverb,ga\r,γάρ,particle,u(po\,ὑπό,preposition,kaqarmw=n,καθαρμός,noun,toiou/twn,τοιοῦτος,adjective,meta/stata,μετάστατος,adjective,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,u(po\,ὑπό,preposition,qerapei/hs,θεραπεία,noun,toih=sde,τοιόσδε,adjective,ti/,τίς,pronoun,kwlu/ei,κωλύω,verb,kai\,καί,conjunction,u(f',ὑπό,preposition,e(te/rwn,ἕτερος,adjective,texnhma/twn,τέχνημα,noun,o(moi/wn,ὅμοιος,adjective,tou/toisin,οὗτος,pronoun,e)pigi/nesqai,toi=sin,ὁ,article,a)nqrw/poisi,ἄνθρωπος,noun,ἐπιγίγνομαι,verb,kai\,καί,conjunction,prospi/ptein,προσπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,mhke/ti,μηκέτι,adverb,to\,ὁ,article,qei=on,θεῖος,adjective,ai)/tion,αἴτιος,adjective,ei)=nai,εἰμί,verb,a)lla/,ἀλλά,adverb,ti,τις,pronoun,a)nqrw/pinon,ἀνθρώπινος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,ga\r,γάρ,particle,oi(=o/s,οἷος,adjective,te,τε,particle,perikaqai/rwn,περικαθαίρω,verb,e)sti\,εἰμί,verb,kai\,καί,conjunction,mageu/wn,μαγεύω,verb,a)pa/gein,ἀπάγω,verb,toiou=ton,τοιοῦτος,adjective,pa/qos,πάθος,adjective,ou(=tos,οὗτος,pronoun,ka)\n,κἀν,conjunction,e)pa/goi,ἐπάγω,verb,e(/tera,ἕτερος,adjective,texnhsa/menos,τεχνάομαι,verb,kai\,καί,conjunction,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,tw=|,lo/gw|,λόγος,noun,to\,ὁ,article,ὁ,article,qei=on,θεῖος,adjective,a)po/llutai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,le/gontes,λέγω,verb,kai\,καί,conjunction,mhxaneu/menoi,μηχανάομαι,verb,prospoie/ontai,προσποιέω,verb,ple/on,πλέος,adjective,ti,τις,pronoun,ei)de/nai,οἶδα,verb,kai\,καί,conjunction,a)nqrw/pous,ἄνθρωπος,noun,e)capate/ousi,ἐξαπατάω,verb,prostiqe/menoi,προστίθημι,verb,tou/toisin,οὗτος,pronoun,a(gnei/as,ἁγνεία,noun,te,τε,particle,kai\,καί,conjunction,kaqaro/thtas,καθαρότης,noun,o(/,ὅς,pronoun,te,τε,particle,poulu\s,au)toi=si,αὐτός,pronoun,tou=,ὁ,article,πολύς,adjective,lo/gou,λόγος,noun,e)s,εἰς,preposition,to\,ὁ,article,qei=on,θεῖος,adjective,a)fh/kei,ἀφήκω,verb,kai\,καί,conjunction,to\,ὁ,article,daimo/nion,δαιμόνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,e)/moige,ἐγώ,pronoun,ou),οὐ,adverb,peri\,περί,preposition,eu)sebei/hs,εὐσέβεια,noun,doke/ousi,δοκέω,verb,tou\s,ὁ,article,lo/gous,λόγος,noun,poie/esqai,ποιέω,verb,w(s,ὡς,conjunction,oi)/ontai,οἴομαι,verb,a)lla\,ἀλλά,adverb,peri\,περί,preposition,dussebei/hs,δυσσέβεια,noun,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,w(s,ὡς,conjunction,oi(,ὁ,article,qeoi\,θεός,noun,ou)k,ei)si\,εἰμί,verb,to/,ὁ,article,οὐ,adverb,te,τε,particle,eu)sebe\s,εὐσεβής,adjective,kai\,καί,conjunction,qei=on,θεῖος,adjective,au)tw=n,αὐτός,pronoun,a)sebe\s,ἀσεβής,adjective,kai\,καί,conjunction,a)no/sio/n,ἀνόσιος,adjective,e)stin,εἰμί,verb,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,dida/cw,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,selh/nhn,σελήνη,noun,te,τε,particle,kaqaire/ein,καθαιρέω,verb,kai\,καί,conjunction,h(/lion,ἥλιος,noun,a)fani/zein,ἀφανίζω,verb,kai\,καί,conjunction,xeimw=na/,χειμών,noun,te,τε,particle,kai\,καί,conjunction,eu)di/hn,εὐδία,noun,poie/ein,ποιέω,verb,kai\,καί,conjunction,o)/mbrous,ὀμβρόω,verb,kai\,καί,conjunction,au)xmou\s,αὐχμός,noun,kai\,καί,conjunction,qa/lassan,a)/foron,ἄφορος,adjective,kai\,καί,conjunction,θάλασσα,noun,gh=n,γῆ,noun,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,ta\,ὁ,article,toiouto/tropa,τοιουτότροπος,adjective,pa/nta,πᾶς,adjective,u(pode/xontai,ὑποδέχομαι,verb,e)pi/stasqai,ἐφίστημι,verb,ei)/te,εἴτε,adverb,kai\,καί,conjunction,e)k,ἐκ,preposition,telete/wn,τελετή,noun,ei)/te,εἴτε,adverb,kai\,καί,conjunction,e)c,ἐκ,preposition,a)/llhs,ἄλλος,adjective,tino\s,τις,pronoun,gnw/mhs,γνώμη,noun,h)\,ἠέ,conjunction,mele/ths,μελέτη,noun,fasi\n,φημί,verb,tau=ta,οὗτος,pronoun,oi(=o/n,t',τε,particle,ei)=nai,εἰμί,verb,gene/sqai,γίγνομαι,verb,oi(,ὁ,article,tau=t',οὗτος,pronoun,e)pithdeu/ontes,ἐπιτηδεύω,verb,dussebe/ein,δυσσεβέω,verb,e)/moige,ἐγώ,pronoun,doke/ousi,kai\,καί,conjunction,qeou\s,θεός,noun,ou)/te,οὔτε,adverb,ei)=nai,εἰμί,verb,nomi/zein,νομίζω,verb,ou)/t',οὔτε,adverb,e)o/ntas,εἰμί,verb,i)sxu/ein,ἰσχύω,verb,ou)de\n,οὐδείς,pronoun,ou)/te,οὔτε,adverb,ei)/rgesqai,ἔργω,verb,a)\n,ἄν,particle,ou)deno\s,οὐδείς,pronoun,tw=n,ὁ,article,e)sxa/twn,σχέθω,verb,w(=n,ὅς,pronoun,poie/ontes,ποιέω,verb,pw=s,πῶς,adverb,ou),οὐ,adverb,deinoi\,δεινός,adjective,au)toi=si/n,αὐτός,pronoun,ei)sin,εἰμί,verb,,,,,,,οἷος,adjective,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
