word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
o(/stis,ὅστις,pronoun,de\,δέ,particle,mhd',μηδέ,particle,e(te/rwqi,ἑτέρωθι,adverb,mhdemi/an,μηδείς,pronoun,probolh\n,προβολή,noun,e)/xei,ἔχω,verb,ou(=tos,οὗτος,pronoun,e)/xei,ἔχω,verb,ta\s,ὁ,article,*rafa\s,th=s,ὁ,article,kefalh=s,κεφαλή,noun,w(s,ὡς,conjunction,gra/mma,γράμμα,noun,to\,ὁ,article,xi=,,,,,*x,,,gra/fetai,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pefu/kasi,φύω,verb,de\,δέ,particle,ai(,ὁ,article,grammai\,γραμμή,noun,h(,ὁ,article,me\n,μέν,particle,e(te/rh,ἕτερος,adjective,e)pikarsi/h,ἐπικάρσιος,adjective,pro\s,πρός,preposition,to\n,ὁ,article,kro/tafon,a)fi/kousa,ἀφίκω,verb,,,,,,,,,,,,,,,,κρόταφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,e(te/rh,ἕτερος,adjective,kata\,κατά,preposition,mh=kos,μῆκος,adjective,dia\,διά,preposition,me/shs,μέσος,adjective,th=s,ὁ,article,kefalh=s,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di/ploon,,,d',δέ,particle,e)sti\,εἰμί,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,kata\,κατά,preposition,me/shn,μέσος,adjective,th\n,ὁ,article,kefalh/n,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sklhro/taton,σκληρός,adjective,de\,δέ,particle,kai\,καί,conjunction,pukno/taton,πυκνος,noun,au)te/ou,,,pe/fuken,φύω,verb,to/,ὁ,article,te,τε,particle,a)nw/taton,ἀνώτατος,adjective,h(=|,ὅς,pronoun,h(,o(moxroi/h,ὁμόχροια,noun,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,h(,ὁ,article,u(po\,ὑπό,preposition,th=|,ὁ,article,ὁ,article,sarki\,σαρκίς,noun,kai\,καί,conjunction,to\,ὁ,article,katw/taton,κάτος,adjective,to\,pro\s,πρός,preposition,th=|,ὁ,article,mh/niggi,h(=|,ὅς,pronoun,h(,ὁ,article,o(moxroi/h,ὁμόχροια,noun,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,h(,ὁ,article,ka/tw,κάτος,adjective,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poxwre/on,ἀποχωρέω,verb,de\,δέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,a)nwta/tou,ἀνώτατος,adjective,o)ste/ou,ὀστέον,noun,kai\,καί,conjunction,tou=,ὁ,article,katwta/tou,κάτος,adjective,a)po\,ἀπό,preposition,tw=n,sklhrota/twn,σκληρός,adjective,kai\,καί,conjunction,puknota/twn,πυκνος,noun,e)pi\,ἐπί,preposition,to\,ὁ,article,malqakw/teron,μαλθακός,adjective,ὁ,article,kai\,καί,conjunction,h(=sson,ἥσσων,adverb,pukno\n,πυκνός,adjective,kai\,καί,conjunction,e)pikoilo/teron,e)s,εἰς,preposition,th\n,ὁ,article,diplo/hn,ai)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπίκοιλος,adjective,διπλόη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,diplo/h,διπλόη,noun,koilo/taton,κόιλος,adjective,kai\,καί,conjunction,malqakw/taton,μαλθακός,adjective,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,shraggw=de/s,σηραγγώδης,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,pa=n,πᾶς,adjective,to\,ὁ,article,o)ste/on,ὀστέον,noun,th=s,ὁ,article,kefalh=s,κεφαλή,noun,plh\n,πλήν,preposition,ka/rta,κάρτα,adverb,o)li/gou,tou=,ὁ,article,te,τε,particle,a)nwta/tou,ἀνώτατος,adjective,kai\,καί,conjunction,tou=,ὁ,article,katwta/tou,κάτος,adjective,ὀλίγος,adjective,spo/ggw|,σπόγγος,noun,o(/moion,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/xei,ἔχω,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,e)n,ἐν,preposition,e(wutw=|,ἑαυτοῦ,pronoun,o(koi=a,ὁποῖος,adjective,sarki/a,σαρκίον,noun,polla\,πολύς,adjective,kai\,καί,conjunction,u(gra\,kai\,καί,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,au)ta\,αὐτός,pronoun,diatri/boi,διατρίβω,verb,toi=si,ὁ,article,ὑγρός,adjective,daktu/loisin,δάκτυλος,noun,ai(=ma,αἷμα,noun,a)\n,ἄν,particle,diagi/gnoito,διαγίγνομαι,verb,e)c,au)te/wn,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ni,ἐν,preposition,d',δέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,o)ste/w|,ὀστέον,noun,kai\,καί,conjunction,fle/bia,φλέβιον,noun,lepto/tera,λεπτός,adjective,kai\,καί,conjunction,koilo/tera,κόιλος,adjective,ai(/matos,ple/a,πλέος,adjective,,,,,,,,,,,,,,,,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sklhro/thtos,σκληρότης,noun,me\n,μέν,particle,ou)=n,οὖν,particle,kai\,καί,conjunction,malqako/thtos,μαλθακότης,noun,kai\,καί,conjunction,koilo/thtos,κοιλότης,noun,w(=de,ὧδε,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paxu/thti,παχύτης,noun,de\,δέ,particle,kai\,καί,conjunction,lepto/thti,λεπτότης,noun,cumpa/shs,σύμπας,adjective,th=s,ὁ,article,kefalh=s,κεφαλή,noun,to\,ὁ,article,o)ste/on,ὀστέον,noun,lepto/tato/n,λεπτός,adjective,e)stin,kai\,καί,conjunction,a)sqene/staton,ἀσθενής,adjective,to\,ὁ,article,kata\,κατά,preposition,bre/gma,βρέγμα,noun,kai\,καί,conjunction,εἰμί,verb,sa/rka,σάρξ,adjective,o)ligi/sthn,ὀλίγιστος,adjective,kai\,καί,conjunction,leptota/thn,λεπτός,adjective,e)/xei,e)f',ἐπί,preposition,e(wute/w|,,,tau/th|,th=s,ὁ,article,kefalh=s,κεφαλή,noun,to\,ὁ,article,o)ste/on,ὀστέον,noun,kai\,καί,conjunction,o(,ὁ,article,e)gke/falos,ἐγκέφαλος,noun,kata\,κατά,preposition,tou=to,th=s,ὁ,article,ἔχω,verb,ταύτῃ,adverb,οὗτος,pronoun,kefalh=s,κεφαλή,noun,plei=stos,πλεῖστος,adjective,u(/pestin,ὕπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,o(/ti,ὅστις,pronoun,ou(/tw,οὕτως,adverb,tau=ta,οὗτος,pronoun,e)/xei,ἔχω,verb,tw=n,ὁ,article,te,τε,particle,trwsi/wn,τρῶσις,noun,kai\,καί,conjunction,tw=n,bele/wn,βέλος,noun,i)/swn,ἴσος,adjective,te,τε,particle,e)o/ntwn,εἰμί,verb,kata\,κατά,preposition,mege/qos,,,ὁ,article,kai\,καί,conjunction,e)lasso/nwn,ἐλάσσων,adjective,kai\,καί,conjunction,o(moi/ws,ὅμοιος,adjective,te,trwqei\s,τιτρώσκω,verb,kai\,καί,conjunction,h(=sson,to\,ὁ,article,o)ste/on,ὀστέον,noun,tau/th|,οὗτος,pronoun,th=s,ὁ,article,kefalh=s,κεφαλή,noun,fla=tai/,φλάζω,verb,te,τε,particle,ma=llon,μᾶλλον,adverb,kai\,*rh/gnutai,,,τε,particle,ἥσσων,adverb,καί,conjunction,kai\,καί,conjunction,e)/sw,ἔσω,adjective,e)sfla=tai,ἐσφλάω,verb,kai\,καί,conjunction,qanasimw/tera/,θανάσιμος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,xalepw/tera,χαλεπός,adjective,i)htreu/esqai/,te,τε,particle,kai\,καί,conjunction,e)kfugga/nein,ἐκφεύγω,verb,to\n,ὁ,article,qa/naton,θάνατος,adjective,tau/th|,οὗτος,pronoun,h)/pou,ἤπου,particle,a)/lloqi,ἄλλοθι,adverb,th=s,ὁ,article,kefalh=s,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ci/swn,ἐξισόω,verb,te,τε,particle,e)o/ntwn,εἰμί,verb,tw=n,ὁ,article,trwma/twn,τραῦμα,noun,kai\,καί,conjunction,h(sso/nwn,ἥσσων,adverb,kai\,καί,conjunction,o(moi/ws,ὅμοιος,adjective,te,τε,particle,trwqei\s,kai\,καί,conjunction,h(=sson,ἥσσων,adverb,a)poqnh/skei,ἀποθνήσκω,verb,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,o(/tan,ὅταν,conjunction,τιτρώσκω,verb,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,me/llh|,μέλλω,verb,a)poqanei=sqai,ἀποθνήσκω,verb,e)k,tou=,ὁ,article,trw/matos,τραῦμα,noun,e)n,e)la/ssoni,ἐλάσσων,adjective,xro/nw|,χρόνος,noun,o(,ὁ,article,tau/th|,ταύτῃ,adverb,e)/xwn,ἔχω,verb,to\,ὁ,article,trw=ma,τραῦμα,noun,th=s,ὁ,article,kefalh=s,h)/pou,ἤπου,particle,ἐκ,preposition,ἐν,preposition,κεφαλή,noun,a)/lloqi,ἄλλοθι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,e)gke/falos,ἐγκέφαλος,noun,ta/xista/,τάχιστος,adjective,te,τε,particle,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,kata\,κατά,preposition,to\,ὁ,article,bre/gma,βρέγμα,noun,ai)sqa/netai,tw=n,ὁ,article,kakw=n,κακός,adjective,tw=n,ὁ,article,gignome/nwn,γίγνομαι,verb,e)/n,ἐν,preposition,te,τε,particle,αἰσθάνομαι,verb,th=|,ὁ,article,sarki\,σαρκίς,noun,kai\,καί,conjunction,tw=|,ὁ,article,o)ste/w|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀστέον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,leptota/tw|,λεπτός,adjective,ga\r,γάρ,particle,o)ste/w|,ὀστέον,noun,e)sti\,εἰμί,verb,tau/th|,οὗτος,pronoun,o(,ὁ,article,e)gke/falos,ἐγκέφαλος,noun,kai\,καί,conjunction,o)ligi/sth|,ὀλίγιστος,adjective,sarki\,kai\,καί,conjunction,o(,ὁ,article,plei=stos,πλεῖστος,adjective,e)gke/falos,ἐγκέφαλος,noun,u(po\,ὑπό,preposition,tw=|,ὁ,article,σαρκίς,noun,bre/gmati,βρέγμα,noun,kei=tai,κέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,a)/llwn,ἄλλος,adjective,to\,ὁ,article,kata\,κατά,preposition,tou\s,ὁ,article,krota/fous,κρόταφος,noun,a)sqene/stato/n,ἀσθενής,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cumbolh/,συμβολή,noun,te,τε,particle,ga\r,γάρ,particle,th=s,ὁ,article,ka/tw,κάτος,adjective,gna/qou,γνάθος,adjective,pro\s,πρός,preposition,to\,ὁ,article,krani/on,κρανίον,noun,kai\,καί,conjunction,ki/nhsis,e)/nestin,ἔνειμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,krota/fw|,κρόταφος,noun,a)/nw,ἄνω,adverb,kai\,καί,conjunction,κίνησις,adjective,ka/tw,κάτος,adjective,w(/sper,ὥσπερ,adverb,a)/rqrou,ἀρθρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,a)koh\,ἀκοή,noun,plhsi/on,πλησίος,adjective,gi/gnetai,γίγνομαι,verb,au)te/ou,,,kai\,καί,conjunction,fle\y,φλέψ,noun,dia\,διά,preposition,tou=,ὁ,article,krota/fou,te/tatai,τείνω,verb,koi/lh,κόιλος,adjective,te,τε,particle,kai\,καί,conjunction,i)sxurh/,ἰσχυρός,adjective,,,,κρόταφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
