word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS
e)/stai,εἰμί,verb,ga\r,o(/tan,ὅταν,conjunction,e)pikale/shsqe/,me,ἐγώ,pronoun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,ou)k,ei)sakou/somai,εἰσακούω,verb,u(mw=n,σύ,pronoun,zhth/sousi/n,ζητέω,verb,me,ἐγώ,pronoun,kakoi\,κακός,adjective,kai\,καί,conjunction,ou)x,οὐ,adverb,eu(rh/sousin,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,ἐπικαλέω,verb,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mi/shsan,μισέω,verb,ga\r,sofi/an,σοφία,noun,to\n,de\,δέ,particle,fo/bon,φόβος,noun,tou=,ὁ,article,kuri/ou,ou),οὐ,adverb,pro,,,ei/lanto,,,ou)de\,οὐδέ,particle,h)/qelon,ἐθέλω,verb,e)mai=s,ἐμός,adjective,prose/xein,προσέχω,verb,boulai=s,βουλή,noun,e)mukth/rizon,μυκτηρίζω,verb,de\,δέ,particle,e)mou\s,ἐμός,adjective,e)le/gxous,ἔλεγχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,ὁ,article,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toigarou=n,τοιγάρ,particle,e)/dontai,th=s,ὁ,article,e(autw=n,o(dou=,ὁδός,adjective,tou\s,ὁ,article,karpou\s,καρπός,noun,kai\,th=s,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,a)sebei/as,ἀσέβεια,noun,plhsqh/sontai,πίμπλημι,verb,a)nq',ἀντί,preposition,w(=n,ὅς,pronoun,ga\r,γάρ,particle,h)di/koun,ἀδικέω,verb,nhpi/ous,νήπιος,adjective,foneuqh/sontai,φονεύω,verb,kai\,καί,conjunction,e)cetasmo\s,ἐξετασμός,noun,a)sebei=s,ἀσεβής,adjective,o)lei=,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔδω,verb,ἑαυτοῦ,pronoun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,e)mou=,ἐγώ,pronoun,a)kou/wn,kataskhnw/sei,κατασκηνόω,verb,e)p',ἐπί,preposition,e)lpi/di,ἐλπίς,noun,kai\,h(suxa/sei,ἡσυχάω,verb,a)fo/bws,ἄφοβος,adjective,a)po\,ἀπό,preposition,panto\s,πᾶς,adjective,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,ἀκούω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ui(e/,υἱός,noun,e)a\n,deca/menos,δέχομαι,verb,r(h=sin,e)mh=s,ἐμός,adjective,e)ntolh=s,ἐντολεύς,noun,kru/yh|s,κρύπτω,verb,para\,seautw=|,σαυτοῦ,pronoun,u(pakou/setai,ὑπακούω,verb,sofi/as,σοφία,noun,to\,ὁ,article,ou)=s,οὖς,noun,sou,σύ,pronoun,kai\,καί,conjunction,parabalei=s,παραβάλλω,verb,kardi/an,καρδία,noun,sou,σύ,pronoun,ei)s,εἰς,preposition,su/nesin,σύνεσις,noun,parabalei=s,παραβάλλω,verb,de\,δέ,particle,au)th\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,nouqe/thsin,νουθέτησις,noun,tw=|,ὁ,article,ui(w=|,υἱός,noun,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,ῥῆσις,noun,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,ga\r,th\n,ὁ,article,sofi/an,e)pikale/sh|,ἐπικαλέω,verb,kai\,καί,conjunction,th=|,ὁ,article,sune/sei,dw=|s,δίδωμι,verb,fwnh/n,φωνή,noun,sou,σύ,pronoun,th\n,ὁ,article,de\,δέ,particle,ai)/sqhsin,αἴσθησις,noun,zhth/sh|s,ζητέω,verb,mega/lh|,μέγας,adverb,th=|,ὁ,article,fwnh=|,φωνή,noun,kai\,καί,conjunction,e)a\n,ἐάν,conjunction,zhth/sh|s,ζητέω,verb,au)th\n,αὐτός,pronoun,w(s,ὡς,conjunction,a)rgu/rion,ἀργύριον,adjective,kai\,καί,conjunction,w(s,ὡς,conjunction,qhsaurou\s,θησαυρός,noun,e)cereunh/sh|s,ἐξερευνάω,verb,au)th/n,αὐτός,pronoun,to/te,τότε,adverb,sunh/seis,συνίημι,verb,fo/bon,φόβος,noun,kuri/ou,κύριος,adjective,kai\,καί,conjunction,e)pi/gnwsin,ἐπίγνωσις,noun,qeou=,θεός,noun,eu(rh/seis,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,σοφία,noun,σύνεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,ku/rios,di/dwsin,δίδωμι,verb,sofi/an,kai\,καί,conjunction,a)po\,ἀπό,preposition,prosw/pou,πρόσωπον,noun,au)tou=,gnw=sis,γνῶσις,noun,kai\,καί,conjunction,su/nesis,σύνεσις,noun,kai\,καί,conjunction,qhsauri/zei,θησαυρίζω,verb,toi=s,ὁ,article,katorqou=si,κατορθόω,verb,swthri/an,σωτηρία,noun,u(peraspiei=,ὑπερασπίζω,verb,th\n,ὁ,article,porei/an,πορεία,noun,au)tw=n,αὐτός,pronoun,tou=,ὁ,article,fula/cai,φυλάσσω,verb,o(dou\s,ὁδός,adjective,dikaiwma/twn,δικαίωμα,noun,kai\,καί,conjunction,o(do\n,ὁδός,adjective,eu)laboume/nwn,εὐλαβέομαι,verb,au)to\n,αὐτός,pronoun,diafula/cei,διαφυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κῦρος,noun,σοφία,noun,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,sunh/seis,dikaiosu/nhn,δικαιοσύνη,noun,kai\,kri/ma,κρίμα,noun,kai\,καί,conjunction,katorqw/seis,κατόρθωσις,noun,pa/ntas,a)/conas,ἄξων,noun,a)gaqou/s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συνίημι,verb,καί,conjunction,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,ga\r,e)/lqh|,ἔρχομαι,verb,h(,sofi/a,σοφία,noun,ei)s,εἰς,preposition,sh\n,σός,adjective,dia/noian,h(,ὁ,article,de\,δέ,particle,ai)/sqhsis,αἴσθησις,noun,th=|,ὁ,article,sh=|,σός,adjective,yuxh=|,ψυχή,noun,kalh\,καλός,noun,ei)=nai,εἰμί,verb,do/ch|,δόξα,noun,boulh\,βουλή,noun,kalh\,καλός,noun,fula/cei,φυλάσσω,verb,se,σύ,pronoun,e)/nnoia,ἔννοια,noun,de\,δέ,particle,o(si/a,ὁσία,noun,thrh/sei,τηρέω,verb,se,σύ,pronoun,i(/na,ἵνα,conjunction,r(u/shtai/,ῥύομαι,verb,se,σύ,pronoun,a)po\,ἀπό,preposition,o(dou=,ὁδός,adjective,kakh=s,κακός,adjective,kai\,καί,conjunction,a)po\,ἀπό,preposition,a)ndro\s,ἀνήρ,noun,lalou=ntos,λαλέω,verb,mhde\n,μηδείς,pronoun,pisto/n,πιστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,ὁ,article,διάνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,oi(,e)gkatalei/pontes,ἐγκαταλείπω,verb,o(dou\s,eu)qei/as,εὐθύς,adjective,tou=,ὁ,article,poreu/esqai,πορεύω,verb,e)n,o(doi=s,ὁδός,adjective,sko/tous,σκότος,noun,oi(,ἕ,pronoun,eu)fraino/menoi,εὐφραίνω,verb,e)pi\,ἐπί,preposition,kakoi=s,κακός,adjective,kai\,καί,conjunction,xai/rontes,χαίρω,verb,e)pi\,ἐπί,preposition,diastrofh=|,διαστροφή,noun,kakh=|,κακός,adjective,w(=n,ὅς,pronoun,ai(,ὁ,article,tri/boi,τρίβος,noun,skoliai\,σκολιός,adjective,kai\,καί,conjunction,kampu/lai,καμπύλη,noun,ai(,ὁ,article,troxiai\,τροχιά,noun,au)tw=n,αὐτός,pronoun,tou=,ὁ,article,makra/n,μακράν,adverb,se,σύ,pronoun,poih=sai,ποιέω,verb,a)po\,ἀπό,preposition,o(dou=,ὁδός,adjective,eu)qei/as,εὐθύς,adjective,kai\,καί,conjunction,a)llo/trion,ἀλλότριος,adjective,th=s,ὁ,article,dikai/as,δίκαιος,adjective,gnw/mhs,γνώμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,ὁδός,adjective,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ui(e/,υἱός,noun,mh/,se,σύ,pronoun,katala/bh|,kakh\,κακός,adjective,boulh\,βουλή,noun,h(,ὁ,article,a)polei/pousa,didaskali/an,διδασκαλία,noun,neo/thtos,νεότης,noun,kai\,καί,conjunction,diaqh/khn,διαθήκη,noun,qei/an,θεῖος,adjective,e)pilelhsme/nh,ἐπιλανθάνομαι,verb,e)/qeto,ἔθω,verb,ga\r,γάρ,particle,para\,παρά,preposition,tw=|,ὁ,article,qana/tw|,θάνατος,adjective,to\n,ὁ,article,oi)=kon,οἶκος,noun,au)th=s,αὐτός,pronoun,kai\,καί,conjunction,para\,παρά,preposition,tw=|,ὁ,article,a(/|dh|,ᾅδης,noun,meta\,μετά,preposition,tw=n,ὁ,article,ghgenw=n,γηγενής,adjective,tou\s,ὁ,article,a)/conas,ἄξων,noun,au)th=s,αὐτός,pronoun,pa/ntes,πᾶς,adjective,oi(,ἕ,pronoun,poreuo/menoi,πορεύω,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,ou)k,οὐ,adverb,a)nastre/yousin,ἀναστρέφω,verb,ou)de\,οὐδέ,particle,mh\,μή,conjunction,katala/bwsin,καταλαμβάνω,verb,tri/bous,τρίβος,noun,eu)qei/as,εὐθύς,adjective,ou),οὐ,adverb,ga\r,γάρ,particle,katalamba/nontai,καταλαμβάνω,verb,u(po\,ὑπό,preposition,e)niautw=n,ἐνιαυτός,noun,zwh=s,ζωή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,καταλαμβάνω,verb,ἀπολείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,e)poreu/onto,ἐφορεύω,verb,tri/bous,a)gaqa/s,ἀγαθός,adjective,eu(/rosan,,,a)\n,ἄν,particle,tri/bous,dikaiosu/nhs,δικαιοσύνη,noun,lei/ous,λείων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,τρίβος,noun,τρίβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrhstoi\,χρηστός,adjective,e)/sontai,oi)kh/tores,οἰκήτωρ,noun,gh=s,a)/kakoi,ἄκακος,adjective,de\,δέ,particle,u(poleifqh/sontai,ὑπολείπω,verb,e)n,au)th=|,αὐτός,pronoun,o(/ti,ὅστις,pronoun,eu)qei=s,εὐθύς,adjective,kataskhnw/sousi,κατασκηνόω,verb,gh=n,γῆ,noun,kai\,καί,conjunction,o(/sioi,ὅσιος,adjective,u(poleifqh/sontai,ὑπολείπω,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,o(doi\,ὁδός,adjective,a)sebw=n,ἀσεβέω,verb,e)k,ἐκ,preposition,gh=s,γῆ,noun,o)lou=ntai,ὄλλυμι,verb,oi(,ὁ,article,de\,δέ,particle,para/nomoi,παράνομος,adjective,e)cwsqh/sontai,ἐξωθέω,verb,a)p',ἀπό,preposition,au)th=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,γῆ,noun,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ui(e/,υἱός,noun,e)mw=n,nomi/mwn,νόμιμος,adjective,mh\,e)pilanqa/nou,ἐπιλανθάνομαι,verb,ta\,ὁ,article,de\,δέ,particle,r(h/mata/,mou,ἐγώ,pronoun,threi/tw,τηρέω,verb,sh\,σός,adjective,kardi/a,καρδία,noun,mh=kos,μῆκος,adjective,ga\r,γάρ,particle,bi/ou,βίος,adjective,kai\,καί,conjunction,e)/th,ἔτης,noun,zwh=s,ζωή,noun,kai\,καί,conjunction,ei)rh/nhn,εἰρήνη,noun,prosqh/sousi/n,προσθέω,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,μή,conjunction,ῥῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lehmosu/nai,ἐλεημοσύνη,noun,kai\,pi/steis,πίστις,noun,mh\,e)klipe/twsa/n,,,se,σύ,pronoun,a)/fayai,ἀφάπτω,verb,de\,au)ta\s,αὐτός,pronoun,e)pi\,ἐπί,preposition,sw=|,σός,adjective,traxh/lw|,τράχηλος,noun,kai\,καί,conjunction,eu(rh/seis,εὑρίσκω,verb,xa/rin,χάρις,noun,kai\,καί,conjunction,pronoou=,προνοέω,verb,kala\,καλός,noun,e)nw/pion,ἐνώπιος,adjective,kuri/ou,κύριος,adjective,kai\,καί,conjunction,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,μή,conjunction,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sqi,εἰμί,verb,pepoiqw\s,e)n,ἐν,preposition,o(/lh|,kardi/a|,καρδία,noun,e)pi\,ἐπί,preposition,qew=|,θεός,noun,e)pi\,de\,δέ,particle,sh=|,σός,adjective,sofi/a|,σοφία,noun,mh\,μή,conjunction,e)pai/rou,ἐπαίρω,verb,e)n,ἐν,preposition,pa/sais,πᾶς,adjective,o(doi=s,ὁδός,adjective,sou,σύ,pronoun,gnw/rize,γνωρίζω,verb,au)th/n,αὐτός,pronoun,i(/na,ἵνα,conjunction,o)rqotomh=|,ὀρθοτομέω,verb,ta\s,ὁ,article,o(dou/s,ὁδός,adjective,sou,σύ,pronoun,o(,ὁ,article,de\,δέ,particle,pou/s,πούς,noun,sou,σύ,pronoun,ou),οὐ,adverb,mh\,μή,conjunction,prosko/pth|,προσκόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πείθω,verb,ὅλος,adjective,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,i)/sqi,fro/nimos,φρόνιμος,adjective,para\,seautw=|,σαυτοῦ,pronoun,fobou=,φοβέω,verb,de\,δέ,particle,to\n,qeo\n,θεός,noun,kai\,καί,conjunction,e)/kkline,ἐκκλίνω,verb,a)po\,ἀπό,preposition,panto\s,πᾶς,adjective,kakou=,κακός,adjective,to/te,τότε,adverb,i)/asis,ἴασις,noun,e)/stai,εἰμί,verb,tw=|,ὁ,article,sw/mati/,σῶμα,adjective,sou,σύ,pronoun,kai\,καί,conjunction,e)pime/leia,ἐπιμέλεια,noun,toi=s,ὁ,article,o)ste/ois,ὀστέον,noun,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,παρά,preposition,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/ma,τιμάω,verb,to\n,ku/rion,κύριος,adjective,a)po\,sw=n,σός,adjective,dikai/wn,δίκαιος,adjective,po/nwn,πόνος,noun,kai\,a)pa/rxou,ἀπάρχω,verb,au)tw=|,αὐτός,pronoun,a)po\,ἀπό,preposition,sw=n,σός,adjective,karpw=n,καρπός,noun,dikaiosu/nhs,δικαιοσύνη,noun,i(/na,ἵνα,conjunction,pi/mplhtai,πίμπλημι,verb,ta\,ὁ,article,tami/eia/,,,sou,σύ,pronoun,plhsmonh=s,πλησμονή,noun,si/tou,σῖτος,noun,oi)/nw|,οἶνον,noun,de\,δέ,particle,ai(,ὁ,article,lhnoi/,ληνός,noun,sou,σύ,pronoun,e)kblu/zwsin,ἐκβλύζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἀπό,preposition,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
