word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
*kai\,καί,conjunction,o(/te,ὅστε,pronoun,ei)sh=lqon,εἰσέρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,u(perw=|on,ὑπερῷον,noun,a)ne/bhsan,ἀναβαίνω,verb,ou(=,ἕ,pronoun,h)=san,εἰμί,verb,katame/nontes,καταμένω,verb,o(/,ὅς,pronoun,te,τε,particle,*pe/tros,Πέτρος,proper,kai\,καί,conjunction,*)iwa/nhs,,,kai\,καί,conjunction,*)ia/kwbos,Ἰάκωβος,proper,kai\,καί,conjunction,*)andre/as,Ἀνδρέης,proper,*fi/lippos,Φίλιππος,proper,kai\,καί,conjunction,*qwma=s,Θωμᾶς,proper,*barqolomai=os,,,kai\,καί,conjunction,*maqqai=os,,,*)ia/kwbos,Ἰάκωβος,proper,*(alfai/ou,,,kai\,καί,conjunction,*si/mwn,Σίμων,proper,o(,ὁ,article,zhlwth\s,ζηλωτής,noun,kai\,καί,conjunction,*)iou/das,Ἰούδας,proper,*)iakw/bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἰάκωβος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,pa/ntes,πᾶς,adjective,h)=san,εἰμί,verb,proskarterou=ntes,προσκαρτερέω,verb,o(moqumado\n,ὁμοθυμαδόν,adverb,th=|,ὁ,article,proseuxh=|,προσευχή,noun,su\n,σύν,preposition,gunaici\n,γυνή,noun,kai\,καί,conjunction,*maria\m,,,th=|,ὁ,article,mhtri\,μήτηρ,noun,tou=,ὁ,article,*)ihsou=,Ἰησοῦς,proper,kai\,καί,conjunction,su\n,σύν,preposition,toi=s,ὁ,article,a)delfoi=s,ἀδελφός,adjective,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*k*a*i,,,*e*n,,,*t*a*i*s,,,*h*m*e*r*a*i*s,,,tau/tais,οὗτος,pronoun,a)nasta\s,ἀνίστημι,verb,*pe/tros,Πέτρος,proper,e)n,ἐν,preposition,me/sw|,μέσος,adjective,tw=n,ὁ,article,a)delfw=n,ἀδελφή,noun,ei)=pen,εἶπον,verb,h)=n,εἰμί,verb,te,τε,particle,o)/xlos,ὄχλος,noun,o)noma/twn,ὄνομα,adjective,e)pi\,ἐπί,preposition,to\,ὁ,article,au)to\,αὐτός,pronoun,w(s,ὡς,conjunction,e(kato\n,ἑκατόν,noun,ei)/kosi),εἴκοσι,verb,*)/andres,ἀνήρ,noun,a)delfoi/,ἀδελφός,adjective,e)/dei,δέω,verb,plhrwqh=nai,πληρόω,verb,th\n,ὁ,article,grafh\n,γραφή,noun,h(\n,ὅς,pronoun,proei=pe,προεῖπον,verb,to\,ὁ,article,pneu=ma,πνεῦμα,noun,to\,ὁ,article,a(/gion,dia\,διά,preposition,sto/matos,στόμα,noun,*dauei\d,,,peri\,περί,preposition,*)iou/da,Ἰούδας,proper,tou=,ὁ,article,genome/nou,o(dhgou=,ὁδηγός,noun,toi=s,ὁ,article,sullabou=sin,συλλαμβάνω,verb,*)ihsou=n,Ἰησοῦς,proper,o(/ti,ὅστις,pronoun,ἅγιος,adjective,γίγνομαι,verb,kathriqmhme/nos,καταριθμέω,verb,h)=n,εἰμί,verb,e)n,ἐν,preposition,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,e)/laxen,λαγχάνω,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,th=s,ὁ,article,diakoni/as,διακονία,noun,tau/ths,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(=tos,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,e)kth/sato,κτάομαι,verb,xwri/on,χωρίον,noun,e)k,ἐκ,preposition,misqou=,μισθός,noun,th=s,ὁ,article,a)diki/as,ἀδικία,noun,kai\,καί,conjunction,prhnh\s,πρηνής,adjective,geno/menos,γίγνομαι,verb,e)la/khsen,λάσκω,verb,me/sos,μέσος,adjective,kai\,καί,conjunction,e)cexu/qh,ἐκχέω,verb,pa/nta,πᾶς,adjective,ta\,ὁ,article,spla/gxna,σπλάγχνον,noun,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,gnwsto\n,γνωστός,adjective,e)ge/neto,γίγνομαι,verb,pa=si,πᾶς,adjective,toi=s,ὁ,article,katoikou=sin,κατοικέω,verb,*)ierousalh/m,,,w(/ste,ὥστε,conjunction,klhqh=nai,καλέω,verb,to\,ὁ,article,xwri/on,χωρίον,noun,e)kei=no,ἐκεῖνος,pronoun,th=|,ὁ,article,diale/ktw|,διάλεκτος,noun,au)tw=n,αὐτός,pronoun,*(akeldama/x,,,tou=t',οὗτος,pronoun,e)/stin,εἰμί,verb,*xwri/on,χωρίον,noun,*ai(/matos,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ge/graptai,γράφω,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,*bi/blw|,βίβλος,noun,*yalmw=n,ψαλμός,noun,*genhqh/tw,γίγνομαι,verb,h(,ὁ,article,e)/paulis,ἔπαυλις,noun,au)tou=,αὐτός,pronoun,e)/rhmos,ἐρῆμος,adjective,kai\,καί,conjunction,mh\,μή,conjunction,e)/stw,εἰμί,verb,o(,ὁ,article,katoikw=n,κατοικέω,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,kai/,καί,conjunction,*th\n,ὁ,article,e)piskoph\n,ἐπισκοπή,noun,au)tou=,αὐτός,pronoun,labe/tw,λαμβάνω,verb,e(/teros,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,ou)=n,οὖν,particle,tw=n,ὁ,article,sunelqo/ntwn,συνέρχομαι,verb,h(mi=n,ἐγώ,pronoun,a)ndrw=n,ἀνήρ,noun,e)n,ἐν,preposition,panti\,πᾶς,adjective,xro/nw|,χρόνος,noun,w(=|,ὅς,pronoun,ei)sh=lqen,εἰσέρχομαι,verb,kai\,καί,conjunction,e)ch=lqen,ἐξέρχομαι,verb,e)f',ἐπί,preposition,h(ma=s,ἐγώ,pronoun,o(,ὁ,article,ku/rios,κῦρος,noun,*)ihsou=s,Ἰησοῦς,proper,a)rca/menos,ἄρχω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,bapti/smatos,βάπτισμα,noun,*)iwa/nou,,,e(/ws,ἕως,conjunction,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,h(=s,ὅς,pronoun,a)nelh/mfqh,,,a)f',ἀπό,preposition,h(mw=n,ἐγώ,pronoun,ma/rtura,μάρτυς,noun,th=s,ὁ,article,a)nasta/sews,ἀνάστασις,noun,au)tou=,su\n,σύν,preposition,h(mi=n,ἐγώ,pronoun,gene/sqai,γίγνομαι,verb,e(/na,ἕνος,adjective,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/sthsan,ἵστημι,verb,du/o,δύο,adjective,*)iwsh\f,,,to\n,ὁ,article,kalou/menon,καλέω,verb,*barsabba=n,,,o(\s,ὅς,pronoun,e)peklh/qh,ἐπικαλέω,verb,*)iou=stos,,,kai\,καί,conjunction,*maqqi/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,proseuca/menoi,προσεύχομαι,verb,ei)=pan,εἶπον,verb,*su\,σύ,pronoun,ku/rie,κύριος,adjective,kardiognw=sta,καρδιογνώστης,noun,pa/ntwn,πᾶς,adjective,a)na/deicon,ἀναδείκνυμι,verb,o(\n,ὅς,pronoun,e)cele/cw,ἐκλέγω,verb,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,du/o,δύο,adjective,e(/na,ἕνος,adjective,labei=n,λαμβάνω,verb,to\n,ὁ,article,to/pon,τόπος,noun,th=s,ὁ,article,diakoni/as,διακονία,noun,tau/ths,οὗτος,pronoun,kai\,καί,conjunction,a)postolh=s,ἀποστολεύς,noun,a)f',ἀπό,preposition,h(=s,ὅς,pronoun,pare/bh,παραβαίνω,verb,*)iou/das,Ἰούδας,proper,poreuqh=nai,πορεύω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,to/pon,τόπος,noun,to\n,ὁ,article,i)/dion,ἴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/dwkan,δίδωμι,verb,klh/rous,κλῆρος,adjective,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,e)/pesen,ἐφέζομαι,verb,o(,ὁ,article,klh=ros,κλῆρος,adjective,e)pi\,ἐπί,preposition,*maqqi/an,,,kai\,καί,conjunction,sunkateyhfi/sqh,,,meta\,μετά,preposition,tw=n,ὁ,article,e(/ndeka,ἕνδεκα,noun,a)posto/lwn,ἀπόστολος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,sunplhrou=sqai,συμπληρόω,verb,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,th=s,ὁ,article,penthkosth=s,πεντηκοστή,adjective,h)=san,εἰμί,verb,pa/ntes,πᾶς,adjective,o(mou=,ὁμοῦ,adverb,e)pi\,ἐπί,preposition,to\,ὁ,article,au)to/,αὐτός,pronoun,kai\,καί,conjunction,e)ge/neto,γίγνομαι,verb,a)/fnw,ἄφνω,adverb,e)k,ἐκ,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,h)=xos,ἦχος,noun,w(/sper,ὥσπερ,adverb,ferome/nhs,φέρω,verb,pnoh=s,πνοή,noun,biai/as,βίαιος,adjective,kai\,καί,conjunction,e)plh/rwsen,πληρόω,verb,o(/lon,ὅλος,adjective,to\n,ὁ,article,oi)=kon,οἶκος,noun,ou(=,ἕ,pronoun,h)=san,εἰμί,verb,kaqh/menoi,κάθημαι,verb,kai\,w)/fqhsan,ὁράω,verb,au)toi=s,αὐτός,pronoun,diamerizo/menai,διαμερίζω,verb,glw=ssai,γλῶσσα,noun,w(sei\,ὡσεί,adverb,puro/s,πῦρ,noun,kai\,e)ka/qisen,καθίζω,verb,e)f',ἐπί,preposition,e(/na,ἕνος,adjective,e(/kaston,ἕκαστος,adjective,au)tw=n,αὐτός,pronoun,καί,conjunction,καί,conjunction,kai\,καί,conjunction,e)plh/sqhsan,πίμπλημι,verb,pa/ntes,πᾶς,adjective,pneu/matos,πνεῦμα,noun,a(gi/ou,ἅγιος,adjective,kai\,καί,conjunction,h)/rcanto,ἄρχω,verb,lalei=n,λαλέω,verb,e(te/rais,ἕτερος,adjective,glw/ssais,γλῶσσα,noun,kaqw\s,καθώς,adverb,to\,ὁ,article,pneu=ma,πνεῦμα,noun,e)di/dou,δίδωμι,verb,a)pofqe/ggesqai,ἀποφθέγγομαι,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hsan,εἰμί,verb,de\,δέ,particle,e)n,ἐν,preposition,*)ierousalh\m,,,katoikou=ntes,κατοικέω,verb,*)ioudai=oi,Ἰουδαῖος,proper,a)/ndres,ἀνήρ,noun,eu)labei=s,εὐλαβής,adverb,a)po\,ἀπό,preposition,panto\s,πᾶς,adjective,e)/qnous,ἔθνος,adjective,tw=n,ὁ,article,u(po\,ὑπό,preposition,to\n,ὁ,article,ou)rano/n,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,γίγνομαι,verb,de\,δέ,particle,th=s,ὁ,article,fwnh=s,φωνή,noun,tau/ths,οὗτος,pronoun,sunh=lqe,συνέρχομαι,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,kai\,καί,conjunction,sunexu/qh,συγχέω,verb,o(/ti,ὅστις,pronoun,h)/kousen,ἀκούω,verb,ei(=s,εἷς,adjective,e(/kastos,ἕκαστος,adjective,th=|,ὁ,article,i)di/a|,ἴδιος,adjective,diale/ktw|,διάλεκτος,noun,lalou/ntwn,λαλέω,verb,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ci/stanto,ἐξίστημι,verb,de\,δέ,particle,kai\,καί,conjunction,e)qau/mazon,θαυμάζω,verb,le/gontes,λέγω,verb,*ou)xi\,οὐ,adverb,i)dou\,ἰδού,adverb,pa/ntes,πᾶς,adjective,ou(=toi/,οὗτος,pronoun,ei)sin,εἰμί,verb,oi(,ἕ,pronoun,lalou=ntes,λαλέω,verb,*galilai=oi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pw=s,πῶς,adverb,h(mei=s,ἐγώ,pronoun,a)kou/omen,ἀκούω,verb,e(/kastos,ἕκαστος,adjective,th=|,ὁ,article,i)di/a|,ἴδιος,adjective,diale/ktw|,διάλεκτος,noun,h(mw=n,ἐγώ,pronoun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,e)gennh/qhmen,γεννάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pa/rqoi,Πάρθοι,proper,kai\,καί,conjunction,*mh=doi,Μῆδος,proper,kai\,καί,conjunction,*)elamei=tai,,,kai\,καί,conjunction,oi(,ἕ,pronoun,katoikou=ntes,κατοικέω,verb,th\n,ὁ,article,*mesopotami/an,Μεσοποταμία,proper,*)ioudai/an,Ἰουδαῖος,proper,te,τε,particle,kai\,καί,conjunction,*kappadoki/an,Καππαδοκία,proper,*po/nton,Πόντος,proper,kai\,καί,conjunction,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,*frugi/an,Φρύγιος,proper,te,τε,particle,kai\,καί,conjunction,*pamfuli/an,Παμφυλία,proper,*ai)/gupton,Αἴγυπτος,proper,kai\,καί,conjunction,ta\,ὁ,article,me/rh,μέρα,noun,th=s,ὁ,article,*libu/hs,Λιβύη,proper,th=s,ὁ,article,kata\,κατά,preposition,*kurh/nhn,Κυρήνη,proper,kai\,καί,conjunction,oi(,ἕ,pronoun,e)pidhmou=ntes,*(rwmai=oi,,,*)ioudai=oi/,Ἰουδαῖος,proper,te,τε,particle,kai\,καί,conjunction,prosh/lutoi,προσήλυτος,adjective,*krh=tes,Κρής,proper,kai\,*)/arabes,,,a)kou/omen,ἀκούω,verb,lalou/ntwn,λαλέω,verb,au)tw=n,αὐτός,pronoun,tai=s,ὁ,article,ἐπιδημέω,verb,καί,conjunction,h(mete/rais,ἡμέτερος,adjective,glw/ssais,γλῶσσα,noun,ta\,ὁ,article,megalei=a,μεγαλεῖος,adjective,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ci/stanto,ἐξίστημι,verb,de\,δέ,particle,pa/ntes,πᾶς,adjective,kai\,καί,conjunction,dihporou=nto,διαπορέω,verb,a)/llos,ἄλλος,adjective,pro\s,πρός,preposition,a)/llon,ἄλλος,adjective,le/gontes,λέγω,verb,*ti/,τίς,pronoun,qe/lei,ἐθέλω,verb,tou=to,οὗτος,pronoun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/teroi,ἕτερος,adjective,de\,δέ,particle,diaxleua/zontes,διαχράω,verb,e)/legon,λέγω,verb,o(/ti,ὅστις,pronoun,*gleu/kous,γλεῦκος,adjective,memestwme/noi,μεστόω,verb,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*staqei\s,ἵστημι,verb,de\,δέ,particle,o(,ὁ,article,*pe/tros,Πέτρος,proper,su\n,σύν,preposition,toi=s,ὁ,article,e(/ndeka,ἕνδεκα,noun,e)ph=ren,ἐπαίρω,verb,th\n,ὁ,article,fwnh\n,φωνή,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,a)pefqe/gcato,ἀποφθέγγομαι,verb,au)toi=s,αὐτός,pronoun,*)/andres,ἀνήρ,noun,*)ioudai=oi,Ἰουδαῖος,proper,kai\,καί,conjunction,oi(,ἕ,pronoun,katoikou=ntes,κατοικέω,verb,*)ierousalh\m,,,pa/ntes,πᾶς,adjective,tou=to,οὗτος,pronoun,u(mi=n,σύ,pronoun,gnwsto\n,γνωστός,adjective,e)/stw,εἰμί,verb,kai\,καί,conjunction,e)nwti/sasqe,ἐνωτίζομαι,verb,ta\,ὁ,article,r(h/mata/,ῥῆμα,noun,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
