word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
prw=ton,πρότερος,adjective,me\n,μέν,particle,to\,ὁ,article,pro/swpon,πρόσωπον,noun,tou=,ὁ,article,nose/ontos,νοσέω,verb,ei),εἰ,conjunction,o(/moio/n,ὅμοιος,adjective,e)sti,εἰμί,verb,toi=si,τίς,pronoun,tw=n,ὁ,article,u(giaino/ntwn,ὑγιαίνω,verb,ma/lista,μάλιστα,adverb,de\,δέ,particle,ei),εἰ,conjunction,au)to\,αὐτός,pronoun,e(wute/w|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,ei)/h,ἀίω,verb,a)/riston,ἄριστος,adjective,to\,ὁ,article,d',δέ,particle,e)nantiw/taton,ἐναντίος,adjective,tou=,ὁ,article,o(moi/ou,ὅμοιος,adjective,deino/taton,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/h,ἀίω,verb,d',δέ,particle,a)\n,ἄν,particle,to\,ὁ,article,toio/nde,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ri\s,,,o)cei=a,ὀξύς,adjective,o)fqalmoi\,ὀφθαλμός,noun,koi=loi,κόιλος,adjective,kro/tafoi,κρόταφος,noun,cumpeptwko/tes,συμπίτνω,verb,w)=ta,οὖς,noun,yuxra\,ψυχρός,adjective,kai\,καί,conjunction,cunestalme/na,συστέλλω,verb,kai\,καί,conjunction,oi(,ὁ,article,loboi\,λοβός,noun,tw=n,ὁ,article,w)/twn,ἄατος,adjective,a)pestramme/noi,ἀποστρέφω,verb,kai\,καί,conjunction,to\,ὁ,article,de/rma,δέρμα,noun,to\,ὁ,article,peri\,περί,preposition,to\,ὁ,article,me/twpon,μέτωπον,noun,sklhro/n,σκληρός,adjective,te,τε,particle,kai\,καί,conjunction,peritetame/non,περιτείνω,verb,kai\,καί,conjunction,karfale/on,καρφαλέος,adjective,e)o/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,xrw=ma,χρῶμα,noun,tou=,ὁ,article,cu/mpantos,σύμπας,adjective,prosw/pou,πρόσωπον,noun,xlwro/n,χλωρός,adjective,te,τε,particle,h)\,ἠέ,conjunction,kai\,καί,conjunction,me/lan,μέλας,adjective,e)o\n,εἰμί,verb,kai\,καί,conjunction,pelio\n,πελιός,adjective,h)\,ἠέ,conjunction,molibdw=des,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,th=s,ὁ,article,nou/sou,νόσος,noun,to\,ὁ,article,pro/swpon,πρόσωπον,noun,toiou=ton,τοιοῦτος,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,mh/pw,μήπω,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,h)=|,εἰμί,verb,toi=sin,τίς,pronoun,a)/lloisi,ἄλλος,adjective,shmei/oisi,σημεῖον,noun,cuntekmai/resqai,συντεκμαίρομαι,verb,e)panere/sqai,ἐπανέρομαι,verb,xrh\,χρή,verb,mh\,μή,conjunction,h)gru/pnhsen,ἀγρυπνέω,verb,o(,ὁ,article,nose/wn,νοσέω,verb,h)\,ἠέ,conjunction,ta\,τίς,pronoun,th=s,ὁ,article,koili/hs,κοιλία,noun,e)cugrasme/na,ἐξυγράζω,verb,h)=|,εἰμί,verb,i)sxurw=s,ἰσχυρός,adjective,h)\,ἠέ,conjunction,limw=de/s,λιμώδης,adjective,ti,τις,pronoun,e)/xh|,ἔχω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,me/n,μέν,particle,ti,τις,pronoun,toute/wn,οὗτος,pronoun,o(mologe/h|,ὁμολογέω,verb,h(=sson,ἥσσων,adverb,nomi/zein,νομίζω,verb,deino\n,δεινός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kri/netai,κρίνω,verb,de\,δέ,particle,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,e)n,ἐν,preposition,h(me/rh|,ἡμέρα,noun,te,τε,particle,kai\,καί,conjunction,nukti\,νύξ,adjective,h)\n,ἐάν,conjunction,dia\,διά,preposition,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,profa/sias,πρόφασις,noun,to\,ὁ,article,pro/swpon,πρόσωπον,noun,toiou=ton,τοιοῦτος,adjective,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mhde\n,μηδείς,pronoun,toute/wn,οὗτος,pronoun,fh=|,φημί,verb,ei)=nai,εἰμί,verb,mhde\,μηδέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,xro/nw|,χρόνος,noun,tw=|,ὁ,article,proeirhme/nw|,προερέω,verb,katasth=|,καθίστημι,verb,ei)de/nai,οἶδα,verb,xrh\,χρή,verb,e)ggu\s,ἐγγύς,adverb,e)o/nta,εἰμί,verb,tou=,ὁ,article,qana/tou,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,palaiote/rou,παλαιός,adjective,e)o/ntos,εἰμί,verb,tou=,ὁ,article,noush/matos,,,h)\,ἠέ,conjunction,tritai/ou,τριταῖος,adjective,h)\,ἠέ,conjunction,tetartai/ou,τεταρταῖος,adjective,to\,ὁ,article,pro/swpon,πρόσωπον,noun,toiou=ton,τοιοῦτος,adjective,h)=|,εἰμί,verb,peri\,περί,preposition,toute/wn,οὗτος,pronoun,e)pane,,,re/sqai,,,peri\,περί,preposition,w(=n,ὅς,pronoun,kai\,καί,conjunction,pro/teron,πρότερος,adjective,e)ke/leusa,κελεύω,verb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,shmei=a,σημεῖον,noun,ske/ptesqai,σκέπτομαι,verb,ta/,ὁ,article,te,τε,particle,e)n,ἐν,preposition,tw=|,ὁ,article,cu/mpanti,σύμπας,adjective,prosw/pw|,πρόσωπον,noun,ta/,ὁ,article,te,τε,particle,e)n,ἐν,preposition,tw=|,ὁ,article,sw/mati,σῶμα,adjective,kai\,καί,conjunction,ta\,ὁ,article,e)n,toi=sin,ὁ,article,ἐν,preposition,o)fqalmoi=sin,ὀφθαλμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,th\n,ὁ,article,au)gh\n,αὐγή,noun,feu/gwsin,φεύγω,verb,h)\,ἠέ,conjunction,dakru/wsin,δακρύω,verb,a)proaire/tws,ἀπροαίρετος,adjective,h)\,ἠέ,conjunction,diastre/fwntai,διαστρέφω,verb,h)\,ἠέ,conjunction,o(,ὁ,article,e(/teros,ἕτερος,adjective,tou=,ὁ,article,e(te/rou,ἕτερος,adjective,e)la/sswn,ἐλάσσων,adjective,gi/gnhtai,γίγνομαι,verb,h)\,ἠέ,conjunction,ta\,ὁ,article,leuka\,λευκάς,adjective,e)ruqra\,ἐρυθρός,adjective,i)/sxwsin,ἴσχω,verb,h)\,ἠέ,conjunction,pelia\,πελιός,adjective,h)\,ἠέ,conjunction,fle/bia,φλέβιον,noun,me/lana,μέλας,adjective,e)n,ἐν,preposition,e(wute/oisin,,,e)/xwsin,ἔχω,verb,h)\,ἠέ,conjunction,lh=mai,λήμη,noun,fai/nwntai,φαίνω,verb,peri\,περί,preposition,ta\s,ὁ,article,o)/yias,ὄψις,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,e)naiwreu/menoi,ἐναιωρέομαι,verb,h)\,ἠέ,conjunction,e)ci/sxontes,ἐξίσχω,verb,h)\,e)/gkoiloi,ἔγκοιλος,adjective,ἠέ,conjunction,i)sxurw=s,ἰσχυρός,adjective,gigno/menoi,γίγνομαι,verb,h)\,ἠέ,conjunction,ai(,ὁ,article,o)/yies,ὄψις,noun,au)xmw=sai,αὐχμάω,verb,kai\,καί,conjunction,a)lampe/es,ἀλαμπής,adjective,h)\,ἠέ,conjunction,to\,ὁ,article,xrw=ma,χρῶμα,noun,tou=,ὁ,article,cu/mpantos,σύμπας,adjective,prosw/pou,πρόσωπον,noun,h)lloiwme/non,ἀλλοιόω,verb,h)=|,εἰμί,verb,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,kaka\,κακός,adjective,nomi/zein,νομίζω,verb,kai\,καί,conjunction,o)le/qria,ὀλέθριος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,
*skope/ein,σκοπάω,verb,de\,δέ,particle,xrh\,χρή,verb,kai\,καί,conjunction,ta\s,ὁ,article,u(pofa/sias,ὑπόφασις,noun,tw=n,ὁ,article,o)fqalmw=n,ὀφθαλμός,noun,e)n,ἐν,preposition,toi=sin,ὁ,article,u(/pnoisin,ὕπνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga/r,γάρ,particle,ti,τις,pronoun,u(pofai/nhtai,ὑποφαίνω,verb,tou=,ὁ,article,leukou=,λευκός,adjective,tw=n,ὁ,article,blefa/rwn,βλέφαρον,noun,mh\,μή,conjunction,cumballome/nwn,συμβάλλω,verb,mh\,μή,conjunction,e)k,ἐκ,preposition,diar)*roi/hs,,,h)\,ἠέ,conjunction,farmakoposi/hs,φαρμακοποσία,noun,e)o/nti,εἰμί,verb,h)\,ἠέ,conjunction,mh\,μή,conjunction,ei)qisme/nw|,ἐθίζω,verb,ou(/tw,οὕτως,adverb,kaqeu/dein,καθεύδω,verb,flau=ron,φλαῦρος,adjective,to\,ὁ,article,shmei=on,σημεῖον,noun,kai\,καί,conjunction,qanatw=des,θανατώδης,adjective,li/hn,λίαν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kampu/lon,καμπύλος,adjective,ge/nhtai,γίγνομαι,verb,h)\,ἠέ,conjunction,pelio\n,πελιός,adjective,h)\,ἠέ,conjunction,w)xro\n,ὠχρός,adjective,ble/faron,βλέφαρον,noun,h)\,ἠέ,conjunction,xei=los,χεῖλος,noun,h)\,ἠέ,conjunction,*ri\s,,,meta/,μετά,preposition,tinos,τις,pronoun,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,shmei/wn,σημεῖον,noun,ei)de/nai,οἶδα,verb,xrh\,χρή,verb,e)ggu\s,ἐγγύς,adverb,e)o/nta,εἰμί,verb,qana/tou,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qanatw=des,θανατώδης,adjective,de\,δέ,particle,kai\,καί,conjunction,xei/lea,χεῖλος,noun,a)poluo/mena,ἀπολύω,verb,kai\,καί,conjunction,krema/mena,κρεμάννυμι,verb,kai\,καί,conjunction,yuxra\,ψυχρός,adjective,kai\,καί,conjunction,e)/kleuka,,,gigno/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keklime/non,κλίνω,verb,de\,δέ,particle,xrh\,χρή,verb,katalamba/nesqai,καταλαμβάνω,verb,to\n,ὁ,article,nose/onta,νοσέω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,i)htrou=,ἰατρός,noun,e)pi\,ἐπί,preposition,to\,ὁ,article,pleuro\n,πλευρόν,noun,to\,ὁ,article,decio\n,δεξιός,adjective,h)\,ἠέ,conjunction,to\,ὁ,article,a)ristero\n,ἀριστερός,adjective,kai\,καί,conjunction,ta\s,ὁ,article,xei=ras,χείρ,noun,kai\,καί,conjunction,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,kai\,καί,conjunction,ta\,ὁ,article,ske/lea,σκέλος,noun,o)li/gon,ὀλίγος,adjective,e)pikekamme/na,ἐπικάπτω,verb,e)/xonta,ἔχω,verb,kai\,καί,conjunction,to\,ὁ,article,cu/mpan,σύμπας,adjective,sw=ma,σῶμα,adjective,u(gro\n,ὑγρός,adjective,kei/menon,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,kai\,καί,conjunction,oi(,ὁ,article,plei=stoi,πλεῖστος,adjective,tw=n,ὁ,article,o(giaino/ntwn,,,katakli/nontai,κατακλίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ristai,ἄριστος,adjective,de/,δέ,particle,ei)si,εἰμί,verb,tw=n,ὁ,article,katakli/siwn,,,ai(,ὁ,article,o(/moiai,ὅμοιος,adjective,th=|si,ὁ,article,tw=n,ὁ,article,u(giaino/ntwn,ὑγιαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/ption,ὕπτιος,adjective,de\,δέ,particle,ke/esqai,κέω,verb,kai\,καί,conjunction,ta\s,ὁ,article,xei=ras,χείρ,noun,kai\,καί,conjunction,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,kai\,καί,conjunction,ta\,ὁ,article,ske/lea,σκέλος,noun,e)ktetame/na,ἐκτείνω,verb,e)/xonta,ἔχω,verb,h(=sson,ἥσσων,adverb,a)gaqo/n,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,kai\,καί,conjunction,propeth\s,προπετής,adverb,ge/noito,γίγνομαι,verb,kai\,καί,conjunction,katar)*re/oi,,,e)pi\,ἐπί,preposition,th=s,ὁ,article,kli/nhs,κλίνη,noun,e)pi\,ἐπί,preposition,tou\s,ὁ,article,po/das,πούς,noun,deino/tero/n,δεινός,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,kai\,καί,conjunction,gumnou\s,γυμνός,adjective,tou\s,ὁ,article,po/das,πούς,noun,eu(ri/skoito,εὑρίσκω,verb,e)/xwn,ἔχω,verb,mh\,μή,conjunction,qermou\s,θερμός,adjective,ka/rta,κάρτα,adverb,e)o/ntas,εἰμί,verb,kai\,καί,conjunction,ta\s,ὁ,article,xei=ras,χείρ,noun,kai\,καί,conjunction,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,kai,,,ta\,ὁ,article,ske/lea,σκέλος,noun,a)nwma/lws,ἀνώμαλος,adjective,dier)*rimme/na,,,kai\,καί,conjunction,gumna\,γυμνάς,adjective,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lusmo\n,ἀλυσμός,noun,ga\r,γάρ,particle,shmai/nei,σημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qanatw=des,θανατώδης,adjective,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,kexhno/ta,χάσκω,verb,kaqeu/dein,καθεύδω,verb,ai)ei\,ἀεί,adverb,kai\,καί,conjunction,ta\,ὁ,article,ske/lea,σκέλος,noun,u(pti/ou,ὕπτιος,adjective,keime/nou,κεῖμαι,verb,cugkekamme/na,συγκάπτω,verb,ei)=nai,εἰμί,verb,i)sxurw=s,ἰσχυρός,adjective,kai\,καί,conjunction,diapeplegme/na,διαπλέκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,gaste/ra,γαστήρ,noun,de\,δέ,particle,ke/esqai,κέω,verb,w(=|,ὅς,pronoun,mh\,μή,conjunction,cu/nhqe/s,σύνηθέω,verb,e)sti,εἰμί,verb,kai\,καί,conjunction,u(giai/nonti,ὑγιαίνω,verb,ou(/tw,οὕτως,adverb,koima=sqai,κοιμάω,verb,parafrosu/nhn,παραφροσύνη,noun,tina\,τις,pronoun,shmai/nei,σημαίνω,verb,h)\,ἠέ,conjunction,o)du/nhn,ὀδύνη,noun,tw=n,ὁ,article,a)mfi\,ἀμφί,preposition,th\n,ὁ,article,koili/hn,κοιλία,noun,to/pwn,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
