word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
kai/toi,καίτοι,particle,du/skolos,δύσκολος,adjective,e)/fus,φύω,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,me/g',μέγας,adverb,w)=,ὦ,interjection,*zeu=,Ζεύς,proper,xrh=m',χρήμη,noun,i)dei=n,εἶδον,verb,th=s,ὁ,article,e)mpi/dos,ἐμπίς,noun,e)/nesti/,ἔνειμι,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,o(ra=|s,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)mpi/s,ἐμπίς,noun,e)stin,εἰμί,verb,h(/de,ὅδε,pronoun,*trikorusi/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,*di/',Δίη,proper,w)/nhsa/s,ὀνίνημι,verb,ge/,γε,particle,m',ἐγώ,pronoun,w(s,ὡς,conjunction,pa/lai,πάλαι,adverb,ge/,γε,particle,m',ἐγώ,pronoun,e)frewru/xei,φρεωρυχέω,verb,w(/st',ὥστε,conjunction,e)peidh\,ἐπεί,conjunction,'ch|re/qh,ἐξαιρέω,verb,r(ei=,ῥέομαι,verb,mou,ἐγώ,pronoun,to\,ὁ,article,da/kruon,δάκρυον,noun,polu/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)poyh/sw,ἀποψάω,verb,s',σύ,pronoun,e)gw/,ἐγώ,pronoun,kai/toi,καίτοι,particle,pa/nu,πάνυ,adverb,ponhro\s,πονηρός,adjective,ei)=,εἶμι,verb,kai\,καί,conjunction,filh/sw,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,filh/sh|s,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/n,ἐάν,conjunction,te,τε,particle,bou/lh|,βούλομαι,verb,g',γε,particle,h)/n,ἐάν,conjunction,te,τε,particle,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\,μή,conjunction,w(/ras',ὥρασι,adverb,i(/koisq',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e)ste\,εἰμί,verb,qwpikai\,θωπικός,adjective,fu/sei,φύσις,noun,ka)/st',εἰμί,verb,e)kei=no,ἐκεῖνος,pronoun,tou)/pos,ἔπος,adjective,o)rqw=s,ὀρθός,adjective,kou),οὐ,adverb,kakw=s,κακός,adjective,ei)rhme/non,ἐρῶ,verb,ou)/te,οὔτε,adverb,su\n,σύν,preposition,panwle/qroisin,πανώλεθρος,adjective,ou)/t',οὔτε,adverb,a)/neu,ἄνευ,preposition,panwle/qrwn,πανώλεθρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,nuni\,νυνί,adverb,spe/ndomai/,σπένδω,verb,soi,σύ,pronoun,kai\,καί,conjunction,to\,ὁ,article,loipo\n,λοιπός,adjective,ou)ke/ti,οὐκέτι,adverb,ou)/te,οὔτε,adverb,dra/sw,δράω,verb,flau=ron,φλαῦρος,adjective,ou)de\n,οὐδείς,pronoun,ou)/q',οὔτε,adverb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,pei/somai,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,koinh=|,κοινῇ,adverb,sustale/ntes,συστέλλω,verb,tou=,ὁ,article,me/lous,μέλος,noun,a)rcw/meqa,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,paraskeuazo/mesqa,παρασκευάζω,verb,tw=n,ὁ,article,politw=n,πολίτης,noun,ou)de/n',οὐδείς,pronoun,w)=ndres,ἀνήρ,noun,flau=ron,φλαῦρος,adjective,ei)pei=n,εἶπον,verb,ou)de\,οὐδέ,particle,e(/n,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,tou)/mpalin,ἔμπαλιν,adverb,pa/nt',πᾶς,adjective,a)gaqa\,ἀγαθός,adjective,kai\,καί,conjunction,le/gein,λέγω,verb,kai\,καί,conjunction,dra=n,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(kana\,ἱκανός,adjective,ga\r,γάρ,particle,ta\,ὁ,article,kaka\,κακός,adjective,kai\,καί,conjunction,ta\,ὁ,article,parakei/mena,παράκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)paggelle/tw,ἐπαγγέλλω,verb,pa=s,πᾶς,adjective,a)nh\r,ἀνήρ,noun,kai\,καί,conjunction,gunh/,γυνή,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,a)rguri/dion,ἀργυρίδιον,adjective,dei=tai,δέομαι,verb,labei=n,λαμβάνω,verb,mna=s,μνᾶ,noun,h)\,ἠέ,conjunction,du/',δύη,adjective,h)\,ἠέ,conjunction,trei=s,τρέω,verb,w(s,ὡς,conjunction,po/ll',πολύς,adjective,e)/sw,ἔσω,adjective,'sti\n,εἰμί,verb,ka)/xomen,ἔχω,verb,balla/ntia,βαλλάντιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/n,κἀν,conjunction,pot',ποτέ,particle,ei)rh/nh,εἰρήνη,noun,fanh=|,φαίνω,verb,o(/stis,ὅστις,pronoun,a)\n,ἄν,particle,nuni\,νυνί,adverb,danei/shtai,δανείζω,verb,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,a(\n,ὅς,pronoun,la/bh|,λαμβάνω,verb,mhke/t',μηκέτι,adverb,a)podw=|,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(stia=n,ἑστία,noun,de\,δέ,particle,me/llomen,μέλλω,verb,ce/nous,ξένος,noun,tina\s,τις,pronoun,*karusti/ous,Καρύστιος,proper,a)/ndras,ἀνήρ,noun,kalou/s,καλός,noun,te,τε,particle,ka)gaqou/s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/stin,εἰμί,verb,e)/t',ἔτι,adverb,e)/tnos,ἔτνος,noun,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,delfa/kion,δελφάκιον,noun,h)=n,εἰμί,verb,ti/,τίς,pronoun,moi,ἐγώ,pronoun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,te/qux',θύω,verb,w(s,ὡς,conjunction,ta\,ὁ,article,kre/',κρέας,noun,e)/desq',,,a(pala\,ἁπαλός,adjective,kai\,καί,conjunction,kala/,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/ket',ἥκω,verb,ou)=n,οὖν,particle,ei)s,εἰς,preposition,e)mou=,ἐγώ,pronoun,th/meron,σήμερον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw\|,πρωί,adverb,de\,δέ,particle,xrh\,χρή,verb,tou=to,οὗτος,pronoun,dra=n,δράω,verb,leloume/nous,λούω,verb,au)/tou/s,,,te,τε,particle,kai\,καί,conjunction,ta\,ὁ,article,paidi/',παιδία,noun,ei)=t',εἶτα,adverb,ei)/sw,εἴσω,adverb,badi/zein,βαδίζω,verb,mhd',μηδέ,particle,e)re/sqai,ἔρομαι,verb,mhde/na,μηδείς,pronoun,a)lla\,ἀλλά,adverb,xwrei=n,χωρέω,verb,a)/ntikrus,ἄντικρυς,adverb,w(/sper,ὥσπερ,adverb,oi)/kad',οἴκαδε,adverb,ei)s,εἰς,preposition,e(autw=n,ἑαυτοῦ,pronoun,gennikw=s,γεννικός,adjective,w(s,ὡς,conjunction,h(,ὁ,article,qu/ra,θύρα,noun,keklh/|setai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,*spa/rths,Σπάρτη,proper,oi(di\,ὅδε,pronoun,pre/sbeis,πρέσβις,noun,e(/lkontes,ἕλκω,verb,u(ph/nas,ὑπήνη,noun,xwrou=s',χωρέω,verb,w(/sper,ὥσπερ,adverb,xoirokomei=on,χοιροκομεῖον,noun,peri\,περί,preposition,toi=s,ὁ,article,mhroi=sin,μηρός,noun,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ndres,ἀνήρ,noun,*la/kwnes,Λάκων,proper,prw=ta,πρότερος,adjective,me/n,μέν,particle,moi,ἐγώ,pronoun,xai/rete,χαίρω,verb,ei)=t',εἶτα,adverb,ei)/paq',εἶπον,verb,h(mi=n,ἐγώ,pronoun,pw=s,πῶς,adverb,e)/xontes,ἔχω,verb,h(/kete,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dei=,δέομαι,verb,poq',ποτέ,particle,u(me\,σύ,pronoun,polla\,πολύς,adjective,musi/ddein,,,e)/ph,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rh=n,ὁράω,verb,ga\r,γάρ,particle,e)/cesq',ξέω,verb,w(s,ὡς,conjunction,e)/xontes,ἔχω,verb,i(/komes,ἵκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neneu/rwtai,νευρόω,verb,me\n,μέν,particle,h(/de,ὅδε,pronoun,sumfora\,συμφορά,noun,deinw=s,δεινός,adjective,teqermw=sqai/,θερμόω,verb,ge,γε,particle,xei=ron,χείρων,adverb,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ka,ἄν,particle,le/goi,λέγω,verb,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/pa|,ὅπη,adverb,se/lei,σελάω,verb,panta=|,πάντῃ,adverb,tis,τις,pronoun,e)lsw\n,,,a(mi\n,ἐγώ,pronoun,ei)ra/nan,εἰρήνη,noun,se/tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,o(rw=,ὁράω,verb,kai\,καί,conjunction,tou/sde,ὅδε,pronoun,tou\s,ὁ,article,au)to/xqonas,αὐτόχθων,adjective,w(/sper,ὥσπερ,adverb,palaista\s,παλαιστή,noun,a)/ndras,ἀνήρ,noun,a)po\,ἀπό,preposition,tw=n,ὁ,article,gaste/rwn,γαστήρ,noun,qai)ma/ti',ἱμάτιον,adjective,a)poste/llontas,ἀποστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,fai/netai,φαίνω,verb,a)skhtiko\n,ἀσκητικός,adjective,to\,ὁ,article,xrh=ma,χρῆμα,adjective,tou=,ὁ,article,nosh/matos,νόσημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a)\n,ἄν,particle,fra/seis,φράζω,verb,pou=',πού,adverb,stin,,,h(,ὁ,article,*lusistra/th,Λυσιστράτη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,a)/ndres,ἀνήρ,noun,h(mei=s,ἐγώ,pronoun,ou(toii\,οὗτος,pronoun,toioutoii/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xau)/th,οὗτος,pronoun,cuna/|dei,συνᾴδω,verb,xh)te/ra,,,tau/th|,οὗτος,pronoun,no/sw|,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,pou,πού,adverb,pro\s,πρός,preposition,o)/rqron,ὄρθρος,noun,spasmo\s,σπασμός,noun,u(ma=s,σύ,pronoun,lamba/nei,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,a)lla\,ἀλλά,adverb,tauti\,οὗτος,pronoun,drw=ntes,δράω,verb,e)pitetri/mmeqa,ἐπιτρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,h(ma=s,ἐγώ,pronoun,mh\,μή,conjunction,dialla/cei,διάλλαξις,noun,taxu/,ταχύς,adjective,ou)k,οὐ,adverb,e)/sq',ἔσθω,verb,o(/pws,ὅπως,conjunction,ou),οὐ,adverb,*kleisqe/nh,Κλεισθένης,proper,binh/somen,βινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,swfronei=te,σωφρονέω,verb,qai)ma/tia,ἱμάτιον,adjective,lh/yesq',λαμβάνω,verb,o(/pws,ὅπως,conjunction,tw=n,ὁ,article,*(ermokopidw=n,Ἑρμοκοπίδης,proper,mh/,μή,conjunction,tis,τις,pronoun,u(ma=s,σύ,pronoun,o)/yetai,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*di/',Δίη,proper,eu)=,εὖ,adverb,me/ntoi,μέντοι,particle,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,tw\,ὁ,article,siw\,θεός,noun,panta=|,πάντῃ,adverb,ga,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,to\,ὁ,article,e)/sqos,ἔσθος,noun,a)mbalw/meqa,ἀναβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)\,ὦ,interjection,xai/ret',χαίρω,verb,w)=,ὦ,interjection,*la/kwnes,Λάκων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxra/,αἰσχρός,adjective,g',γε,particle,e)pa/qomen,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*poluxarei/da,,,deina/,δεινός,adjective,k',ἄν,particle,au)=,αὖ,interjection,'pepo/nqemes,,,ai),εἰ,conjunction,ei)=don,εἶδον,verb,a(me\,ἐγώ,pronoun,tw)/ndres,ἀνήρ,noun,a)mpeflasme/nws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,dh\,δή,particle,*la/kwnes,Λάκων,proper,au)/q',αὐτός,pronoun,e(/kasta,ἕκαστος,adjective,xrh\,χρή,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,ti/,τίς,pronoun,pa/reste,πάρειμι,verb,deu=ro,δεῦρο,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,diallaga=n,διαλλαγή,noun,pre/sbeis,πρέσβις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalw=s,καλός,noun,dh\,δή,particle,le/gete,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xh)mei=s,ἐγώ,pronoun,toutogi/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou),οὐ,adverb,kalou=men,καλέω,verb,dh=ta,δῆτα,adverb,th\n,ὁ,article,*lusistra/hn,,,h(/per,ὅς,pronoun,dialla/ceien,διαλλάσσω,verb,h(ma=s,ἐγώ,pronoun,a)\n,ἄν,particle,mo/nh,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,tw\,ὁ,article,siw\,θεός,noun,ka)\n,κἀν,conjunction,lh=te,λάω,verb,to\n,ὁ,article,*lusi/straton,Λυσίστρατος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,h(ma=s,ἐγώ,pronoun,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,dei=,δέομαι,verb,kalei=n,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\,αὐτός,pronoun,ga/r,γάρ,particle,w(s,ὡς,conjunction,h)/kousen,ἀκούω,verb,h(/d',ὅδε,pronoun,e)ce/rxetai,ἐξέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai=r',χαίρω,verb,w)=,ὦ,interjection,pasw=n,πᾶς,adjective,a)ndreiota/th,ἀνδρεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,dh\,δή,particle,nuni/,νυνί,adverb,se,σύ,pronoun,gene/sqai,γίγνομαι,verb,deinh\n,δεινός,adjective,deilh\n,δειλός,adjective,a)gaqh\n,ἀγαθός,adjective,fau/lhn,φαῦλος,adjective,semnh\n,σεμνός,adjective,a)ganh\n,ἀγανός,adjective,polu/peiron,πολύπειρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
