word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/80/lemma/@_entry,word/80/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS
h(/sqhn,ἕζομαι,verb,de/,δέ,particle,o(/t',ὅτε,conjunction,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,th=s,ὁ,article,ai)ti/as,αἰτία,noun,o)/nta,εἰμί,verb,tau/ths,οὗτος,pronoun,e)ceba/llete,ἐκβάλλω,verb,kai\,καί,conjunction,tw=n,ὁ,article,seswfronhme/nwn,σωφρονέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,bi/w|,βίος,adjective,moi,ἐγώ,pronoun,xa/rin,χάρις,noun,a)peilhfe/nai,ἀπολαμβάνω,verb,nomi/zw,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,e)painw=,ἐπαινέω,verb,kai\,καί,conjunction,diafero/ntws,διαφερόντως,adverb,a)gapw=,ἀγαπάω,verb,o(/ti,ὅστις,pronoun,tw=|,ὁ,article,bi/w|,βίος,adjective,ma=llon,μᾶλλον,adverb,tw=|,ὁ,article,tw=n,ὁ,article,krinome/nwn,κρίνω,verb,pisteu/ete,πιστεύω,verb,h)\,ἠέ,conjunction,tai=s,ὁ,article,para\,παρά,preposition,tw=n,ὁ,article,e)xqrw=n,ἐχθρός,adjective,ai)ti/ais,αἰτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,a)postai/hn,ἀφίστημι,verb,th=s,ὁ,article,pro\s,πρός,preposition,tau=t',οὗτος,pronoun,a)pologi/as,ἀπολογία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,h)\,ἠέ,conjunction,tw=n,ὁ,article,e)/cwqen,ἔξωθεν,adverb,periesthko/twn,περιίστημι,verb,pe/peistai,πείθω,verb,sxedo\n,σχεδόν,adverb,d',δέ,particle,oi(,ἕ,pronoun,plei=stoi,πλεῖστος,adjective,tw=n,ὁ,article,politw=n,πολίτης,noun,pa/reisin,πάρειμι,verb,h)\,ἠέ,conjunction,tw=n,ὁ,article,dikazo/ntwn,δικάζω,verb,u(mw=n,σύ,pronoun,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,toiou=to/n,τοιοῦτος,adjective,ti,τις,pronoun,diape/pragmai,mh\,μή,conjunction,mo/non,μόνος,adjective,ei)s,εἰς,preposition,e)leu/qeron,ἐλεύθερος,adjective,sw=ma,σῶμα,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ei)s,εἰς,preposition,to\,ὁ,article,tuxo/n,τυγχάνω,verb,a)bi/wton,ἀβίωτος,adjective,ei)=nai/,εἰμί,verb,moi,ἐγώ,pronoun,to\n,ὁ,article,loipo\n,λοιπός,adjective,bi/on,βίος,adjective,nomi/zw,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διαπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,mh\,μή,conjunction,proi+ou/shs,πρόειμι,verb,th=s,ὁ,article,a)pologi/as,ἀπολογία,noun,e)cele/gcw,ἐξελέγχω,verb,kai\,καί,conjunction,th\n,ὁ,article,ai)ti/an,αἰτία,noun,ou)=san,εἰμί,verb,yeudh=,ψευδής,adverb,kai\,καί,conjunction,to\n,ὁ,article,tolmh/sant',τολμάω,verb,ei)pei=n,εἶπον,verb,a)no/sion,ἀνόσιος,adjective,kai\,καί,conjunction,sukofa/nthn,συκοφάντης,noun,ka)\n,κἀν,conjunction,ta)=lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,mhde\n,μηδείς,pronoun,a)dikw=n,ἀδικέω,verb,fai/nwmai,qana/tou,θάνατος,adjective,timw=mai,τιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para/docos,παράδοξος,adjective,de/,δέ,particle,moi,ἐγώ,pronoun,ka)kei=nos,ἐκεῖνος,pronoun,o(,ὁ,article,lo/gos,λόγος,noun,e)fa/nh,φαίνω,verb,kai\,καί,conjunction,deinw=s,δεινός,adjective,a)/dikos,ἄδικος,adjective,o(/q',ὅτε,conjunction,u(ma=s,σύ,pronoun,e)phrw/ta,ἐπερωτάω,verb,ei),εἰ,conjunction,oi(=o/n,οἷος,adjective,t',τε,particle,e)sti\n,εἰμί,verb,e)n,ἐν,preposition,th=|,ὁ,article,au)th=|,αὐτός,pronoun,po/lei,πόλις,adjective,*filokra/tous,Φιλοκράτης,proper,me\n,μέν,particle,qa/naton,katayhfi/sasqai,καταψηφίζομαι,verb,o(/ti,ὅστις,pronoun,katagnou\s,καταγιγνώσκω,verb,e(autou=,ἑαυτοῦ,pronoun,a)dikei=n,ἀδικέω,verb,th\n,ὁ,article,kri/sin,κρίσις,adjective,ou)x,οὐ,adverb,u(pe/meinen,ὑπομένω,verb,e)mou=,ἐγώ,pronoun,d',δέ,particle,a)pognw=nai,ἀπογιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,tou/tw|,οὗτος,pronoun,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,u(polamba/nw,ὑπολαμβάνω,verb,ma/lista,μάλιστα,adverb,sw/|zesqai,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,o(,ὁ,article,katagnou\s,καταγιγνώσκω,verb,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,mh\,μή,conjunction,parw\n,πάρειμι,verb,a)dikei=,ἀδικέω,verb,o(/,ὅς,pronoun,ge,γε,particle,a)pognou\s,ἀπογιγνώσκω,verb,kai\,καί,conjunction,to\,ὁ,article,sw=ma,σῶμα,adjective,toi=s,ὁ,article,no/mois,νόμος,noun,kai\,καί,conjunction,toi=s,ὁ,article,poli/tais,πολίτης,noun,paradou\s,παραδίδωμι,verb,ou)k,οὐ,adverb,a)dikei=,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,th=s,ὁ,article,a)/llhs,ἄλλος,adjective,kathgori/as,κατηγορία,noun,de/omai,δέομαι,verb,u(mw=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,e)a/n,ἐάν,conjunction,ti,τις,pronoun,parali/pw,παραλείπω,verb,kai\,καί,conjunction,mh\,μή,conjunction,mnhsqw=,μιμνήσκω,verb,e)perwta=n,ἐπερωτάω,verb,me,ἐγώ,pronoun,kai\,καί,conjunction,dhlou=n,δηλόω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,poqh=te,a)kou=sai,ἀκέω,verb,mhde\n,μηδείς,pronoun,prokategnwko/tas,προκαταγιγνώσκω,verb,a)ll',ἀλλά,adverb,i)/sh|,ἴσος,adjective,th=|,ὁ,article,eu)noi/a|,εὔνοια,noun,a)kou/ontas,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)porw=,ἀφοράω,verb,d',δέ,particle,o(po/qen,ὁπόθεν,adverb,xrh\,χρή,verb,prw=ton,πρότερος,adjective,a)/rcasqai,ἄρχω,verb,dia\,διά,preposition,th\n,ὁ,article,a)nwmali/an,ἀνωμαλία,noun,th=s,ὁ,article,kathgori/as,κατηγορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yasqe,σκέπτομαι,verb,d',δέ,particle,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,ei)ko/s,ἔοικα,verb,ti,τις,pronoun,pra=gma,πρᾶγμα,noun,do/cw,δοξόω,verb,pa/sxein,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)mi\,εἰμί,verb,me\n,μέν,particle,ga\r,γάρ,particle,o(,ὁ,article,kinduneu/wn,κινδυνεύω,verb,e)gw\,ἐγώ,pronoun,nuni\,νυνί,adverb,peri\,περί,preposition,tou=,ὁ,article,sw/matos,σῶμα,adjective,th=s,ὁ,article,de\,δέ,particle,kathgori/as,κατηγορία,noun,th\n,ὁ,article,plei/sthn,πλεῖστος,adjective,pepoi/htai,ποιέω,verb,*filokra/tous,Φιλοκράτης,proper,kai\,καί,conjunction,*fru/nwnos,Φρύνων,proper,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,sumpre/sbewn,σύμπρεσβυς,noun,kai\,*fili/ppou,Φίλιππος,proper,kai\,καί,conjunction,th=s,ὁ,article,ei)rh/nhs,εἰρήνη,noun,kai\,καί,conjunction,tw=n,ὁ,article,*eu)bou/lou,Εὔβουλος,proper,politeuma/twn,πολίτευμα,noun,e)n,ἐν,preposition,a(/pasi,ἅπας,adjective,de\,δέ,particle,tou/tois,οὗτος,pronoun,e)gw\,ἐγώ,pronoun,te/tagmai,τάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nos,μόνος,adjective,d',δέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,lo/gw|,λόγος,noun,fai/netai,φαίνω,verb,khdemw\n,κηδεμών,noun,th=s,ὁ,article,po/lews,πόλις,adjective,*dhmosqe/nhs,Δημοσθένης,proper,oi(,ἕ,pronoun,d',δέ,particle,a)/lloi,ἄλλος,adjective,prodo/tai,προδότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diatete/leke,διατελέω,verb,ga\r,γάρ,particle,ei)s,εἰς,preposition,h(ma=s,ἐγώ,pronoun,u(bri/zwn,ὑβρίζω,verb,kai\,καί,conjunction,loidori/as,λοιδορία,noun,yeudei=s,ψευδής,adverb,ou)k,οὐ,adverb,e)moi\,ἐγώ,pronoun,mo/non,μόνος,adjective,loidorou/menos,λοιδορέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
