word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
ou)/koun,οὔκουν,adverb,e)gw/,ἐγώ,pronoun,dou/lh,δούλη,noun,ga\r,e)kbeblhme/nh,ἐκβάλλω,verb,do/mwn,δόμος,noun,patrw/|wn,πατρῷος,adjective,dustuxei=s,δυστυχέω,verb,oi)kw=,οἰκέω,verb,do/mous,δόμος,noun,mh=ter,μήτηρ,noun,la/bwmai,λαμβάνω,verb,makari/as,μακαρία,noun,th=s,ὁ,article,sh=s,σός,adjective,xero/s,,,,,,,γάρ,particle,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dou=lai,δούλη,noun,pa/reisin,πάρειμι,verb,ai(/de,ὅδε,pronoun,mh\,su/,σύ,pronoun,moi,ἐγώ,pronoun,po/nei,πονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)xma/lwto/n,αἰχμάλωτος,adjective,toi/,τοι,particle,m',ἐγώ,pronoun,a)pw/|kisas,do/mwn,δόμος,noun,h(|rhme/nwn,αἱρέω,verb,de\,δέ,particle,dwma/twn,δῶμα,noun,h(|rh/meqa,αἱρέω,verb,w(s,ὡς,conjunction,ai(/de,ὅδε,pronoun,patro\s,πατήρ,noun,o)rfanai\,ὀρφανός,adjective,leleimme/nai,λείπω,verb,,,,,,,,,,,ἀποικίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,me/ntoi,μέντοι,particle,so\s,σός,adjective,path\r,bouleu/mata,βούλευμα,noun,e)s,εἰς,preposition,ou(\s,ὅς,pronoun,e)xrh=n,χρή,verb,h(/kist',ἥκιστος,adjective,e)bou/leusen,βουλεύω,verb,fi/lwn,φίλος,adjective,,,,,,,,,,,,,,,,,,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/cw,λέγω,verb,de\,δέ,particle,kai/toi,καίτοι,particle,do/c',o(/tan,ὅταν,conjunction,la/bh|,λαμβάνω,verb,kakh\,κακός,adjective,gunai=ka,γυνή,noun,glw/ssh|,γλῶσσα,noun,pikro/ths,πικρότης,noun,e)/nesti/,ἔνειμι,verb,tis,τις,pronoun,,,,,,,,,,,,,,,,,δόξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,me\n,μέν,particle,par',παρά,preposition,h(mi=n,ou),οὐ,adverb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,pra=gma,πρᾶγμα,noun,de\,δέ,particle,maqo/ntas,h)\n,ἐάν,conjunction,me\n,μέν,particle,a)ci/ws,ἄξιος,adjective,misei=n,μισέω,verb,e)/xh|,ἔχω,verb,stugei=n,στυγέω,verb,di/kaion,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,ti/,dei=,δέομαι,verb,stugei=n,στυγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ma=s,ἐγώ,pronoun,e)/dwke,δίδωμι,verb,*tunda/rews,Τυνδάρεος,proper,tw=|,sw=|,σός,adjective,patri/,πατήρ,noun,ou)x,οὐ,adverb,w(/ste,ὥστε,conjunction,qnh/|skein,θνήσκω,verb,ou)d',οὐδέ,particle,a(\,ὅς,pronoun,geinai/mhn,γείνομαι,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=nos,ἐκεῖνος,pronoun,de\,δέ,particle,pai=da,παῖς,adjective,th\n,e)mh\n,ἐμός,adjective,*)axille/ws,Ἀχιλλεύς,proper,le/ktroisi,λέκτρον,noun,pei/sas,πείθω,verb,w)/|xet',ὀίζω,verb,e)k,ἐκ,preposition,do/mwn,δόμος,noun,a)/gwn,ἄγω,verb,prumnou=xon,πρυμνοῦχος,adjective,*au)=lin,αὖλις,noun,e)/nq',ἔνθα,adverb,u(pertei/nas,pura=s,πυρεύς,noun,leukh\n,λευκός,adjective,ὁ,article,ὑπερτείνω,verb,dih/mhs',διαμάω,verb,*)ifigo/nhs,,,parhi/+da,παρηίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei),εἰ,conjunction,me\n,μέν,particle,po/lews,πόλις,adjective,a(/lwsin,e)ciw/menos,ἐξιάομαι,verb,h)\,ἠέ,conjunction,dw=m',δῶμα,noun,o)nh/swn,ὀνίνημι,verb,ta)/lla,ἄλλος,adjective,t',τε,particle,e)ksw/|zwn,ἐκσῴζω,verb,te/kna,τέκνον,noun,e)/kteine,ἐκτείνω,verb,pollw=n,πολύς,adjective,mi/an,εἷς,adjective,u(/per,suggnw/st',συγγνωστός,adverb,a)\n,ἄν,particle,ἅλων,noun,ὑπέρ,preposition,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,ou(/nex',οὕνεκα,conjunction,*(ele/nh,ma/rgos,μάργος,adjective,h)=n,εἰμί,verb,o(/,ὅς,pronoun,t',τε,particle,au)=,αὖ,interjection,labw\n,λαμβάνω,verb,a)/loxon,ἄλοχος,adjective,kola/zein,κολάζω,verb,prodo/tin,προδότις,adjective,ou)k,οὐ,adverb,h)pi/stato,ἐπίσταμαι,verb,tou/twn,e(/kati,ἕκητι,adverb,pai=d',παῖς,adjective,Ἑλένη,proper,οὗτος,pronoun,e)mh\n,ἐμός,adjective,diw/lesen,διόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,toi/nun,τοίνυν,particle,kai/per,h)dikhme/nh,ἀδικέω,verb,ou)k,οὐ,adverb,h)griw/mhn,ἀγριάω,verb,ou)d',οὐδέ,particle,a)\n,ἄν,particle,e)/ktanon,κτείνω,verb,po/sin,πόσις,noun,,,,,,,,,,,,,,,,,,,,καίπερ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h)=lq',ἔρχομαι,verb,e)/xwn,ἔχω,verb,moi,maina/d',μαινάς,noun,e)/nqeon,ἔνθεος,adjective,ko/rhn,κόρη,noun,le/ktrois,λέκτρον,noun,t',τε,particle,e)peise/frhke,ἐπεισφρέω,verb,kai\,καί,conjunction,nu/mfa,νύμφη,noun,du/o,δύο,adjective,e)n,ἐν,preposition,toi=sin,τίς,pronoun,au)toi=s,dw/masin,δῶμα,noun,katei/xomen,κατέχω,verb,ἐγώ,pronoun,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=ron,μωρός,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,gunai=kes,ou)k,οὐ,adverb,a)/llws,ἄλλως,adverb,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,d',δέ,particle,u(po/ntos,ὕπειμι,verb,tou=d',a(marta/nh|,ἁμαρτάνω,verb,po/sis,πόσις,noun,ta)/ndon,ἔνδον,adverb,parw/sas,παρόω,verb,le/ktra,λέκτρον,noun,mimei=sqai,μιμέομαι,verb,qe/lei,ἐθέλω,verb,gunh\,γυνή,noun,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,xa(/teron,,,kta=sqai,fi/lon,φίλος,adjective,,,,ὅδε,pronoun,κτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/peit',ἔπειτα,adverb,e)n,ἐν,preposition,h(mi=n,ἐγώ,pronoun,o(,yo/gos,ψόγος,noun,lampru/netai,λαμπρύνω,verb,oi(,ἕ,pronoun,d',δέ,particle,ai)/tioi,αἴτιος,adjective,tw=nd',ὅδε,pronoun,ou),οὐ,adverb,klu/ous',κλύω,verb,a)/ndres,ἀνήρ,noun,kakw=s,κακός,adjective,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)k,ἐκ,preposition,do/mwn,h(/rpasto,ἁρπάζω,verb,*mene/lews,Μενέλαος,proper,la/qra|,λάθρῃ,adverb,ktanei=n,κτείνω,verb,m',ἐγώ,pronoun,*)ore/sthn,Ὀρέστης,proper,xrh=n,χράω,verb,kasignh/ths,κασιγνήτη,noun,po/sin,πόσις,noun,*mene/laon,Μενέλαος,proper,w(s,ὡς,conjunction,sw/saimi,,,,,,,δόμος,noun,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so\s,σός,adjective,de\,δέ,particle,pw=s,πῶς,adverb,path\r,h)ne/sxet',ἀνέχω,verb,a)\n,ἄν,particle,tau=t',οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,to\n,ὁ,article,me\n,μέν,particle,ou),qanei=n,θνήσκω,verb,ktei/nonta,κτείνω,verb,xrh=n,χράω,verb,ta)/m',ἁμός,adjective,e)me\,ἐγώ,pronoun,de\,δέ,particle,pro\s,πρός,preposition,kei/nou,ἐκεῖνος,pronoun,paqei=n,πάσχω,verb,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ktein',ἐκτείνω,verb,e)tre/fqhn,τρέφω,verb,h(/nper,ὅς,pronoun,h)=n,poreu/simon,πορεύσιμος,adjective,pro\s,πρός,preposition,tou\s,ὁ,article,e)kei/nw|,ἐκεῖνος,pronoun,polemi/ous,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi/lwn,φίλος,adjective,ga\r,γάρ,particle,a)\n,ἄν,particle,ti/s,a)\n,ἄν,particle,patro\s,πατήρ,noun,sou=,σύ,pronoun,fo/non,φόνος,noun,e)koinw/nhse/,κοινωνέω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/g',λέγω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,xrh/|zeis,ka)nti/qes,ἀντιτίθημι,verb,parrhsi/a|,παρρησία,noun,o(/pws,ὅπως,conjunction,te/qnhke,θνήσκω,verb,so\s,σός,adjective,path\r,πατήρ,noun,ou)k,οὐ,adverb,e)ndi/kws,ἔνδικος,adjective,,,,,,,,,,,,,,,,,χρῄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/kai',δικαία,noun,e)/lecas,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,di/kh,δίκη,adjective,d',δέ,particle,ai)sxrw=s,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἰσχρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunai=ka,γυνή,noun,ga\r,γάρ,particle,xrh\,χρή,verb,pa/nta,sugxwrei=n,συγχωρέω,verb,po/sei,πόσις,noun,h(/tis,ὅστις,pronoun,frenh/rhs,φρενήρης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=|,ὅς,pronoun,de\,δέ,particle,mh\,μή,conjunction,dokei=,ta/de,ὅδε,pronoun,ou)d',οὐδέ,particle,ei)s,εἰς,preposition,a)riqmo\n,ἀριθμός,adjective,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,h(/kei,ἥκω,verb,lo/gwn,λόγος,noun,,,,,,,,,,,,,,,,,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/mnhso,μιμνήσκω,verb,mh=ter,μήτηρ,noun,ou(\s,ὅς,pronoun,e)/lecas,u(sta/tous,ὕστατος,adjective,lo/gous,λόγος,noun,didou=sa,δίδωμι,verb,pro\s,πρός,preposition,se/,σύ,pronoun,moi,ἐγώ,pronoun,parrhsi/an,παρρησία,noun,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,ge/,γε,particle,fhmi,kou)k,οὐ,adverb,a)parnou=mai,ἀπαρνέομαι,verb,te/knon,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra,ἆρα,particle,klu/ousa,κλύω,verb,mh=ter,μήτηρ,noun,ei)=t',e)/rceis,ἔρδω,verb,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/sti,εἰμί,verb,th=|,ὁ,article,sh=|,d',δέ,particle,h(du\,ἡδύς,adjective,prosqh/sw,προσθέω,verb,freni/,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/goim',λέγω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rxh\,ἀρχή,noun,d',δέ,particle,h(/de,ὅδε,pronoun,moi,prooimi/ou,προοίμιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/q',εἴθε,interjection,ei)=xes,ἔχω,verb,w)=,ὦ,interjection,tekou=sa,belti/ous,βελτίων,adverb,fre/nas,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,ei)=dos,ai)=non,αἶνος,noun,a)/cion,ἄξιος,adjective,fe/rein,φέρω,verb,*(ele/nhs,Ἑλένη,proper,te,τε,particle,kai\,καί,conjunction,sou=,σύ,pronoun,du/o,δύο,adjective,d',δέ,particle,e)/fute,φύω,verb,suggo/nw,σύγγονος,adjective,a)/mfw,matai/w,μάταιος,adjective,*ka/storo/s,Κάστωρ,proper,εἶδος,noun,ἄμφω,noun,t',τε,particle,ou)k,οὐ,adverb,a)ci/w,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,a(rpasqei=s',e(kou=s',ἑκών,adjective,a)pw/leto,ἀπόλλυμι,verb,su\,σύ,pronoun,d',δέ,particle,a)/ndr',ἀνήρ,noun,a)/riston,ἄριστος,adjective,*(ella/dos,Ἑλλάς,proper,diw/lesas,διόλλυμι,verb,skh=yin,σκῆψις,noun,protei/nous',προτείνω,verb,w(s,ὡς,conjunction,u(pe\r,te/knou,τέκνον,noun,po/sin,πόσις,noun,ἁρπάζω,verb,ὑπέρ,preposition,e)/kteinas,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,s',σύ,pronoun,w(s,e)/gwg',ἐγώ,pronoun,i)/sasin,οἶδα,verb,eu)=,εὖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/tis,ὅστις,pronoun,qugatro\s,θυγάτηρ,adjective,pri\n,πρίν,adverb,kekurw=sqai,sfaga/s,σφαγή,noun,ne/on,νέος,adjective,t',τε,particle,a)p',ἀπό,preposition,oi)/kwn,οἶκος,noun,a)ndro\s,ἀνήρ,noun,e)cwrmhme/nou,ἐξορμάω,verb,canqo\n,ξανθός,adjective,kato/ptrw|,κάτοπτρον,noun,plo/kamon,πλόκαμος,noun,e)ch/skeis,ἐξασκέω,verb,ko/mhs,,,,,,,κυρόω,verb,κόμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunh\,γυνή,noun,d',δέ,particle,a)po/ntos,ἄπειμι,verb,a)ndro/s,h(/tis,ὅστις,pronoun,e)k,ἐκ,preposition,do/mwn,δόμος,noun,e)s,εἰς,preposition,ka/llos,κάλλος,noun,a)skei=,ἀσκέω,verb,dia/graf',διάγραφον,noun,w(s,ὡς,conjunction,ou)=san,εἰμί,verb,kakh/n,κακός,adjective,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,au)th\n,αὐτός,pronoun,dei=,qu/rasin,θύρασι,adverb,eu)prepe\s,εὐπρεπής,adverb,fai/nein,φαίνω,verb,pro/swpon,πρόσωπον,noun,h)/n,ἐάν,conjunction,ti,τις,pronoun,mh\,μή,conjunction,zhth=|,ζητέω,verb,kako/n,κακός,adjective,,,,,,,,,,,,,,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nh,μόνος,adjective,de\,δέ,particle,pasw=n,πᾶς,adjective,oi)=d',e)gw\,ἐγώ,pronoun,s',σύ,pronoun,*(ellhni/dwn,Ἑλληνίς,proper,ei),εἰ,conjunction,me\n,μέν,particle,ta\,ὁ,article,*trw/wn,Τρώς,proper,eu)tuxoi=,εὐτυχέω,verb,kexarme/nhn,χαίρω,verb,ei),εἰ,conjunction,d',δέ,particle,h(/sson',ei)/h,ἀίω,verb,sunnefou=san,,,οἶδα,verb,ἥσσων,adverb,o)/mmata,ὄμμα,noun,*)agame/mnon',Ἀγαμέμνων,proper,ou),οὐ,adverb,xrh/|zousan,χρῄζω,verb,e)k,ἐκ,preposition,*troi/as,Τροία,proper,molei=n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
